model,region,sale_month,monthly_revenue,monthly_units
5 SERIES,Europe,2026-08-01,11593654.16,186
5 SERIES,Europe,2026-09-01,10079409.77,162
5 SERIES,Europe,2026-10-01,5743753.17,93
5 SERIES,Europe,2026-11-01,4303968.359999999,71
5 SERIES,Europe,2026-12-01,8173597.51,132
5 SERIES,Middle East,2024-01-01,6114696.39,99
5 SERIES,Middle East,2024-02-01,2425556.92,38
5 SERIES,Middle East,2024-03-01,3229870.71,52
5 SERIES,Middle East,2024-04-01,3951154.7,63
5 SERIES,Middle East,2024-05-01,3629147.71,58
5 SERIES,Middle East,2024-06-01,3850028.74,63
5 SERIES,Middle East,2024-07-01,4749398.28,77
5 SERIES,Middle East,2024-08-01,5364209.3,87
5 SERIES,Middle East,2024-09-01,2836422.36,45
5 SERIES,Middle East,2024-10-01,1268825.8199999998,21
5 SERIES,Middle East,2024-11-01,3734357.4299999997,61
5 SERIES,Middle East,2024-12-01,1564933.68,25
5 SERIES,Middle East,2025-01-01,6551231.56,104
5 SERIES,Middle East,2025-02-01,6547115.390000001,107
5 SERIES,Middle East,2025-03-01,5863160.92,95
5 SERIES,Middle East,2025-04-01,5893176.51,94
5 SERIES,Middle East,2025-05-01,5661158.62,92
5 SERIES,Middle East,2025-06-01,3351483.0300000003,55
5 SERIES,Middle East,2025-07-01,2788427.63,44
5 SERIES,Middle East,2025-08-01,3804756.02,63
5 SERIES,Middle East,2025-09-01,3298426.59,54
5 SERIES,Middle East,2025-10-01,1486903.02,24
5 SERIES,Middle East,2025-11-01,4209626.109999999,67
5 SERIES,Middle East,2025-12-01,5757151.41,93
5 SERIES,Middle East,2026-01-01,4116360.41,67
5 SERIES,Middle East,2026-02-01,2020289.95,33
5 SERIES,Middle East,2026-03-01,8029617.89,129
5 SERIES,Middle East,2026-04-01,3469702.84,57
5 SERIES,Middle East,2026-05-01,2940506.7199999997,48
5 SERIES,Middle East,2026-06-01,3075567.55,48
5 SERIES,Middle East,2026-07-01,7024579.62,115
5 SERIES,Middle East,2026-08-01,3933986.86,65
5 SERIES,Middle East,2026-09-01,5207214.08,84
5 SERIES,Middle East,2026-10-01,2635969.7199999997,43
5 SERIES,Middle East,2026-11-01,2596021.08,42
5 SERIES,Middle East,2026-12-01,1352844.88,22
5 SERIES,North America,2024-01-01,10780633.69,176
5 SERIES,North America,2024-02-01,8193072.6,135
5 SERIES,North America,2024-03-01,7430324.62,119
5 SERIES,North America,2024-04-01,8181148.86,131
5 SERIES,North America,2024-05-01,8422010.72,136
5 SERIES,North America,2024-06-01,3155510.27,53
5 SERIES,North America,2024-07-01,4835548.55,78
5 SERIES,North America,2024-08-01,10175980.84,165
5 SERIES,North America,2024-09-01,6926235.22,111
5 SERIES,North America,2024-10-01,7113941.5,116
5 SERIES,North America,2024-11-01,5024109.399999999,81
5 SERIES,North America,2024-12-01,6945713.35,115
5 SERIES,North America,2025-01-01,8343853.65,136
5 SERIES,North America,2025-02-01,10111145.35,164
5 SERIES,North America,2025-03-01,13267824.530000001,215
5 SERIES,North America,2025-04-01,10007831.92,161
5 SERIES,North America,2025-05-01,8028538.3,130
5 SERIES,North America,2025-06-01,8583530.23,139
5 SERIES,North America,2025-07-01,6476439.58,104
5 SERIES,North America,2025-08-01,9286713.780000001,151
5 SERIES,North America,2025-09-01,6451459.63,103
5 SERIES,North America,2025-10-01,10161573.379999999,164
5 SERIES,North America,2025-11-01,6289048.75,102
5 SERIES,North America,2025-12-01,9358112.9,149
5 SERIES,North America,2026-01-01,6139765.04,100
5 SERIES,North America,2026-02-01,4820034.96,77
5 SERIES,North America,2026-03-01,12727731.57,209
5 SERIES,North America,2026-04-01,10000339.0,161
5 SERIES,North America,2026-05-01,10912134.6,176
5 SERIES,North America,2026-06-01,12872543.870000001,210
5 SERIES,North America,2026-07-01,11014894.67,176
5 SERIES,North America,2026-08-01,3413455.59,54
5 SERIES,North America,2026-09-01,7066589.48,116
5 SERIES,North America,2026-10-01,6610310.12,107
5 SERIES,North America,2026-11-01,6331909.78,102
5 SERIES,North America,2026-12-01,6511348.9,107
5 SERIES,Oceania,2024-01-01,1878543.78,30
5 SERIES,Oceania,2024-02-01,2075585.8599999999,33
5 SERIES,Oceania,2024-03-01,1644075.8,26
5 SERIES,Oceania,2024-04-01,2213820.64,35
5 SERIES,Oceania,2024-05-01,2216923.1799999997,35
5 SERIES,Oceania,2024-06-01,1550204.1,25
5 SERIES,Oceania,2024-07-01,288335.95,5
5 SERIES,Oceania,2024-08-01,2535234.64,41
5 SERIES,Oceania,2024-09-01,2251299.86,36
5 SERIES,Oceania,2024-10-01,1517501.8399999999,25
5 SERIES,Oceania,2024-11-01,3005123.6500000004,48
5 SERIES,Oceania,2024-12-01,1071324.02,17
5 SERIES,Oceania,2025-01-01,3299259.74,53
5 SERIES,Oceania,2025-03-01,2319879.17,38
5 SERIES,Oceania,2025-04-01,1816470.3,31
5 SERIES,Oceania,2025-05-01,2869432.3000000003,47
5 SERIES,Oceania,2025-06-01,1360505.06,22
5 SERIES,Oceania,2025-07-01,3795847.4699999997,61
5 SERIES,Oceania,2025-08-01,2292790.14,37
5 SERIES,Oceania,2025-09-01,1613512.1099999999,26
5 SERIES,Oceania,2025-10-01,5898356.22,94
5 SERIES,Oceania,2025-11-01,3660571.05,59
5 SERIES,Oceania,2025-12-01,1279021.53,20
5 SERIES,Oceania,2026-01-01,1545695.85,25
5 SERIES,Oceania,2026-02-01,707022.8,11
5 SERIES,Oceania,2026-03-01,2329601.83,37
5 SERIES,Oceania,2026-04-01,1950064.77,31
5 SERIES,Oceania,2026-05-01,1826593.9300000002,28
5 SERIES,Oceania,2026-06-01,2081033.93,34
5 SERIES,Oceania,2026-07-01,2944641.04,47
5 SERIES,Oceania,2026-08-01,1695736.15,27
5 SERIES,Oceania,2026-09-01,3436177.6100000003,57
5 SERIES,Oceania,2026-10-01,1032471.1000000001,17
5 SERIES,Oceania,2026-11-01,685413.4099999999,11
5 SERIES,Oceania,2026-12-01,4093958.38,66
7 SERIES,Africa,2024-01-01,290571.56,3
7 SERIES,Africa,2024-02-01,833057.3999999999,8
7 SERIES,Africa,2024-03-01,201851.78,2
7 SERIES,Africa,2024-05-01,693312.2000000001,7
7 SERIES,Africa,2024-06-01,94992.23,1
7 SERIES,Africa,2024-07-01,292232.8,3
7 SERIES,Africa,2024-08-01,599428.5599999999,6
7 SERIES,Africa,2024-09-01,284882.85,3
7 SERIES,Africa,2024-10-01,290588.43,3
7 SERIES,Africa,2024-12-01,193969.66,2
7 SERIES,Africa,2025-01-01,713015.69,7
7 SERIES,Africa,2025-02-01,798896.0800000001,8
7 SERIES,Africa,2025-03-01,693054.01,7
7 SERIES,Africa,2025-04-01,208201.28,2
7 SERIES,Africa,2025-05-01,196549.24,2
7 SERIES,Africa,2025-06-01,194627.16,2
7 SERIES,Africa,2025-07-01,579026.26,6
7 SERIES,Africa,2025-08-01,497714.55000000005,5
7 SERIES,Africa,2025-10-01,596858.41,6
7 SERIES,Africa,2025-11-01,698384.48,7
7 SERIES,Africa,2025-12-01,98775.84,1
7 SERIES,Africa,2026-01-01,294227.43,3
7 SERIES,Africa,2026-02-01,597526.86,6
7 SERIES,Africa,2026-06-01,1282925.73,13
7 SERIES,Africa,2026-07-01,397132.04999999993,4
7 SERIES,Africa,2026-08-01,274594.23,3
7 SERIES,Africa,2026-10-01,1461637.46,15
7 SERIES,Africa,2026-11-01,615566.79,6
7 SERIES,Africa,2026-12-01,199325.0,2
7 SERIES,Asia,2024-01-01,2805993.19,28
7 SERIES,Asia,2024-02-01,1152320.65,12
7 SERIES,Asia,2024-03-01,5711135.67,57
7 SERIES,Asia,2024-04-01,4799016.38,48
7 SERIES,Asia,2024-05-01,5996755.47,60
7 SERIES,Asia,2024-06-01,2257610.69,23
7 SERIES,Asia,2024-07-01,3632950.65,38
7 SERIES,Asia,2024-08-01,4023617.68,42
7 SERIES,Asia,2024-09-01,3847692.0300000003,39
7 SERIES,Asia,2024-10-01,5242873.02,53
7 SERIES,Asia,2024-11-01,4206971.96,43
7 SERIES,Asia,2024-12-01,6866385.17,70
7 SERIES,Asia,2025-01-01,4123237.14,42
7 SERIES,Asia,2025-02-01,1975212.3599999999,20
7 SERIES,Asia,2025-03-01,3600807.54,37
7 SERIES,Asia,2025-04-01,3373669.49,34
7 SERIES,Asia,2025-05-01,3363147.32,35
7 SERIES,Asia,2025-06-01,2648307.46,27
7 SERIES,Asia,2025-07-01,4286381.1899999995,43
7 SERIES,Asia,2025-08-01,3828366.11,39
7 SERIES,Asia,2025-09-01,961259.21,10
7 SERIES,Asia,2025-10-01,3639550.16,37
7 SERIES,Asia,2025-11-01,1954040.91,20
7 SERIES,Asia,2025-12-01,4993085.96,51
7 SERIES,Asia,2026-01-01,2831255.5999999996,28
7 SERIES,Asia,2026-02-01,2449284.56,25
7 SERIES,Asia,2026-03-01,7834438.12,81
7 SERIES,Asia,2026-04-01,4896599.1,49
7 SERIES,Asia,2026-05-01,4592902.7299999995,48
7 SERIES,Asia,2026-06-01,5560014.77,56
7 SERIES,Asia,2026-07-01,1375057.81,14
7 SERIES,Asia,2026-08-01,3740030.34,38
7 SERIES,Asia,2026-09-01,3163379.23,31
7 SERIES,Asia,2026-10-01,1754414.07,18
7 SERIES,Asia,2026-11-01,2711968.38,28
7 SERIES,Asia,2026-12-01,5688359.0,58
7 SERIES,Europe,2024-01-01,2005531.83,20
7 SERIES,Europe,2024-02-01,4216849.56,43
7 SERIES,Europe,2024-03-01,501527.0,5
7 SERIES,Europe,2024-04-01,5123247.7,53
7 SERIES,Europe,2024-05-01,2298033.52,23
7 SERIES,Europe,2024-06-01,952537.1000000001,10
7 SERIES,Europe,2024-07-01,1739029.38,18
7 SERIES,Europe,2024-08-01,3997614.8,41
7 SERIES,Europe,2024-09-01,2353266.44,24
7 SERIES,Europe,2024-10-01,2657908.66,27
7 SERIES,Europe,2024-11-01,1056372.67,11
7 SERIES,Europe,2024-12-01,1359149.21,14
7 SERIES,Europe,2025-01-01,2407676.24,24
7 SERIES,Europe,2025-02-01,3489597.94,36
7 SERIES,Europe,2025-03-01,3164987.69,33
7 SERIES,Europe,2025-04-01,5446540.51,55
7 SERIES,Europe,2025-05-01,2963470.96,31
7 SERIES,Europe,2025-06-01,3220396.52,33
7 SERIES,Europe,2025-07-01,3996473.56,40
7 SERIES,Europe,2025-08-01,2133766.33,22
7 SERIES,Europe,2025-09-01,2557324.7800000003,26
7 SERIES,Europe,2025-10-01,2518868.79,26
7 SERIES,Europe,2025-11-01,1839355.77,19
7 SERIES,Europe,2025-12-01,1555188.93,16
7 SERIES,Europe,2026-01-01,2704815.37,28
7 SERIES,Europe,2026-02-01,2520308.2199999997,26
7 SERIES,Europe,2026-03-01,1439682.26,15
7 SERIES,Europe,2026-04-01,4950096.02,50
7 SERIES,Europe,2026-05-01,3599771.88,36
7 SERIES,Europe,2026-06-01,4264611.9399999995,44
7 SERIES,Europe,2026-07-01,4411218.77,45
7 SERIES,Europe,2026-08-01,3179382.7,33
7 SERIES,Europe,2026-09-01,1441759.42,14
7 SERIES,Europe,2026-10-01,1696604.65,17
7 SERIES,Europe,2026-11-01,3431040.62,35
7 SERIES,Europe,2026-12-01,3494565.66,36
7 SERIES,Middle East,2024-01-01,508877.70999999996,5
7 SERIES,Middle East,2024-02-01,1984396.02,20
7 SERIES,Middle East,2024-03-01,854260.88,9
7 SERIES,Middle East,2024-04-01,1898340.53,19
7 SERIES,Middle East,2024-05-01,1444832.73,15
7 SERIES,Middle East,2024-06-01,395165.38,4
7 SERIES,Middle East,2024-07-01,678178.73,7
7 SERIES,Middle East,2024-08-01,1835612.63,19
7 SERIES,Middle East,2024-10-01,1695513.3199999998,17
7 SERIES,Middle East,2024-11-01,1173442.44,12
7 SERIES,Middle East,2024-12-01,1974012.1800000002,20
7 SERIES,Middle East,2025-01-01,1683657.9300000002,17
7 SERIES,Middle East,2025-02-01,198188.88,2
7 SERIES,Middle East,2025-03-01,561253.8,6
7 SERIES,Middle East,2025-04-01,290549.86,3
7 SERIES,Middle East,2025-05-01,578710.14,6
7 SERIES,Middle East,2025-06-01,1151250.44,12
7 SERIES,Middle East,2025-07-01,597123.3,6
7 SERIES,Middle East,2025-08-01,995841.03,10
7 SERIES,Middle East,2025-09-01,784880.42,8
7 SERIES,Middle East,2025-10-01,479920.6,5
7 SERIES,Middle East,2025-11-01,281926.58999999997,3
7 SERIES,Middle East,2025-12-01,975286.25,10
7 SERIES,Middle East,2026-01-01,1085630.7,11
7 SERIES,Middle East,2026-02-01,302493.54,3
7 SERIES,Middle East,2026-03-01,1088828.21,11
7 SERIES,Middle East,2026-04-01,1861715.7199999997,19
7 SERIES,Middle East,2026-05-01,2606606.15,26
7 SERIES,Middle East,2026-06-01,971798.1799999999,10
7 SERIES,Middle East,2026-07-01,508529.78,5
7 SERIES,Middle East,2026-08-01,478578.85000000003,5
7 SERIES,Middle East,2026-09-01,962634.31,10
7 SERIES,Middle East,2026-10-01,1402885.68,14
7 SERIES,Middle East,2026-11-01,2013460.44,21
7 SERIES,Middle East,2026-12-01,2737301.56,28
7 SERIES,North America,2024-01-01,1464901.03,15
7 SERIES,North America,2024-02-01,1610970.22,16
7 SERIES,North America,2024-03-01,4028569.4099999997,42
7 SERIES,North America,2024-04-01,3736720.98,38
7 SERIES,North America,2024-05-01,4783061.57,49
7 SERIES,North America,2024-06-01,1483144.69,15
7 SERIES,North America,2024-07-01,3122641.89,31
7 SERIES,North America,2024-08-01,4962987.1899999995,51
7 SERIES,North America,2024-09-01,2155973.88,22
7 SERIES,North America,2024-10-01,2229915.6,23
7 SERIES,North America,2024-11-01,3654521.56,37
7 SERIES,North America,2024-12-01,2643815.12,27
7 SERIES,North America,2025-01-01,4399314.8,46
7 SERIES,North America,2025-02-01,509732.5,5
7 SERIES,North America,2025-03-01,2695960.42,27
7 SERIES,North America,2025-04-01,3483516.0,36
7 SERIES,North America,2025-05-01,3656296.5700000003,37
7 SERIES,North America,2025-06-01,4251108.92,43
7 SERIES,North America,2025-07-01,5351862.84,55
7 SERIES,North America,2025-08-01,3491796.7699999996,34
7 SERIES,North America,2025-09-01,984817.97,10
7 SERIES,North America,2025-10-01,4139654.12,42
7 SERIES,North America,2025-11-01,2296332.14,23
7 SERIES,North America,2025-12-01,3408933.08,34
7 SERIES,North America,2026-01-01,1953999.7200000002,20
7 SERIES,North America,2026-02-01,3080240.9499999997,32
7 SERIES,North America,2026-03-01,2948615.4499999997,30
7 SERIES,North America,2026-04-01,2575867.15,26
7 SERIES,North America,2026-05-01,7656279.71,77
7 SERIES,North America,2026-06-01,3515450.1799999997,36
7 SERIES,North America,2026-07-01,3136466.37,32
7 SERIES,North America,2026-08-01,5295640.12,55
7 SERIES,North America,2026-09-01,3903580.21,40
7 SERIES,North America,2026-10-01,2871490.29,30
7 SERIES,North America,2026-11-01,4878453.32,51
7 SERIES,North America,2026-12-01,2067404.12,21
7 SERIES,Oceania,2024-01-01,388728.76,4
7 SERIES,Oceania,2024-03-01,94785.28,1
7 SERIES,Oceania,2024-04-01,668193.09,7
7 SERIES,Oceania,2024-05-01,686511.46,7
7 SERIES,Oceania,2024-06-01,409463.96,4
7 SERIES,Oceania,2024-07-01,377741.88,4
7 SERIES,Oceania,2024-08-01,197693.7,2
7 SERIES,Oceania,2024-09-01,584455.89,6
7 SERIES,Oceania,2024-10-01,198508.84,2
7 SERIES,Oceania,2024-11-01,620771.0,6
7 SERIES,Oceania,2024-12-01,665413.71,7
7 SERIES,Oceania,2025-01-01,857674.47,9
7 SERIES,Oceania,2025-02-01,393708.80000000005,4
7 SERIES,Oceania,2025-04-01,731501.0499999999,7
7 SERIES,Oceania,2025-05-01,918420.99,9
7 SERIES,Oceania,2025-06-01,310529.85,3
7 SERIES,Oceania,2025-07-01,770370.65,8
7 SERIES,Oceania,2025-09-01,1063540.02,11
7 SERIES,Oceania,2025-10-01,593689.88,6
7 SERIES,Oceania,2025-11-01,480573.15,5
7 SERIES,Oceania,2025-12-01,484045.55,5
7 SERIES,Oceania,2026-01-01,288816.6,3
7 SERIES,Oceania,2026-02-01,983056.8200000001,10
7 SERIES,Oceania,2026-04-01,1167503.62,12
7 SERIES,Oceania,2026-05-01,1978840.6,21
7 SERIES,Oceania,2026-07-01,1179388.56,12
7 SERIES,Oceania,2026-08-01,801496.9299999999,8
7 SERIES,Oceania,2026-09-01,1563457.76,16
7 SERIES,Oceania,2026-10-01,996867.55,10
7 SERIES,Oceania,2026-11-01,1373356.48,14
7 SERIES,Oceania,2026-12-01,679308.98,7
I4,Africa,2024-01-01,563776.4,10
I4,Africa,2024-02-01,276288.5,5
I4,Africa,2024-03-01,281201.3,5
I4,Africa,2024-04-01,1238085.27,21
I4,Africa,2024-06-01,1312654.06,22
I4,Africa,2024-07-01,712590.13,12
I4,Africa,2024-08-01,420007.20999999996,7
I4,Africa,2024-09-01,474747.33999999997,8
I4,Africa,2024-11-01,681024.78,12
I4,Africa,2024-12-01,1036322.48,18
I4,Africa,2025-01-01,1166208.67,20
I4,Africa,2025-03-01,1425480.43,25
I4,Africa,2025-04-01,764993.37,13
I4,Africa,2025-07-01,298079.3,5
I4,Africa,2025-08-01,401346.76,7
I4,Africa,2025-09-01,433645.5800000001,7
I4,Africa,2025-10-01,809896.95,14
I4,Africa,2025-11-01,405253.52,7
I4,Africa,2026-01-01,510424.27,9
I4,Africa,2026-02-01,283016.5,5
I4,Africa,2026-03-01,229663.6,4
I4,Africa,2026-04-01,586696.4,10
I4,Africa,2026-05-01,738865.4,13
I4,Africa,2026-06-01,2570183.27,44
I4,Africa,2026-07-01,178362.27,3
I4,Africa,2026-08-01,819866.53,14
I4,Africa,2026-09-01,404067.41000000003,7
I4,Africa,2026-10-01,717506.39,13
I4,Africa,2026-11-01,582503.26,10
I4,Africa,2026-12-01,2622950.69,45
I4,Asia,2024-01-01,4279807.46,73
I4,Asia,2024-02-01,6583762.5,114
I4,Asia,2024-03-01,4356100.45,75
I4,Asia,2024-04-01,5844559.2,101
I4,Asia,2024-05-01,4265104.16,73
I4,Asia,2024-06-01,5552675.21,95
I4,Asia,2024-07-01,4678799.7,79
I4,Asia,2024-08-01,7303790.45,127
I4,Asia,2024-09-01,2586101.83,45
I4,Asia,2024-10-01,1080745.82,19
I4,Asia,2024-11-01,7087994.0200000005,123
I4,Asia,2024-12-01,4751120.97,83
I4,Asia,2025-01-01,5188698.85,89
I4,Asia,2025-02-01,2371493.94,41
I4,Asia,2025-03-01,12162949.57,208
I4,Asia,2025-04-01,8941256.56,156
I4,Asia,2025-05-01,7197094.27,122
I4,Asia,2025-06-01,7039233.42,120
I4,Asia,2025-07-01,9063537.88,157
I4,Asia,2025-08-01,10377855.35,183
I4,Asia,2025-09-01,6493848.06,112
I4,Asia,2025-10-01,8630883.74,150
I4,Asia,2025-11-01,7064853.65,122
I4,Asia,2025-12-01,11757597.14,203
I4,Asia,2026-01-01,6563949.09,113
I4,Asia,2026-02-01,4367389.41,74
I4,Asia,2026-03-01,6725536.55,116
I4,Asia,2026-04-01,14492907.99,249
I4,Asia,2026-05-01,10680692.2,183
I4,Asia,2026-06-01,5173296.14,87
I4,Asia,2026-07-01,6230179.25,106
I4,Asia,2026-08-01,7205662.75,124
I4,Asia,2026-09-01,8338187.74,142
I4,Asia,2026-10-01,7891243.45,137
I4,Asia,2026-11-01,3789814.02,65
I4,Asia,2026-12-01,5318364.52,93
I4,Europe,2024-01-01,8500515.25,147
I4,Europe,2024-02-01,2449729.33,42
I4,Europe,2024-03-01,3967000.31,69
I4,Europe,2024-04-01,6041197.89,105
I4,Europe,2024-05-01,4231516.51,73
I4,Europe,2024-06-01,4453948.3,77
I4,Europe,2024-07-01,1826606.25,31
I4,Europe,2024-08-01,6279632.43,109
I4,Europe,2024-09-01,3982123.38,68
I4,Europe,2024-10-01,2640731.35,45
I4,Europe,2024-11-01,5951684.21,101
I4,Europe,2024-12-01,2654360.4,45
I4,Europe,2025-01-01,5794894.52,100
I4,Europe,2025-02-01,7272829.43,127
I4,Europe,2025-03-01,7047666.2,123
I4,Europe,2025-04-01,10739700.41,185
I4,Europe,2025-05-01,7285203.720000001,126
I4,Europe,2025-06-01,6458543.92,111
I4,Europe,2025-07-01,5005149.94,87
I4,Europe,2025-08-01,4877774.28,84
I4,Europe,2025-09-01,4144926.56,71
I4,Europe,2025-10-01,7218411.9399999995,124
I4,Europe,2025-11-01,4275131.859999999,73
I4,Europe,2025-12-01,2981771.95,51
I4,Europe,2026-01-01,7448165.32,128
I4,Europe,2026-02-01,6549114.2,111
I4,Europe,2026-03-01,5993618.92,105
I4,Europe,2026-04-01,6224153.04,107
I4,Europe,2026-05-01,5102302.95,87
I4,Europe,2026-06-01,6482601.73,112
I4,Europe,2026-07-01,8466641.38,147
I4,Europe,2026-08-01,3910830.95,67
I4,Europe,2026-09-01,3616819.4400000004,64
I4,Europe,2026-10-01,5559245.23,96
I4,Europe,2026-11-01,5993528.2,104
I4,Europe,2026-12-01,5197764.17,89
I4,Middle East,2024-01-01,3273743.2,56
I4,Middle East,2024-02-01,1141761.3,20
I4,Middle East,2024-03-01,3053423.2,53
I4,Middle East,2024-04-01,3166898.35,54
I4,Middle East,2024-05-01,4372126.83,76
I4,Middle East,2024-06-01,3454340.47,60
I4,Middle East,2024-07-01,2314584.69,41
I4,Middle East,2024-08-01,1066113.3800000001,19
I4,Middle East,2024-09-01,2176577.66,36
I4,Middle East,2024-10-01,3875022.02,67
I4,Middle East,2024-11-01,2300878.9899999998,40
I4,Middle East,2024-12-01,2746707.81,47
I4,Middle East,2025-01-01,1517972.07,27
I4,Middle East,2025-02-01,278988.4,5
I4,Middle East,2025-03-01,2656339.9299999997,46
I4,Middle East,2025-04-01,2198497.2800000003,38
I4,Middle East,2025-05-01,2256542.8600000003,39
I4,Middle East,2025-06-01,1865596.2000000002,33
I4,Middle East,2025-07-01,2385522.54,40
I4,Middle East,2025-08-01,1908397.4,33
I4,Middle East,2025-09-01,1858339.3,32
I4,Middle East,2025-10-01,3025466.25,52
I4,Middle East,2025-11-01,4587441.75,78
I4,Middle East,2025-12-01,2431665.83,42
I4,Middle East,2026-01-01,2811512.37,49
I4,Middle East,2026-02-01,3786286.27,64
I4,Middle East,2026-03-01,3276859.16,56
I4,Middle East,2026-04-01,3846790.95,66
I4,Middle East,2026-05-01,5803560.43,100
I4,Middle East,2026-06-01,2816950.0300000003,48
I4,Middle East,2026-07-01,2388326.0700000003,40
I4,Middle East,2026-08-01,958608.3900000001,17
I4,Middle East,2026-09-01,1399142.1900000002,24
I4,Middle East,2026-10-01,926504.3500000001,16
I4,Middle East,2026-11-01,2719504.33,46
I4,Middle East,2026-12-01,2985435.23,51
I4,North America,2024-01-01,5404733.69,95
I4,North America,2024-02-01,4362433.11,76
I4,North America,2024-03-01,5478936.94,96
I4,North America,2024-04-01,4986291.84,84
I4,North America,2024-05-01,6522015.49,112
I4,North America,2024-06-01,5709373.74,98
I4,North America,2024-07-01,5566388.98,95
I4,North America,2024-08-01,7614266.44,131
I4,North America,2024-09-01,4174715.5199999996,71
I4,North America,2024-10-01,4286431.29,74
I4,North America,2024-11-01,4467576.91,77
I4,North America,2024-12-01,4155466.98,71
I4,North America,2025-01-01,6020183.09,105
I4,North America,2025-02-01,7749159.28,133
I4,North America,2025-03-01,1779512.66,31
I4,North America,2025-04-01,4150539.31,73
I4,North America,2025-05-01,4040161.7199999997,69
I4,North America,2025-06-01,1785855.03,31
I4,North America,2025-07-01,6787936.49,116
I4,North America,2025-08-01,3409295.4,60
I4,North America,2025-09-01,7931729.39,136
I4,North America,2025-10-01,2455869.7,43
I4,North America,2025-11-01,6832722.38,118
I4,North America,2025-12-01,4066029.43,72
I4,North America,2026-01-01,7825898.649999999,135
I4,North America,2026-02-01,7970016.9,136
I4,North America,2026-03-01,9437393.54,160
I4,North America,2026-04-01,8081375.4,140
I4,North America,2026-05-01,5765748.44,100
I4,North America,2026-06-01,5073376.92,88
I4,North America,2026-07-01,7341856.92,125
I4,North America,2026-08-01,8074203.16,137
I4,North America,2026-09-01,8166575.28,142
I4,North America,2026-10-01,3562373.55,60
I4,North America,2026-11-01,4790135.2299999995,83
I4,North America,2026-12-01,4163246.09,71
I4,Oceania,2024-01-01,925503.73,16
I4,Oceania,2024-02-01,2050981.97,35
I4,Oceania,2024-03-01,300624.55000000005,5
I4,Oceania,2024-04-01,1000545.25,17
I4,Oceania,2024-05-01,1122551.37,19
I4,Oceania,2024-06-01,2508666.06,43
I4,Oceania,2024-07-01,1337668.36,23
I4,Oceania,2024-08-01,1169063.74,20
I4,Oceania,2024-09-01,467686.16000000003,8
I4,Oceania,2024-10-01,839574.47,15
I4,Oceania,2024-11-01,593186.6,10
I4,Oceania,2024-12-01,1450877.64,25
I4,Oceania,2025-01-01,759463.03,13
I4,Oceania,2025-02-01,576211.63,10
I4,Oceania,2025-03-01,312265.35,5
I4,Oceania,2025-04-01,1792896.04,31
I4,Oceania,2025-05-01,2370336.17,41
I4,Oceania,2025-06-01,1106884.24,20
I4,Oceania,2025-07-01,1470358.63,25
I4,Oceania,2025-08-01,2744176.81,46
I4,Oceania,2025-09-01,696100.59,12
I4,Oceania,2025-10-01,1390078.6,24
I4,Oceania,2025-11-01,951435.16,16
I4,Oceania,2025-12-01,971782.16,17
I4,Oceania,2026-01-01,990580.03,17
I4,Oceania,2026-02-01,3083379.27,54
I4,Oceania,2026-04-01,1259187.01,22
I4,Oceania,2026-05-01,1481614.4100000001,25
I4,Oceania,2026-06-01,585752.1,10
I4,Oceania,2026-07-01,1786288.5,31
I4,Oceania,2026-08-01,2178904.91,38
I4,Oceania,2026-09-01,1867708.83,32
I4,Oceania,2026-10-01,1133824.4500000002,19
I4,Oceania,2026-11-01,295591.1,5
I4,Oceania,2026-12-01,770369.97,13
IX,Africa,2024-01-01,352375.92,4
IX,Africa,2024-03-01,337970.84,4
IX,Africa,2024-04-01,1615751.69,18
IX,Africa,2024-05-01,500544.12,6
IX,Africa,2024-06-01,341383.08,4
IX,Africa,2024-07-01,246479.64,3
IX,Africa,2024-08-01,540576.8999999999,6
IX,Africa,2024-09-01,781846.38,9
IX,Africa,2024-10-01,168630.36,2
IX,Africa,2024-11-01,510740.64,6
IX,Africa,2024-12-01,776800.6400000001,9
IX,Africa,2025-02-01,1133462.96,13
IX,Africa,2025-03-01,274054.23,3
IX,Africa,2025-04-01,1039092.0,12
IX,Africa,2025-05-01,266691.63,3
IX,Africa,2025-06-01,163934.46,2
IX,Africa,2025-07-01,1041933.8600000001,12
IX,Africa,2025-08-01,338847.83,4
IX,Africa,2025-12-01,613347.3099999999,7
IX,Africa,2026-01-01,1057307.98,12
IX,Africa,2026-02-01,419931.1,5
IX,Africa,2026-03-01,1859219.43,21
IX,Africa,2026-04-01,1273092.72,15
IX,Africa,2026-06-01,746576.99,9
IX,Africa,2026-07-01,1084521.5899999999,12
IX,Africa,2026-08-01,1838872.4300000002,21
IX,Africa,2026-09-01,952024.47,11
IX,Africa,2026-10-01,527724.8999999999,6
IX,Africa,2026-11-01,369324.6,4
IX,Africa,2026-12-01,583810.17,7
IX,Asia,2024-01-01,4160572.22,48
IX,Asia,2024-02-01,4323003.51,50
IX,Asia,2024-03-01,10754693.65,122
IX,Asia,2024-04-01,8135020.17,92
IX,Asia,2024-05-01,5650165.63,65
IX,Asia,2024-06-01,5097930.01,58
IX,Asia,2024-07-01,5171005.08,60
IX,Asia,2024-08-01,1538436.03,18
IX,Asia,2024-09-01,5850393.92,67
IX,Asia,2024-10-01,5851663.1,68
IX,Asia,2024-11-01,7038175.87,81
IX,Asia,2024-12-01,8393961.6,95
IX,Asia,2025-01-01,7617106.41,87
