event_id,vehicle_id,timestamp,speed,battery_level,temperature,odometer,fault_code
EVT00948,BMW077,2026-09-11 20:08:27.770319,85,15,107,67350,F003
EVT00949,BMW015,2026-04-17 16:08:27.770328,94,82,50,188359,F004
EVT00950,BMW049,2026-04-25 10:08:27.770336,1,89,70,123650,F004
EVT00951,BMW077,2026-09-03 21:08:27.770345,25,30,102,22073,F005
EVT00952,BMW141,2026-06-16 06:08:27.770354,150,75,93,76197,
EVT00953,BMW088,2026-09-08 10:08:27.770363,64,89,110,196138,F005
EVT00954,BMW197,2026-05-13 10:08:27.770373,121,24,61,58562,F002
EVT00955,BMW140,2026-08-01 04:08:27.770382,75,15,69,21267,
EVT00956,BMW095,2026-06-28 02:08:27.770391,27,79,67,99193,F002
EVT00957,BMW134,2026-04-10 19:08:27.770401,88,39,96,159828,F001
EVT00958,BMW013,2026-09-05 02:08:27.770411,157,47,70,232972,F002
EVT00959,BMW188,2026-08-25 20:08:27.770421,31,56,73,77379,F003
EVT00960,BMW039,2026-05-17 17:08:27.770430,10,99,88,69763,F002
EVT00961,BMW174,2026-07-31 00:08:27.770441,172,45,88,44135,F004
EVT00962,BMW017,2026-02-27 06:08:27.770451,74,51,77,95035,F002
EVT00963,BMW082,2026-05-07 15:08:27.770460,136,38,51,245138,F003
EVT00964,BMW105,2026-09-11 06:08:27.770470,99,67,96,203956,F001
EVT00965,BMW148,2026-06-25 01:08:27.770480,140,90,73,139348,
EVT00966,BMW133,2026-06-08 16:08:27.770490,153,69,90,15962,F004
EVT00967,BMW161,2026-02-25 05:08:27.770525,145,55,105,60043,
EVT00968,BMW149,2026-03-26 15:08:27.770550,44,75,86,86512,F005
EVT00969,BMW123,2026-07-11 02:08:27.770560,27,74,73,185910,F002
EVT00970,BMW028,2026-05-31 00:08:27.770569,154,97,110,135060,F003
EVT00971,BMW070,2026-09-07 02:08:27.770579,130,93,64,239137,F003
EVT00972,BMW123,2026-03-31 15:08:27.770588,55,37,51,144628,F001
EVT00973,BMW154,2026-03-01 14:08:27.770598,98,11,98,48923,F005
EVT00974,BMW036,2026-05-11 20:08:27.770610,79,68,75,168053,
EVT00975,BMW136,2026-05-22 01:08:27.770790,87,93,94,112874,F004
EVT00976,BMW055,2026-09-09 02:08:27.770802,39,65,50,197255,F003
EVT00977,BMW091,2026-05-25 14:08:27.770812,125,93,82,56911,F001
EVT00978,BMW179,2026-07-24 22:08:27.770822,104,87,72,59109,
EVT00979,BMW152,2026-02-23 23:08:27.770887,8,92,76,33628,
EVT00980,BMW149,2026-03-01 02:08:27.770898,18,99,59,224948,F004
EVT00981,BMW089,2026-03-30 14:08:27.770908,144,99,68,94396,F004
EVT00982,BMW062,2026-02-22 03:08:27.770917,112,91,76,149061,F004
EVT00983,BMW126,2026-05-21 12:08:27.770927,7,54,99,78079,F004
EVT00984,BMW128,2026-03-06 03:08:27.770937,117,32,108,237852,F001
EVT00985,BMW152,2026-09-05 21:08:27.770946,123,59,63,127149,F001
EVT00986,BMW118,2026-09-04 07:08:27.770956,15,80,100,177616,F002
EVT00987,BMW068,2026-07-29 17:08:27.770966,47,35,83,101020,
EVT00988,BMW159,2026-05-29 01:08:27.770975,14,14,93,123395,F002
EVT00989,BMW053,2026-05-21 16:08:27.770985,64,29,87,118931,F005
EVT00990,BMW023,2026-08-16 01:08:27.770994,99,39,61,88561,F001
EVT00991,BMW085,2026-08-26 07:08:27.771004,164,92,79,71397,F001
EVT00992,BMW031,2026-03-08 13:08:27.771014,109,77,95,69368,F002
EVT00993,BMW048,2026-06-26 12:08:27.771024,25,47,102,62190,F002
EVT00994,BMW034,2026-03-02 19:08:27.771034,48,86,109,216386,F001
EVT00995,BMW011,2026-08-19 18:08:27.771044,77,67,51,113989,F004
EVT00996,BMW068,2026-08-28 14:08:27.771054,109,47,92,92021,F001
EVT00997,BMW126,2026-04-13 13:08:27.771064,60,59,52,18645,
EVT00998,BMW059,2026-04-04 13:08:27.771074,30,80,97,77157,F005
EVT00999,BMW063,2026-04-10 16:08:27.771083,13,84,105,175613,F002
EVT01000,BMW076,2026-04-17 08:08:27.771093,69,52,63,63166,F003
EVT01001,BMW054,2026-08-18 23:08:27.771103,179,22,76,136562,
EVT01002,BMW025,2026-08-07 12:08:27.771114,63,26,101,243675,
EVT01003,BMW173,2026-06-23 06:08:27.771124,88,47,53,161329,F005
EVT01004,BMW187,2026-09-17 06:08:27.771134,23,58,84,26395,F001
EVT01005,BMW100,2026-02-22 22:08:27.771143,144,23,64,21839,
EVT01006,BMW026,2026-09-06 13:08:27.771153,163,95,88,233783,F004
EVT01007,BMW122,2026-08-28 21:08:27.771162,172,82,70,96224,F003
EVT01008,BMW109,2026-05-17 19:08:27.771171,31,35,80,65568,F003
EVT01009,BMW111,2026-04-21 11:08:27.771180,15,50,59,10552,F003
EVT01010,BMW036,2026-03-01 15:08:27.771189,169,57,89,68852,F003
EVT01011,BMW018,2026-06-30 18:08:27.771199,96,97,90,91809,F002
EVT01012,BMW080,2026-04-13 00:08:27.771208,50,57,92,56852,
EVT01013,BMW076,2026-06-27 19:08:27.771218,77,65,80,125897,F002
EVT01014,BMW039,2026-05-26 18:08:27.771228,13,20,77,200456,F004
EVT01015,BMW029,2026-07-27 19:08:27.771238,171,52,57,130558,F004
EVT01016,BMW074,2026-06-17 21:08:27.771247,70,17,85,155570,F004
EVT01017,BMW142,2026-08-15 20:08:27.771257,98,16,55,53424,F004
EVT01018,BMW042,2026-07-09 23:08:27.771267,138,34,72,175246,F002
EVT01019,BMW186,2026-05-10 23:08:27.771276,31,40,94,71132,F004
EVT01020,BMW165,2026-07-20 02:08:27.771285,171,70,62,136149,F005
EVT01021,BMW056,2026-08-04 18:08:27.771295,1,73,65,74953,F001
EVT01022,BMW192,2026-06-26 17:08:27.771304,50,59,53,234761,F005
EVT01023,BMW062,2026-07-12 05:08:27.771314,105,14,93,223391,F001
EVT01024,BMW148,2026-07-02 03:08:27.771323,167,62,90,127809,F002
EVT01025,BMW101,2026-08-15 12:08:27.771333,32,14,50,249145,F002
EVT01026,BMW046,2026-05-27 15:08:27.771343,122,14,107,134578,F002
EVT01027,BMW198,2026-06-29 00:08:27.771353,152,67,74,45355,F001
EVT01028,BMW083,2026-04-26 04:08:27.771363,160,44,86,140359,F003
EVT01029,BMW025,2026-03-01 13:08:27.771372,39,71,72,60204,F002
EVT01030,BMW040,2026-05-02 08:08:27.771382,82,77,104,52533,F005
EVT01031,BMW199,2026-02-25 05:08:27.771391,56,78,92,216186,F005
EVT01032,BMW113,2026-07-31 19:08:27.771401,72,95,80,207447,F002
EVT01033,BMW112,2026-06-26 12:08:27.771411,45,44,106,156782,F003
EVT01034,BMW037,2026-03-12 15:08:27.771421,33,27,67,49244,F001
EVT01035,BMW192,2026-08-28 06:08:27.771430,54,38,58,60850,F002
EVT01036,BMW147,2026-05-01 06:08:27.771441,143,36,102,230488,F002
EVT01037,BMW130,2026-04-29 13:08:27.771451,151,98,61,12710,
EVT01038,BMW155,2026-06-06 05:08:27.771461,124,92,100,161738,
EVT01039,BMW093,2026-07-28 17:08:27.771472,26,65,81,22701,F003
EVT01040,BMW157,2026-04-02 23:08:27.771483,134,78,63,242099,F002
EVT01041,BMW091,2026-05-07 04:08:27.771492,97,13,73,144917,F001
EVT01042,BMW136,2026-03-13 04:08:27.771538,91,97,86,198424,F004
EVT01043,BMW095,2026-08-02 09:08:27.771548,140,13,69,204498,F001
EVT01044,BMW010,2026-08-04 08:08:27.771558,7,33,77,240514,
EVT01045,BMW049,2026-05-30 19:08:27.771567,51,60,90,93776,F003
EVT01046,BMW028,2026-08-14 08:08:27.771575,122,51,62,237381,F004
EVT01047,BMW011,2026-09-11 10:08:27.771583,134,48,60,161925,F004
EVT01048,BMW130,2026-03-12 10:08:27.771592,32,11,73,119616,
EVT01049,BMW080,2026-07-25 07:08:27.771601,171,58,93,123615,F004
EVT01050,BMW179,2026-09-09 12:08:27.771610,101,92,73,100090,F005
EVT01051,BMW098,2026-06-22 21:08:27.771619,176,32,62,77166,F004
EVT01052,BMW090,2026-06-21 14:08:27.771627,160,32,108,17047,F004
EVT01053,BMW005,2026-05-21 09:08:27.771636,19,25,65,16800,F004
EVT01054,BMW173,2026-04-08 22:08:27.771645,81,96,102,93787,
EVT01055,BMW110,2026-02-24 07:08:27.771653,96,32,102,247051,F002
EVT01056,BMW114,2026-06-19 08:08:27.771662,93,100,76,119671,F002
EVT01057,BMW081,2026-05-04 17:08:27.771670,81,94,83,53360,
EVT01058,BMW185,2026-03-18 06:08:27.771680,106,37,105,148484,F003
EVT01059,BMW090,2026-09-15 11:08:27.771689,80,82,56,63613,F001
EVT01060,BMW131,2026-06-25 15:08:27.771699,134,93,71,138455,F001
EVT01061,BMW029,2026-05-17 10:08:27.771709,95,51,61,76042,
EVT01062,BMW162,2026-05-18 05:08:27.771718,99,43,96,41870,F001
EVT01063,BMW079,2026-08-31 08:08:27.771729,33,76,89,97410,F005
EVT01064,BMW024,2026-07-10 23:08:27.771739,52,31,53,123334,F005
EVT01065,BMW197,2026-09-09 12:08:27.771748,15,43,74,188759,F001
EVT01066,BMW106,2026-08-12 07:08:27.771757,78,14,86,86106,F003
EVT01067,BMW003,2026-05-21 18:08:27.771766,92,63,61,40673,F005
EVT01068,BMW088,2026-05-16 09:08:27.771776,118,46,78,141956,F005
EVT01069,BMW159,2026-04-09 18:08:27.771785,108,32,56,134979,F003
EVT01070,BMW149,2026-09-12 04:08:27.771795,50,47,101,48350,F005
EVT01071,BMW019,2026-07-11 19:08:27.771804,121,58,65,241702,F005
EVT01072,BMW146,2026-08-22 14:08:27.771814,93,97,109,43141,F002
EVT01073,BMW184,2026-05-29 12:08:27.771823,26,64,64,213514,F002
EVT01074,BMW053,2026-05-02 17:08:27.771833,22,11,57,101771,F001
EVT01075,BMW174,2026-04-19 19:08:27.771842,24,90,93,179907,
EVT01076,BMW105,2026-07-09 23:08:27.771852,6,48,100,157081,F003
EVT01077,BMW143,2026-06-20 22:08:27.771862,25,11,83,179619,F004
EVT01078,BMW164,2026-05-22 15:08:27.771872,114,80,63,74451,
EVT01079,BMW145,2026-08-10 03:08:27.771881,69,78,92,23524,F002
EVT01080,BMW163,2026-03-01 21:08:27.771891,22,10,68,81399,F001
EVT01081,BMW056,2026-08-23 13:08:27.771901,116,77,103,136750,F005
EVT01082,BMW053,2026-08-17 07:08:27.771910,97,33,60,166925,F002
EVT01083,BMW092,2026-04-13 19:08:27.771920,155,99,57,171217,F001
EVT01084,BMW051,2026-08-24 01:08:27.771929,165,47,90,125206,F003
EVT01085,BMW036,2026-09-13 02:08:27.771939,49,33,82,61087,F004
EVT01086,BMW121,2026-03-21 22:08:27.771949,109,22,77,62993,
EVT01087,BMW178,2026-03-21 14:08:27.771959,109,25,101,112655,F005
EVT01088,BMW089,2026-09-12 18:08:27.771969,81,49,67,77114,F001
EVT01089,BMW077,2026-08-27 10:08:27.771979,100,58,92,214253,F001
EVT01090,BMW069,2026-05-16 23:08:27.771989,72,27,58,118090,F001
EVT01091,BMW005,2026-05-29 20:08:27.771998,178,14,63,10859,F002
EVT01092,BMW109,2026-03-26 17:08:27.772007,38,65,59,234454,
EVT01093,BMW068,2026-05-20 09:08:27.772017,15,20,60,96946,
EVT01094,BMW185,2026-05-10 04:08:27.772029,81,32,85,175789,F003
EVT01095,BMW090,2026-07-04 20:08:27.772039,20,35,65,19615,F005
EVT01096,BMW061,2026-06-05 22:08:27.772050,70,46,108,100013,F004
EVT01097,BMW128,2026-07-24 12:08:27.772183,92,71,95,45762,F005
EVT01098,BMW151,2026-07-07 19:08:27.772196,106,34,102,168655,F001
EVT01099,BMW108,2026-03-14 04:08:27.772205,78,51,77,176319,F004
EVT01100,BMW081,2026-06-20 00:08:27.772215,93,95,94,154646,F005
EVT01101,BMW066,2026-08-24 15:08:27.772224,159,31,82,233064,F005
EVT01102,BMW009,2026-07-26 21:08:27.772236,168,67,92,140770,F002
EVT01103,BMW177,2026-07-22 11:08:27.772246,154,11,83,85734,F002
EVT01104,BMW053,2026-04-25 17:08:27.772255,44,29,97,57913,F002
EVT01105,BMW012,2026-08-02 21:08:27.772265,130,43,52,169577,F005
EVT01106,BMW197,2026-09-10 14:08:27.772274,85,95,72,169996,F004
EVT01107,BMW145,2026-08-28 20:08:27.772285,74,10,89,62351,F001
EVT01108,BMW132,2026-08-20 18:08:27.772295,98,36,108,215182,F002
EVT01109,BMW090,2026-08-07 08:08:27.772305,41,28,60,176821,F005
EVT01110,BMW139,2026-09-04 18:08:27.772490,11,52,82,19488,F002
EVT01111,BMW036,2026-03-08 01:08:27.772528,83,24,62,65034,F005
EVT01112,BMW112,2026-03-06 01:08:27.772540,49,59,68,114448,F004
EVT01113,BMW173,2026-08-11 05:08:27.772551,133,38,64,138706,
EVT01114,BMW056,2026-05-19 05:08:27.772561,180,67,82,220689,F003
EVT01115,BMW105,2026-08-12 09:08:27.772571,26,71,71,150896,F003
EVT01116,BMW092,2026-07-02 08:08:27.772581,51,53,81,236910,F003
EVT01117,BMW059,2026-07-11 22:08:27.772590,39,78,70,103304,F005
EVT01118,BMW047,2026-05-06 15:08:27.772600,22,56,81,187007,F002
EVT01119,BMW114,2026-02-22 18:08:27.772622,177,85,103,181336,F003
EVT01120,BMW179,2026-04-27 15:08:27.772632,1,40,110,96569,F002
EVT01121,BMW026,2026-08-20 14:08:27.772641,133,100,84,38603,F003
EVT01122,BMW187,2026-08-14 09:08:27.772650,27,15,79,242944,F004
EVT01123,BMW139,2026-09-04 07:08:27.772660,97,90,103,182573,F002
EVT01124,BMW158,2026-06-04 01:08:27.772669,14,88,70,77315,F005
EVT01125,BMW042,2026-04-11 11:08:27.772679,148,10,51,109205,F001
EVT01126,BMW191,2026-02-24 17:08:27.772689,41,27,60,71698,F005
EVT01127,BMW185,2026-06-20 00:08:27.772699,120,94,67,168282,F001
EVT01128,BMW036,2026-03-31 16:08:27.772708,2,26,61,113801,
EVT01129,BMW018,2026-09-11 19:08:27.772718,150,23,66,48000,F001
EVT01130,BMW027,2026-03-28 00:08:27.772727,47,35,77,103811,F004
EVT01131,BMW143,2026-02-27 12:08:27.772736,61,51,56,167873,F002
EVT01132,BMW121,2026-08-14 05:08:27.772745,68,17,95,202245,F005
EVT01133,BMW081,2026-05-24 16:08:27.772754,9,62,104,185893,F002
EVT01134,BMW098,2026-06-10 11:08:27.772763,55,49,88,61422,F004
EVT01135,BMW142,2026-04-09 22:08:27.772773,151,16,107,92891,
EVT01136,BMW082,2026-08-05 08:08:27.772782,41,91,102,158141,F001
EVT01137,BMW043,2026-04-12 08:08:27.772792,103,56,95,156302,F002
EVT01138,BMW136,2026-07-28 06:08:27.772801,109,99,95,139121,
EVT01139,BMW143,2026-04-19 19:08:27.772810,117,19,51,108144,F003
EVT01140,BMW144,2026-05-01 18:08:27.772820,8,12,57,43752,F003
EVT01141,BMW089,2026-08-08 23:08:27.772829,69,45,60,208217,F002
EVT01142,BMW122,2026-08-07 08:08:27.772838,67,89,80,163439,F004
EVT01143,BMW121,2026-02-21 19:08:27.772848,177,58,98,221733,F005
EVT01144,BMW181,2026-03-09 17:08:27.772858,161,39,59,84450,F003
EVT01145,BMW092,2026-08-14 11:08:27.772868,42,99,90,205664,F002
EVT01146,BMW167,2026-06-07 23:08:27.772878,74,21,79,139206,F003
EVT01147,BMW133,2026-02-23 15:08:27.772887,135,82,102,186237,F005
EVT01148,BMW023,2026-08-25 18:08:27.772897,6,70,93,70800,F004
EVT01149,BMW103,2026-03-19 19:08:27.772908,8,44,50,69583,F003
EVT01150,BMW072,2026-04-20 18:08:27.772918,138,74,58,168184,
EVT01151,BMW069,2026-06-25 16:08:27.772928,60,76,84,219362,F005
EVT01152,BMW110,2026-04-30 05:08:27.772938,35,81,74,213671,F002
EVT01153,BMW168,2026-08-11 22:08:27.772948,179,98,77,156864,F004
EVT01154,BMW033,2026-08-14 00:08:27.772958,131,19,88,107344,F001
EVT01155,BMW080,2026-05-11 20:08:27.772968,44,61,87,55154,F004
EVT01156,BMW022,2026-08-09 20:08:27.772976,129,18,90,67171,F003
EVT01157,BMW089,2026-08-24 10:08:27.772985,96,68,78,19456,F002
EVT01158,BMW023,2026-03-23 02:08:27.772993,103,38,84,122975,F001
EVT01159,BMW094,2026-09-16 14:08:27.773002,131,64,80,177804,F002
EVT01160,BMW111,2026-07-01 09:08:27.773012,1,79,54,170691,F005
EVT01161,BMW091,2026-03-27 22:08:27.773021,61,26,67,183679,F002
EVT01162,BMW165,2026-06-04 14:08:27.773031,172,66,61,134741,
EVT01163,BMW090,2026-09-16 09:08:27.773041,172,51,89,79941,
EVT01164,BMW006,2026-08-03 11:08:27.773051,10,75,84,207510,F003
EVT01165,BMW182,2026-05-04 22:08:27.773061,148,89,64,58585,F002
EVT01166,BMW134,2026-05-18 13:08:27.773071,95,58,94,133561,
EVT01167,BMW016,2026-03-12 21:08:27.773081,131,56,78,177256,F005
EVT01168,BMW087,2026-06-13 22:08:27.773091,104,29,81,165684,F001
EVT01169,BMW115,2026-08-30 08:08:27.773100,106,42,90,77320,F004
EVT01170,BMW028,2026-04-01 03:08:27.773110,36,80,102,217634,F001
EVT01171,BMW071,2026-07-11 09:08:27.773119,149,22,85,243006,F001
EVT01172,BMW134,2026-09-15 00:08:27.773129,7,51,64,191803,F002
EVT01173,BMW103,2026-04-10 02:08:27.773139,153,75,88,192794,F001
EVT01174,BMW134,2026-07-10 03:08:27.773150,26,34,55,65393,F001
EVT01175,BMW168,2026-06-02 23:08:27.773159,125,69,62,68168,F005
EVT01176,BMW138,2026-08-23 15:08:27.773169,108,78,73,233085,F002
EVT01177,BMW023,2026-03-20 07:08:27.773178,84,75,109,13266,F005
EVT01178,BMW158,2026-03-29 15:08:27.773188,148,22,70,42528,F001
EVT01179,BMW140,2026-06-21 04:08:27.773199,132,88,106,28289,F004
EVT01180,BMW110,2026-05-15 16:08:27.773209,157,76,70,144716,F002
EVT01181,BMW093,2026-08-26 04:08:27.773218,37,64,104,91603,F004
EVT01182,BMW153,2026-09-14 12:08:27.773228,133,91,88,141813,F004
EVT01183,BMW066,2026-04-02 07:08:27.773237,88,57,91,59850,F004
EVT01184,BMW148,2026-04-03 06:08:27.773246,39,36,65,237905,F005
EVT01185,BMW083,2026-05-02 08:08:27.773255,116,85,85,125842,F003
EVT01186,BMW108,2026-08-01 16:08:27.773265,112,99,51,39990,F002
EVT01187,BMW140,2026-07-12 02:08:27.773277,41,69,54,170388,F003
EVT01188,BMW076,2026-05-14 09:08:27.773287,7,55,63,34032,F001
EVT01189,BMW037,2026-06-09 06:08:27.773297,30,53,56,14665,F002
EVT01190,BMW024,2026-08-28 14:08:27.773306,101,95,83,70217,F002
EVT01191,BMW025,2026-07-22 18:08:27.773316,167,29,82,172566,F004
EVT01192,BMW034,2026-07-14 02:08:27.773325,50,68,95,131672,
EVT01193,BMW138,2026-09-06 23:08:27.773334,68,49,56,182986,
EVT01194,BMW136,2026-03-25 22:08:27.773343,74,21,77,168776,F005
EVT01195,BMW069,2026-08-20 10:08:27.773353,136,74,107,14555,F003
EVT01196,BMW128,2026-08-06 03:08:27.773361,103,20,98,45563,F005
EVT01197,BMW063,2026-03-01 15:08:27.773370,163,59,80,149449,F002
EVT01198,BMW174,2026-07-04 12:08:27.773380,76,63,69,63107,F001
EVT01199,BMW171,2026-08-26 18:08:27.773389,21,37,71,231901,
EVT01200,BMW024,2026-06-07 05:08:27.773398,4,39,73,123119,F002
EVT01201,BMW103,2026-09-15 20:08:27.773407,65,43,100,220146,F005
EVT01202,BMW030,2026-08-20 04:08:27.773416,89,42,60,240707,
EVT01203,BMW187,2026-03-21 03:08:27.773425,152,30,79,128794,
EVT01204,BMW154,2026-06-06 06:08:27.773435,3,52,64,195330,
EVT01205,BMW111,2026-07-26 19:08:27.773445,56,60,73,84520,
EVT01206,BMW133,2026-06-08 23:08:27.773455,176,14,95,132666,
EVT01207,BMW102,2026-05-01 04:08:27.773465,125,72,80,219362,
EVT01208,BMW117,2026-08-20 01:08:27.773474,63,75,58,170121,F002
EVT01209,BMW158,2026-06-15 13:08:27.773483,115,79,106,75252,F005
EVT01210,BMW146,2026-04-24 17:08:27.773492,67,58,81,97845,F002
EVT01211,BMW139,2026-07-11 14:08:27.773552,121,91,63,123886,F004
EVT01212,BMW164,2026-09-13 16:08:27.773564,53,29,64,14853,F003
EVT01213,BMW117,2026-07-13 01:08:27.773575,52,33,60,19151,F003
EVT01214,BMW136,2026-05-26 12:08:27.773585,44,82,73,63157,F003
EVT01215,BMW062,2026-06-22 13:08:27.773595,79,92,67,66735,F005
EVT01216,BMW087,2026-07-29 14:08:27.773606,170,23,89,215728,F004
EVT01217,BMW058,2026-05-04 06:08:27.773616,99,28,62,32749,F004
EVT01218,BMW096,2026-03-17 05:08:27.773627,19,91,99,200107,F001
EVT01219,BMW075,2026-03-23 21:08:27.773637,18,51,101,189175,F002
EVT01220,BMW076,2026-08-30 11:08:27.773648,6,75,101,214239,F005
EVT01221,BMW163,2026-07-02 10:08:27.773658,76,98,85,233497,F001
EVT01222,BMW174,2026-02-24 12:08:27.773668,29,71,55,98049,F004
EVT01223,BMW174,2026-07-17 06:08:27.773678,69,99,91,164983,
EVT01224,BMW044,2026-04-07 18:08:27.773688,84,44,86,172188,F005
EVT01225,BMW171,2026-04-22 08:08:27.773699,123,58,95,55285,
EVT01226,BMW186,2026-04-17 21:08:27.773710,28,27,84,206275,F004
EVT01227,BMW065,2026-05-27 07:08:27.773719,136,36,62,95630,F004
EVT01228,BMW133,2026-06-11 15:08:27.773728,119,37,86,20262,
EVT01229,BMW180,2026-05-24 04:08:27.773738,127,49,84,203004,
EVT01230,BMW007,2026-05-24 23:08:27.773748,98,15,96,28358,F001
EVT01231,BMW136,2026-04-11 10:08:27.773757,162,69,110,218197,F001
EVT01232,BMW146,2026-05-30 06:08:27.773767,112,37,68,243867,F002
EVT01233,BMW047,2026-03-08 00:08:27.773776,137,54,59,76147,F005
EVT01234,BMW156,2026-08-06 06:08:27.773785,125,46,91,164363,F005
EVT01235,BMW096,2026-09-12 03:08:27.773795,158,34,57,92140,F004
EVT01236,BMW161,2026-05-09 21:08:27.773804,151,71,74,137547,
EVT01237,BMW092,2026-07-25 02:08:27.773814,167,71,85,118110,
EVT01238,BMW037,2026-08-04 22:08:27.773824,175,68,83,174637,F003
EVT01239,BMW040,2026-06-18 23:08:27.773834,140,45,88,131545,F001
EVT01240,BMW141,2026-08-20 01:08:27.773845,95,39,104,75944,
EVT01241,BMW036,2026-09-12 20:08:27.773944,92,46,94,136205,F005
EVT01242,BMW150,2026-05-10 10:08:27.773956,108,79,52,205584,F004
EVT01243,BMW049,2026-08-11 04:08:27.773965,71,20,68,162557,F005
EVT01244,BMW053,2026-03-26 23:08:27.773975,142,49,101,100092,F002
EVT01245,BMW002,2026-09-04 07:08:27.773985,40,47,83,109110,
EVT01246,BMW047,2026-07-10 06:08:27.773995,24,10,91,192081,F001
EVT01247,BMW140,2026-04-22 11:08:27.774004,119,48,59,114932,F004
EVT01248,BMW113,2026-06-15 07:08:27.774013,54,76,105,42669,F002
EVT01249,BMW080,2026-03-19 06:08:27.774022,7,69,107,139875,F002
EVT01250,BMW115,2026-03-26 10:08:27.774031,39,31,84,202590,F005
EVT01251,BMW043,2026-04-24 20:08:27.774041,32,20,60,27672,F005
EVT01252,BMW139,2026-06-20 01:08:27.774051,141,54,85,85423,F003
EVT01253,BMW004,2026-03-12 05:08:27.774061,25,25,84,161248,F001
EVT01254,BMW016,2026-08-12 06:08:27.774071,151,84,85,215786,F004
EVT01255,BMW034,2026-07-11 21:08:27.774081,128,81,55,25293,F003
EVT01256,BMW029,2026-05-24 05:08:27.774091,63,100,74,29008,F002
EVT01257,BMW026,2026-04-30 19:08:27.774101,49,94,56,95510,F004
EVT01258,BMW086,2026-05-05 23:08:27.774111,148,12,91,15156,F005
EVT01259,BMW158,2026-08-17 13:08:27.774120,161,58,63,42361,F005
EVT01260,BMW027,2026-02-22 19:08:27.774130,5,17,69,231660,F001
EVT01261,BMW194,2026-03-04 11:08:27.774139,105,74,69,40901,
EVT01262,BMW008,2026-07-21 16:08:27.774148,133,86,89,50719,
EVT01263,BMW005,2026-09-06 22:08:27.774158,116,66,92,28707,F003
EVT01264,BMW109,2026-07-27 20:08:27.774167,142,14,66,163114,F004
EVT01265,BMW115,2026-07-29 15:08:27.774177,65,96,102,135967,F002
EVT01266,BMW158,2026-05-31 10:08:27.774186,174,74,99,175536,F001
EVT01267,BMW190,2026-08-05 14:08:27.774195,23,23,68,226178,F003
EVT01268,BMW025,2026-05-12 00:08:27.774205,91,56,84,167722,
EVT01269,BMW040,2026-03-15 18:08:27.774216,157,76,99,56263,F002
EVT01270,BMW113,2026-05-14 16:08:27.774225,153,42,75,118750,F001
EVT01271,BMW196,2026-04-20 16:08:27.774235,155,58,99,40698,F005
EVT01272,BMW101,2026-07-27 00:08:27.774245,0,77,88,164117,F002
EVT01273,BMW097,2026-09-12 03:08:27.774256,82,100,92,54880,F002
EVT01274,BMW093,2026-06-26 06:08:27.774266,44,12,83,225606,F004
EVT01275,BMW142,2026-05-22 03:08:27.774275,142,50,51,177422,F001
EVT01276,BMW129,2026-09-10 00:08:27.774285,6,33,78,158773,
EVT01277,BMW104,2026-02-28 21:08:27.774294,143,95,56,196455,F001
EVT01278,BMW028,2026-04-13 23:08:27.774303,111,60,63,231660,F003
EVT01279,BMW159,2026-05-28 20:08:27.774312,126,31,79,84103,
EVT01280,BMW139,2026-03-18 08:08:27.774321,158,21,105,20258,F003
EVT01281,BMW200,2026-08-09 13:08:27.774330,19,64,81,213446,F003
EVT01282,BMW064,2026-06-02 15:08:27.774340,14,80,90,93942,F002
EVT01283,BMW158,2026-03-21 19:08:27.774350,155,58,97,19641,F004
EVT01284,BMW162,2026-07-28 10:08:27.774359,72,89,56,245952,F005
EVT01285,BMW060,2026-03-02 02:08:27.774370,74,30,92,245229,F002
EVT01286,BMW038,2026-05-30 08:08:27.774379,89,18,59,74455,F001
EVT01287,BMW007,2026-04-15 09:08:27.774389,180,40,103,178527,F002
EVT01288,BMW187,2026-09-17 05:08:27.774399,4,72,54,102805,
EVT01289,BMW060,2026-03-21 04:08:27.774408,82,48,51,34890,
EVT01290,BMW042,2026-03-26 14:08:27.774417,148,41,69,236818,F004
EVT01291,BMW132,2026-08-27 02:08:27.774427,3,86,90,73067,F001
EVT01292,BMW024,2026-03-08 11:08:27.774436,141,82,61,240241,F005
EVT01293,BMW007,2026-03-09 20:08:27.774446,130,39,65,57298,F002
EVT01294,BMW042,2026-07-20 04:08:27.774455,175,92,74,233091,F002
EVT01295,BMW006,2026-03-27 05:08:27.774465,104,64,101,67066,F005
EVT01296,BMW187,2026-06-29 04:08:27.774474,161,99,100,192716,F003
EVT01297,BMW111,2026-08-06 23:08:27.774484,17,67,98,156374,
EVT01298,BMW050,2026-09-09 10:08:27.774494,4,22,56,181477,F001
EVT01299,BMW012,2026-07-04 11:08:27.774540,126,69,79,105812,F003
EVT01300,BMW105,2026-04-30 23:08:27.774550,112,75,69,171699,F003
EVT01301,BMW165,2026-04-20 19:08:27.774560,8,66,81,91898,F004
EVT01302,BMW178,2026-06-02 05:08:27.774569,133,32,105,65828,F003
EVT01303,BMW041,2026-07-10 18:08:27.774578,160,63,97,164185,
EVT01304,BMW115,2026-08-01 13:08:27.774588,23,69,79,92655,F001
EVT01305,BMW073,2026-05-03 06:08:27.774597,149,95,96,73529,F003
EVT01306,BMW068,2026-07-23 11:08:27.774606,98,44,69,247209,F001
EVT01307,BMW102,2026-04-03 07:08:27.774616,164,43,64,113833,F005
EVT01308,BMW111,2026-07-21 14:08:27.774626,173,76,52,123031,F004
