sale_date,model,region,country,units_sold,unit_price,revenue
2025-09-05,i4,Africa,Morocco,5,57296.48,286482.4
2025-09-05,X7,Europe,Germany,4,116366.9,465467.6
2025-09-06,X5,Europe,UK,9,74436.94,669932.46
2025-09-06,3 Series,North America,Mexico,11,49695.09,546645.99
2025-09-06,7 Series,Asia,China,4,91959.99,367839.96
2025-09-09,X5,Europe,UK,4,76926.07,307704.28
2025-09-09,2 Series,Asia,India,7,41782.11,292474.77
2025-09-10,X7,Asia,India,2,112450.87,224901.74
2025-09-10,3 Series,Europe,Italy,11,49995.24,549947.64
2025-09-11,i4,Asia,South Korea,8,58987.34,471898.72
2025-09-11,2 Series,Europe,Germany,11,40001.79,440019.69
2025-09-12,3 Series,Middle East,Saudi Arabia,14,51548.75,721682.5
2025-09-13,i4,North America,Canada,9,60061.84,540556.56
2025-09-14,X5,Europe,Germany,10,77065.94,770659.4
2025-09-15,3 Series,Asia,South Korea,10,47685.5,476855.0
2025-09-16,i4,Asia,Japan,6,54530.27,327181.62
2025-09-16,7 Series,Asia,China,2,99460.64,198921.28
2025-09-16,i4,Oceania,Australia,2,57296.09,114592.18
2025-09-16,3 Series,Europe,UK,7,47387.22,331710.54
2025-09-17,3 Series,Oceania,Australia,9,47111.55,424003.95
2025-09-17,iX,Asia,China,4,87461.44,349845.76
2025-09-17,2 Series,North America,USA,8,43203.64,345629.12
2025-09-18,3 Series,Asia,China,12,48640.0,583680.0
2025-09-19,X5,Asia,South Korea,9,80642.17,725779.53
2025-09-19,X1,North America,USA,17,45497.81,773462.77
2025-09-21,iX,Asia,South Korea,7,91150.8,638055.6
2025-09-21,iX,North America,Canada,4,91821.65,367286.6
2025-09-22,5 Series,Asia,Japan,8,63252.63,506021.04
2025-09-22,i4,Asia,Japan,11,54000.69,594007.59
2025-09-23,2 Series,Middle East,UAE,10,43145.53,431455.3
2025-09-24,X3,Asia,South Korea,10,52667.59,526675.9
2025-09-25,X5,North America,Canada,6,79766.66,478599.96
2025-09-25,X3,North America,Canada,11,58994.94,648944.34
2025-09-25,5 Series,Asia,Japan,6,59810.78,358864.68
2025-09-25,X1,Oceania,New Zealand,12,44968.82,539625.84
2025-09-25,iX,Middle East,Qatar,9,85833.41,772500.69
2025-09-26,3 Series,Europe,Germany,6,48733.04,292398.24
2025-09-26,X1,Asia,Japan,15,47318.25,709773.75
2025-09-26,5 Series,Middle East,Qatar,12,57760.31,693123.72
2025-09-26,X1,North America,Canada,14,48478.41,678697.74
2025-09-26,X3,Asia,India,18,55178.4,993211.2
2025-09-27,X1,Africa,South Africa,8,44822.04,358576.32
2025-09-28,5 Series,Oceania,New Zealand,3,59754.88,179264.64
2025-09-28,X3,North America,Canada,9,60398.68,543588.12
2025-09-28,X3,Europe,Italy,11,57602.8,633630.8
2025-09-30,5 Series,North America,USA,8,62567.72,500541.76
2025-09-30,3 Series,Asia,China,17,50474.02,858058.34
2025-09-30,X3,Oceania,New Zealand,10,52725.98,527259.8
2025-09-30,X3,North America,Canada,14,55439.43,776152.02
2025-09-30,X1,Asia,China,12,41571.73,498860.76
2025-10-01,X3,North America,USA,8,55567.79,444542.32
2025-10-01,5 Series,Oceania,Australia,6,62112.69,372676.14
2025-10-01,X3,North America,Canada,12,56376.89,676522.68
2025-10-01,X7,North America,USA,4,113385.52,453542.08
2025-10-03,2 Series,Asia,South Korea,8,40963.84,327710.72
2025-10-04,X1,North America,Canada,13,44172.86,574247.18
2025-10-04,iX,Middle East,Qatar,2,84439.85,168879.7
2025-10-04,i4,Europe,Italy,8,57797.56,462380.48
2025-10-05,2 Series,Asia,Japan,14,42640.25,596963.5
2025-10-05,iX,North America,USA,3,93337.47,280012.41
2025-10-06,2 Series,Africa,South Africa,7,41441.7,290091.9
2025-10-06,3 Series,Oceania,Australia,1,49159.6,49159.6
2025-10-06,3 Series,Asia,India,6,50765.89,304595.34
2025-10-07,3 Series,North America,Canada,11,45165.46,496820.06
2025-10-07,X5,Africa,Morocco,10,71506.88,715068.8
2025-10-07,X1,North America,Mexico,14,46521.95,651307.3
2025-10-09,iX,North America,Canada,6,88135.85,528815.1
2025-10-09,5 Series,Asia,Japan,9,65077.63,585698.67
2025-10-09,3 Series,Asia,Japan,9,48320.78,434887.02
2025-10-10,X1,Middle East,UAE,9,41580.7,374226.3
2025-10-10,X3,North America,Canada,14,59659.76,835236.64
2025-10-10,5 Series,Europe,France,8,63174.09,505392.72
2025-10-11,2 Series,Asia,Japan,4,41843.46,167373.84
2025-10-12,X3,Middle East,UAE,12,56151.2,673814.4
2025-10-12,X1,North America,USA,15,44598.41,668976.15
2025-10-12,3 Series,Asia,South Korea,15,48365.53,725482.95
2025-10-12,7 Series,Europe,Italy,5,101960.6,509803.0
2025-10-14,2 Series,North America,USA,13,41637.03,541281.39
2025-10-15,2 Series,North America,Mexico,5,44218.14,221090.7
2025-10-15,X5,Africa,Morocco,8,77094.01,616752.08
2025-10-16,2 Series,Middle East,Saudi Arabia,14,44573.4,624027.6
2025-10-16,X1,Asia,India,15,47806.15,717092.25
2025-10-16,i4,Europe,France,8,57301.55,458412.4
2025-10-16,2 Series,North America,USA,12,44557.39,534688.68
2025-10-16,X3,Europe,Italy,11,57890.95,636800.45
2025-10-17,i4,Asia,South Korea,10,56160.38,561603.8
2025-10-18,X3,Europe,Germany,10,56381.82,563818.2
2025-10-19,X3,Oceania,New Zealand,11,60033.31,660366.41
2025-10-19,X1,North America,USA,16,46140.25,738244.0
2025-10-20,X1,North America,Mexico,18,42294.22,761295.96
2025-10-21,iX,Europe,Italy,7,89354.21,625479.47
2025-10-21,iX,Middle East,Saudi Arabia,7,84901.3,594309.1
2025-10-22,X1,Asia,China,14,46910.85,656751.9
2025-10-22,X5,Europe,Germany,2,77251.36,154502.72
2025-10-22,3 Series,Europe,Italy,19,47316.16,899007.04
2025-10-23,2 Series,Europe,Germany,9,43387.26,390485.34
2025-10-23,X5,Europe,France,13,77494.84,1007432.92
2025-10-24,iX,Africa,South Africa,2,90533.26,181066.52
2025-10-24,7 Series,Oceania,New Zealand,1,94513.32,94513.32
2025-10-25,2 Series,Asia,South Korea,16,42101.08,673617.28
2025-10-25,i4,North America,Mexico,8,54183.75,433470.0
2025-10-27,5 Series,Asia,Japan,13,60181.16,782355.08
2025-10-27,X1,Middle East,UAE,9,46836.85,421531.65
2025-10-27,2 Series,Europe,Italy,12,41223.89,494686.68
2025-10-27,X1,Middle East,UAE,15,44262.14,663932.1
2025-10-27,i4,Africa,Morocco,10,62103.79,621037.9
2025-10-28,iX,Middle East,UAE,3,80953.91,242861.73
2025-10-28,2 Series,Asia,Japan,12,40990.04,491880.48
2025-10-29,iX,Europe,Germany,3,87952.02,263856.06
2025-10-30,iX,North America,Mexico,6,85426.05,512556.3
2025-10-30,X7,North America,Mexico,1,118855.1,118855.1
2025-10-30,X1,Asia,China,18,43663.68,785946.24
2025-10-30,5 Series,Asia,South Korea,8,61550.07,492400.56
2025-10-31,X7,Middle East,Saudi Arabia,1,116265.46,116265.46
2025-10-31,X1,Middle East,Qatar,15,46353.41,695301.15
2025-11-01,X5,Africa,South Africa,7,81565.55,570958.85
2025-11-02,2 Series,Europe,Germany,7,43135.3,301947.1
2025-11-02,iX,Middle East,Saudi Arabia,4,86721.18,346884.72
2025-11-03,X7,Africa,Egypt,2,116564.35,233128.7
2025-11-03,X1,Africa,South Africa,9,42725.82,384532.38
2025-11-04,X3,Middle East,Saudi Arabia,15,57963.2,869448.0
2025-11-05,i4,Asia,India,11,57930.11,637231.21
2025-11-05,iX,North America,Mexico,9,90592.33,815330.97
2025-11-05,3 Series,North America,Mexico,11,48630.42,534934.62
2025-11-06,2 Series,Asia,South Korea,10,40991.51,409915.1
2025-11-07,i4,Asia,China,6,57780.48,346682.88
2025-11-07,X7,Europe,Germany,3,115978.62,347935.86
2025-11-08,5 Series,Middle East,UAE,11,58956.35,648519.85
2025-11-10,2 Series,Middle East,Saudi Arabia,7,40981.57,286870.99
2025-11-10,i4,Asia,India,13,62198.5,808580.5
2025-11-11,X3,Asia,Japan,16,57126.41,914022.56
2025-11-11,3 Series,North America,USA,14,46357.7,649007.8
2025-11-11,5 Series,Asia,India,4,63705.31,254821.24
2025-11-12,5 Series,Oceania,Australia,7,63257.47,442802.29
2025-11-13,5 Series,Europe,UK,7,61270.33,428892.31
2025-11-13,2 Series,Europe,France,4,40859.44,163437.76
2025-11-13,7 Series,Europe,Italy,4,98212.26,392849.04
2025-11-16,3 Series,Asia,China,18,45705.15,822692.7
2025-11-16,X3,Asia,India,13,61056.23,793730.99
2025-11-16,X7,Europe,Italy,5,119867.3,599336.5
2025-11-17,X3,Asia,Japan,14,58288.32,816036.48
2025-11-17,X5,Asia,India,11,79332.36,872655.96
2025-11-17,X1,Europe,Germany,21,46410.88,974628.48
2025-11-17,X1,Asia,India,12,44138.78,529665.36
2025-11-17,iX,North America,Canada,6,85958.95,515753.7
2025-11-19,X5,Africa,Egypt,3,79354.62,238063.86
2025-11-19,X5,Asia,China,10,75916.67,759166.7
2025-11-20,2 Series,North America,USA,11,40426.25,444688.75
2025-11-20,3 Series,Middle East,UAE,17,49499.56,841492.52
2025-11-20,i4,Middle East,Saudi Arabia,11,55940.73,615348.03
2025-11-21,5 Series,Oceania,New Zealand,7,61509.01,430563.07
2025-11-21,X3,Middle East,Qatar,12,54060.37,648724.44
2025-11-21,5 Series,Europe,UK,7,65203.41,456423.87
2025-11-22,X1,Europe,UK,15,44667.07,670006.05
2025-11-22,5 Series,Middle East,UAE,8,65176.91,521415.28
2025-11-22,X1,Asia,South Korea,14,45262.21,633670.94
2025-11-23,X1,Middle East,UAE,15,44542.34,668135.1
2025-11-23,X1,Asia,South Korea,13,44225.79,574935.27
2025-11-24,X3,Asia,Japan,19,53787.06,1021954.14
2025-11-25,X1,Oceania,New Zealand,11,44881.91,493701.01
2025-11-25,X1,Asia,India,14,46033.04,644462.56
2025-11-26,iX,Middle East,UAE,4,83646.69,334586.76
2025-11-26,3 Series,Europe,UK,13,49365.19,641747.47
2025-11-26,3 Series,North America,USA,11,49411.74,543529.14
2025-11-27,7 Series,North America,USA,1,97329.53,97329.53
2025-11-27,X3,North America,Mexico,10,56155.2,561552.0
2025-11-28,2 Series,Middle East,UAE,10,40977.4,409774.0
2025-11-28,X5,Asia,Japan,8,79232.96,633863.68
2025-11-28,iX,Europe,Italy,6,82620.04,495720.24
2025-11-29,X1,North America,Canada,13,45016.61,585215.93
2025-11-29,3 Series,Middle East,Qatar,18,48598.04,874764.72
2025-11-29,2 Series,Europe,Italy,14,42784.54,598983.56
2025-11-30,X1,Europe,Italy,14,45400.44,635606.16
2025-12-01,X7,Asia,Japan,7,111284.08,778988.56
2025-12-01,2 Series,Asia,India,8,41334.55,330676.4
2025-12-01,X1,Middle East,UAE,7,45736.83,320157.81
2025-12-02,X5,Middle East,Saudi Arabia,8,75671.8,605374.4
2025-12-02,X1,North America,Canada,11,42784.27,470626.97
2025-12-02,2 Series,North America,Canada,14,43452.39,608333.46
2025-12-03,iX,Asia,South Korea,4,88250.13,353000.52
2025-12-03,X1,Asia,India,12,45223.8,542685.6
2025-12-04,5 Series,Middle East,Qatar,9,65363.36,588270.24
2025-12-04,5 Series,Asia,India,5,62052.04,310260.2
2025-12-04,X5,Europe,UK,9,73980.05,665820.45
2025-12-05,X1,Asia,India,13,43592.06,566696.78
2025-12-05,X1,Asia,India,22,46768.51,1028907.22
2025-12-05,i4,Europe,France,10,57490.97,574909.7
2025-12-06,X1,Middle East,UAE,10,45150.17,451501.7
2025-12-06,3 Series,Asia,South Korea,14,47614.52,666603.28
2025-12-06,X1,Asia,South Korea,15,44708.08,670621.2
2025-12-06,X3,North America,Mexico,15,57346.65,860199.75
2025-12-07,X5,Africa,Egypt,6,76731.2,460387.2
2025-12-08,2 Series,Europe,Germany,7,40126.45,280885.15
2025-12-08,X3,Asia,South Korea,17,55756.23,947855.91
2025-12-09,X5,Asia,Japan,7,79518.72,556631.04
2025-12-10,7 Series,Middle East,Qatar,5,101681.25,508406.25
2025-12-11,2 Series,North America,USA,10,39908.37,399083.7
2025-12-11,5 Series,Europe,France,15,60182.88,902743.2
2025-12-12,X1,Middle East,UAE,14,43843.7,613811.8
2025-12-13,X5,Middle East,Qatar,7,75791.27,530538.89
2025-12-14,3 Series,Oceania,New Zealand,6,47105.22,282631.32
2025-12-15,X5,Asia,India,14,82313.77,1152392.78
2025-12-15,5 Series,Europe,Italy,3,61276.03,183828.09
2025-12-15,5 Series,Middle East,Saudi Arabia,10,63057.45,630574.5
2025-12-16,X7,Asia,China,2,118209.87,236419.74
2025-12-16,2 Series,Asia,South Korea,10,40917.47,409174.7
2025-12-17,X3,Asia,South Korea,15,57454.1,861811.5
2025-12-17,3 Series,North America,Canada,12,51022.78,612273.36
2025-12-18,i4,North America,Canada,5,56518.78,282593.9
2025-12-20,7 Series,Europe,Germany,4,98423.41,393693.64
2025-12-20,X5,Africa,South Africa,8,79442.06,635536.48
2025-12-20,X5,Asia,India,9,79539.49,715855.41
2025-12-21,2 Series,North America,Canada,9,41824.68,376422.12
2025-12-23,2 Series,Europe,France,18,41602.34,748842.12
2025-12-23,3 Series,Europe,UK,9,48203.53,433831.77
2025-12-23,3 Series,North America,Mexico,19,43701.94,830336.86
2025-12-23,3 Series,Asia,India,14,47716.77,668034.78
2025-12-24,X1,Asia,South Korea,18,45690.64,822431.52
2025-12-24,3 Series,Europe,Italy,13,45257.3,588344.9
2025-12-25,X5,Europe,Italy,13,72410.5,941336.5
2025-12-26,i4,Europe,Italy,7,59354.14,415478.98
2025-12-27,2 Series,North America,Mexico,7,40065.08,280455.56
2025-12-29,X5,North America,Mexico,8,78363.5,626908.0
2025-12-30,iX,Asia,China,7,91383.79,639686.53
2025-12-30,2 Series,Asia,China,15,40419.13,606286.95
2025-12-30,X3,Asia,China,19,59127.56,1123423.64
2025-12-31,i4,Asia,China,6,56294.29,337765.74
2025-12-31,5 Series,North America,USA,9,59685.22,537166.98
2025-12-31,5 Series,Europe,UK,13,66327.73,862260.49
2026-01-01,3 Series,North America,USA,9,48405.81,435652.29
2026-01-01,2 Series,North America,USA,15,41143.0,617145.0
2026-01-01,iX,Africa,Morocco,5,84570.21,422851.05
2026-01-02,X1,Middle East,UAE,15,44042.41,660636.15
2026-01-02,5 Series,Asia,India,10,63672.37,636723.7
2026-01-02,X1,Africa,Morocco,10,48922.1,489221.0
2026-01-02,X3,Asia,Japan,13,54625.59,710132.67
2026-01-02,3 Series,Europe,UK,16,45926.68,734826.88
2026-01-03,3 Series,North America,Mexico,13,43972.2,571638.6
2026-01-03,X3,Middle East,Qatar,17,57310.55,974279.35
2026-01-03,7 Series,Europe,Italy,4,104010.29,416041.16
2026-01-03,X5,Africa,Morocco,3,77604.89,232814.67
2026-01-04,X5,Asia,India,9,67291.85,605626.65
2026-01-04,5 Series,North America,Canada,10,57847.1,578471.0
2026-01-04,iX,North America,USA,8,87142.81,697142.48
2026-01-04,3 Series,Asia,South Korea,20,49426.49,988529.8
2026-01-05,X1,Europe,UK,20,41091.88,821837.6
2026-01-05,3 Series,North America,Mexico,16,48088.13,769410.08
2026-01-06,X5,Asia,Japan,14,75328.04,1054592.56
2026-01-06,X5,North America,Canada,7,81119.09,567833.63
2026-01-07,5 Series,North America,Mexico,16,63267.18,1012274.88
2026-01-08,X3,Middle East,Qatar,14,58103.12,813443.68
2026-01-08,2 Series,Oceania,New Zealand,10,41804.16,418041.6
2026-01-09,5 Series,Asia,Japan,9,61173.06,550557.54
2026-01-09,3 Series,Middle East,Qatar,10,49760.98,497609.8
2026-01-10,X7,Europe,UK,2,113364.87,226729.74
2026-01-10,5 Series,Middle East,Saudi Arabia,5,65017.02,325085.1
2026-01-11,5 Series,Oceania,New Zealand,10,58686.05,586860.5
2026-01-11,7 Series,Europe,France,4,103735.12,414940.48
2026-01-11,X7,Asia,China,5,115468.66,577343.3
2026-01-11,X5,North America,Mexico,9,77410.04,696690.36
2026-01-12,3 Series,Asia,China,14,49581.36,694139.04
2026-01-12,X5,Europe,Italy,11,73386.27,807248.97
2026-01-12,i4,Asia,China,11,61120.39,672324.29
2026-01-13,2 Series,North America,USA,19,44448.25,844516.75
2026-01-13,3 Series,Europe,Germany,9,47143.48,424291.32
2026-01-14,X3,Asia,Japan,9,56484.65,508361.85
2026-01-15,X1,North America,Mexico,12,44882.02,538584.24
2026-01-16,X3,Europe,Italy,17,53402.85,907848.45
2026-01-16,X1,Africa,Egypt,9,46967.18,422704.62
2026-01-16,iX,North America,USA,8,89809.82,718478.56
2026-01-17,X3,Africa,South Africa,6,57837.03,347022.18
2026-01-17,X3,Asia,India,17,58853.01,1000501.17
2026-01-17,X3,North America,Mexico,11,52683.15,579514.65
2026-01-18,2 Series,Europe,Italy,14,41886.06,586404.84
2026-01-19,i4,Asia,India,14,61882.19,866350.66
2026-01-20,7 Series,Europe,Italy,2,98660.79,197321.58
2026-01-20,i4,Asia,Japan,11,55472.55,610198.05
2026-01-20,iX,Europe,UK,7,89342.02,625394.14
2026-01-21,X5,Europe,UK,9,77324.69,695922.21
2026-01-21,X5,Europe,Italy,13,77601.32,1008817.16
2026-01-21,3 Series,North America,Canada,10,48792.67,487926.7
2026-01-22,5 Series,Europe,UK,7,63424.3,443970.1
2026-01-22,3 Series,North America,Mexico,16,47016.4,752262.4
2026-01-22,X5,Middle East,Saudi Arabia,7,73307.32,513151.24
2026-01-22,X7,North America,Mexico,4,112305.74,449222.96
2026-01-22,i4,Asia,South Korea,10,56446.48,564464.8
2026-01-22,X7,Asia,Japan,3,109917.35,329752.05
2026-01-23,7 Series,Middle East,UAE,6,94543.3,567259.8
2026-01-23,X3,Asia,Japan,8,57223.86,457790.88
2026-01-23,3 Series,Europe,France,15,48654.11,729811.65
2026-01-24,3 Series,North America,USA,14,45045.55,630637.7
2026-01-25,X5,Europe,Germany,11,78257.71,860834.81
2026-01-25,X5,Asia,Japan,9,79435.92,714923.28
2026-01-26,X5,Asia,India,7,85114.32,595800.24
2026-01-27,5 Series,Asia,India,8,61787.71,494301.68
2026-01-28,iX,North America,USA,11,86619.61,952815.71
2026-01-28,X5,Africa,South Africa,5,78365.24,391826.2
2026-01-29,3 Series,Asia,Japan,17,46069.52,783181.84
2026-01-30,i4,Europe,France,10,56988.52,569885.2
2026-01-30,5 Series,Europe,France,9,58281.39,524532.51
2026-01-30,3 Series,Oceania,New Zealand,10,48561.67,485616.7
2026-01-31,X5,North America,Mexico,9,81510.08,733590.72
2026-01-31,2 Series,Africa,Egypt,11,45877.69,504654.59
2026-02-02,X5,Europe,Germany,5,80140.89,400704.45
2026-02-03,X3,North America,USA,13,55282.19,718668.47
2026-02-03,5 Series,Europe,Germany,10,61289.88,612898.8
2026-02-04,X1,Middle East,Qatar,16,43820.83,701133.28
2026-02-04,2 Series,North America,Canada,10,43527.79,435277.9
2026-02-05,iX,Europe,UK,10,82416.36,824163.6
2026-02-05,2 Series,Europe,Italy,12,42606.79,511281.48
2026-02-05,X1,Europe,Italy,19,45726.89,868810.91
2026-02-05,2 Series,North America,USA,8,40491.02,323928.16
2026-02-06,X5,Asia,South Korea,11,75814.01,833954.11
2026-02-06,7 Series,Europe,Italy,6,99572.57,597435.42
2026-02-06,7 Series,Middle East,Saudi Arabia,9,98330.71,884976.39
2026-02-06,iX,Oceania,New Zealand,4,89995.41,359981.64
2026-02-07,3 Series,Asia,India,21,44808.55,940979.55
2026-02-07,3 Series,North America,Mexico,18,46455.37,836196.66
2026-02-08,X5,Europe,UK,10,79079.82,790798.2
2026-02-08,i4,North America,Mexico,3,54888.62,164665.86
2026-02-09,X3,Asia,China,18,56326.2,1013871.6
2026-02-10,5 Series,North America,USA,12,61339.12,736069.44
2026-02-10,X3,North America,Mexico,19,52670.8,1000745.2
2026-02-11,3 Series,Oceania,Australia,10,50107.54,501075.4
2026-02-11,X1,Asia,China,19,46024.35,874462.65
2026-02-11,X3,Asia,Japan,21,56832.01,1193472.21
2026-02-12,X1,Middle East,Saudi Arabia,12,46128.57,553542.84
2026-02-12,X1,Europe,France,12,45881.13,550573.56
2026-02-12,3 Series,North America,Canada,16,46724.66,747594.56
2026-02-13,X3,Middle East,Qatar,9,54971.37,494742.33
2026-02-13,X1,Middle East,Saudi Arabia,16,44735.29,715764.64
2026-02-14,5 Series,Asia,China,9,62868.63,565817.67
2026-02-14,X1,North America,Mexico,14,43831.13,613635.82
2026-02-14,5 Series,North America,USA,9,62571.15,563140.35
2026-02-15,X5,North America,USA,12,75226.43,902717.16
2026-02-15,X1,Oceania,New Zealand,15,42999.11,644986.65
2026-02-16,X3,Europe,UK,17,56285.22,956848.74
2026-02-18,i4,Asia,China,11,60970.14,670671.54
2026-02-19,X5,Middle East,Saudi Arabia,5,73489.04,367445.2
2026-02-20,X5,North America,USA,10,77390.25,773902.5
2026-02-20,X1,North America,Canada,13,43686.76,567927.88
2026-02-21,X1,Asia,India,14,41602.76,582438.64
2026-02-21,i4,Europe,UK,12,57071.38,684856.56
2026-02-21,7 Series,North America,Mexico,10,95109.39,951093.9
2026-02-22,iX,North America,Canada,11,88169.88,969868.68
2026-02-23,X1,Europe,France,12,42518.9,510226.8
2026-02-23,3 Series,North America,USA,15,48610.9,729163.5
2026-02-23,X1,Europe,France,16,45508.69,728139.04
2026-02-24,X3,Europe,UK,17,57161.01,971737.17
2026-02-24,3 Series,Middle East,Saudi Arabia,14,48658.05,681212.7
2026-02-24,iX,North America,Canada,9,90490.12,814411.08
2026-02-24,3 Series,North America,Canada,10,47895.52,478955.2
2026-02-25,X1,Europe,Germany,14,45003.0,630042.0
2026-02-25,iX,Oceania,Australia,3,90878.23,272634.69
2026-02-25,X3,Europe,France,16,59817.63,957082.08
2026-02-26,X3,Middle East,Saudi Arabia,13,56428.48,733570.24
2026-02-27,5 Series,Oceania,Australia,7,64554.54,451881.78
2026-02-27,i4,North America,Mexico,12,57819.49,693833.88
2026-02-27,5 Series,Oceania,New Zealand,6,62033.11,372198.66
2026-02-27,5 Series,Asia,China,8,63486.55,507892.4
2026-02-28,5 Series,Europe,Italy,8,57512.76,460102.08
2026-03-01,5 Series,Europe,UK,12,61214.98,734579.76
2026-03-01,2 Series,Europe,France,11,41425.62,455681.82
2026-03-01,X5,Asia,China,9,77337.43,696036.87
2026-03-02,iX,Asia,Japan,10,88282.47,882824.7
2026-03-03,7 Series,Asia,China,2,101956.81,203913.62
2026-03-03,iX,North America,Mexico,10,91225.38,912253.8
2026-03-03,5 Series,Middle East,Qatar,12,62535.41,750424.92
2026-03-03,X1,Asia,China,17,43947.48,747107.16
2026-03-06,2 Series,Europe,Germany,15,39904.49,598567.35
2026-03-07,X1,Europe,UK,16,46045.88,736734.08
2026-03-08,2 Series,Oceania,Australia,6,42170.77,253024.62
2026-03-08,3 Series,Europe,Italy,19,50506.01,959614.19
2026-03-10,5 Series,Asia,South Korea,13,62660.1,814581.3
2026-03-10,5 Series,Europe,Italy,13,61109.36,794421.68
2026-03-10,iX,North America,USA,12,88742.05,1064904.6
2026-03-11,3 Series,Africa,Egypt,5,46597.4,232987.0
2026-03-11,2 Series,Asia,South Korea,16,43804.8,700876.8
2026-03-12,5 Series,North America,Mexico,16,57638.88,922222.08
2026-03-18,X5,Africa,Egypt,6,77600.13,465600.78
2026-03-18,X7,Middle East,Saudi Arabia,3,115517.73,346553.19
2026-03-18,2 Series,Asia,India,13,42136.94,547780.22
2026-03-18,X3,Africa,South Africa,12,57765.04,693180.48
2026-03-18,X1,Asia,South Korea,19,43863.77,833411.63
2026-03-19,2 Series,Middle East,Qatar,17,43243.4,735137.8
2026-03-19,3 Series,Africa,South Africa,12,46923.91,563086.92
2026-03-19,2 Series,Asia,South Korea,11,45168.34,496851.74
2026-03-20,X3,Africa,Egypt,13,60330.0,784290.0
2026-03-20,X5,Europe,Italy,8,84522.07,676176.56
2026-03-20,X3,Asia,India,23,54481.39,1253071.97
2026-03-20,X5,Oceania,Australia,6,75445.32,452671.92
2026-03-21,2 Series,Oceania,Australia,14,40371.33,565198.62
2026-03-22,X1,Middle East,Qatar,32,44939.64,1438068.48
2026-03-23,2 Series,Europe,Germany,14,41878.19,586294.66
2026-03-24,X1,Middle East,Saudi Arabia,19,42814.7,813479.3
2026-03-25,X5,Asia,China,7,77967.99,545775.93
2026-03-25,3 Series,North America,USA,23,47817.15,1099794.45
2026-03-26,X3,North America,Mexico,19,53584.65,1018108.35
2026-03-26,X3,Oceania,Australia,11,55229.62,607525.82
2026-03-28,2 Series,Middle East,Qatar,12,41340.01,496080.12
2026-03-29,X3,Oceania,Australia,16,57124.87,913997.92
2026-03-29,X1,North America,Canada,29,43309.94,1255988.26
2026-03-30,5 Series,Oceania,New Zealand,6,61616.3,369697.8
2026-03-31,X1,Middle East,Saudi Arabia,15,46470.71,697060.65
2026-03-31,X1,North America,USA,17,46597.63,792159.71
2026-03-31,5 Series,Asia,South Korea,14,62964.9,881508.6
2026-03-31,7 Series,Asia,South Korea,7,100685.24,704796.68
2026-03-31,X3,Asia,Japan,20,57714.68,1154293.6
2026-03-31,X1,North America,USA,21,48004.3,1008090.3
2026-03-31,3 Series,Asia,India,14,48715.85,682021.9
2026-03-31,2 Series,Asia,China,15,42048.18,630722.7
2026-04-01,3 Series,Europe,Italy,12,49932.45,599189.4
2026-04-01,2 Series,North America,Canada,22,39663.92,872606.24
2026-04-01,3 Series,Asia,Japan,25,45404.31,1135107.75
2026-04-02,X7,Europe,France,3,115980.62,347941.86
2026-04-03,X1,Oceania,New Zealand,17,46136.63,784322.71
2026-04-03,X1,North America,USA,21,43560.58,914772.18
2026-04-04,X3,North America,Canada,22,54308.41,1194785.02
2026-04-04,2 Series,Africa,Egypt,7,41045.56,287318.92
2026-04-04,X1,Europe,UK,16,44893.03,718288.48
2026-04-05,i4,Europe,France,5,58114.72,290573.6
2026-04-05,iX,Asia,China,3,87036.18,261108.54
2026-04-06,X3,Europe,Germany,17,59550.3,1012355.1
2026-04-07,2 Series,Africa,Egypt,6,39759.5,238557.0
2026-04-07,iX,Middle East,UAE,7,87423.13,611961.91
2026-04-07,X3,Europe,Italy,15,49646.63,744699.45
2026-04-08,3 Series,Asia,China,18,47855.7,861402.6
2026-04-08,X5,North America,USA,9,78124.47,703120.23
2026-04-09,X1,Europe,UK,17,43142.9,733429.3
2026-04-09,2 Series,Asia,China,13,40636.41,528273.33
2026-04-10,X3,Asia,South Korea,16,57285.0,916560.0
2026-04-10,X1,Asia,China,12,46282.79,555393.48
2026-04-11,5 Series,Europe,UK,7,60641.17,424488.19
2026-04-11,2 Series,Asia,Japan,14,40178.59,562500.26
2026-04-11,X1,Europe,France,19,46356.4,880771.6
2026-04-12,X1,North America,USA,23,43251.74,994790.02
2026-04-13,X5,North America,Mexico,10,77429.37,774293.7
2026-04-13,i4,North America,Mexico,10,59849.22,598492.2
2026-04-14,X3,Europe,UK,10,54592.59,545925.9
2026-04-14,2 Series,Asia,India,14,39957.24,559401.36
2026-04-15,2 Series,Africa,South Africa,7,41413.8,289896.6
2026-04-16,i4,Asia,China,13,57812.55,751563.15
2026-04-16,iX,Asia,India,9,85745.55,771709.95
2026-04-16,iX,North America,Canada,11,86672.48,953397.28
2026-04-16,5 Series,North America,USA,13,62325.08,810226.04
2026-04-17,3 Series,Asia,India,21,47817.4,1004165.4
2026-04-17,2 Series,Asia,China,15,42003.36,630050.4
2026-04-18,X3,North America,Canada,18,55354.17,996375.06
2026-04-18,3 Series,Asia,India,12,49887.36,598648.32
2026-04-19,i4,North America,Mexico,11,54380.06,598180.66
2026-04-19,3 Series,North America,USA,16,49295.7,788731.2
2026-04-19,5 Series,Europe,UK,20,59094.02,1181880.4
2026-04-20,X5,Asia,South Korea,12,74773.48,897281.76
