event_id,vehicle_id,vin,timestamp,battery_level,speed,temperature,latitude,longitude,quarantine_dataset,quarantine_error_type,quarantine_error_message,quarantine_validation_rule,quarantine_timestamp
EVT0023402,BMW00539,WBA00000000000539,0000-00-00,82.6,144.83,2.65,13.44131,118.985408,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0018403,BMW00634,,2026-03-05 21:30:00,44.57,115.1,30.6,49.818229,43.021239,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0084987,BMW00171,WBA00000000000171,2026-15-40 99:99:99,59.97,137.98,45.15,21.920899,-76.724312,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0095880,,WBA00000000000592,2026-11-29 21:55:00,39.18,22.96,28.48,26.675012,45.475794,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0065956,BMW00296,INVALIDVIN,2026-08-18 00:15:00,23.22,153.83,-1.52,37.937881,-101.718318,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0048022,BMW00765,WBA00000000000765,2026-06-16 17:45:00,41.64,95.85,41.86,35.161259,102.039813,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0001798,BMW00692,WBA00000000000692,2026-01-07 05:45:00,86.04,11.14,7.26,41.688527,-115.474195,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0072608,BMW00849,WBA00000000000849,2026-09-10 02:35:00,-10.0,95.66,31.89,29.470998,131.647016,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0001510,BMW00038,INVALIDVIN,2026-01-06 05:45:00,13.67,103.83,43.47,47.990019,1.612021,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0036357,BMW00459,,2026-05-07 05:40:00,38.63,37.43,36.29,54.558986,6.964309,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0001666,,WBA00000000000027,2026-01-06 18:45:00,61.47,27.5,-3.44,45.144947,-33.172475,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0074057,BMW00476,,2026-09-15 03:20:00,88.32,110.48,21.75,25.789997,22.754138,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0077741,BMW00735,WBA00000000000735,2026-09-27 22:20:00,-10.0,146.33,-5.37,35.098419,112.372765,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0026244,BMW00407,WBA00000000000407,2026-04-02 02:55:00,86.7,88.11,,23.242742,-73.52619,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0077780,BMW00343,WBA00000000000343,2026-09-28 01:35:00,68.3,93.6,45.28,10.988852,-22.60344,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0079088,,WBA00000000000880,2026-10-02 14:35:00,76.09,106.69,0.84,14.454187,-7.738528,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0018062,BMW00578,,2026-03-04 17:05:00,38.98,43.17,-3.01,43.754607,84.639706,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0017082,BMW00965,WBA00000000000965,2026-03-01 07:25:00,62.3,77.11,7.33,44.754305,-112.045602,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0078297,BMW00344,INVALIDVIN,2026-09-29 20:40:00,89.14,90.78,-2.41,49.646276,-115.358932,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0021920,FAKE00009,WBA00000000000482,2026-03-18 02:35:00,76.65,121.46,33.39,9.273124,38.991717,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0056086,BMW00793,WBA00000000000793,,43.99,121.7,-8.54,28.190239,144.893247,telemetry,NULL_VALUE|INVALID_DATE,Null values in: timestamp | Invalid date in: timestamp,NULL_VALUE|INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0059934,,WBA00000000000687,2026-07-28 02:25:00,45.59,57.23,-1.98,45.673354,82.145521,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0087533,BMW00695,WBA00000000000695,2026-10-31 22:20:00,21.43,75.51,-100.0,43.357239,21.722119,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0076058,BMW00999,WBA00000000000999,2026-09-22 02:05:00,,143.97,0.98,46.733227,82.36567,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0011133,,WBA00000000000037,2026-02-08 15:40:00,19.82,149.78,19.74,18.335997,95.744215,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0056167,BMW00809,!!BADVIN!!,2026-07-15 00:30:00,69.94,141.76,18.31,54.487928,53.576227,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0095807,BMW00056,WBA00000000000056,2026-11-29 15:50:00,78.67,82.73,53.86,33.202381,-89.427962,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0069182,BMW00061,WBA00000000000061,0000-00-00,20.18,2.64,15.14,53.177067,60.898653,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0038966,FAKE00025,WBA00000000000972,2026-05-16 07:05:00,35.17,67.78,38.01,14.038716,58.870284,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0021309,BMW00285,WBA000,2026-03-15 23:40:00,66.43,59.42,11.04,42.89688,37.232854,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0087217,BMW00602,,2026-10-30 20:00:00,77.19,59.98,1.66,34.083145,18.757398,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0042268,BMW00203,INVALIDVIN,2026-05-27 18:15:00,68.51,32.12,0.4,54.453188,134.142076,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0013915,BMW00037,,2026-02-18 07:30:00,22.0,77.12,54.33,25.55396,-6.228732,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0086200,BMW00914,WBA00000000000914,2026-15-40 99:99:99,13.33,116.9,5.99,33.287679,63.366692,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0008137,BMW00623,,2026-01-29 06:00:00,51.46,22.9,41.82,9.690559,-119.904591,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0042897,BMW00683,,2026-05-29 22:40:00,59.98,138.28,21.67,27.956523,118.970357,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0002556,BMW00079,WBA00000000000079,2026-01-09 20:55:00,74.14,117.63,18.14,38.443241,-118.105667,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0021254,BMW00621,123456789,2026-03-15 19:05:00,66.42,130.88,17.61,49.593926,-65.524694,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0024676,BMW00329,WBA00000000000329,2026-03-27 16:15:00,,27.25,24.16,50.026991,13.786004,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0012543,BMW00269,INVALIDVIN,2026-02-13 13:10:00,59.18,57.32,-4.14,13.659715,-107.372488,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0075202,BMW00835,,2026-09-19 02:45:00,31.48,116.84,38.63,12.166338,10.473771,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0002080,BMW00304,WBA00000000000304,,17.31,61.23,0.26,31.452665,66.062823,telemetry,NULL_VALUE|INVALID_DATE,Null values in: timestamp | Invalid date in: timestamp,NULL_VALUE|INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0000165,,WBA00000000000355,2026-01-01 13:40:00,52.05,89.5,27.73,28.435647,12.007332,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0087843,BMW00188,,2026-11-02 00:10:00,33.22,22.34,4.28,53.974306,-31.852895,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0044877,BMW00032,WBA00000000000032,2026-06-05 19:40:00,-30.91,50.46,36.82,11.763804,115.330709,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0026639,BMW00800,WBA00000000000800,2026-04-03 11:50:00,,108.76,49.83,26.77882,39.117001,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0084862,BMW00288,WBA00000000000288,2026-10-22 15:45:00,111.4,96.07,15.24,35.194938,-52.26022,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0060959,BMW00372,INVALIDVIN,2026-07-31 15:50:00,55.45,4.24,7.48,18.519643,110.908573,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0019935,BMW00266,WBA00000000000266,2026-03-11 05:10:00,92.55,110.85,-80.0,49.761928,-25.754681,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0036913,,WBA00000000000343,2026-05-09 04:00:00,83.76,20.43,-4.08,33.174479,97.43091,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0027018,,WBA00000000000530,2026-04-04 19:25:00,74.92,28.18,20.85,35.01284,-40.395104,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0004733,BMW00600,S0132AN417,2026-01-17 10:20:00,83.53,71.43,1.91,18.575697,116.05911,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0004183,BMW00872,WBA00000000000872,2026-15-40 99:99:99,83.83,123.66,6.62,21.768877,35.14842,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0084931,BMW00194,,2026-10-22 21:30:00,37.04,33.4,13.62,51.325739,-55.380397,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0076593,BMW00932,WBA00000000000932,2026-09-23 22:40:00,35.48,144.55,200.0,48.327051,4.67234,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0007729,,WBA00000000000945,2026-01-27 20:00:00,96.91,118.33,37.43,20.108838,85.064786,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0027813,BMW00589,WBA00000000000589,2026-04-07 13:40:00,61.66,80.76,28.65,27.802553,-41.999507,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0067543,FAKE00017,WBA00000000000503,2026-08-23 12:30:00,10.83,30.25,8.67,48.634245,-34.94371,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0017317,BMW00530,WBA00000000000530,2026-03-02 03:00:00,86.29,31.43,,43.325331,5.753101,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0079470,BMW00105,WBA00000000000105,2026-15-40 99:99:99,15.8,9.2,20.83,54.313299,119.898497,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0034562,BMW00848,,2026-05-01 00:05:00,10.57,154.87,39.33,37.440021,138.866995,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0087991,BMW00055,WBA00000000000055,2026-11-02 12:30:00,32.93,132.14,12.35,8.742844,-101.732992,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0034993,,WBA00000000000129,2026-05-02 12:00:00,52.32,42.51,50.6,47.163895,40.625691,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0013279,BMW00943,WBA00000000000943,2026-02-16 02:30:00,-41.63,8.49,17.48,54.49243,-30.415027,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0012934,BMW00506,WBA00000000000506,2026-15-40 99:99:99,63.48,18.7,51.91,23.62508,46.137717,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0008055,FAKE00024,WBA00000000000272,2026-01-28 23:10:00,70.77,119.74,0.16,10.040267,-60.571214,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0050875,BMW00858,WBA00000000000858,2026-06-26 15:30:00,150.0,85.6,-0.5,9.494286,18.107296,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0057947,BMW00949,!!BADVIN!!,2026-07-21 04:50:00,99.67,35.54,-3.31,22.315234,-68.188122,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0085831,BMW00508,WBA000,2026-10-26 00:30:00,98.75,109.97,0.22,10.748858,125.759837,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0031771,BMW00504,WBA000,2026-04-21 07:30:00,26.57,47.72,28.42,14.568971,78.233115,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0090563,FAKE00026,WBA00000000000757,2026-11-11 10:50:00,10.9,105.09,-6.05,30.790957,-50.024423,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0046376,BMW00849,WBA000,2026-06-11 00:35:00,58.73,86.42,48.09,25.630693,115.183606,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0027810,BMW00491,WBA000,2026-04-07 13:25:00,30.39,20.77,-6.87,12.773959,-109.122891,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0043987,BMW00815,WBA00000000000815,2026-06-02 17:30:00,150.0,55.95,46.13,13.519601,-20.921775,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0057103,,WBA00000000000434,2026-07-18 06:30:00,65.78,35.61,46.82,10.156533,-91.363245,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0096534,,WBA00000000000734,2026-12-02 04:25:00,96.5,54.2,48.38,45.230239,98.049898,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0074857,BMW00471,WBA00000000000471,2026-09-17 22:00:00,22.81,64.28,43.28,47.941449,-74.174028,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0069982,BMW00630,INVALIDVIN,2026-08-31 23:45:00,14.45,80.25,25.02,51.293519,-62.866499,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0042413,BMW00713,WBA00000000000713,2026-15-40 99:99:99,12.5,60.69,17.19,27.147457,92.845968,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0049242,BMW00314,,2026-06-20 23:25:00,69.66,107.88,-1.08,8.681419,105.082203,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0055178,BMW00091,WBA00000000000091,2026-07-11 14:05:00,47.75,38.88,-2.39,52.247903,119.403031,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0017736,BMW00801,INVALIDVIN,2026-03-03 13:55:00,80.16,92.32,11.34,20.286667,-107.414931,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0064135,FAKE00021,WBA00000000000455,2026-08-11 16:30:00,50.01,22.57,24.73,13.79932,146.326594,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0000548,BMW00049,WBA000,2026-01-02 21:35:00,49.97,99.01,54.35,25.124189,18.779216,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0026370,BMW00126,WBA00000000000126,2026-04-02 13:25:00,81.44,89.27,-2.81,16.498576,97.260162,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-16T17:39:46.226977+00:00
EVT0019944,BMW00216,INVALIDVIN,2026-03-11 05:55:00,35.79,151.27,44.39,44.33516,-86.314133,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0095863,BMW00374,WBA00000000000374,2026-11-29 20:30:00,-1.37,11.14,21.31,48.106774,-102.084315,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0072905,BMW00400,123456789,2026-09-11 03:20:00,41.5,79.02,0.27,30.096551,83.636226,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0094266,BMW00706,123456789,2026-11-24 07:25:00,67.51,110.71,41.16,17.129441,-41.882789,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0041542,,WBA00000000000014,2026-05-25 05:45:00,40.09,92.9,37.54,33.906654,-0.508084,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0012699,BMW00176,123456789,2026-02-14 02:10:00,12.54,32.07,3.19,52.077166,-82.734562,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0053912,BMWX00020,WBA00000000000269,2026-07-07 04:35:00,35.13,38.31,30.41,35.229367,-65.959577,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0067731,BMW00328,WBA00000000000328,2026-08-24 04:10:00,,43.74,45.05,30.250825,-45.908651,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0088653,BMW00457,WBA00000000000457,2026-11-04 19:40:00,-25.0,105.73,34.91,47.105503,15.594207,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0095338,BMW00539,WBA00000000000539,2026-11-28 00:45:00,150.0,60.17,36.69,36.130574,84.167749,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0068544,,WBA00000000000469,2026-08-26 23:55:00,43.07,93.76,11.3,42.976876,-51.958071,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0041705,BMW00054,,2026-05-25 19:20:00,180.0,45.67,18.17,42.260495,99.611217,telemetry,NULL_VALUE|DUPLICATE_RECORD|INVALID_VIN|OUT_OF_RANGE,Null values in: vin | Duplicate record detected | Invalid or missing VIN | Out-of-range value in: battery_level,NULL_VALUE|DUPLICATE_RECORD|INVALID_VIN|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0094812,BMW00856,,2026-11-26 04:55:00,79.1,98.41,38.52,45.529416,105.968787,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0064697,BMW00100,WBA00000000000100,,10.96,48.88,1.84,30.696446,92.86735,telemetry,NULL_VALUE|INVALID_DATE,Null values in: timestamp | Invalid date in: timestamp,NULL_VALUE|INVALID_DATE,2026-09-16T17:39:46.226977+00:00
EVT0056188,BMW00092,WBA00000000000092,,19.64,103.97,48.28,30.290955,51.442736,telemetry,NULL_VALUE|INVALID_DATE,Null values in: timestamp | Invalid date in: timestamp,NULL_VALUE|INVALID_DATE,2026-09-16T17:39:46.226977+00:00
BAD00082,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0081445,FAKE00007,WBA00000000000808,2026-10-10 19:00:00,40.29,124.73,48.11,28.989079,30.058421,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0035490,FAKE00004,WBA00000000000727,2026-05-04 05:25:00,96.65,94.9,-0.21,49.378474,-80.159514,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0019568,BMW00277,WBA000,2026-03-09 22:35:00,78.42,24.45,-9.88,8.08162,-98.712087,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-16T17:39:46.226977+00:00
EVT0052357,,WBA00000000000020,2026-07-01 19:00:00,11.3,121.34,35.55,47.115717,65.886354,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0021490,,WBA00000000000299,2026-03-16 14:45:00,33.7,127.56,13.89,15.093639,114.52232,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0079152,,WBA00000000000295,2026-10-02 19:55:00,81.33,77.15,21.9,15.816543,19.292629,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
EVT0009336,BMW00197,WBA00000000000197,2026-02-02 09:55:00,,111.31,9.32,44.687834,147.018951,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-16T17:39:46.226977+00:00
EVT0095289,,WBA00000000000208,2026-11-27 20:40:00,70.9,12.64,37.4,32.416334,100.895803,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-16T17:39:46.226977+00:00
