vehicle_id,vin,model,model_year,region,status
BMW00482,WBA00000000000482,i5,2020,Oceania,Active
BMW00483,WBA00000000000483,7 Series,2022,Europe,Active
BMW00484,WBA00000000000484,i4,2020,Asia,Active
BMW00485,WBA00000000000485,X3,2022,Asia,Active
BMW00486,WBA00000000000486,7 Series,2026,Asia,Inactive
BMW00487,WBA00000000000487,X1,2021,Asia,Active
BMW00488,WBA00000000000488,X5,2020,Europe,Active
BMW00489,WBA00000000000489,i4,2020,North America,Inactive
BMW00490,WBA00000000000490,X7,2023,Asia,Active
BMW00491,WBA00000000000491,iX,2021,Asia,Active
BMW00492,WBA00000000000492,i5,2023,Asia,Active
BMW00493,WBA00000000000493,i4,2020,Oceania,Active
BMW00494,WBA00000000000494,X7,2022,Middle East,Active
BMW00495,WBA00000000000495,7 Series,2022,North America,Active
BMW00496,WBA00000000000496,X3,2023,Asia,Active
BMW00497,WBA00000000000497,5 Series,2023,Oceania,Active
BMW00498,WBA00000000000498,X1,2025,Oceania,Active
BMW00499,WBA00000000000499,iX,2023,Europe,Active
BMW00500,WBA00000000000500,X3,2025,Oceania,Active
BMW00501,WBA00000000000501,5 Series,2023,Middle East,Active
BMW00502,WBA00000000000502,X7,2021,Europe,Active
BMW00503,WBA00000000000503,iX,2021,Middle East,Inactive
BMW00504,WBA00000000000504,i5,2022,Europe,Active
BMW00505,WBA00000000000505,7 Series,2024,Europe,Active
BMW00506,WBA00000000000506,X3,2021,Europe,Active
BMW00507,WBA00000000000507,X5,2026,North America,Active
BMW00508,WBA00000000000508,7 Series,2023,Middle East,Active
BMW00509,WBA00000000000509,7 Series,2026,North America,Active
BMW00510,WBA00000000000510,7 Series,2024,Europe,Active
BMW00511,WBA00000000000511,iX,2022,Europe,Active
BMW00512,WBA00000000000512,i4,2021,Oceania,Active
BMW00513,WBA00000000000513,i5,2025,Oceania,Active
BMW00514,WBA00000000000514,i5,2022,Middle East,Active
BMW00515,WBA00000000000515,iX,2021,Europe,Active
BMW00516,WBA00000000000516,5 Series,2026,Oceania,Active
BMW00517,WBA00000000000517,i5,2023,Middle East,Active
BMW00518,WBA00000000000518,3 Series,2020,North America,Active
BMW00519,WBA00000000000519,X3,2023,Europe,Active
BMW00520,WBA00000000000520,X5,2023,Oceania,Active
BMW00521,WBA00000000000521,X1,2026,North America,Active
BMW00522,WBA00000000000522,5 Series,2024,Europe,Active
BMW00523,WBA00000000000523,5 Series,2021,Asia,Active
BMW00524,WBA00000000000524,i5,2021,North America,Active
BMW00525,WBA00000000000525,X1,2024,Europe,Active
BMW00526,WBA00000000000526,X1,2020,Asia,Active
BMW00527,WBA00000000000527,iX,2022,North America,Active
BMW00528,WBA00000000000528,5 Series,2020,Oceania,Active
BMW00529,WBA00000000000529,iX,2020,Europe,Active
BMW00530,WBA00000000000530,iX,2026,North America,Active
BMW00531,WBA00000000000531,X5,2020,Oceania,Active
BMW00532,WBA00000000000532,5 Series,2020,Oceania,Active
BMW00533,WBA00000000000533,5 Series,2026,Oceania,Active
BMW00534,WBA00000000000534,7 Series,2021,Europe,Active
BMW00535,WBA00000000000535,X5,2025,Oceania,Active
BMW00536,WBA00000000000536,5 Series,2020,Oceania,Active
BMW00537,WBA00000000000537,X3,2021,Asia,Inactive
BMW00538,WBA00000000000538,5 Series,2020,North America,Active
BMW00539,WBA00000000000539,X5,2024,North America,Active
BMW00540,WBA00000000000540,3 Series,2024,North America,Active
BMW00541,WBA00000000000541,i4,2023,Asia,Active
BMW00542,WBA00000000000542,3 Series,2021,Oceania,Active
BMW00543,WBA00000000000543,5 Series,2020,Oceania,Active
BMW00544,WBA00000000000544,5 Series,2023,Asia,Inactive
BMW00545,WBA00000000000545,i5,2021,Oceania,Inactive
BMW00546,WBA00000000000546,3 Series,2024,Asia,Active
BMW00547,WBA00000000000547,X3,2024,Middle East,Active
BMW00548,WBA00000000000548,X5,2025,North America,Active
BMW00549,WBA00000000000549,X5,2023,North America,Active
BMW00550,WBA00000000000550,X7,2020,Europe,Active
BMW00551,WBA00000000000551,i5,2021,Middle East,Inactive
BMW00552,WBA00000000000552,X1,2025,Asia,Active
BMW00553,WBA00000000000553,i5,2023,Asia,Active
BMW00554,WBA00000000000554,X1,2024,Europe,Active
BMW00555,WBA00000000000555,iX,2023,Oceania,Active
BMW00556,WBA00000000000556,X5,2021,Europe,Active
BMW00557,WBA00000000000557,i4,2026,Middle East,Inactive
BMW00558,WBA00000000000558,i5,2025,Oceania,Active
BMW00559,WBA00000000000559,i4,2026,Europe,Active
BMW00560,WBA00000000000560,i5,2025,North America,Active
BMW00561,WBA00000000000561,X5,2022,North America,Inactive
BMW00562,WBA00000000000562,3 Series,2021,Asia,Active
BMW00563,WBA00000000000563,X3,2021,Middle East,Active
BMW00564,WBA00000000000564,5 Series,2026,North America,Active
BMW00565,WBA00000000000565,i5,2023,North America,Active
BMW00566,WBA00000000000566,7 Series,2023,North America,Inactive
BMW00567,WBA00000000000567,7 Series,2026,Oceania,Active
BMW00568,WBA00000000000568,7 Series,2024,Middle East,Inactive
BMW00569,WBA00000000000569,X7,2026,Asia,Active
BMW00570,WBA00000000000570,X5,2026,Oceania,Active
BMW00571,WBA00000000000571,iX,2020,Oceania,Active
BMW00572,WBA00000000000572,X3,2022,Oceania,Active
BMW00573,WBA00000000000573,7 Series,2025,Middle East,Active
BMW00574,WBA00000000000574,3 Series,2025,Asia,Active
BMW00575,WBA00000000000575,3 Series,2021,Middle East,Active
BMW00576,WBA00000000000576,X1,2022,Asia,Active
BMW00577,WBA00000000000577,iX,2023,Asia,Inactive
BMW00578,WBA00000000000578,X5,2025,North America,Active
BMW00579,WBA00000000000579,i5,2020,Oceania,Active
BMW00580,WBA00000000000580,5 Series,2024,North America,Active
BMW00581,WBA00000000000581,3 Series,2022,Asia,Active
BMW00582,WBA00000000000582,i5,2021,North America,Active
BMW00583,WBA00000000000583,5 Series,2023,Asia,Active
BMW00584,WBA00000000000584,3 Series,2022,Middle East,Active
BMW00585,WBA00000000000585,X3,2024,Asia,Active
BMW00586,WBA00000000000586,iX,2022,North America,Active
BMW00587,WBA00000000000587,X7,2025,Asia,Active
BMW00588,WBA00000000000588,3 Series,2020,Asia,Active
BMW00589,WBA00000000000589,i5,2026,Oceania,Active
BMW00590,WBA00000000000590,i5,2020,Asia,Active
BMW00591,WBA00000000000591,i5,2025,Europe,Active
BMW00592,WBA00000000000592,iX,2022,Asia,Active
BMW00593,WBA00000000000593,7 Series,2022,North America,Active
BMW00594,WBA00000000000594,iX,2020,Europe,Active
BMW00595,WBA00000000000595,X1,2024,Asia,Inactive
BMW00596,WBA00000000000596,i5,2021,Europe,Active
BMW00597,WBA00000000000597,X5,2024,North America,Active
BMW00598,WBA00000000000598,i4,2025,Middle East,Active
BMW00599,WBA00000000000599,X7,2025,Oceania,Active
BMW00600,WBA00000000000600,X7,2024,Asia,Active
BMW00601,WBA00000000000601,X7,2022,Oceania,Active
BMW00602,WBA00000000000602,i4,2025,Asia,Active
BMW00603,WBA00000000000603,i4,2025,Middle East,Active
BMW00604,WBA00000000000604,5 Series,2022,North America,Inactive
BMW00605,WBA00000000000605,i5,2020,Middle East,Active
BMW00606,WBA00000000000606,X5,2026,Middle East,Active
BMW00607,WBA00000000000607,X1,2021,North America,Active
BMW00608,WBA00000000000608,X5,2024,Asia,Inactive
BMW00609,WBA00000000000609,iX,2021,North America,Active
BMW00610,WBA00000000000610,i5,2020,Oceania,Active
BMW00611,WBA00000000000611,i5,2025,Oceania,Active
BMW00612,WBA00000000000612,X3,2021,Oceania,Active
BMW00613,WBA00000000000613,i4,2024,Europe,Active
BMW00614,WBA00000000000614,X1,2024,North America,Active
BMW00615,WBA00000000000615,X7,2020,Europe,Active
BMW00616,WBA00000000000616,X7,2021,Middle East,Inactive
BMW00617,WBA00000000000617,7 Series,2025,Oceania,Active
BMW00618,WBA00000000000618,7 Series,2023,Europe,Active
BMW00619,WBA00000000000619,3 Series,2020,Middle East,Active
BMW00620,WBA00000000000620,5 Series,2026,Oceania,Active
BMW00621,WBA00000000000621,X3,2021,Oceania,Active
BMW00622,WBA00000000000622,X3,2020,Asia,Active
BMW00623,WBA00000000000623,5 Series,2026,Europe,Active
BMW00624,WBA00000000000624,X3,2020,Oceania,Active
BMW00625,WBA00000000000625,X7,2023,Oceania,Active
BMW00626,WBA00000000000626,7 Series,2026,North America,Active
BMW00627,WBA00000000000627,X1,2024,Oceania,Active
BMW00628,WBA00000000000628,X1,2024,Europe,Active
BMW00629,WBA00000000000629,X5,2022,Middle East,Active
BMW00630,WBA00000000000630,X1,2020,Europe,Active
BMW00631,WBA00000000000631,i4,2024,Oceania,Active
BMW00632,WBA00000000000632,X1,2026,Middle East,Active
BMW00633,WBA00000000000633,X3,2020,Oceania,Inactive
BMW00634,WBA00000000000634,X1,2026,North America,Inactive
BMW00635,WBA00000000000635,5 Series,2022,Europe,Active
BMW00636,WBA00000000000636,X7,2023,Europe,Active
BMW00637,WBA00000000000637,7 Series,2021,Asia,Active
BMW00638,WBA00000000000638,7 Series,2024,Middle East,Active
BMW00639,WBA00000000000639,i4,2021,Europe,Active
BMW00640,WBA00000000000640,iX,2021,Oceania,Active
BMW00641,WBA00000000000641,X7,2025,Asia,Active
BMW00642,WBA00000000000642,iX,2020,North America,Active
BMW00643,WBA00000000000643,i5,2023,Asia,Active
BMW00644,WBA00000000000644,X3,2024,North America,Active
BMW00645,WBA00000000000645,i4,2020,North America,Active
BMW00646,WBA00000000000646,X1,2022,Europe,Inactive
BMW00647,WBA00000000000647,X3,2022,North America,Active
BMW00648,WBA00000000000648,X5,2024,Middle East,Inactive
BMW00649,WBA00000000000649,iX,2026,Oceania,Active
BMW00650,WBA00000000000650,i5,2025,Asia,Active
BMW00651,WBA00000000000651,X3,2021,Oceania,Active
BMW00652,WBA00000000000652,X7,2020,Oceania,Active
BMW00653,WBA00000000000653,7 Series,2020,Oceania,Active
BMW00654,WBA00000000000654,i5,2024,Asia,Active
BMW00655,WBA00000000000655,X5,2021,Oceania,Active
BMW00656,WBA00000000000656,X5,2021,North America,Active
BMW00657,WBA00000000000657,i4,2025,Europe,Active
BMW00658,WBA00000000000658,X7,2026,Asia,Active
BMW00659,WBA00000000000659,3 Series,2025,Middle East,Active
BMW00660,WBA00000000000660,7 Series,2021,Europe,Active
BMW00661,WBA00000000000661,5 Series,2024,North America,Active
BMW00662,WBA00000000000662,i4,2024,Middle East,Active
BMW00663,WBA00000000000663,3 Series,2021,Europe,Active
BMW00664,WBA00000000000664,7 Series,2023,North America,Active
BMW00665,WBA00000000000665,X5,2023,Asia,Active
BMW00666,WBA00000000000666,X7,2022,North America,Active
BMW00667,WBA00000000000667,X5,2025,Asia,Active
BMW00668,WBA00000000000668,i5,2024,Oceania,Active
BMW00669,WBA00000000000669,iX,2023,Europe,Active
BMW00670,WBA00000000000670,5 Series,2025,Oceania,Active
BMW00671,WBA00000000000671,iX,2025,Middle East,Active
BMW00672,WBA00000000000672,X7,2023,Oceania,Active
BMW00673,WBA00000000000673,X7,2021,Oceania,Active
BMW00674,WBA00000000000674,3 Series,2025,Europe,Active
BMW00675,WBA00000000000675,X7,2025,Oceania,Active
BMW00676,WBA00000000000676,i4,2026,North America,Active
BMW00677,WBA00000000000677,X5,2021,Oceania,Active
BMW00678,WBA00000000000678,3 Series,2022,Oceania,Active
BMW00679,WBA00000000000679,X5,2026,North America,Active
BMW00680,WBA00000000000680,iX,2023,Asia,Inactive
BMW00681,WBA00000000000681,i4,2026,Europe,Active
BMW00682,WBA00000000000682,5 Series,2020,Europe,Inactive
BMW00683,WBA00000000000683,iX,2020,Asia,Active
BMW00684,WBA00000000000684,iX,2025,Oceania,Active
BMW00685,WBA00000000000685,5 Series,2022,North America,Active
BMW00686,WBA00000000000686,i5,2023,North America,Active
BMW00687,WBA00000000000687,X3,2022,Asia,Active
BMW00688,WBA00000000000688,X5,2022,North America,Active
BMW00689,WBA00000000000689,X3,2026,Middle East,Active
BMW00690,WBA00000000000690,i4,2020,Oceania,Inactive
BMW00691,WBA00000000000691,iX,2025,Middle East,Active
BMW00692,WBA00000000000692,i4,2026,Middle East,Active
BMW00693,WBA00000000000693,iX,2024,Oceania,Active
BMW00694,WBA00000000000694,iX,2022,North America,Active
BMW00695,WBA00000000000695,3 Series,2021,Oceania,Active
BMW00696,WBA00000000000696,7 Series,2024,Asia,Active
BMW00697,WBA00000000000697,i4,2023,Europe,Active
BMW00698,WBA00000000000698,X5,2021,North America,Active
BMW00699,WBA00000000000699,3 Series,2022,Europe,Active
BMW00700,WBA00000000000700,3 Series,2026,Europe,Active
BMW00701,WBA00000000000701,X5,2021,Oceania,Active
BMW00702,WBA00000000000702,X7,2021,Middle East,Inactive
BMW00703,WBA00000000000703,5 Series,2024,Asia,Active
BMW00704,WBA00000000000704,5 Series,2021,Oceania,Active
BMW00705,WBA00000000000705,5 Series,2026,Europe,Active
BMW00706,WBA00000000000706,X5,2026,Asia,Active
BMW00707,WBA00000000000707,3 Series,2026,Middle East,Active
BMW00708,WBA00000000000708,X5,2026,Asia,Active
BMW00709,WBA00000000000709,X3,2021,Middle East,Active
BMW00710,WBA00000000000710,X3,2021,Oceania,Active
BMW00711,WBA00000000000711,X7,2022,Europe,Inactive
BMW00712,WBA00000000000712,X5,2023,Europe,Active
BMW00713,WBA00000000000713,i4,2026,Oceania,Active
BMW00714,WBA00000000000714,i4,2025,North America,Active
BMW00715,WBA00000000000715,iX,2024,North America,Inactive
BMW00716,WBA00000000000716,i4,2026,North America,Active
BMW00717,WBA00000000000717,X5,2024,North America,Active
BMW00718,WBA00000000000718,X3,2022,Middle East,Inactive
BMW00719,WBA00000000000719,7 Series,2022,North America,Inactive
BMW00720,WBA00000000000720,X5,2023,Europe,Active
BMW00721,WBA00000000000721,5 Series,2020,Middle East,Active
BMW00722,WBA00000000000722,iX,2025,Middle East,Active
BMW00723,WBA00000000000723,i5,2024,Europe,Active
BMW00724,WBA00000000000724,5 Series,2025,Asia,Active
BMW00725,WBA00000000000725,i4,2023,Middle East,Active
BMW00726,WBA00000000000726,5 Series,2025,Middle East,Active
BMW00727,WBA00000000000727,i4,2026,Europe,Active
BMW00728,WBA00000000000728,3 Series,2023,Europe,Active
BMW00729,WBA00000000000729,X3,2023,North America,Active
BMW00730,WBA00000000000730,X7,2020,North America,Active
BMW00731,WBA00000000000731,i4,2025,Oceania,Active
BMW00732,WBA00000000000732,X3,2026,North America,Active
BMW00733,WBA00000000000733,iX,2024,Oceania,Active
BMW00734,WBA00000000000734,i4,2026,Asia,Inactive
BMW00735,WBA00000000000735,7 Series,2026,North America,Active
BMW00736,WBA00000000000736,X7,2025,Europe,Active
BMW00737,WBA00000000000737,i4,2023,North America,Active
BMW00738,WBA00000000000738,X1,2020,Europe,Active
BMW00739,WBA00000000000739,i4,2020,North America,Active
BMW00740,WBA00000000000740,i5,2021,Asia,Active
BMW00741,WBA00000000000741,i5,2023,Europe,Active
BMW00742,WBA00000000000742,i4,2025,Europe,Active
BMW00743,WBA00000000000743,X7,2023,North America,Active
BMW00744,WBA00000000000744,7 Series,2020,Oceania,Active
BMW00745,WBA00000000000745,i4,2021,Europe,Active
BMW00746,WBA00000000000746,X1,2026,North America,Active
BMW00747,WBA00000000000747,X5,2026,Asia,Active
BMW00748,WBA00000000000748,X1,2022,Oceania,Active
BMW00749,WBA00000000000749,X1,2025,North America,Active
BMW00750,WBA00000000000750,5 Series,2025,Oceania,Active
BMW00751,WBA00000000000751,iX,2026,Asia,Active
BMW00752,WBA00000000000752,5 Series,2026,Europe,Active
BMW00753,WBA00000000000753,3 Series,2024,North America,Active
BMW00754,WBA00000000000754,iX,2022,Middle East,Active
BMW00755,WBA00000000000755,X5,2024,Oceania,Inactive
BMW00756,WBA00000000000756,X3,2022,Oceania,Active
BMW00757,WBA00000000000757,i4,2022,Oceania,Inactive
BMW00758,WBA00000000000758,X1,2024,Middle East,Active
BMW00759,WBA00000000000759,5 Series,2023,Asia,Active
BMW00760,WBA00000000000760,i4,2024,North America,Active
BMW00761,WBA00000000000761,5 Series,2022,Europe,Active
BMW00762,WBA00000000000762,X5,2022,North America,Inactive
BMW00763,WBA00000000000763,iX,2020,Asia,Active
BMW00764,WBA00000000000764,iX,2024,Europe,Active
BMW00765,WBA00000000000765,X1,2024,Asia,Active
BMW00766,WBA00000000000766,i4,2026,North America,Active
BMW00767,WBA00000000000767,X7,2023,Asia,Active
BMW00768,WBA00000000000768,X3,2023,Oceania,Active
BMW00769,WBA00000000000769,5 Series,2020,North America,Active
BMW00770,WBA00000000000770,X1,2021,Oceania,Active
BMW00771,WBA00000000000771,X7,2022,Middle East,Active
BMW00772,WBA00000000000772,iX,2022,Europe,Active
BMW00773,WBA00000000000773,3 Series,2022,Asia,Active
BMW00774,WBA00000000000774,i4,2022,Middle East,Active
BMW00775,WBA00000000000775,i5,2025,North America,Active
BMW00776,WBA00000000000776,iX,2020,Asia,Active
BMW00777,WBA00000000000777,X3,2022,North America,Active
BMW00778,WBA00000000000778,5 Series,2021,Oceania,Active
BMW00779,WBA00000000000779,7 Series,2022,Asia,Active
BMW00780,WBA00000000000780,i5,2024,Europe,Active
BMW00781,WBA00000000000781,i5,2020,Asia,Active
BMW00782,WBA00000000000782,X7,2022,Oceania,Active
BMW00783,WBA00000000000783,5 Series,2020,Middle East,Active
BMW00784,WBA00000000000784,5 Series,2026,Oceania,Active
BMW00785,WBA00000000000785,X3,2025,Oceania,Active
BMW00786,WBA00000000000786,X5,2021,Europe,Active
BMW00787,WBA00000000000787,3 Series,2021,Asia,Active
BMW00788,WBA00000000000788,X7,2020,Europe,Active
BMW00789,WBA00000000000789,X5,2023,Europe,Active
BMW00790,WBA00000000000790,3 Series,2025,Oceania,Active
BMW00791,WBA00000000000791,3 Series,2024,Oceania,Inactive
BMW00792,WBA00000000000792,X3,2026,Europe,Active
BMW00793,WBA00000000000793,i4,2022,Middle East,Active
BMW00794,WBA00000000000794,i5,2021,North America,Active
BMW00795,WBA00000000000795,X3,2023,Europe,Active
BMW00796,WBA00000000000796,7 Series,2021,Oceania,Active
BMW00797,WBA00000000000797,iX,2026,Oceania,Active
BMW00798,WBA00000000000798,X3,2021,North America,Active
BMW00799,WBA00000000000799,X1,2023,Middle East,Active
BMW00800,WBA00000000000800,X3,2023,Asia,Active
BMW00801,WBA00000000000801,3 Series,2020,Middle East,Inactive
BMW00802,WBA00000000000802,X1,2023,North America,Active
BMW00803,WBA00000000000803,X5,2023,Oceania,Active
BMW00804,WBA00000000000804,iX,2021,Europe,Active
BMW00805,WBA00000000000805,i4,2020,Europe,Active
BMW00806,WBA00000000000806,i4,2020,Oceania,Active
BMW00807,WBA00000000000807,X5,2020,Asia,Active
BMW00808,WBA00000000000808,5 Series,2023,Asia,Active
BMW00809,WBA00000000000809,X1,2020,Middle East,Active
BMW00810,WBA00000000000810,iX,2026,Europe,Active
BMW00811,WBA00000000000811,3 Series,2021,North America,Inactive
BMW00812,WBA00000000000812,i5,2024,Asia,Active
BMW00813,WBA00000000000813,X7,2024,Europe,Active
BMW00814,WBA00000000000814,7 Series,2023,Oceania,Active
BMW00815,WBA00000000000815,i4,2026,Europe,Active
BMW00816,WBA00000000000816,i5,2020,Europe,Active
BMW00817,WBA00000000000817,3 Series,2021,Middle East,Active
BMW00818,WBA00000000000818,5 Series,2021,Oceania,Active
BMW00819,WBA00000000000819,X7,2020,Europe,Active
BMW00820,WBA00000000000820,iX,2022,Middle East,Inactive
BMW00821,WBA00000000000821,3 Series,2022,North America,Active
BMW00822,WBA00000000000822,X7,2025,Oceania,Active
BMW00823,WBA00000000000823,5 Series,2022,Europe,Active
BMW00824,WBA00000000000824,X7,2026,Oceania,Active
BMW00825,WBA00000000000825,X7,2025,Middle East,Active
BMW00826,WBA00000000000826,3 Series,2026,Oceania,Inactive
BMW00827,WBA00000000000827,X7,2020,Asia,Active
BMW00828,WBA00000000000828,i5,2026,Oceania,Active
BMW00829,WBA00000000000829,i5,2024,Middle East,Active
BMW00830,WBA00000000000830,3 Series,2026,Europe,Active
BMW00831,WBA00000000000831,7 Series,2022,Oceania,Active
BMW00832,WBA00000000000832,7 Series,2026,Middle East,Active
BMW00833,WBA00000000000833,X3,2024,Asia,Active
BMW00834,WBA00000000000834,5 Series,2020,North America,Active
BMW00835,WBA00000000000835,i5,2022,Asia,Active
BMW00836,WBA00000000000836,i4,2020,North America,Active
BMW00837,WBA00000000000837,i5,2026,Oceania,Active
BMW00838,WBA00000000000838,5 Series,2022,Oceania,Active
BMW00839,WBA00000000000839,3 Series,2021,Asia,Active
BMW00840,WBA00000000000840,iX,2023,Oceania,Active
BMW00841,WBA00000000000841,7 Series,2022,North America,Active
BMW00842,WBA00000000000842,X7,2020,Middle East,Active
BMW00843,WBA00000000000843,iX,2025,Middle East,Active
BMW00844,WBA00000000000844,3 Series,2025,North America,Active
BMW00845,WBA00000000000845,3 Series,2025,North America,Active
BMW00846,WBA00000000000846,3 Series,2024,North America,Active
BMW00847,WBA00000000000847,5 Series,2022,Oceania,Active
BMW00848,WBA00000000000848,3 Series,2023,Asia,Active
BMW00849,WBA00000000000849,i5,2023,Asia,Active
BMW00850,WBA00000000000850,X7,2021,Asia,Active
BMW00851,WBA00000000000851,iX,2020,Europe,Active
BMW00852,WBA00000000000852,i5,2021,Asia,Active
BMW00853,WBA00000000000853,iX,2023,Europe,Active
BMW00854,WBA00000000000854,7 Series,2021,Europe,Active
BMW00855,WBA00000000000855,7 Series,2020,Middle East,Active
BMW00856,WBA00000000000856,i5,2025,Europe,Active
BMW00857,WBA00000000000857,7 Series,2022,North America,Active
BMW00858,WBA00000000000858,3 Series,2024,Middle East,Active
BMW00859,WBA00000000000859,X7,2023,Middle East,Inactive
BMW00860,WBA00000000000860,i5,2025,North America,Active
BMW00861,WBA00000000000861,iX,2025,Europe,Active
BMW00862,WBA00000000000862,iX,2022,Oceania,Active
BMW00863,WBA00000000000863,5 Series,2025,Oceania,Active
BMW00864,WBA00000000000864,i4,2022,Middle East,Active
BMW00865,WBA00000000000865,i5,2025,Europe,Active
BMW00866,WBA00000000000866,X7,2022,Europe,Active
BMW00867,WBA00000000000867,i5,2020,Asia,Active
BMW00868,WBA00000000000868,i5,2025,Europe,Active
BMW00869,WBA00000000000869,X3,2020,Oceania,Active
BMW00870,WBA00000000000870,3 Series,2025,Asia,Active
BMW00871,WBA00000000000871,X3,2020,Asia,Active
BMW00872,WBA00000000000872,7 Series,2021,Oceania,Active
BMW00873,WBA00000000000873,5 Series,2024,Oceania,Active
BMW00874,WBA00000000000874,5 Series,2026,Asia,Active
BMW00875,WBA00000000000875,X7,2022,Asia,Active
BMW00876,WBA00000000000876,X5,2020,North America,Active
BMW00877,WBA00000000000877,X5,2021,Middle East,Active
BMW00878,WBA00000000000878,i4,2026,Oceania,Active
BMW00879,WBA00000000000879,X5,2025,Oceania,Active
BMW00880,WBA00000000000880,X7,2020,Oceania,Active
BMW00881,WBA00000000000881,3 Series,2022,Europe,Active
BMW00882,WBA00000000000882,i5,2021,Asia,Active
BMW00883,WBA00000000000883,X3,2021,North America,Active
BMW00884,WBA00000000000884,5 Series,2025,Europe,Active
BMW00885,WBA00000000000885,i5,2024,Asia,Active
BMW00886,WBA00000000000886,i4,2021,Europe,Active
BMW00887,WBA00000000000887,3 Series,2024,Oceania,Inactive
BMW00888,WBA00000000000888,5 Series,2022,Europe,Active
BMW00889,WBA00000000000889,3 Series,2020,Europe,Active
BMW00890,WBA00000000000890,7 Series,2023,Europe,Active
BMW00891,WBA00000000000891,3 Series,2021,Europe,Active
BMW00892,WBA00000000000892,i4,2021,North America,Active
BMW00893,WBA00000000000893,X5,2026,Asia,Active
BMW00894,WBA00000000000894,iX,2024,Oceania,Active
BMW00895,WBA00000000000895,i4,2020,Asia,Active
BMW00896,WBA00000000000896,X7,2025,North America,Inactive
BMW00897,WBA00000000000897,X5,2024,Middle East,Active
BMW00898,WBA00000000000898,3 Series,2026,Middle East,Active
BMW00899,WBA00000000000899,3 Series,2025,Middle East,Active
BMW00900,WBA00000000000900,X7,2022,Asia,Active
BMW00901,WBA00000000000901,3 Series,2023,North America,Active
BMW00902,WBA00000000000902,3 Series,2023,Oceania,Active
BMW00903,WBA00000000000903,7 Series,2025,Oceania,Active
BMW00904,WBA00000000000904,i5,2021,Middle East,Active
BMW00905,WBA00000000000905,X3,2022,Middle East,Active
BMW00906,WBA00000000000906,i4,2021,Oceania,Active
BMW00907,WBA00000000000907,X3,2022,Middle East,Active
BMW00908,WBA00000000000908,5 Series,2021,Oceania,Active
BMW00909,WBA00000000000909,X1,2020,Europe,Active
BMW00910,WBA00000000000910,3 Series,2026,Asia,Inactive
BMW00911,WBA00000000000911,i4,2020,Europe,Active
BMW00912,WBA00000000000912,5 Series,2026,Europe,Inactive
BMW00913,WBA00000000000913,X1,2020,North America,Active
BMW00914,WBA00000000000914,iX,2025,Asia,Active
BMW00915,WBA00000000000915,X5,2022,North America,Active
BMW00916,WBA00000000000916,X3,2023,North America,Active
BMW00917,WBA00000000000917,X5,2021,Middle East,Active
BMW00918,WBA00000000000918,i4,2023,Oceania,Active
BMW00919,WBA00000000000919,7 Series,2023,Oceania,Active
BMW00920,WBA00000000000920,X7,2023,Asia,Inactive
BMW00921,WBA00000000000921,i5,2022,Asia,Active
BMW00922,WBA00000000000922,X5,2023,Middle East,Active
BMW00923,WBA00000000000923,X3,2025,Europe,Active
BMW00924,WBA00000000000924,5 Series,2023,North America,Active
BMW00925,WBA00000000000925,7 Series,2022,North America,Inactive
BMW00926,WBA00000000000926,iX,2020,Europe,Active
BMW00927,WBA00000000000927,X5,2022,Middle East,Active
BMW00928,WBA00000000000928,X1,2020,Asia,Active
BMW00929,WBA00000000000929,X3,2021,Europe,Active
BMW00930,WBA00000000000930,X5,2026,Middle East,Active
BMW00931,WBA00000000000931,X5,2020,Europe,Active
BMW00932,WBA00000000000932,X7,2023,Middle East,Active
BMW00933,WBA00000000000933,7 Series,2025,Europe,Active
BMW00934,WBA00000000000934,X7,2026,North America,Active
BMW00935,WBA00000000000935,X3,2021,Oceania,Active
BMW00936,WBA00000000000936,iX,2021,Asia,Inactive
BMW00937,WBA00000000000937,5 Series,2022,Middle East,Active
BMW00938,WBA00000000000938,5 Series,2023,Middle East,Active
BMW00939,WBA00000000000939,X3,2026,Oceania,Active
BMW00940,WBA00000000000940,X5,2021,Europe,Active
BMW00941,WBA00000000000941,X7,2021,Middle East,Inactive
BMW00942,WBA00000000000942,X3,2021,Oceania,Active
BMW00943,WBA00000000000943,iX,2026,Middle East,Active
BMW00944,WBA00000000000944,X3,2020,Europe,Active
BMW00945,WBA00000000000945,5 Series,2022,Oceania,Active
BMW00946,WBA00000000000946,5 Series,2020,Europe,Active
BMW00947,WBA00000000000947,iX,2021,North America,Active
BMW00948,WBA00000000000948,5 Series,2026,North America,Active
BMW00949,WBA00000000000949,iX,2020,North America,Active
BMW00950,WBA00000000000950,7 Series,2022,North America,Active
BMW00951,WBA00000000000951,3 Series,2026,Europe,Active
BMW00952,WBA00000000000952,X1,2024,North America,Active
BMW00953,WBA00000000000953,X7,2020,Oceania,Active
BMW00954,WBA00000000000954,X3,2023,North America,Active
BMW00955,WBA00000000000955,i4,2026,Asia,Active
BMW00956,WBA00000000000956,X7,2022,Oceania,Active
BMW00957,WBA00000000000957,X3,2023,Europe,Active
BMW00958,WBA00000000000958,X7,2023,North America,Active
BMW00959,WBA00000000000959,iX,2024,North America,Active
BMW00960,WBA00000000000960,X3,2021,North America,Active
BMW00961,WBA00000000000961,5 Series,2025,Oceania,Active
BMW00962,WBA00000000000962,X3,2026,North America,Active
BMW00963,WBA00000000000963,i5,2020,Oceania,Active
