dealer_id,dealer_name,city,region,capacity,total_services,avg_repair_cost,avg_service_interval_days,capacity_utilization_pct,dealer_status,regional_rank
D0452,BMW_Chennai_452,Chennai,South,244,194,33124.05,569.6,79.51,OPTIMAL,15
D0416,BMW_Hyderabad_416,Hyderabad,South,279,218,32486.86,493.0,78.14,OPTIMAL,16
D0100,BMW_Bengaluru_100,Bengaluru,South,268,208,32822.47,519.2,77.61,OPTIMAL,17
D0223,BMW_Chennai_223,Chennai,South,241,179,32086.49,379.9,74.27,OPTIMAL,18
D0227,BMW_Bengaluru_227,Bengaluru,South,311,226,32666.3,552.55,72.67,OPTIMAL,19
D0207,BMW_Kochi_207,Kochi,South,280,202,31945.42,244.0,72.14,OPTIMAL,20
D0090,BMW_Kochi_90,Kochi,South,296,212,33224.34,476.0,71.62,OPTIMAL,21
D0105,BMW_Hyderabad_105,Hyderabad,South,294,210,32914.69,460.8,71.43,OPTIMAL,22
D0494,BMW_Bengaluru_494,Bengaluru,South,278,187,32285.6,548.31,67.27,OPTIMAL,23
D0063,BMW_Bengaluru_63,Bengaluru,South,346,211,32797.38,477.15,60.98,OPTIMAL,24
D0006,BMW_Kochi_6,Kochi,South,338,200,32889.73,409.82,59.17,UNDER_UTILIZED,25
D0199,BMW_Bengaluru_199,Bengaluru,South,350,205,32412.66,476.93,58.57,UNDER_UTILIZED,26
D0419,BMW_Hyderabad_419,Hyderabad,South,337,197,32899.75,397.25,58.46,UNDER_UTILIZED,27
D0068,BMW_Hyderabad_68,Hyderabad,South,371,214,34775.8,435.83,57.68,UNDER_UTILIZED,28
D0118,BMW_Kochi_118,Kochi,South,371,212,32852.4,230.6,57.14,UNDER_UTILIZED,29
D0370,BMW_Chennai_370,Chennai,South,330,188,31699.72,433.22,56.97,UNDER_UTILIZED,30
D0074,BMW_Kochi_74,Kochi,South,330,188,33206.43,337.78,56.97,UNDER_UTILIZED,30
D0414,BMW_Hyderabad_414,Hyderabad,South,350,192,31592.45,420.1,54.86,UNDER_UTILIZED,32
D0311,BMW_Bengaluru_311,Bengaluru,South,358,196,32750.27,375.77,54.75,UNDER_UTILIZED,33
D0220,BMW_Kochi_220,Kochi,South,381,206,34415.62,413.81,54.07,UNDER_UTILIZED,34
D0244,BMW_Bengaluru_244,Bengaluru,South,366,195,33121.35,378.85,53.28,UNDER_UTILIZED,35
D0259,BMW_Hyderabad_259,Hyderabad,South,418,219,33944.13,256.33,52.39,UNDER_UTILIZED,36
D0133,BMW_Hyderabad_133,Hyderabad,South,378,198,32941.22,315.0,52.38,UNDER_UTILIZED,37
D0252,BMW_Bengaluru_252,Bengaluru,South,353,183,35247.56,366.25,51.84,UNDER_UTILIZED,38
D0260,BMW_Bengaluru_260,Bengaluru,South,419,216,32248.16,337.92,51.55,UNDER_UTILIZED,39
D0412,BMW_Bengaluru_412,Bengaluru,South,432,222,34395.74,547.22,51.39,UNDER_UTILIZED,40
D0329,BMW_Kochi_329,Kochi,South,395,193,32914.63,312.5,48.86,UNDER_UTILIZED,41
D0390,BMW_Bengaluru_390,Bengaluru,South,425,206,33861.98,535.08,48.47,UNDER_UTILIZED,42
D0428,BMW_Kochi_428,Kochi,South,490,228,32750.29,468.79,46.53,UNDER_UTILIZED,43
D0305,BMW_Hyderabad_305,Hyderabad,South,380,175,33327.98,457.18,46.05,UNDER_UTILIZED,44
D0231,BMW_Bengaluru_231,Bengaluru,South,460,208,33707.93,357.11,45.22,UNDER_UTILIZED,45
D0487,BMW_Kochi_487,Kochi,South,436,197,32902.59,321.5,45.18,UNDER_UTILIZED,46
D0179,BMW_Kochi_179,Kochi,South,472,212,31610.48,517.0,44.92,UNDER_UTILIZED,47
D0017,BMW_Chennai_17,Chennai,South,487,215,34012.55,670.45,44.15,UNDER_UTILIZED,48
D0146,BMW_Hyderabad_146,Hyderabad,South,540,228,32679.04,553.25,42.22,UNDER_UTILIZED,49
D0283,BMW_Kochi_283,Kochi,South,463,195,34266.23,332.1,42.12,UNDER_UTILIZED,50
D0061,BMW_Chennai_61,Chennai,South,471,196,30654.96,385.86,41.61,UNDER_UTILIZED,51
D0327,BMW_Bengaluru_327,Bengaluru,South,518,213,31972.13,591.1,41.12,UNDER_UTILIZED,52
D0472,BMW_Hyderabad_472,Hyderabad,South,524,213,35776.45,497.17,40.65,UNDER_UTILIZED,53
D0098,BMW_Hyderabad_98,Hyderabad,South,516,207,31615.97,471.89,40.12,UNDER_UTILIZED,54
D0271,BMW_Chennai_271,Chennai,South,543,217,31170.76,450.82,39.96,UNDER_UTILIZED,55
D0273,BMW_Hyderabad_273,Hyderabad,South,545,216,32649.99,373.0,39.63,UNDER_UTILIZED,56
D0475,BMW_Kochi_475,Kochi,South,554,214,35240.42,391.14,38.63,UNDER_UTILIZED,57
D0023,BMW_Chennai_23,Chennai,South,489,182,33464.66,495.4,37.22,UNDER_UTILIZED,58
D0349,BMW_Hyderabad_349,Hyderabad,South,581,216,33002.7,507.4,37.18,UNDER_UTILIZED,59
D0245,BMW_Kochi_245,Kochi,South,565,210,34061.38,419.67,37.17,UNDER_UTILIZED,60
D0121,BMW_Bengaluru_121,Bengaluru,South,569,206,32692.48,472.62,36.2,UNDER_UTILIZED,61
D0398,BMW_Hyderabad_398,Hyderabad,South,519,187,32237.9,615.17,36.03,UNDER_UTILIZED,62
D0185,BMW_Kochi_185,Kochi,South,530,190,34113.68,365.0,35.85,UNDER_UTILIZED,63
D0126,BMW_Hyderabad_126,Hyderabad,South,548,196,32691.61,444.56,35.77,UNDER_UTILIZED,64
D0423,BMW_Chennai_423,Chennai,South,552,195,33128.58,529.0,35.33,UNDER_UTILIZED,65
D0009,BMW_Kochi_9,Kochi,South,559,197,34298.65,336.85,35.24,UNDER_UTILIZED,66
D0393,BMW_Hyderabad_393,Hyderabad,South,607,213,34665.88,282.92,35.09,UNDER_UTILIZED,67
D0106,BMW_Bengaluru_106,Bengaluru,South,693,241,33924.27,571.0,34.78,UNDER_UTILIZED,68
D0029,BMW_Hyderabad_29,Hyderabad,South,573,199,34491.2,480.67,34.73,UNDER_UTILIZED,69
D0254,BMW_Hyderabad_254,Hyderabad,South,584,200,32167.77,422.9,34.25,UNDER_UTILIZED,70
D0291,BMW_Kochi_291,Kochi,South,514,176,34570.66,286.57,34.24,UNDER_UTILIZED,71
D0210,BMW_Chennai_210,Chennai,South,567,193,33136.29,348.63,34.04,UNDER_UTILIZED,72
D0394,BMW_Hyderabad_394,Hyderabad,South,614,207,34387.14,437.82,33.71,UNDER_UTILIZED,73
D0028,BMW_Hyderabad_28,Hyderabad,South,646,211,32201.28,531.76,32.66,UNDER_UTILIZED,74
D0007,BMW_Bengaluru_7,Bengaluru,South,674,219,32741.14,392.67,32.49,UNDER_UTILIZED,75
D0042,BMW_Hyderabad_42,Hyderabad,South,621,197,33020.34,543.64,31.72,UNDER_UTILIZED,76
D0079,BMW_Chennai_79,Chennai,South,626,194,32746.51,395.29,30.99,UNDER_UTILIZED,77
D0113,BMW_Chennai_113,Chennai,South,683,210,32658.38,154.0,30.75,UNDER_UTILIZED,78
D0418,BMW_Kochi_418,Kochi,South,609,187,31934.56,398.78,30.71,UNDER_UTILIZED,79
D0044,BMW_Hyderabad_44,Hyderabad,South,742,224,33453.58,479.8,30.19,UNDER_UTILIZED,80
D0436,BMW_Kochi_436,Kochi,South,721,217,33385.79,331.13,30.1,UNDER_UTILIZED,81
D0362,BMW_Kochi_362,Kochi,South,630,187,32975.39,210.67,29.68,UNDER_UTILIZED,82
D0123,BMW_Kochi_123,Kochi,South,618,183,31346.84,395.33,29.61,UNDER_UTILIZED,83
D0110,BMW_Bengaluru_110,Bengaluru,South,620,182,31915.34,281.1,29.35,UNDER_UTILIZED,84
D0306,BMW_Bengaluru_306,Bengaluru,South,666,194,31988.96,719.27,29.13,UNDER_UTILIZED,85
D0367,BMW_Bengaluru_367,Bengaluru,South,745,217,34224.45,585.75,29.13,UNDER_UTILIZED,85
D0108,BMW_Bengaluru_108,Bengaluru,South,698,201,32996.58,366.91,28.8,UNDER_UTILIZED,87
D0324,BMW_Kochi_324,Kochi,South,740,210,33194.7,244.13,28.38,UNDER_UTILIZED,88
D0075,BMW_Bengaluru_75,Bengaluru,South,702,198,32775.75,399.1,28.21,UNDER_UTILIZED,89
D0317,BMW_Chennai_317,Chennai,South,671,189,32611.88,461.0,28.17,UNDER_UTILIZED,90
D0468,BMW_Kochi_468,Kochi,South,650,182,32578.86,369.67,28.0,UNDER_UTILIZED,91
D0095,BMW_Bengaluru_95,Bengaluru,South,767,214,33414.73,376.8,27.9,UNDER_UTILIZED,92
D0253,BMW_Bengaluru_253,Bengaluru,South,736,204,32645.55,481.15,27.72,UNDER_UTILIZED,93
D0440,BMW_Hyderabad_440,Hyderabad,South,743,205,33754.64,361.46,27.59,UNDER_UTILIZED,94
D0326,BMW_Hyderabad_326,Hyderabad,South,665,181,32153.65,424.46,27.22,UNDER_UTILIZED,95
D0187,BMW_Hyderabad_187,Hyderabad,South,730,196,32626.32,370.43,26.85,UNDER_UTILIZED,96
D0463,BMW_Kochi_463,Kochi,South,763,204,33288.27,458.86,26.74,UNDER_UTILIZED,97
D0437,BMW_Kochi_437,Kochi,South,751,200,32853.18,351.63,26.63,UNDER_UTILIZED,98
D0307,BMW_Hyderabad_307,Hyderabad,South,753,199,32563.55,421.33,26.43,UNDER_UTILIZED,99
D0499,BMW_Kochi_499,Kochi,South,729,192,33786.32,561.67,26.34,UNDER_UTILIZED,100
D0140,BMW_Hyderabad_140,Hyderabad,South,752,198,31344.1,585.8,26.33,UNDER_UTILIZED,101
D0368,BMW_Kochi_368,Kochi,South,826,214,33418.22,579.75,25.91,UNDER_UTILIZED,102
D0016,BMW_Bengaluru_16,Bengaluru,South,847,218,33087.41,389.36,25.74,UNDER_UTILIZED,103
D0031,BMW_Kochi_31,Kochi,South,801,205,32546.49,338.6,25.59,UNDER_UTILIZED,104
D0134,BMW_Kochi_134,Kochi,South,834,211,32504.79,283.83,25.3,UNDER_UTILIZED,105
D0141,BMW_Hyderabad_141,Hyderabad,South,859,217,33658.16,494.75,25.26,UNDER_UTILIZED,106
D0107,BMW_Bengaluru_107,Bengaluru,South,865,218,32674.1,293.95,25.2,UNDER_UTILIZED,107
D0204,BMW_Hyderabad_204,Hyderabad,South,771,192,34436.52,341.67,24.9,UNDER_UTILIZED,108
D0081,BMW_Hyderabad_81,Hyderabad,South,840,207,34344.25,476.33,24.64,UNDER_UTILIZED,109
D0337,BMW_Hyderabad_337,Hyderabad,South,911,223,32429.24,397.83,24.48,UNDER_UTILIZED,110
D0117,BMW_Kochi_117,Kochi,South,785,189,33731.12,230.67,24.08,UNDER_UTILIZED,111
D0216,BMW_Hyderabad_216,Hyderabad,South,861,206,34043.55,493.38,23.93,UNDER_UTILIZED,112
D0345,BMW_Kochi_345,Kochi,South,790,186,33876.03,380.67,23.54,UNDER_UTILIZED,113
D0476,BMW_Kochi_476,Kochi,South,975,229,32866.6,534.0,23.49,UNDER_UTILIZED,114
D0166,BMW_Chennai_166,Chennai,South,891,209,33151.49,725.83,23.46,UNDER_UTILIZED,115
D0495,BMW_Hyderabad_495,Hyderabad,South,859,201,32098.3,519.38,23.4,UNDER_UTILIZED,116
D0264,BMW_Chennai_264,Chennai,South,813,190,34436.77,269.75,23.37,UNDER_UTILIZED,117
D0372,BMW_Chennai_372,Chennai,South,763,178,31819.11,405.78,23.33,UNDER_UTILIZED,118
D0319,BMW_Kochi_319,Kochi,South,894,208,33239.65,365.67,23.27,UNDER_UTILIZED,119
D0020,BMW_Kochi_20,Kochi,South,821,190,31445.63,444.78,23.14,UNDER_UTILIZED,120
D0496,BMW_Chennai_496,Chennai,South,863,199,34878.12,495.67,23.06,UNDER_UTILIZED,121
D0409,BMW_Chennai_409,Chennai,South,878,202,31639.34,362.63,23.01,UNDER_UTILIZED,122
D0278,BMW_Kochi_278,Kochi,South,950,218,32779.34,400.67,22.95,UNDER_UTILIZED,123
D0053,BMW_Bengaluru_53,Bengaluru,South,839,188,30505.07,338.71,22.41,UNDER_UTILIZED,124
D0197,BMW_Kochi_197,Kochi,South,788,176,32347.46,386.57,22.34,UNDER_UTILIZED,125
D0266,BMW_Chennai_266,Chennai,South,915,204,32226.5,326.38,22.3,UNDER_UTILIZED,126
D0491,BMW_Chennai_491,Chennai,South,776,169,30162.63,460.8,21.78,UNDER_UTILIZED,127
D0389,BMW_Kochi_389,Kochi,South,976,203,33706.2,438.86,20.8,UNDER_UTILIZED,128
D0315,BMW_Hyderabad_315,Hyderabad,South,930,193,32828.36,428.0,20.75,UNDER_UTILIZED,129
D0453,BMW_Kochi_453,Kochi,South,980,201,32752.96,396.3,20.51,UNDER_UTILIZED,130
D0022,BMW_Chennai_22,Chennai,South,975,199,33987.42,433.7,20.41,UNDER_UTILIZED,131
D0099,BMW_Kochi_99,Kochi,South,985,198,34529.83,419.33,20.1,UNDER_UTILIZED,132
D0243,BMW_Hyderabad_243,Hyderabad,South,987,198,34149.05,471.0,20.06,UNDER_UTILIZED,133
D0196,BMW_Chennai_196,Chennai,South,938,184,32304.96,291.11,19.62,UNDER_UTILIZED,134
D0421,BMW_Bengaluru_421,Bengaluru,South,923,178,33123.31,389.33,19.28,UNDER_UTILIZED,135
D0159,BMW_Hyderabad_159,Hyderabad,South,906,168,32235.78,389.47,18.54,UNDER_UTILIZED,136
D0354,BMW_Chennai_354,Chennai,South,978,174,33289.4,411.89,17.79,UNDER_UTILIZED,137
D0304,BMW_Mumbai_304,Mumbai,West,114,238,33346.26,238.83,208.77,OVERLOADED,1
D0005,BMW_Ahmedabad_5,Ahmedabad,West,132,219,31461.63,487.85,165.91,OVERLOADED,2
D0461,BMW_Surat_461,Surat,West,125,206,34349.81,277.82,164.8,OVERLOADED,3
D0155,BMW_Ahmedabad_155,Ahmedabad,West,125,199,32558.32,421.71,159.2,OVERLOADED,4
D0474,BMW_Mumbai_474,Mumbai,West,133,191,34216.86,352.25,143.61,OVERLOADED,5
D0430,BMW_Mumbai_430,Mumbai,West,122,170,31508.19,362.0,139.34,OVERLOADED,6
D0171,BMW_Mumbai_171,Mumbai,West,139,190,32893.76,257.86,136.69,OVERLOADED,7
D0342,BMW_Surat_342,Surat,West,182,221,32099.5,393.2,121.43,OVERLOADED,8
D0316,BMW_Mumbai_316,Mumbai,West,187,205,33513.79,257.08,109.63,OVERLOADED,9
D0014,BMW_Ahmedabad_14,Ahmedabad,West,199,202,31857.49,403.71,101.51,OVERLOADED,10
D0302,BMW_Mumbai_302,Mumbai,West,202,200,32168.57,559.27,99.01,OVERLOADED,11
D0308,BMW_Surat_308,Surat,West,205,193,33528.88,446.58,94.15,OVERLOADED,12
D0352,BMW_Surat_352,Surat,West,193,181,32155.77,477.36,93.78,OVERLOADED,13
D0334,BMW_Ahmedabad_334,Ahmedabad,West,217,200,31363.21,300.69,92.17,OVERLOADED,14
D0038,BMW_Mumbai_38,Mumbai,West,242,212,33558.12,509.45,87.6,OPTIMAL,15
D0312,BMW_Surat_312,Surat,West,216,182,34192.71,346.38,84.26,OPTIMAL,16
D0460,BMW_Pune_460,Pune,West,210,175,32274.79,401.11,83.33,OPTIMAL,17
D0149,BMW_Pune_149,Pune,West,315,250,32922.35,344.0,79.37,OPTIMAL,18
D0091,BMW_Surat_91,Surat,West,243,177,31488.1,326.44,72.84,OPTIMAL,19
D0170,BMW_Mumbai_170,Mumbai,West,282,192,33806.95,326.63,68.09,OPTIMAL,20
D0445,BMW_Ahmedabad_445,Ahmedabad,West,279,186,34429.6,633.67,66.67,OPTIMAL,21
D0250,BMW_Pune_250,Pune,West,329,217,32983.71,419.14,65.96,OPTIMAL,22
D0036,BMW_Pune_36,Pune,West,317,208,33942.9,496.4,65.62,OPTIMAL,23
D0479,BMW_Mumbai_479,Mumbai,West,294,180,35069.87,427.0,61.22,OPTIMAL,24
D0358,BMW_Pune_358,Pune,West,358,209,34210.25,213.71,58.38,UNDER_UTILIZED,25
D0161,BMW_Surat_161,Surat,West,327,190,32264.79,450.0,58.1,UNDER_UTILIZED,26
D0189,BMW_Mumbai_189,Mumbai,West,393,225,33452.3,237.5,57.25,UNDER_UTILIZED,27
D0012,BMW_Pune_12,Pune,West,384,211,32394.84,412.85,54.95,UNDER_UTILIZED,28
D0217,BMW_Surat_217,Surat,West,365,198,33631.25,466.7,54.25,UNDER_UTILIZED,29
D0303,BMW_Mumbai_303,Mumbai,West,332,179,33166.44,334.27,53.92,UNDER_UTILIZED,30
D0002,BMW_Mumbai_2,Mumbai,West,350,188,34522.41,524.85,53.71,UNDER_UTILIZED,31
D0284,BMW_Pune_284,Pune,West,386,207,33127.74,395.1,53.63,UNDER_UTILIZED,32
D0387,BMW_Surat_387,Surat,West,429,230,33600.21,456.58,53.61,UNDER_UTILIZED,33
D0296,BMW_Mumbai_296,Mumbai,West,357,190,30518.41,461.83,53.22,UNDER_UTILIZED,34
D0237,BMW_Ahmedabad_237,Ahmedabad,West,444,220,33077.16,428.06,49.55,UNDER_UTILIZED,35
D0101,BMW_Ahmedabad_101,Ahmedabad,West,371,183,32992.27,281.38,49.33,UNDER_UTILIZED,36
D0350,BMW_Surat_350,Surat,West,384,189,30896.98,283.5,49.22,UNDER_UTILIZED,37
D0483,BMW_Pune_483,Pune,West,349,167,32725.57,441.1,47.85,UNDER_UTILIZED,38
D0380,BMW_Ahmedabad_380,Ahmedabad,West,448,214,33244.47,377.31,47.77,UNDER_UTILIZED,39
D0222,BMW_Pune_222,Pune,West,427,203,32569.55,422.0,47.54,UNDER_UTILIZED,40
D0025,BMW_Pune_25,Pune,West,463,220,32502.15,518.21,47.52,UNDER_UTILIZED,41
D0034,BMW_Ahmedabad_34,Ahmedabad,West,374,171,32306.43,408.36,45.72,UNDER_UTILIZED,42
D0353,BMW_Ahmedabad_353,Ahmedabad,West,441,200,33176.7,320.67,45.35,UNDER_UTILIZED,43
D0413,BMW_Mumbai_413,Mumbai,West,467,209,34573.94,536.88,44.75,UNDER_UTILIZED,44
D0310,BMW_Surat_310,Surat,West,448,197,32956.83,345.5,43.97,UNDER_UTILIZED,45
D0147,BMW_Mumbai_147,Mumbai,West,473,205,31979.91,668.43,43.34,UNDER_UTILIZED,46
D0400,BMW_Mumbai_400,Mumbai,West,446,191,33080.85,392.44,42.83,UNDER_UTILIZED,47
D0469,BMW_Surat_469,Surat,West,479,204,32193.93,434.33,42.59,UNDER_UTILIZED,48
D0165,BMW_Ahmedabad_165,Ahmedabad,West,436,182,33956.8,527.27,41.74,UNDER_UTILIZED,49
D0046,BMW_Ahmedabad_46,Ahmedabad,West,490,202,33309.8,447.45,41.22,UNDER_UTILIZED,50
D0172,BMW_Ahmedabad_172,Ahmedabad,West,453,184,33433.89,399.45,40.62,UNDER_UTILIZED,51
D0281,BMW_Ahmedabad_281,Ahmedabad,West,444,180,35693.16,425.15,40.54,UNDER_UTILIZED,52
D0085,BMW_Ahmedabad_85,Ahmedabad,West,462,187,32985.47,544.82,40.48,UNDER_UTILIZED,53
D0041,BMW_Ahmedabad_41,Ahmedabad,West,470,189,34739.17,436.25,40.21,UNDER_UTILIZED,54
D0279,BMW_Mumbai_279,Mumbai,West,561,223,34027.34,463.0,39.75,UNDER_UTILIZED,55
D0052,BMW_Mumbai_52,Mumbai,West,545,215,34605.34,503.0,39.45,UNDER_UTILIZED,56
D0173,BMW_Pune_173,Pune,West,546,214,34216.44,545.86,39.19,UNDER_UTILIZED,57
D0320,BMW_Surat_320,Surat,West,553,212,33454.44,439.08,38.34,UNDER_UTILIZED,58
D0201,BMW_Surat_201,Surat,West,524,192,33640.18,442.27,36.64,UNDER_UTILIZED,59
D0092,BMW_Mumbai_92,Mumbai,West,573,208,33256.95,296.0,36.3,UNDER_UTILIZED,60
D0339,BMW_Mumbai_339,Mumbai,West,549,195,31814.17,445.75,35.52,UNDER_UTILIZED,61
D0420,BMW_Mumbai_420,Mumbai,West,570,197,32938.31,426.56,34.56,UNDER_UTILIZED,62
D0191,BMW_Pune_191,Pune,West,576,199,30574.7,312.78,34.55,UNDER_UTILIZED,63
D0447,BMW_Pune_447,Pune,West,643,222,33379.03,448.82,34.53,UNDER_UTILIZED,64
D0375,BMW_Surat_375,Surat,West,583,201,33438.51,633.57,34.48,UNDER_UTILIZED,65
D0236,BMW_Mumbai_236,Mumbai,West,546,187,33320.12,416.31,34.25,UNDER_UTILIZED,66
D0054,BMW_Mumbai_54,Mumbai,West,612,209,32662.49,280.88,34.15,UNDER_UTILIZED,67
D0203,BMW_Ahmedabad_203,Ahmedabad,West,606,201,32478.57,365.33,33.17,UNDER_UTILIZED,68
D0047,BMW_Surat_47,Surat,West,641,212,33205.91,408.33,33.07,UNDER_UTILIZED,69
D0276,BMW_Surat_276,Surat,West,546,178,32930.97,328.0,32.6,UNDER_UTILIZED,70
D0293,BMW_Surat_293,Surat,West,666,217,33578.17,375.18,32.58,UNDER_UTILIZED,71
D0073,BMW_Surat_73,Surat,West,629,200,32688.19,322.79,31.8,UNDER_UTILIZED,72
D0341,BMW_Mumbai_341,Mumbai,West,612,194,34085.42,407.67,31.7,UNDER_UTILIZED,73
D0280,BMW_Surat_280,Surat,West,683,216,33426.96,418.0,31.63,UNDER_UTILIZED,74
D0226,BMW_Pune_226,Pune,West,655,204,34294.62,468.11,31.15,UNDER_UTILIZED,75
D0313,BMW_Ahmedabad_313,Ahmedabad,West,603,187,32712.63,518.3,31.01,UNDER_UTILIZED,76
D0471,BMW_Ahmedabad_471,Ahmedabad,West,701,215,32598.16,444.5,30.67,UNDER_UTILIZED,77
D0188,BMW_Ahmedabad_188,Ahmedabad,West,661,198,34235.95,476.88,29.95,UNDER_UTILIZED,78
D0186,BMW_Ahmedabad_186,Ahmedabad,West,793,233,32181.62,523.08,29.38,UNDER_UTILIZED,79
D0467,BMW_Mumbai_467,Mumbai,West,604,174,31494.85,328.56,28.81,UNDER_UTILIZED,80
D0438,BMW_Mumbai_438,Mumbai,West,794,228,32706.68,399.86,28.72,UNDER_UTILIZED,81
D0292,BMW_Mumbai_292,Mumbai,West,779,217,33236.19,404.0,27.86,UNDER_UTILIZED,82
D0115,BMW_Ahmedabad_115,Ahmedabad,West,773,205,32046.72,401.25,26.52,UNDER_UTILIZED,83
D0211,BMW_Surat_211,Surat,West,783,207,32415.78,519.5,26.44,UNDER_UTILIZED,84
D0072,BMW_Ahmedabad_72,Ahmedabad,West,787,208,32137.25,427.88,26.43,UNDER_UTILIZED,85
D0037,BMW_Ahmedabad_37,Ahmedabad,West,758,200,31890.22,478.14,26.39,UNDER_UTILIZED,86
D0401,BMW_Ahmedabad_401,Ahmedabad,West,765,198,32753.56,332.43,25.88,UNDER_UTILIZED,87
D0465,BMW_Mumbai_465,Mumbai,West,764,197,31965.3,418.75,25.79,UNDER_UTILIZED,88
D0241,BMW_Ahmedabad_241,Ahmedabad,West,706,181,32135.88,636.8,25.64,UNDER_UTILIZED,89
D0422,BMW_Mumbai_422,Mumbai,West,793,201,33477.75,396.9,25.35,UNDER_UTILIZED,90
D0366,BMW_Surat_366,Surat,West,815,205,32433.78,498.2,25.15,UNDER_UTILIZED,91
D0089,BMW_Pune_89,Pune,West,919,230,33285.63,484.39,25.03,UNDER_UTILIZED,92
D0294,BMW_Ahmedabad_294,Ahmedabad,West,863,214,33926.86,634.6,24.8,UNDER_UTILIZED,93
D0015,BMW_Pune_15,Pune,West,718,176,34117.36,580.75,24.51,UNDER_UTILIZED,94
D0382,BMW_Mumbai_382,Mumbai,West,843,205,34027.15,403.56,24.32,UNDER_UTILIZED,95
D0425,BMW_Ahmedabad_425,Ahmedabad,West,806,195,33435.39,334.86,24.19,UNDER_UTILIZED,96
D0443,BMW_Pune_443,Pune,West,849,205,31871.87,468.57,24.15,UNDER_UTILIZED,97
D0026,BMW_Mumbai_26,Mumbai,West,818,197,32402.3,516.0,24.08,UNDER_UTILIZED,98
D0373,BMW_Surat_373,Surat,West,833,200,32429.08,418.71,24.01,UNDER_UTILIZED,99
D0228,BMW_Ahmedabad_228,Ahmedabad,West,888,213,31307.71,401.23,23.99,UNDER_UTILIZED,100
D0355,BMW_Ahmedabad_355,Ahmedabad,West,810,193,31820.67,454.92,23.83,UNDER_UTILIZED,101
D0224,BMW_Ahmedabad_224,Ahmedabad,West,810,191,32973.01,347.14,23.58,UNDER_UTILIZED,102
D0379,BMW_Mumbai_379,Mumbai,West,891,208,31709.21,324.3,23.34,UNDER_UTILIZED,103
D0018,BMW_Mumbai_18,Mumbai,West,949,220,32868.05,347.5,23.18,UNDER_UTILIZED,104
D0232,BMW_Ahmedabad_232,Ahmedabad,West,973,223,34070.15,247.71,22.92,UNDER_UTILIZED,105
D0295,BMW_Pune_295,Pune,West,819,187,33990.04,197.33,22.83,UNDER_UTILIZED,106
D0451,BMW_Pune_451,Pune,West,923,203,33114.28,602.22,21.99,UNDER_UTILIZED,107
D0256,BMW_Mumbai_256,Mumbai,West,885,194,34454.28,371.17,21.92,UNDER_UTILIZED,108
D0268,BMW_Ahmedabad_268,Ahmedabad,West,777,169,33989.09,562.43,21.75,UNDER_UTILIZED,109
D0120,BMW_Pune_120,Pune,West,869,188,33538.5,520.13,21.63,UNDER_UTILIZED,110
D0056,BMW_Mumbai_56,Mumbai,West,961,207,32172.34,330.14,21.54,UNDER_UTILIZED,111
D0497,BMW_Surat_497,Surat,West,896,192,32450.91,295.92,21.43,UNDER_UTILIZED,112
D0395,BMW_Pune_395,Pune,West,990,210,32594.25,441.75,21.21,UNDER_UTILIZED,113
D0427,BMW_Ahmedabad_427,Ahmedabad,West,973,200,33340.46,392.22,20.55,UNDER_UTILIZED,114
D0405,BMW_Surat_405,Surat,West,993,203,34361.79,422.25,20.44,UNDER_UTILIZED,115
D0157,BMW_Ahmedabad_157,Ahmedabad,West,921,187,31387.48,462.27,20.3,UNDER_UTILIZED,116
D0384,BMW_Surat_384,Surat,West,986,200,32489.8,322.11,20.28,UNDER_UTILIZED,117
D0086,BMW_Surat_86,Surat,West,984,198,32587.3,287.78,20.12,UNDER_UTILIZED,118
D0402,BMW_Pune_402,Pune,West,972,188,33380.26,501.73,19.34,UNDER_UTILIZED,119
D0448,BMW_Mumbai_448,Mumbai,West,950,182,30213.58,531.0,19.16,UNDER_UTILIZED,120
D0160,BMW_Ahmedabad_160,Ahmedabad,West,993,183,32084.2,398.0,18.43,UNDER_UTILIZED,121
