service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code,repair_cost
SVC0084250,VEH390495,D0173,2024-10-09,Engine Repair,180694,42473,11066,FC102,53539
SVC0084258,VEH814524,D0276,2023-10-24,Engine Repair,280586,2823,5917,FC104,8740
SVC0084265,VEH480850,D0108,2026-03-23,Engine Repair,298918,36433,10646,FC107,47079
SVC0084266,VEH195631,D0103,2025-09-23,AC Repair,273611,33764,5704,NONE,39468
SVC0084267,VEH517870,D0435,2023-12-02,Oil Change,275920,6734,4852,FC102,11586
SVC0084270,VEH292507,D0396,2025-09-06,Oil Change,223479,41506,1308,FC106,42814
SVC0084279,VEH589601,D0426,2024-10-12,AC Repair,141146,14380,4141,FC108,18521
SVC0084281,VEH656054,D0289,2025-03-10,Battery Check,198194,13272,11943,NONE,25215
SVC0084286,VEH171260,D0256,2025-05-17,Software Update,264961,44070,6711,FC106,50781
SVC0084294,VEH415176,D0409,2023-01-06,Oil Change,292330,5015,10042,FC106,15057
SVC0084311,VEH913754,D0130,2025-03-14,Oil Change,81058,39360,557,FC106,39917
SVC0084313,VEH287753,D0370,2024-10-15,Wheel Alignment,25013,1125,5787,NONE,6912
SVC0084319,VEH529717,D0250,2023-12-09,Engine Repair,212370,19880,7276,FC106,27156
SVC0084326,VEH500575,D0064,2025-06-29,Oil Change,39478,49794,2446,FC103,52240
SVC0084331,VEH396458,D0377,2024-05-23,Wheel Alignment,32840,11813,8636,FC104,20449
SVC0084347,VEH283965,D0189,2026-04-24,Tire Replacement,270212,16643,1011,FC101,17654
SVC0084353,VEH374587,D0220,2023-02-26,Brake Service,233603,31368,7329,FC102,38697
SVC0084354,VEH909111,D0326,2025-06-27,Engine Repair,49421,21594,7637,FC107,29231
SVC0084362,VEH433437,D0333,2023-01-18,Battery Check,211352,11935,810,FC101,12745
SVC0084369,VEH166773,D0457,2025-02-01,AC Repair,107223,42197,3959,NONE,46156
SVC0084370,VEH407309,D0262,2026-02-14,Battery Check,298957,39881,11295,FC101,51176
SVC0084374,VEH846893,D0276,2024-06-04,Engine Repair,166490,46050,12147,FC107,58197
SVC0084390,VEH793036,D0256,2024-10-27,Software Update,60916,22701,14649,FC103,37350
SVC0084399,VEH978831,D0073,2026-05-03,Engine Repair,179700,8590,14209,FC103,22799
SVC0084403,VEH921385,D0355,2025-02-02,Wheel Alignment,177895,26249,12165,FC102,38414
SVC0084406,VEH618148,D0207,2024-01-14,Oil Change,161332,24624,7425,FC107,32049
SVC0084413,VEH348436,D0264,2025-01-18,Battery Check,154028,35110,12621,FC102,47731
SVC0084416,VEH585609,D0277,2025-05-29,Oil Change,249971,46106,3132,FC102,49238
SVC0084420,VEH821123,D0225,2025-06-22,Tire Replacement,199647,14775,11643,FC103,26418
SVC0084421,VEH451035,D0229,2025-04-08,AC Repair,189138,33288,10744,FC102,44032
SVC0084425,VEH292913,D0467,2023-07-01,Battery Check,6119,11060,1655,FC108,12715
SVC0084437,VEH790061,D0441,2024-06-05,Engine Repair,245905,19323,2566,FC107,21889
SVC0084443,VEH688497,D0062,2024-11-19,Software Update,256831,8797,5609,FC102,14406
SVC0084449,VEH497818,D0218,2024-06-20,Battery Check,113224,19404,12151,FC104,31555
SVC0084454,VEH955877,D0469,2024-01-09,Wheel Alignment,26016,45300,2399,FC102,47699
SVC0084462,VEH324723,D0349,2024-05-23,Brake Service,160539,49479,6560,FC101,56039
SVC0084464,VEH184649,D0467,2025-04-28,Oil Change,281057,33614,8688,FC101,42302
SVC0084469,VEH186259,D0015,2026-06-13,Brake Service,34817,39795,14165,FC105,53960
SVC0084476,VEH854782,D0354,2024-07-07,Brake Service,47019,27317,1427,NONE,28744
SVC0084483,VEH955156,D0340,2025-05-15,Engine Repair,92474,23299,11635,FC104,34934
SVC0084485,VEH449035,D0318,2024-05-15,Brake Service,101044,16450,5976,FC106,22426
SVC0084489,VEH609491,D0279,2023-06-01,Battery Check,73470,17042,8542,FC105,25584
SVC0084494,VEH327117,D0252,2026-01-22,Wheel Alignment,89057,29362,1608,FC101,30970
SVC0084498,VEH340007,D0138,2024-10-31,AC Repair,188757,33503,2389,NONE,35892
SVC0084500,VEH171609,D0312,2023-09-25,Engine Repair,39908,40487,4701,FC104,45188
SVC0084503,VEH794617,D0262,2025-12-30,AC Repair,144623,29430,10273,NONE,39703
SVC0084504,VEH840429,D0198,2023-07-09,Oil Change,166312,23961,10645,FC103,34606
SVC0084505,VEH169510,D0171,2024-05-02,Tire Replacement,25937,31819,7831,FC108,39650
SVC0084510,VEH352753,D0025,2024-04-17,Brake Service,143892,46285,12262,FC101,58547
SVC0084515,VEH861686,D0380,2025-09-13,Tire Replacement,145755,32332,12578,NONE,44910
SVC0084517,VEH753975,D0486,2024-11-07,Battery Check,219090,18596,7373,FC102,25969
SVC0084532,VEH621404,D0122,2025-09-25,Wheel Alignment,34290,6737,2014,FC108,8751
SVC0084533,VEH316336,D0461,2025-05-02,Oil Change,3002,46481,11298,FC103,57779
SVC0084535,VEH705687,D0429,2025-06-20,Tire Replacement,23177,7538,11350,FC106,18888
SVC0084540,VEH386132,D0075,2024-06-09,Brake Service,226807,6171,4359,FC108,10530
SVC0084551,VEH755495,D0320,2025-01-10,Oil Change,240811,27150,14293,FC101,41443
SVC0084562,VEH668126,D0246,2025-05-21,AC Repair,248901,37232,6401,FC102,43633
SVC0084569,VEH518625,D0149,2023-04-13,Brake Service,146220,41993,2147,FC108,44140
SVC0084581,VEH985594,D0094,2023-02-26,Software Update,34236,19117,10541,FC106,29658
SVC0084587,VEH626423,D0100,2024-05-15,Wheel Alignment,246811,22718,14732,FC101,37450
SVC0084589,VEH693703,D0135,2025-03-16,Wheel Alignment,284802,5416,8704,FC101,14120
SVC0084590,VEH718926,D0315,2026-01-23,Oil Change,235599,5163,12098,FC107,17261
SVC0084591,VEH680271,D0069,2025-11-01,Battery Check,259021,4492,11154,FC108,15646
SVC0084610,VEH707355,D0201,2025-01-02,Tire Replacement,34420,46405,8328,FC107,54733
SVC0084618,VEH967393,D0120,2023-03-31,AC Repair,111537,23040,6947,FC105,29987
SVC0084621,VEH640722,D0424,2023-06-01,Brake Service,89063,27430,12808,NONE,40238
SVC0084624,VEH183866,D0091,2024-01-11,Oil Change,79713,995,788,NONE,1783
SVC0084625,VEH250196,D0006,2024-06-23,AC Repair,294954,44337,11759,FC105,56096
SVC0084626,VEH245110,D0446,2024-06-03,Battery Check,177399,8401,11544,NONE,19945
SVC0084631,VEH457810,D0370,2024-01-20,Software Update,226861,46707,1091,FC108,47798
SVC0084634,VEH245209,D0487,2024-09-26,AC Repair,35097,45668,4525,NONE,50193
SVC0084638,VEH471149,D0471,2025-09-24,Battery Check,55146,3353,6170,NONE,9523
SVC0084643,VEH392435,D0399,2026-02-05,Oil Change,38272,43332,6726,FC104,50058
SVC0084646,VEH404774,D0458,2024-04-06,Tire Replacement,160228,43701,3607,NONE,47308
SVC0084653,VEH273193,D0330,2024-11-24,Software Update,206946,10643,3728,FC102,14371
SVC0084663,VEH489849,D0115,2023-03-27,Wheel Alignment,293268,44783,7258,FC107,52041
SVC0084687,VEH369049,D0054,2024-11-15,Software Update,228607,48418,8663,FC105,57081
SVC0084690,VEH542721,D0142,2023-04-30,Brake Service,185620,40169,10378,FC105,50547
SVC0084692,VEH766708,D0127,2024-07-07,Oil Change,267615,37918,7969,FC107,45887
SVC0084703,VEH671221,D0139,2023-10-22,Battery Check,59435,18923,8399,FC103,27322
SVC0084708,VEH370051,D0259,2024-04-24,Battery Check,89752,28768,7103,FC106,35871
SVC0084714,VEH347590,D0431,2025-01-11,Wheel Alignment,39978,7763,5338,FC105,13101
SVC0084728,VEH457855,D0256,2024-09-30,Engine Repair,112614,48583,2976,FC105,51559
SVC0084731,VEH539946,D0174,2023-07-22,Engine Repair,247934,36942,5975,FC101,42917
SVC0084738,VEH242806,D0485,2023-12-05,Software Update,202143,11583,6684,FC102,18267
SVC0084739,VEH813398,D0165,2024-05-01,Software Update,230255,25648,7230,FC106,32878
SVC0084740,VEH797621,D0268,2026-06-14,Software Update,200076,35490,6961,FC103,42451
SVC0084743,VEH472992,D0141,2023-04-25,Software Update,229211,11495,5114,FC104,16609
SVC0084747,VEH743243,D0236,2023-11-17,Engine Repair,279124,32371,3197,FC101,35568
SVC0084748,VEH644943,D0198,2025-02-09,Oil Change,20549,46750,10749,NONE,57499
SVC0084750,VEH871173,D0332,2024-06-07,Tire Replacement,214176,21945,2990,FC106,24935
SVC0084754,VEH316009,D0158,2026-04-16,Oil Change,3985,30401,5208,FC108,35609
SVC0084756,VEH600365,D0338,2023-03-31,Software Update,152623,32139,7449,FC104,39588
SVC0084767,VEH795185,D0242,2024-05-02,Tire Replacement,268727,12920,7941,FC105,20861
SVC0084780,VEH956857,D0495,2025-12-11,Wheel Alignment,263127,35405,11096,FC101,46501
SVC0084784,VEH982726,D0153,2025-02-19,Engine Repair,121318,33914,5066,FC105,38980
SVC0084787,VEH847506,D0289,2024-10-06,Software Update,266054,41279,6206,FC103,47485
SVC0084790,VEH415038,D0331,2023-09-21,Brake Service,251696,10995,4348,FC106,15343
SVC0084802,VEH215527,D0100,2025-07-18,Wheel Alignment,81486,17362,12871,FC104,30233
SVC0084805,VEH891393,D0151,2023-03-07,Wheel Alignment,203219,43057,3081,FC103,46138
SVC0084808,VEH939295,D0150,2023-06-03,Engine Repair,140527,24219,14645,NONE,38864
SVC0084815,VEH143508,D0440,2026-04-23,Oil Change,244373,32938,9903,FC107,42841
SVC0084823,VEH730599,D0497,2024-06-27,Software Update,53976,22027,2502,FC106,24529
SVC0084841,VEH700351,D0016,2024-03-21,Battery Check,241197,6679,11169,FC107,17848
SVC0084854,VEH299653,D0066,2024-03-13,Software Update,34354,6335,4851,FC101,11186
SVC0084860,VEH466972,D0433,2025-07-11,Engine Repair,83816,4211,5655,FC105,9866
SVC0084864,VEH614720,D0353,2026-03-27,Wheel Alignment,89170,16956,2992,FC106,19948
SVC0084870,VEH420545,D0316,2023-11-20,Tire Replacement,114589,38584,8879,FC107,47463
SVC0084873,VEH882134,D0448,2024-10-05,Battery Check,217674,1752,4685,FC106,6437
SVC0084875,VEH281396,D0126,2026-01-30,Engine Repair,136040,10456,5128,FC108,15584
SVC0084877,VEH676501,D0323,2026-05-22,Software Update,219845,40085,4594,FC102,44679
SVC0084886,VEH132517,D0331,2024-02-28,Engine Repair,140970,22026,3895,FC101,25921
SVC0084889,VEH555814,D0399,2023-10-31,Engine Repair,89452,35049,11969,FC106,47018
SVC0084893,VEH848748,D0216,2025-03-19,Engine Repair,78403,27628,8891,NONE,36519
SVC0084896,VEH696752,D0407,2023-02-01,AC Repair,126632,15342,4731,FC101,20073
SVC0084900,VEH780166,D0117,2026-06-20,Oil Change,237236,15325,11193,FC106,26518
SVC0084904,VEH706926,D0043,2023-08-28,Brake Service,219036,10088,8498,FC108,18586
SVC0084909,VEH869591,D0284,2023-01-11,Engine Repair,83175,34527,317,FC104,34844
SVC0084910,VEH816462,D0416,2026-03-16,Engine Repair,69421,38164,9582,FC105,47746
SVC0084912,VEH222683,D0214,2024-06-14,Brake Service,70686,35817,9192,FC104,45009
SVC0084917,VEH761222,D0294,2024-11-05,Brake Service,118483,25078,11185,FC104,36263
SVC0084934,VEH176696,D0395,2024-07-21,Engine Repair,240750,32889,525,FC102,33414
SVC0084940,VEH819818,D0296,2023-11-26,Brake Service,12567,25936,5893,FC106,31829
SVC0084945,VEH246805,D0303,2024-12-11,Brake Service,112787,34760,6364,FC108,41124
SVC0084950,VEH347243,D0127,2026-04-17,Software Update,156087,6884,653,FC101,7537
SVC0084959,VEH853405,D0253,2024-11-06,Oil Change,166927,43601,1881,FC104,45482
SVC0084963,VEH151692,D0036,2024-10-22,Oil Change,152619,13926,10292,FC106,24218
SVC0084965,VEH698996,D0083,2025-11-09,Battery Check,79813,17562,1874,FC108,19436
SVC0084968,VEH405624,D0067,2025-05-01,Software Update,8908,11790,2014,FC102,13804
SVC0084969,VEH545296,D0098,2023-06-14,Battery Check,44917,16923,561,FC107,17484
SVC0084975,VEH976395,D0208,2023-03-19,Brake Service,149280,8001,9723,FC103,17724
SVC0084976,VEH990430,D0312,2023-05-03,Battery Check,58318,19369,13665,NONE,33034
SVC0084986,VEH964489,D0332,2026-04-30,Tire Replacement,129206,39881,6549,FC101,46430
SVC0084988,VEH692718,D0154,2026-07-03,Oil Change,215234,6992,3736,FC102,10728
SVC0084997,VEH146117,D0208,2026-07-03,Brake Service,48999,28407,10020,FC101,38427
SVC0085006,VEH656639,D0375,2025-01-03,Battery Check,241943,8099,13659,NONE,21758
SVC0085015,VEH140611,D0336,2026-04-24,AC Repair,229904,20286,5601,FC104,25887
SVC0085028,VEH420206,D0215,2025-01-05,Wheel Alignment,109955,48516,10636,FC104,59152
SVC0085029,VEH456799,D0157,2023-08-12,Tire Replacement,151042,15248,750,FC108,15998
SVC0085039,VEH163753,D0235,2026-01-16,Tire Replacement,298705,23596,11406,FC102,35002
SVC0085042,VEH804969,D0171,2025-10-23,Wheel Alignment,158823,43167,1265,FC105,44432
SVC0085045,VEH985326,D0040,2023-12-20,Oil Change,58934,19669,9247,NONE,28916
SVC0085047,VEH192290,D0007,2024-05-30,Battery Check,219238,5117,4711,NONE,9828
SVC0085053,VEH915714,D0157,2026-01-06,Engine Repair,101354,35188,6012,FC105,41200
SVC0085057,VEH429215,D0455,2025-06-10,Software Update,161558,11174,9286,FC102,20460
SVC0085068,VEH792203,D0094,2023-06-03,Oil Change,70785,35083,9696,FC102,44779
SVC0085069,VEH867594,D0207,2026-07-20,Software Update,298824,32716,7713,FC107,40429
SVC0085071,VEH366696,D0156,2023-05-30,Tire Replacement,49957,1739,4881,NONE,6620
SVC0085074,VEH998542,D0220,2025-07-09,Wheel Alignment,80372,49944,12236,FC108,62180
SVC0085081,VEH108764,D0209,2023-05-08,Battery Check,114661,46966,12233,NONE,59199
SVC0085095,VEH635381,D0351,2023-11-11,Software Update,57630,31248,10548,FC105,41796
SVC0085102,VEH597761,D0241,2026-02-25,Oil Change,19088,28455,10809,NONE,39264
SVC0085111,VEH988228,D0304,2024-02-13,Engine Repair,9667,4169,8156,FC104,12325
SVC0085114,VEH818393,D0111,2026-07-16,Tire Replacement,184776,19573,14412,FC102,33985
SVC0085162,VEH867275,D0067,2023-09-26,AC Repair,42771,44988,1775,FC102,46763
SVC0085168,VEH753419,D0056,2024-08-09,Battery Check,63578,46222,11982,FC106,58204
SVC0085175,VEH705969,D0122,2024-08-07,Wheel Alignment,210433,17358,8337,FC105,25695
SVC0085178,VEH158817,D0494,2024-02-19,Tire Replacement,87384,1371,8786,FC101,10157
SVC0085189,VEH464528,D0217,2025-03-25,Oil Change,245846,39190,3761,FC103,42951
SVC0085195,VEH779999,D0045,2025-10-25,AC Repair,179545,19156,12277,FC102,31433
SVC0085196,VEH119780,D0177,2024-05-06,Tire Replacement,210860,20661,6966,FC105,27627
SVC0085198,VEH604278,D0113,2023-04-12,Brake Service,160042,26534,14962,FC108,41496
SVC0085200,VEH622480,D0275,2024-06-08,Tire Replacement,168868,47101,8972,FC108,56073
SVC0085203,VEH583317,D0232,2025-04-24,Engine Repair,92472,45207,10400,NONE,55607
SVC0085212,VEH871120,D0245,2024-01-24,Brake Service,188490,23630,10720,FC103,34350
SVC0085213,VEH859788,D0133,2025-07-09,Battery Check,298814,14574,2621,FC101,17195
SVC0085218,VEH156853,D0022,2026-06-28,Battery Check,123046,16703,13726,NONE,30429
SVC0085223,VEH387955,D0158,2025-03-26,Software Update,172320,28551,2159,FC107,30710
SVC0085225,VEH507017,D0303,2025-07-16,Battery Check,187064,40727,8511,FC104,49238
SVC0085227,VEH769205,D0195,2025-10-11,Oil Change,36956,34909,3784,FC107,38693
SVC0085229,VEH117331,D0477,2023-09-23,Software Update,50862,14228,4971,NONE,19199
SVC0085231,VEH800055,D0194,2025-08-01,AC Repair,34249,24662,8147,FC102,32809
SVC0085232,VEH307659,D0461,2025-10-15,Oil Change,278675,49046,10452,FC101,59498
SVC0085247,VEH746067,D0384,2023-01-09,Wheel Alignment,227639,1513,1415,NONE,2928
SVC0085252,VEH393416,D0055,2023-03-01,Oil Change,151739,2554,10405,FC105,12959
SVC0085257,VEH592763,D0214,2023-08-18,Engine Repair,99039,38536,4093,FC108,42629
SVC0085261,VEH339640,D0090,2026-06-15,Engine Repair,209722,42349,4028,FC102,46377
SVC0085270,VEH301947,D0357,2024-04-05,Tire Replacement,72771,8060,4613,FC103,12673
SVC0085273,VEH462806,D0459,2026-06-17,Brake Service,277633,19940,6666,NONE,26606
SVC0085276,VEH859462,D0427,2024-10-07,Wheel Alignment,23407,15339,9269,FC101,24608
SVC0085281,VEH292773,D0002,2025-12-09,Brake Service,256910,46006,3106,FC105,49112
SVC0085286,VEH757480,D0424,2026-04-21,Tire Replacement,246409,18856,10827,FC101,29683
SVC0085290,VEH506918,D0098,2024-07-19,AC Repair,34911,19510,8577,NONE,28087
SVC0085294,VEH603836,D0413,2024-08-09,Wheel Alignment,239309,9488,6652,FC107,16140
SVC0085296,VEH428781,D0328,2023-12-16,Tire Replacement,222627,1162,12481,FC106,13643
SVC0085299,VEH912214,D0471,2025-09-20,Battery Check,248162,24893,5418,FC106,30311
SVC0085331,VEH235961,D0221,2024-07-08,Tire Replacement,80204,47572,7220,FC106,54792
SVC0085334,VEH118247,D0289,2024-12-19,AC Repair,185066,46172,8996,FC103,55168
SVC0085337,VEH627079,D0492,2023-03-07,Tire Replacement,36170,38744,10417,NONE,49161
SVC0085348,VEH437406,D0045,2023-02-26,Oil Change,77899,28245,13038,FC102,41283
SVC0085350,VEH307826,D0344,2024-03-14,Wheel Alignment,98538,12422,10254,FC101,22676
SVC0085352,VEH495755,D0115,2024-08-19,Brake Service,252025,27773,2695,FC107,30468
SVC0085355,VEH374571,D0160,2025-11-17,Engine Repair,188758,10988,1625,FC107,12613
SVC0085356,VEH706342,D0001,2024-05-13,Tire Replacement,17818,33202,11374,FC101,44576
SVC0085366,VEH523927,D0024,2025-09-19,AC Repair,187788,34422,8554,FC105,42976
SVC0085367,VEH225910,D0377,2023-05-20,AC Repair,30260,4828,8486,FC105,13314
SVC0085369,VEH597933,D0156,2025-09-10,Wheel Alignment,158436,39272,1015,FC102,40287
SVC0085383,VEH393356,D0434,2025-07-17,Brake Service,286393,21260,3767,FC107,25027
SVC0085397,VEH260611,D0464,2023-02-16,Oil Change,198584,48467,7420,FC107,55887
SVC0085398,VEH454766,D0328,2024-07-27,Engine Repair,296908,1813,6813,NONE,8626
SVC0085403,VEH352289,D0466,2026-01-16,Tire Replacement,292462,26865,7455,FC103,34320
SVC0085409,VEH466680,D0286,2024-10-19,Wheel Alignment,182095,33312,11792,FC103,45104
SVC0085438,VEH351655,D0191,2023-12-17,Brake Service,25543,19602,2223,FC101,21825
SVC0085453,VEH319894,D0356,2025-08-01,Engine Repair,279518,15603,10815,FC104,26418
SVC0085457,VEH711262,D0296,2026-06-13,Software Update,224531,34899,5751,FC108,40650
SVC0085459,VEH818891,D0376,2026-07-16,Wheel Alignment,117617,31782,2219,FC107,34001
SVC0085469,VEH794312,D0238,2024-02-02,AC Repair,197795,21178,1448,FC107,22626
SVC0085473,VEH573870,D0369,2024-03-29,Battery Check,204318,17183,8529,FC105,25712
SVC0085475,VEH198351,D0225,2023-12-16,Wheel Alignment,154868,42878,7158,FC102,50036
SVC0085500,VEH769868,D0367,2025-01-31,Battery Check,267405,31025,7012,FC104,38037
SVC0085501,VEH654135,D0167,2025-06-27,Brake Service,148614,6270,11332,FC102,17602
SVC0085502,VEH106045,D0194,2025-04-15,Brake Service,177457,17827,11533,NONE,29360
SVC0085503,VEH118843,D0461,2024-06-16,Battery Check,273893,25661,424,FC103,26085
SVC0085505,VEH165189,D0202,2025-10-03,AC Repair,191637,19005,6496,NONE,25501
SVC0085518,VEH276697,D0070,2024-08-08,Battery Check,46054,33002,7482,NONE,40484
SVC0085524,VEH717368,D0139,2026-04-10,Oil Change,92048,11047,1233,FC104,12280
SVC0085528,VEH183560,D0130,2023-06-06,AC Repair,276155,30587,3782,FC104,34369
SVC0085537,VEH698441,D0078,2023-10-08,Oil Change,55201,43134,988,FC103,44122
SVC0085538,VEH269517,D0322,2026-03-28,Software Update,183627,4753,12857,FC101,17610
SVC0085540,VEH472480,D0135,2023-09-14,AC Repair,152149,19703,14310,NONE,34013
SVC0085541,VEH792585,D0245,2024-10-17,Wheel Alignment,48055,46998,2699,FC107,49697
SVC0085547,VEH257281,D0441,2023-08-28,Battery Check,26005,8391,12017,FC103,20408
SVC0085552,VEH379515,D0190,2026-03-07,AC Repair,30959,46706,12437,FC106,59143
SVC0085563,VEH642856,D0233,2024-08-29,Wheel Alignment,53863,21983,11516,FC108,33499
SVC0085567,VEH546985,D0428,2025-07-22,AC Repair,67155,7212,2364,FC107,9576
SVC0085585,VEH611062,D0444,2023-11-22,Software Update,248687,20546,878,FC105,21424
SVC0085591,VEH640376,D0329,2024-12-15,Tire Replacement,268661,1334,2073,FC102,3407
SVC0085592,VEH583798,D0084,2025-03-02,Wheel Alignment,134508,3307,7647,FC108,10954
SVC0085605,VEH335121,D0438,2024-05-09,Oil Change,191035,39229,1010,FC102,40239
SVC0085606,VEH333602,D0429,2025-08-07,Brake Service,179010,19234,3255,FC104,22489
SVC0085607,VEH647536,D0283,2023-09-28,Oil Change,219965,24449,5654,FC103,30103
SVC0085610,VEH882109,D0018,2026-02-11,AC Repair,63677,8540,9479,FC104,18019
SVC0085620,VEH916634,D0429,2024-01-18,Brake Service,144072,32632,7286,FC103,39918
SVC0085626,VEH495309,D0131,2025-03-28,AC Repair,265957,10399,13473,NONE,23872
SVC0085628,VEH531414,D0038,2025-07-18,Battery Check,163818,46902,9707,FC103,56609
SVC0085635,VEH986904,D0345,2026-03-08,Engine Repair,216616,40635,3232,FC105,43867
SVC0085638,VEH694048,D0264,2025-01-15,Oil Change,146681,11196,4754,FC105,15950
SVC0085643,VEH575018,D0275,2025-12-13,Engine Repair,10859,20934,13555,FC107,34489
SVC0085656,VEH578099,D0470,2024-05-14,Software Update,77598,35413,11830,FC106,47243
SVC0085664,VEH726148,D0442,2025-03-19,Wheel Alignment,128899,25649,5967,FC105,31616
SVC0085665,VEH571774,D0169,2026-07-24,Oil Change,192894,19509,9606,FC101,29115
SVC0085672,VEH554751,D0176,2023-04-02,AC Repair,57026,44669,6745,NONE,51414
SVC0085684,VEH433555,D0295,2026-01-02,Oil Change,32230,6601,3628,FC102,10229
SVC0085692,VEH787505,D0294,2023-04-22,Software Update,134582,17463,8888,FC108,26351
SVC0085703,VEH590341,D0340,2023-07-15,Oil Change,150678,46381,2055,NONE,48436
SVC0085704,VEH909844,D0158,2025-11-10,Tire Replacement,192279,36067,13600,FC104,49667
SVC0085711,VEH555085,D0359,2024-02-03,Engine Repair,259612,18612,2651,FC102,21263
SVC0085712,VEH622985,D0161,2026-06-25,Wheel Alignment,148509,12449,9820,FC101,22269
SVC0085714,VEH624402,D0182,2025-04-25,Brake Service,231267,6512,1233,FC107,7745
SVC0085717,VEH454241,D0424,2026-04-20,Wheel Alignment,67291,38733,9156,NONE,47889
SVC0085719,VEH154732,D0302,2023-04-07,Tire Replacement,99174,23610,3442,FC108,27052
SVC0085720,VEH568458,D0214,2024-06-08,Brake Service,152564,41546,2052,FC106,43598
SVC0085726,VEH374221,D0494,2026-04-02,Oil Change,206501,34195,10130,FC102,44325
SVC0085733,VEH476859,D0231,2023-08-29,Oil Change,204276,13020,7725,FC101,20745
SVC0085743,VEH769189,D0390,2025-04-23,Engine Repair,213598,14695,12775,NONE,27470
SVC0085746,VEH936932,D0002,2025-03-23,Engine Repair,131094,17738,12825,FC108,30563
SVC0085749,VEH687683,D0125,2025-02-25,Wheel Alignment,225901,12812,1757,FC106,14569
SVC0085758,VEH848947,D0202,2023-06-22,Oil Change,230014,14825,5425,FC105,20250
SVC0085765,VEH463348,D0350,2024-02-20,AC Repair,16754,13291,3161,FC106,16452
SVC0085772,VEH748541,D0111,2025-03-19,Oil Change,35699,14042,5606,NONE,19648
SVC0085775,VEH157839,D0418,2026-03-12,Software Update,259895,27386,11968,FC101,39354
SVC0085782,VEH816888,D0373,2025-01-27,Brake Service,70801,6760,4182,FC105,10942
SVC0085788,VEH860861,D0386,2024-05-12,Software Update,18395,33927,4468,FC104,38395
SVC0085793,VEH730420,D0113,2023-11-19,Brake Service,25559,47522,12602,FC101,60124
SVC0085794,VEH921771,D0361,2025-10-28,Engine Repair,45067,13991,14221,FC102,28212
SVC0085797,VEH537709,D0446,2023-06-25,AC Repair,86762,46021,9551,FC101,55572
SVC0085802,VEH780765,D0299,2024-07-21,Tire Replacement,180164,621,3403,FC104,4024
SVC0085803,VEH187143,D0371,2025-08-23,Battery Check,146591,43412,10030,FC105,53442
SVC0085804,VEH462592,D0379,2024-08-12,Battery Check,202480,12866,4935,FC101,17801
SVC0085805,VEH876873,D0001,2023-05-31,AC Repair,66555,11400,9687,FC108,21087
SVC0085806,VEH395736,D0211,2024-06-26,Tire Replacement,49168,33526,10773,FC103,44299
SVC0085809,VEH421453,D0386,2026-02-28,Oil Change,34057,2895,6012,FC102,8907
SVC0085811,VEH754996,D0241,2023-06-24,AC Repair,22886,18535,3097,FC108,21632
SVC0085814,VEH966790,D0110,2023-12-25,Oil Change,202725,9676,7350,FC106,17026
SVC0085815,VEH615966,D0396,2024-03-02,AC Repair,1996,7522,6330,FC106,13852
SVC0085819,VEH103200,D0499,2025-05-10,Battery Check,232811,26499,2391,FC104,28890
SVC0085823,VEH667524,D0317,2024-03-21,AC Repair,235501,41789,3446,FC103,45235
SVC0085846,VEH491810,D0107,2023-02-10,Tire Replacement,114197,15438,8647,FC104,24085
SVC0085848,VEH925814,D0292,2025-12-25,Battery Check,219278,12692,10870,NONE,23562
SVC0085853,VEH209439,D0132,2023-02-08,Brake Service,127973,17016,6104,FC105,23120
SVC0085866,VEH630000,D0156,2025-08-27,Battery Check,54333,41152,14012,FC106,55164
SVC0085878,VEH988324,D0056,2025-09-26,Wheel Alignment,240742,46297,3825,FC107,50122
SVC0085897,VEH924217,D0400,2024-09-01,Battery Check,115343,5296,2457,FC106,7753
SVC0085899,VEH850583,D0145,2025-02-27,Oil Change,169335,47891,2183,FC106,50074
SVC0085909,VEH182323,D0317,2024-12-31,Tire Replacement,278333,17555,10450,FC107,28005
SVC0085914,VEH123437,D0471,2024-01-13,Brake Service,159522,21315,9740,NONE,31055
SVC0085926,VEH136644,D0178,2023-04-27,Oil Change,198672,34521,2762,FC102,37283
SVC0085931,VEH764788,D0236,2025-08-09,Tire Replacement,35005,20179,2031,FC101,22210
SVC0085932,VEH194247,D0033,2025-12-23,Brake Service,207704,8985,9774,FC103,18759
SVC0085942,VEH527509,D0373,2024-01-30,Battery Check,296403,32043,10396,FC105,42439
SVC0085944,VEH462231,D0490,2024-10-30,Oil Change,110788,27681,4591,FC102,32272
SVC0085948,VEH190063,D0356,2025-06-07,Tire Replacement,52629,8748,4004,FC104,12752
SVC0085950,VEH292193,D0237,2023-11-19,Oil Change,110223,8982,1131,NONE,10113
SVC0085951,VEH359338,D0091,2024-10-20,Tire Replacement,250767,13946,1068,FC102,15014
SVC0085963,VEH191357,D0435,2024-03-15,Oil Change,141372,8194,13627,FC102,21821
SVC0085968,VEH302779,D0166,2023-05-26,Engine Repair,56833,31755,14623,FC104,46378
SVC0085978,VEH422678,D0227,2024-11-24,Tire Replacement,237410,6898,9354,FC105,16252
SVC0085980,VEH519028,D0034,2026-06-08,Battery Check,179009,20540,10816,FC107,31356
SVC0085987,VEH318934,D0254,2023-01-10,Tire Replacement,18653,9961,4611,FC105,14572
