dealer_id,dealer_name,city,region,capacity,rating
D0466,BMW_Hyderabad_466,Hyderabad,South,146,4.9
D0467,BMW_Mumbai_467,Mumbai,West,604,3.2
D0468,BMW_Kochi_468,Kochi,South,650,3.3
D0469,BMW_Surat_469,Surat,West,479,4.3
D0470,BMW_Chandigarh_470,Chandigarh,North,813,4.9
D0471,BMW_Ahmedabad_471,Ahmedabad,West,701,4.5
D0472,BMW_Hyderabad_472,Hyderabad,South,524,4.3
D0473,BMW_Bhubaneswar_473,Bhubaneswar,East,601,4.2
D0474,BMW_Mumbai_474,Mumbai,West,133,4.4
D0475,BMW_Kochi_475,Kochi,South,554,3.9
D0476,BMW_Kochi_476,Kochi,South,975,3.7
D0477,BMW_Jaipur_477,Jaipur,North,476,4.1
D0478,BMW_Jaipur_478,Jaipur,North,467,3.1
D0479,BMW_Mumbai_479,Mumbai,West,294,4.9
D0480,BMW_Bhubaneswar_480,Bhubaneswar,East,943,3.9
D0481,BMW_Jaipur_481,Jaipur,North,317,4.3
D0482,BMW_Gurugram_482,Gurugram,North,121,3.1
D0483,BMW_Pune_483,Pune,West,349,5.0
D0484,BMW_Kolkata_484,Kolkata,East,678,3.4
D0485,BMW_Bhubaneswar_485,Bhubaneswar,East,883,4.1
D0486,BMW_Gurugram_486,Gurugram,North,321,4.6
D0487,BMW_Kochi_487,Kochi,South,436,4.5
D0488,BMW_Kolkata_488,Kolkata,East,710,3.0
D0489,BMW_Bhubaneswar_489,Bhubaneswar,East,248,5.0
D0490,BMW_Delhi_490,Delhi,North,356,4.6
D0491,BMW_Chennai_491,Chennai,South,776,4.7
D0492,BMW_Hyderabad_492,Hyderabad,South,115,3.7
D0493,BMW_Kolkata_493,Kolkata,East,343,4.2
D0494,BMW_Bengaluru_494,Bengaluru,South,278,3.5
D0495,BMW_Hyderabad_495,Hyderabad,South,859,3.8
D0496,BMW_Chennai_496,Chennai,South,863,3.1
D0497,BMW_Surat_497,Surat,West,896,3.7
D0498,BMW_Gurugram_498,Gurugram,North,211,3.9
D0499,BMW_Kochi_499,Kochi,South,729,3.1
D0500,BMW_Kolkata_500,Kolkata,East,987,4.3
