dealer_id,model,region,month,sales,current_inventory,previous_month_sales,inventory_30_days_ago
192,X3,East,11,21,42,17,17
125,7 Series,West,11,6,71,10,93
172,2 Series,East,11,39,85,47,61
40,iX,Central,11,46,90,14,74
92,X5,West,11,27,73,11,44
173,i7,South,11,28,18,34,27
136,4 Series,East,11,10,92,23,74
85,X7,West,11,32,7,11,42
35,5 Series,West,11,25,87,31,70
172,2 Series,North,11,2,39,16,22
146,7 Series,East,11,43,95,7,98
47,X5,West,11,37,79,30,61
153,X5,Central,11,10,89,36,8
238,iX1,North,11,34,63,3,13
169,iX,West,11,32,82,42,47
5,2 Series,West,11,42,21,11,31
192,7 Series,East,11,36,10,18,11
190,3 Series,Central,11,35,57,4,99
125,X5,West,11,14,80,18,47
111,i5,South,11,22,63,18,3
72,X7,West,11,43,81,45,21
87,X7,South,11,37,20,49,28
3,7 Series,West,11,12,1,41,67
236,5 Series,Central,11,45,93,6,3
165,4 Series,South,11,31,94,31,35
223,iX3,North,11,24,18,26,67
93,X5,Central,11,20,19,15,71
41,X1,South,11,15,70,19,32
148,iX,South,11,11,5,16,85
195,i4,South,11,18,84,39,62
87,X7,Central,11,5,4,10,6
168,X5,North,11,39,80,45,94
85,5 Series,West,11,17,74,44,99
205,i7,North,11,46,69,46,41
136,2 Series,North,11,44,81,25,34
133,X3,North,11,5,68,47,7
25,iX3,South,11,11,60,44,81
39,5 Series,Central,11,47,78,17,22
165,iX,South,11,49,20,39,74
125,i7,West,11,11,65,23,15
105,3 Series,North,11,42,14,29,78
5,X5,North,11,13,54,18,48
136,iX1,South,11,13,97,5,86
236,iX,South,11,16,28,25,38
4,X5,West,11,16,31,48,54
169,iX,West,11,9,45,10,21
60,5 Series,Central,11,19,37,44,57
54,X5,East,11,24,1,36,49
150,7 Series,Central,11,35,57,1,87
78,4 Series,Central,11,11,77,4,34
19,iX3,South,11,20,8,36,93
205,X5,North,11,34,95,41,5
99,i4,West,11,32,90,34,91
68,iX3,East,11,23,37,43,89
33,4 Series,Central,11,18,68,3,46
150,4 Series,East,11,2,73,17,63
193,i7,North,11,41,35,9,13
139,7 Series,Central,11,21,70,19,89
16,3 Series,Central,11,26,11,32,59
196,2 Series,West,11,48,3,24,56
127,2 Series,East,11,16,8,1,67
93,iX1,South,11,37,81,30,24
231,X7,North,11,41,35,46,12
44,3 Series,Central,11,38,56,31,57
230,X7,East,11,14,3,24,96
216,7 Series,Central,11,27,30,21,66
244,X1,South,11,37,82,9,44
9,i4,North,11,4,78,45,32
250,X1,South,11,16,52,28,90
200,2 Series,South,11,7,3,33,23
78,iX3,North,11,10,18,19,14
79,3 Series,West,11,39,22,46,10
245,iX1,South,11,43,10,10,28
190,i4,Central,11,44,90,14,12
86,i7,Central,11,8,86,38,66
229,X5,West,11,11,90,16,74
15,4 Series,West,11,43,75,1,17
6,7 Series,East,11,19,35,34,4
1,i5,North,11,43,2,19,82
20,3 Series,South,11,34,44,43,92
233,4 Series,South,11,9,57,2,27
164,X3,South,11,8,75,38,62
130,X7,East,11,42,77,27,3
70,i7,Central,11,22,47,48,62
2,7 Series,West,11,39,41,34,20
131,2 Series,South,11,4,30,25,85
7,3 Series,North,11,22,7,49,22
84,X1,Central,11,32,57,11,98
241,4 Series,West,11,21,8,28,38
192,4 Series,North,11,29,81,6,68
169,7 Series,Central,11,21,70,49,57
54,i5,North,11,38,14,44,37
41,X5,West,11,14,43,6,98
115,iX1,North,11,46,69,7,22
133,5 Series,East,11,17,86,23,82
217,i7,East,11,33,69,15,34
102,5 Series,Central,11,3,88,13,65
82,X7,Central,11,4,17,20,99
63,iX,Central,11,28,7,35,61
1,i4,Central,11,11,33,20,66
25,X5,West,11,8,29,29,8
209,i4,Central,11,17,27,43,36
174,7 Series,West,11,25,83,2,92
143,3 Series,East,11,37,30,8,50
197,iX1,West,11,40,14,21,12
145,3 Series,West,11,13,46,14,73
149,7 Series,South,11,39,91,46,64
181,X7,Central,11,21,19,15,4
55,iX3,Central,11,36,58,49,61
215,X7,West,11,46,91,23,31
107,2 Series,West,11,24,5,27,25
138,iX3,East,11,42,83,18,2
209,X3,Central,11,28,40,10,59
185,X5,South,11,23,13,17,68
65,3 Series,North,11,47,21,41,47
37,2 Series,North,11,44,66,7,28
112,4 Series,West,11,23,15,32,86
7,7 Series,West,11,47,8,47,93
76,5 Series,East,11,11,19,2,28
40,iX1,West,11,49,8,46,6
178,4 Series,South,11,31,48,5,38
1,X7,East,11,28,62,32,36
148,3 Series,South,11,8,33,16,93
108,X1,North,11,6,94,24,72
159,7 Series,South,11,35,4,5,39
68,7 Series,East,11,44,94,18,55
218,2 Series,Central,11,22,92,42,30
12,3 Series,East,11,32,47,22,76
150,5 Series,East,11,36,59,9,96
129,4 Series,North,11,38,21,30,54
126,iX,West,11,27,12,34,5
1,X5,South,11,47,63,26,73
131,3 Series,Central,11,16,55,34,15
117,i7,South,11,34,60,42,14
204,i7,East,11,7,96,40,12
246,X5,Central,11,29,23,27,74
149,5 Series,West,11,3,69,32,65
13,4 Series,Central,11,27,44,44,44
189,iX3,South,11,33,51,48,94
141,X3,West,11,10,50,32,91
245,i4,North,11,38,46,4,6
105,X7,West,11,25,80,41,33
210,2 Series,North,11,13,82,12,42
161,3 Series,Central,11,9,46,15,87
134,2 Series,South,11,46,19,14,35
25,iX,North,11,32,90,2,81
151,iX3,North,11,6,93,10,57
88,i4,East,11,31,1,15,10
101,X7,North,11,37,69,48,11
26,X5,West,11,29,78,25,33
132,iX1,East,11,8,24,2,86
102,X3,West,11,14,41,43,73
163,i4,Central,11,13,91,10,89
241,X1,North,11,39,2,13,94
203,iX3,East,11,47,17,48,8
100,5 Series,West,11,5,90,17,10
25,X7,North,11,22,11,28,9
148,iX1,Central,11,34,28,43,84
1,7 Series,Central,11,8,3,36,30
94,iX1,South,11,46,19,5,9
68,X1,East,11,35,41,16,35
23,2 Series,North,11,38,50,36,86
227,iX1,West,11,10,12,20,49
106,X3,North,11,48,50,37,37
150,X3,Central,11,45,99,20,43
95,iX3,North,11,17,85,39,23
62,iX1,Central,11,20,10,29,43
129,i4,West,11,23,28,44,13
187,3 Series,North,11,39,96,39,36
68,7 Series,South,11,15,50,19,82
147,iX1,South,11,9,36,25,61
30,2 Series,Central,11,34,64,28,34
129,iX3,Central,11,43,69,34,12
48,5 Series,Central,11,10,39,6,73
19,5 Series,South,11,30,72,8,4
127,iX3,Central,11,38,25,39,70
180,i7,West,11,48,81,5,32
213,2 Series,South,11,17,69,49,17
150,X1,North,11,41,27,7,34
50,4 Series,Central,11,47,49,27,35
194,iX3,East,11,45,8,7,64
134,iX1,Central,11,42,28,49,80
192,4 Series,East,11,16,33,41,19
149,X3,West,11,10,50,42,50
225,4 Series,North,11,16,20,45,58
147,7 Series,South,11,1,52,8,77
219,2 Series,East,11,24,53,19,44
165,3 Series,West,11,33,48,19,66
63,X7,Central,11,23,5,45,1
157,X3,West,11,33,94,27,46
188,4 Series,Central,11,27,15,28,99
220,i5,North,11,12,69,22,72
162,3 Series,East,11,45,83,4,9
129,i5,West,11,17,92,34,61
48,2 Series,East,11,44,22,22,48
89,X7,West,11,16,63,49,92
127,i7,Central,11,1,8,18,58
149,iX3,East,11,10,95,46,68
162,i4,West,11,13,14,3,33
154,3 Series,West,11,18,26,6,52
36,X7,North,11,22,27,18,8
227,i7,North,11,19,31,44,47
151,i5,South,11,4,31,37,14
81,5 Series,South,11,14,89,30,9
47,2 Series,South,11,22,94,1,13
234,5 Series,Central,11,11,22,36,2
204,3 Series,Central,11,6,74,17,11
172,3 Series,Central,11,13,2,26,49
148,X5,Central,11,39,45,32,3
231,i5,East,11,46,30,47,64
27,7 Series,North,11,33,85,37,60
234,2 Series,West,11,33,24,42,95
189,4 Series,South,11,18,74,21,64
165,i5,Central,11,29,52,33,59
212,5 Series,North,11,31,99,26,36
52,4 Series,West,11,12,37,41,52
75,i7,Central,11,42,28,20,10
92,iX3,South,11,35,44,31,50
62,X7,West,11,25,21,47,86
66,7 Series,South,11,36,61,18,9
152,X5,Central,11,29,59,42,31
80,X5,East,11,17,31,44,80
140,i4,South,11,45,51,26,31
144,iX1,East,11,35,78,22,91
164,iX,Central,11,44,47,38,9
130,iX,West,11,1,34,9,25
217,3 Series,Central,11,12,5,25,74
190,4 Series,West,11,5,9,38,65
64,i7,West,11,14,5,20,81
29,4 Series,South,11,24,59,14,28
220,7 Series,South,11,30,8,44,88
202,iX,East,11,8,91,11,58
237,3 Series,West,11,31,88,37,49
87,i4,Central,11,31,11,27,92
96,X1,East,11,49,26,11,17
31,X3,East,11,39,77,40,14
83,X7,East,11,15,70,3,31
143,4 Series,East,11,32,9,16,27
183,7 Series,West,11,49,52,24,61
33,7 Series,Central,11,26,46,45,52
209,X5,East,11,12,22,1,15
180,iX3,North,11,10,43,7,40
100,X5,Central,11,41,19,36,33
148,X1,North,11,23,33,27,38
73,3 Series,East,11,33,78,1,28
166,i4,Central,11,16,96,25,92
131,i4,North,11,5,17,29,71
182,4 Series,North,11,23,86,28,56
194,i4,Central,11,39,3,7,34
18,7 Series,North,11,11,14,25,49
215,i5,South,11,13,76,23,2
126,iX,West,11,37,28,1,55
211,3 Series,West,11,12,88,49,33
7,iX1,West,11,44,91,6,3
163,i5,East,11,15,95,42,3
124,i7,Central,11,28,20,49,61
114,X5,West,11,24,7,43,66
84,i4,East,11,10,42,10,95
84,3 Series,East,11,41,79,49,79
83,5 Series,West,11,18,65,1,62
105,5 Series,South,11,40,42,27,79
208,iX1,West,11,13,48,12,91
102,i7,East,11,1,88,10,47
213,i5,Central,11,24,91,46,87
93,iX3,East,11,39,26,12,29
236,iX,North,11,39,22,36,43
60,X1,South,11,6,50,47,72
102,i4,North,11,7,45,7,14
237,7 Series,South,11,34,46,12,76
24,iX1,South,11,1,88,43,93
229,X7,South,11,18,88,21,41
221,iX3,North,11,28,39,5,18
223,i7,West,11,27,57,30,65
109,5 Series,North,11,34,61,20,2
244,7 Series,Central,11,26,75,41,17
167,i7,North,11,47,83,42,20
140,X5,South,11,23,19,27,48
94,iX3,East,11,37,58,43,59
181,X1,North,11,1,42,1,97
64,X7,North,11,29,73,7,43
4,iX1,West,11,33,4,40,94
94,iX1,West,11,15,65,10,59
133,iX3,East,11,21,1,47,61
16,3 Series,East,11,23,86,9,79
27,5 Series,East,11,11,57,41,71
132,X5,West,11,33,96,42,54
72,X5,East,11,28,63,24,93
48,X3,Central,11,44,91,34,8
136,X3,West,11,25,2,16,86
81,3 Series,West,11,17,84,25,4
174,i7,West,11,40,68,31,73
44,X1,West,11,43,96,16,10
195,2 Series,North,11,2,66,21,66
219,iX3,Central,11,23,64,25,98
52,X1,West,11,7,55,3,29
34,iX,North,11,14,52,47,48
190,7 Series,West,11,27,30,25,11
237,i4,Central,11,3,47,13,72
21,X3,West,11,38,22,43,32
235,7 Series,North,11,10,61,31,79
24,X3,East,11,15,91,7,33
44,i7,West,11,3,13,29,43
114,X3,Central,11,39,87,32,27
169,7 Series,Central,11,10,62,13,60
157,i5,East,11,20,53,8,73
103,3 Series,Central,11,32,59,25,55
134,X1,East,11,38,32,21,27
56,i7,West,11,31,38,14,84
14,X7,Central,11,44,62,8,4
178,3 Series,East,11,8,99,35,97
206,i4,South,11,17,11,16,39
101,X7,Central,11,3,50,21,5
180,i4,West,11,37,76,22,25
216,X7,Central,11,41,5,6,23
205,5 Series,East,11,16,67,31,98
1,iX3,Central,11,35,47,10,1
12,iX,West,11,41,11,41,7
115,4 Series,East,11,49,39,31,4
106,3 Series,North,11,16,59,45,48
152,iX3,East,11,1,68,47,47
37,iX,Central,11,21,17,38,34
212,X1,Central,11,19,20,10,79
198,i4,South,11,42,74,47,17
204,i5,Central,11,7,57,12,89
213,X7,North,11,28,72,49,87
3,iX,South,11,10,10,24,8
155,i4,South,11,37,2,23,37
238,i5,North,11,35,21,3,22
53,iX3,Central,11,28,56,14,80
100,X5,East,11,18,99,2,21
17,X1,Central,11,41,1,18,81
113,4 Series,Central,11,14,71,9,74
110,3 Series,North,11,7,47,28,73
143,X3,East,11,41,24,39,31
167,7 Series,North,11,18,2,19,97
4,iX,Central,11,45,90,42,59
145,i5,Central,11,2,72,9,19
230,X7,West,11,46,90,37,17
139,2 Series,West,11,5,65,18,65
12,X3,South,11,43,81,35,65
239,iX1,South,11,28,41,45,21
32,2 Series,North,11,48,69,7,37
155,X5,South,11,49,57,46,30
172,5 Series,Central,11,16,80,1,76
43,X5,East,11,49,75,17,41
219,iX3,Central,11,40,88,11,86
177,i7,West,11,13,29,41,84
104,X3,South,11,40,62,36,30
236,X5,North,11,44,47,44,33
93,7 Series,South,11,47,10,39,32
201,5 Series,Central,11,44,20,34,38
43,i5,South,11,33,58,4,7
131,i7,West,11,3,77,26,30
231,i5,West,11,27,17,12,56
157,iX1,South,11,37,55,6,19
85,X3,Central,11,38,23,30,80
35,X5,Central,11,37,62,4,86
117,2 Series,North,11,3,87,11,62
176,4 Series,East,11,32,89,43,47
202,X1,West,11,7,18,19,19
215,X7,South,11,17,50,4,45
167,iX3,East,11,43,84,40,80
217,iX,West,11,35,29,46,16
152,i4,North,11,15,59,10,82
20,2 Series,South,11,2,23,29,44
143,i7,Central,11,37,10,14,27
85,i4,East,11,33,42,18,7
117,7 Series,Central,11,12,12,26,38
106,i5,East,11,16,38,3,6
204,i5,East,11,32,47,3,30
146,i5,West,11,13,81,28,64
188,iX1,North,11,31,87,7,83
215,i5,West,11,28,88,24,75
247,iX3,West,11,32,11,12,9
105,X5,Central,11,17,95,13,41
93,3 Series,West,11,31,90,8,8
41,7 Series,South,11,22,76,41,61
100,X5,South,11,44,15,23,89
69,i4,North,11,17,51,18,61
231,iX1,West,11,17,57,25,49
218,X5,North,11,17,87,2,40
231,i5,South,11,7,85,23,67
203,4 Series,South,11,2,35,15,75
106,5 Series,North,11,16,86,1,27
139,X7,South,11,43,27,14,80
248,iX1,South,11,31,74,40,9
184,iX,North,11,25,22,21,30
146,iX1,South,11,1,19,28,12
140,X3,South,11,38,1,40,99
249,4 Series,South,11,4,26,48,20
144,3 Series,North,11,35,47,16,93
27,X1,Central,11,48,4,35,42
100,X3,South,11,49,21,34,99
145,iX1,East,11,44,46,22,88
241,4 Series,West,11,36,17,20,76
85,7 Series,North,11,40,93,40,1
119,3 Series,North,11,17,25,36,56
229,i7,South,11,40,30,33,10
31,i5,North,11,13,6,5,34
109,5 Series,East,11,32,30,18,41
163,2 Series,North,11,5,94,44,50
27,4 Series,West,11,33,4,13,97
87,3 Series,Central,11,7,44,13,66
160,X3,Central,11,13,21,48,62
17,i4,North,11,18,85,48,52
11,3 Series,Central,11,24,80,39,49
129,i4,North,11,7,98,29,64
220,4 Series,West,11,23,23,20,54
82,iX,East,11,3,20,26,22
49,i7,East,11,34,1,34,65
41,X7,North,11,35,43,21,92
20,X5,West,11,22,40,26,84
71,i4,South,11,11,57,27,27
37,i7,South,11,10,63,9,42
126,i7,North,11,36,18,25,10
144,7 Series,South,11,46,7,42,69
39,3 Series,East,11,28,68,36,67
109,i4,Central,11,42,7,38,18
173,i7,North,11,42,2,46,75
64,X3,Central,11,19,12,39,24
175,iX3,South,11,13,17,2,38
23,7 Series,East,11,41,25,20,71
32,iX,North,11,45,5,46,52
177,X5,East,11,31,53,47,79
209,iX1,North,11,47,20,48,18
123,iX,West,11,2,67,37,38
19,iX1,East,11,34,90,15,70
106,i7,West,11,14,39,13,94
226,i7,West,11,29,98,2,91
206,i4,South,11,46,64,11,77
247,X7,North,11,32,75,32,38
67,2 Series,South,11,2,91,31,74
167,iX1,West,11,36,76,49,91
89,X1,Central,11,10,96,39,3
60,X7,West,11,8,84,28,1
11,5 Series,North,11,25,54,11,85
49,2 Series,North,11,30,74,41,82
143,X5,West,11,5,53,8,1
128,i5,South,11,17,88,40,52
211,4 Series,South,11,5,57,45,40
61,iX1,West,11,49,34,45,44
171,X1,West,11,17,6,38,60
143,X5,West,11,2,19,21,83
207,2 Series,South,11,40,26,43,17
230,7 Series,North,11,10,13,19,61
207,2 Series,West,11,4,90,43,43
201,X7,South,11,36,26,6,30
5,i5,Central,11,28,42,14,62
211,i5,South,11,14,54,26,60
216,i7,Central,11,42,61,49,35
29,5 Series,North,11,49,89,2,39
190,X7,East,11,17,44,22,95
188,2 Series,East,11,20,63,19,91
69,2 Series,East,11,4,61,14,71
150,X5,South,11,22,64,17,2
13,7 Series,South,11,24,37,39,50
178,X1,East,11,20,19,14,7
116,4 Series,West,11,49,68,16,32
241,iX3,South,11,23,6,5,51
175,i5,West,11,46,94,35,44
110,i7,South,11,13,56,10,24
157,i7,South,11,31,82,47,18
80,5 Series,South,11,5,10,36,66
100,iX1,North,11,1,71,7,87
17,7 Series,South,11,13,10,31,62
148,iX1,East,11,42,48,5,3
206,2 Series,Central,11,44,41,10,92
114,i4,Central,11,40,28,1,87
6,i7,East,11,43,90,22,77
22,2 Series,South,11,11,49,38,1
232,X1,South,11,45,71,45,25
137,iX1,West,11,3,65,9,46
160,iX1,South,11,26,43,3,77
88,5 Series,Central,11,39,98,3,15
33,3 Series,Central,11,49,20,13,59
205,X1,North,11,16,46,44,46
227,5 Series,Central,11,5,95,47,88
70,iX,East,11,39,65,46,86
49,2 Series,West,11,3,48,10,83
104,iX3,East,11,3,26,2,66
158,iX3,South,11,36,47,3,34
102,2 Series,South,11,45,90,18,2
144,3 Series,South,11,17,25,22,59
193,2 Series,South,11,17,78,11,29
106,iX3,East,11,40,72,25,65
82,7 Series,Central,11,23,14,23,98
86,4 Series,South,11,5,31,4,55
218,iX1,South,11,13,54,43,93
14,7 Series,West,11,44,41,27,66
184,i7,West,11,24,48,15,26
165,X5,East,11,31,16,43,75
49,i4,West,11,40,78,45,36
206,iX1,North,11,11,58,7,64
218,7 Series,South,11,48,26,8,60
50,i4,West,11,16,93,17,45
164,4 Series,North,11,14,29,47,19
180,X1,North,11,40,2,24,75
23,7 Series,East,11,36,47,34,40
66,5 Series,East,11,43,49,21,16
231,iX1,East,11,34,52,20,34
199,2 Series,West,11,12,19,25,52
231,i5,South,11,44,37,11,25
173,i5,North,11,8,19,9,8
115,X1,North,11,19,84,14,52
214,iX,East,11,9,11,23,29
28,iX1,East,11,3,17,31,39
230,i7,West,11,39,41,31,92
20,i5,East,11,46,43,45,17
177,iX1,West,11,20,1,15,70
185,i7,Central,11,40,85,26,29
210,4 Series,South,11,3,35,8,42
121,X5,North,11,26,6,23,33
216,i7,South,11,28,73,30,23
97,2 Series,East,11,8,70,14,80
187,X1,North,11,23,6,1,22
119,iX,South,11,28,30,20,11
109,2 Series,East,11,48,63,49,32
26,X1,Central,11,32,6,39,56
147,X1,East,11,44,59,4,48
240,X3,South,11,6,73,9,20
106,2 Series,North,11,49,29,23,32
141,X7,Central,11,49,69,36,33
202,X5,East,11,35,95,13,49
62,7 Series,South,11,35,53,8,59
126,X1,East,11,49,21,27,13
142,2 Series,Central,11,25,46,26,53
201,X1,North,11,12,2,48,79
245,5 Series,East,11,27,51,39,4
139,X5,East,11,47,43,11,33
67,X5,Central,11,39,28,38,11
232,iX,West,11,26,97,29,6
12,X5,East,11,9,35,26,71
35,3 Series,Central,11,36,44,19,86
231,X5,South,11,1,85,14,14
110,iX1,West,11,32,19,41,98
167,i7,East,11,16,26,8,61
160,i5,East,11,12,74,10,20
231,4 Series,Central,11,40,77,17,80
14,iX,Central,11,47,71,34,2
236,7 Series,East,11,14,8,46,53
193,iX,North,11,19,53,44,68
155,5 Series,South,11,38,46,13,9
101,iX3,East,11,26,30,29,50
60,iX3,West,11,38,63,15,26
43,i5,East,11,10,2,18,73
193,iX,West,11,30,37,16,20
55,X3,Central,11,22,49,36,87
109,7 Series,East,11,2,3,41,60
93,X5,West,11,46,65,29,96
216,i7,West,11,41,29,12,99
247,i5,South,11,16,84,10,96
209,i4,North,11,2,68,7,64
163,iX,North,11,3,95,36,95
95,X5,North,11,29,22,36,64
234,X7,South,11,12,34,6,34
160,i5,South,11,35,32,5,73
147,5 Series,West,11,21,64,15,24
95,iX3,South,11,41,61,19,52
167,iX3,West,11,26,60,24,46
148,7 Series,East,11,3,37,29,28
28,X5,West,11,35,58,1,94
3,3 Series,North,11,32,22,37,82
160,iX1,South,11,20,80,16,26
86,X7,South,11,48,71,31,1
108,3 Series,Central,11,11,36,7,74
186,3 Series,South,11,46,71,43,47
182,iX,East,11,8,97,41,14
170,2 Series,North,11,22,52,8,48
117,7 Series,West,11,33,55,34,5
108,iX,South,11,26,91,15,33
15,X5,West,11,40,88,16,65
230,2 Series,West,11,18,75,32,84
211,2 Series,North,11,44,71,20,72
62,X7,West,11,33,59,26,21
31,2 Series,West,11,12,4,4,10
189,X5,South,11,19,99,25,60
26,iX3,West,11,21,28,3,69
197,3 Series,East,11,29,23,36,65
185,X7,Central,11,1,76,32,57
148,i4,East,11,45,81,44,16
66,iX,North,11,15,36,39,73
149,2 Series,North,11,7,41,40,2
115,X7,South,11,44,25,43,28
60,X5,South,11,3,42,32,42
63,X3,East,11,2,7,6,14
179,iX3,Central,11,3,41,31,44
228,X3,South,11,9,61,1,57
220,iX3,South,11,6,9,21,72
212,iX,West,11,24,43,19,10
101,X7,North,11,6,36,45,97
167,iX1,South,11,33,18,24,89
100,iX,East,11,18,58,43,71
139,4 Series,Central,11,30,61,2,74
119,3 Series,North,11,28,94,14,20
57,7 Series,West,11,22,88,19,5
131,iX,Central,11,15,16,12,82
37,7 Series,South,11,41,54,16,52
212,7 Series,South,11,26,3,22,86
224,X7,North,11,40,71,12,39
111,3 Series,East,11,36,17,49,67
153,X1,North,11,42,33,8,93
149,i4,South,11,16,69,30,19
250,i4,South,11,41,13,43,81
242,3 Series,South,11,4,87,35,53
208,5 Series,Central,11,36,44,11,21
112,i5,East,11,31,93,42,72
170,iX3,East,11,33,21,2,64
1,X7,West,11,8,15,17,6
23,5 Series,South,11,10,20,10,61
107,iX3,South,11,14,49,1,47
113,7 Series,South,11,25,24,24,89
152,iX,West,11,12,3,40,54
175,i7,West,11,43,85,45,72
89,7 Series,South,11,14,51,21,47
135,X1,East,11,40,4,19,18
249,X3,East,11,43,91,9,97
250,i7,North,11,48,86,28,53
38,3 Series,West,11,43,20,6,48
239,X1,East,11,41,84,14,75
47,i5,South,11,38,31,4,65
103,4 Series,South,11,10,33,30,99
163,X7,West,11,41,25,29,33
206,X7,East,11,20,89,6,61
62,3 Series,Central,11,13,17,28,22
73,X1,South,11,31,69,41,43
3,i7,North,11,5,47,25,17
102,X3,Central,11,41,63,49,71
148,i4,South,11,13,42,20,62
233,iX,North,11,23,32,28,73
225,i4,East,11,35,87,49,94
105,iX,North,11,9,5,40,48
44,iX,South,11,13,87,30,51
160,X1,Central,11,33,5,41,85
100,iX,South,11,26,19,24,46
26,4 Series,West,11,31,30,22,41
48,X1,North,11,5,5,33,66
5,2 Series,North,11,44,60,36,31
59,i5,South,11,25,74,3,43
61,2 Series,West,11,4,8,8,7
49,iX1,West,11,28,33,24,29
158,i7,North,11,39,44,43,3
145,X1,East,11,43,37,8,61
70,i4,North,11,6,88,21,28
186,i5,Central,11,11,94,14,62
191,4 Series,West,11,46,19,28,56
189,iX3,West,11,16,4,27,34
191,i5,South,11,34,84,5,61
15,X3,East,11,17,26,45,59
1,iX,West,11,40,9,9,49
141,iX,South,11,40,19,44,38
176,X1,West,11,22,59,37,14
128,i4,Central,11,4,17,36,33
162,i5,East,11,13,29,40,64
125,4 Series,West,12,22,30,45,94
158,7 Series,West,12,3,1,15,14
19,iX,West,12,17,52,15,27
119,iX3,Central,12,23,71,49,42
64,i4,East,12,6,28,26,28
66,X1,North,12,36,7,16,93
245,iX,North,12,31,60,44,66
57,4 Series,Central,12,38,83,49,93
44,X7,North,12,32,99,46,79
12,5 Series,South,12,11,86,21,99
122,5 Series,Central,12,14,90,48,47
168,iX1,North,12,2,43,21,2
236,7 Series,West,12,30,77,35,8
24,2 Series,Central,12,31,1,30,26
139,2 Series,West,12,23,94,45,82
194,iX1,East,12,4,45,28,73
1,4 Series,Central,12,49,37,16,3
249,X5,North,12,19,99,15,5
186,i7,West,12,36,95,10,43
28,5 Series,North,12,46,60,37,80
68,7 Series,Central,12,30,24,20,74
105,i4,Central,12,36,50,26,29
94,X1,South,12,20,93,9,94
124,i5,South,12,45,72,5,11
187,5 Series,South,12,17,25,14,16
199,i4,West,12,41,25,46,31
124,i5,West,12,12,5,1,89
22,X3,Central,12,49,40,49,16
218,X3,South,12,47,63,36,74
157,iX1,North,12,46,50,37,95
89,iX1,East,12,15,88,40,87
202,iX1,South,12,4,80,9,43
212,X5,East,12,25,52,9,15
206,i5,East,12,6,50,43,77
225,iX1,South,12,40,48,38,80
197,X1,West,12,47,26,19,57
45,X5,Central,12,19,93,17,27
198,3 Series,East,12,17,44,45,92
214,3 Series,West,12,10,19,25,74
124,iX,Central,12,18,39,22,6
145,X7,North,12,42,89,17,69
79,X5,Central,12,31,99,16,64
39,3 Series,North,12,47,23,13,88
168,4 Series,Central,12,20,21,47,68
28,7 Series,South,12,28,81,48,15
245,X3,South,12,10,30,29,45
130,i5,Central,12,7,28,2,85
210,X5,North,12,41,23,15,22
155,X7,Central,12,2,16,32,39
149,iX1,South,12,12,24,49,62
87,5 Series,East,12,25,57,31,24
135,i4,East,12,43,17,24,92
189,iX3,North,12,10,81,42,7
52,X3,East,12,30,42,22,61
176,X7,East,12,18,69,11,69
126,X3,West,12,38,8,39,51
147,2 Series,Central,12,31,2,6,32
73,7 Series,North,12,31,71,31,81
140,3 Series,Central,12,42,50,31,81
238,iX3,West,12,2,86,26,62
94,2 Series,North,12,1,99,21,68
199,iX,East,12,11,10,36,39
2,i5,South,12,36,18,39,26
17,3 Series,Central,12,6,9,40,38
203,i5,South,12,45,30,36,97
242,X5,West,12,22,65,7,62
125,2 Series,Central,12,12,43,14,70
204,iX3,Central,12,37,14,8,84
131,3 Series,South,12,2,85,49,80
21,X3,West,12,18,33,8,42
78,iX,East,12,44,65,16,3
79,iX1,South,12,2,27,12,60
51,iX1,South,12,14,49,19,89
106,7 Series,Central,12,30,84,8,2
105,5 Series,South,12,29,45,12,61
10,i5,East,12,44,76,3,39
116,i7,Central,12,26,9,37,90
55,5 Series,East,12,5,39,36,29
36,X1,East,12,7,3,20,39
51,7 Series,East,12,27,68,19,6
74,X5,East,12,12,91,46,62
17,i7,East,12,1,88,37,21
236,X5,South,12,12,98,29,87
217,i5,South,12,36,89,24,37
61,4 Series,West,12,22,72,45,64
91,i7,West,12,2,33,47,88
225,i7,West,12,5,41,46,68
203,2 Series,West,12,31,34,15,5
141,7 Series,East,12,34,43,9,75
193,iX,Central,12,18,81,18,96
95,i5,North,12,17,74,15,72
225,iX3,North,12,4,71,2,37
213,iX3,North,12,14,64,45,39
80,i4,Central,12,8,70,12,23
103,iX,South,12,30,52,46,97
215,i7,North,12,25,45,17,58
202,i4,South,12,39,85,9,57
48,iX3,Central,12,10,72,22,81
225,i4,North,12,31,19,26,74
86,iX,Central,12,35,52,27,72
233,X5,Central,12,12,76,41,91
70,iX1,Central,12,46,63,2,58
47,X3,North,12,9,32,35,52
228,7 Series,South,12,36,69,24,68
239,iX,South,12,44,91,16,47
10,X7,East,12,44,54,27,64
185,7 Series,South,12,16,39,15,46
80,X7,West,12,22,87,8,60
13,i5,North,12,7,6,26,60
243,X7,West,12,29,46,41,65
189,iX1,South,12,20,25,10,31
58,4 Series,East,12,44,85,38,65
84,4 Series,South,12,14,90,16,46
68,X7,South,12,14,26,38,81
84,X5,West,12,27,37,25,39
86,i4,North,12,35,6,42,17
157,X5,North,12,47,20,49,69
144,X3,East,12,28,78,45,41
235,7 Series,South,12,40,69,24,21
63,X5,East,12,40,44,21,62
175,iX,Central,12,40,49,49,88
