dealer_id,model,region,month,sales,current_inventory,previous_month_sales,inventory_30_days_ago,next_month_sales
D030,2 Series,East,2024-02,9,32,10,30,11
D030,2 Series,East,2024-03,11,31,9,29,14
D030,2 Series,East,2024-04,14,32,11,29,14
D030,2 Series,East,2024-05,14,29,14,28,11
D030,2 Series,East,2024-06,11,30,14,35,13
D030,2 Series,East,2024-07,13,28,11,24,13
D030,2 Series,East,2024-08,13,26,13,22,12
D030,2 Series,East,2024-09,12,28,13,27,18
D030,2 Series,East,2024-10,18,30,12,35,15
D030,2 Series,East,2024-11,15,30,18,29,13
D030,2 Series,East,2024-12,13,28,15,23,11
D030,2 Series,East,2025-01,11,27,13,23,10
D030,2 Series,East,2025-02,10,26,11,28,15
D030,2 Series,East,2025-03,15,25,10,30,11
D030,2 Series,East,2025-04,11,25,15,21,13
D030,2 Series,East,2025-05,13,25,11,27,12
D030,2 Series,East,2025-06,12,28,13,25,11
D030,2 Series,East,2025-07,11,26,12,21,10
D030,2 Series,East,2025-08,10,28,11,32,14
D030,2 Series,East,2025-09,14,29,10,26,11
D030,2 Series,East,2025-10,11,27,14,24,14
D030,2 Series,East,2025-11,14,29,11,27,14
D030,3 Series,East,2021-01,15,24,15,24,21
D030,3 Series,East,2021-02,21,26,15,31,19
D030,3 Series,East,2021-03,19,25,21,24,17
D030,3 Series,East,2021-04,17,22,19,22,23
D030,3 Series,East,2021-05,23,18,17,17,19
D030,3 Series,East,2021-06,19,28,23,31,19
D030,3 Series,East,2021-07,19,25,19,20,18
D030,3 Series,East,2021-08,18,29,19,32,24
D030,3 Series,East,2021-09,24,32,18,27,23
D030,3 Series,East,2021-10,23,27,24,22,23
D030,3 Series,East,2021-11,23,27,23,28,24
D030,3 Series,East,2021-12,24,31,23,33,12
D030,3 Series,East,2022-01,12,33,24,36,17
D030,3 Series,East,2022-02,17,33,12,35,23
D030,3 Series,East,2022-03,23,30,17,35,23
D030,3 Series,East,2022-04,23,35,23,32,17
D030,3 Series,East,2022-05,17,34,23,35,22
D030,3 Series,East,2022-06,22,38,17,38,15
D030,3 Series,East,2022-07,15,33,22,31,20
D030,3 Series,East,2022-08,20,31,15,27,21
D030,3 Series,East,2022-09,21,32,20,37,24
D030,3 Series,East,2022-10,24,29,21,26,26
D030,3 Series,East,2022-11,26,31,24,26,26
D030,3 Series,East,2022-12,26,35,26,35,20
D030,3 Series,East,2023-01,20,39,26,41,18
D030,3 Series,East,2023-02,18,38,20,40,23
D030,3 Series,East,2023-03,23,36,18,41,21
D030,3 Series,East,2023-04,21,42,23,39,17
D030,3 Series,East,2023-05,17,41,21,36,20
D030,3 Series,East,2023-06,20,43,17,47,22
D030,3 Series,East,2023-07,22,42,20,43,25
D030,3 Series,East,2023-08,25,43,22,45,18
D030,3 Series,East,2023-09,18,42,25,45,24
D030,3 Series,East,2023-10,24,39,18,41,21
D030,3 Series,East,2023-11,21,36,24,34,18
D030,3 Series,East,2023-12,18,34,21,39,24
D030,3 Series,East,2024-01,24,31,18,29,21
D030,3 Series,East,2024-02,21,26,24,21,22
D030,3 Series,East,2024-03,22,29,21,31,20
D030,3 Series,East,2024-04,20,34,22,36,23
D030,3 Series,East,2024-05,23,31,20,29,20
D030,3 Series,East,2024-06,20,27,23,30,23
D030,3 Series,East,2024-07,23,24,20,25,22
D030,3 Series,East,2024-08,22,20,23,17,21
D030,3 Series,East,2024-09,21,19,22,19,26
D030,3 Series,East,2024-10,26,23,21,25,25
D030,3 Series,East,2024-11,25,28,26,24,24
D030,3 Series,East,2024-12,24,27,25,22,15
D030,3 Series,East,2025-01,15,29,24,28,19
D030,3 Series,East,2025-02,19,31,15,30,25
D030,3 Series,East,2025-03,25,32,19,35,18
D030,3 Series,East,2025-04,18,30,25,27,25
D030,3 Series,East,2025-05,25,33,18,34,24
D030,3 Series,East,2025-06,24,36,25,33,26
D030,3 Series,East,2025-07,26,31,24,33,22
D030,3 Series,East,2025-08,22,32,26,27,21
D030,3 Series,East,2025-09,21,31,22,35,26
D030,3 Series,East,2025-10,26,32,21,36,27
D030,3 Series,East,2025-11,27,34,26,36,19
D030,4 Series,East,2021-01,8,11,8,11,11
D030,4 Series,East,2021-02,11,12,8,16,11
D030,4 Series,East,2021-03,11,11,11,14,12
D030,4 Series,East,2021-04,12,10,11,13,12
D030,4 Series,East,2021-05,12,13,12,15,11
D030,4 Series,East,2021-06,11,15,12,10,11
D030,4 Series,East,2021-07,11,14,11,16,10
D030,4 Series,East,2021-08,10,16,11,17,14
D030,4 Series,East,2021-09,14,17,10,14,10
D030,4 Series,East,2021-10,10,20,14,22,13
D030,4 Series,East,2021-11,13,22,10,21,15
D030,4 Series,East,2021-12,15,19,13,20,13
D030,4 Series,East,2022-01,13,20,15,16,9
D030,4 Series,East,2022-02,9,21,13,25,11
D030,4 Series,East,2022-03,11,22,9,17,12
D030,4 Series,East,2022-04,12,22,11,24,14
D030,4 Series,East,2022-05,14,24,12,28,12
D030,4 Series,East,2022-06,12,24,14,25,12
D030,4 Series,East,2022-07,12,27,12,22,12
D030,4 Series,East,2022-08,12,24,12,21,14
D030,4 Series,East,2022-09,14,23,12,21,10
D030,4 Series,East,2022-10,10,26,14,25,14
D030,4 Series,East,2022-11,14,24,10,26,14
D030,4 Series,East,2022-12,14,27,14,27,8
D030,4 Series,East,2023-01,8,30,14,33,10
D030,4 Series,East,2023-02,10,32,8,30,12
D030,4 Series,East,2023-03,12,31,10,30,14
D030,4 Series,East,2023-04,14,34,12,35,12
D030,4 Series,East,2023-05,12,37,14,32,10
D030,4 Series,East,2023-06,10,38,12,35,12
D030,4 Series,East,2023-07,12,36,10,41,10
D030,4 Series,East,2023-08,10,38,12,34,12
D030,4 Series,East,2023-09,12,38,10,43,12
D030,4 Series,East,2023-10,12,38,12,39,15
D030,4 Series,East,2023-11,15,36,12,34,14
D030,4 Series,East,2023-12,14,40,15,35,11
D030,4 Series,East,2024-01,11,43,14,47,10
D030,4 Series,East,2024-02,10,41,11,39,11
D030,4 Series,East,2024-03,11,43,10,43,14
D030,4 Series,East,2024-04,14,42,11,37,12
D030,4 Series,East,2024-05,12,40,14,37,12
D030,4 Series,East,2024-06,12,43,12,39,12
D030,4 Series,East,2024-07,12,43,12,44,13
D030,4 Series,East,2024-08,13,43,12,42,11
D030,4 Series,East,2024-09,11,41,13,40,11
D030,4 Series,East,2024-10,11,43,11,48,15
D030,4 Series,East,2024-11,15,43,11,42,14
D030,4 Series,East,2024-12,14,47,15,46,10
D030,4 Series,East,2025-01,10,47,14,45,9
D030,4 Series,East,2025-02,9,46,10,47,13
D030,4 Series,East,2025-03,13,44,9,40,12
D030,4 Series,East,2025-04,12,41,13,36,15
D030,4 Series,East,2025-05,15,41,12,38,9
D030,4 Series,East,2025-06,9,40,15,39,15
D030,4 Series,East,2025-07,15,39,9,44,13
D030,4 Series,East,2025-08,13,38,15,43,13
D030,4 Series,East,2025-09,13,39,13,43,19
D030,4 Series,East,2025-10,19,41,13,46,16
D030,4 Series,East,2025-11,16,41,19,37,14
D030,5 Series,East,2021-01,19,24,19,24,18
D030,5 Series,East,2021-02,18,24,19,21,19
D030,5 Series,East,2021-03,19,22,18,18,31
D030,5 Series,East,2021-04,31,22,19,17,24
D030,5 Series,East,2021-05,24,26,31,22,20
D030,5 Series,East,2021-06,20,28,24,31,23
D030,5 Series,East,2021-07,23,27,20,27,23
D030,5 Series,East,2021-08,23,23,23,26,25
D030,5 Series,East,2021-09,25,19,23,16,26
D030,5 Series,East,2021-10,26,22,25,23,26
D030,5 Series,East,2021-11,26,24,26,19,25
D030,5 Series,East,2021-12,25,23,26,27,21
D030,5 Series,East,2022-01,21,27,25,32,21
D030,5 Series,East,2022-02,21,33,21,30,25
D030,5 Series,East,2022-03,25,33,21,31,25
D030,5 Series,East,2022-04,25,33,25,32,27
D030,5 Series,East,2022-05,27,33,25,31,27
D030,5 Series,East,2022-06,27,41,27,46,32
D030,5 Series,East,2022-07,32,39,27,40,28
D030,5 Series,East,2022-08,28,35,32,35,22
D030,5 Series,East,2022-09,22,42,28,45,25
D030,5 Series,East,2022-10,25,45,22,40,29
D030,5 Series,East,2022-11,29,40,25,37,23
D030,5 Series,East,2022-12,23,48,29,51,23
D030,5 Series,East,2023-01,23,46,23,48,18
D030,5 Series,East,2023-02,18,45,23,44,23
D030,5 Series,East,2023-03,23,43,18,48,27
D030,5 Series,East,2023-04,27,38,23,33,28
D030,5 Series,East,2023-05,28,38,27,33,24
D030,5 Series,East,2023-06,24,37,28,33,23
D030,5 Series,East,2023-07,23,36,24,33,19
D030,5 Series,East,2023-08,19,39,23,42,23
D030,5 Series,East,2023-09,23,40,19,39,31
D030,5 Series,East,2023-10,31,40,23,40,32
D030,5 Series,East,2023-11,32,45,31,50,28
D030,5 Series,East,2023-12,28,52,32,54,26
D030,5 Series,East,2024-01,26,47,28,50,19
D030,5 Series,East,2024-02,19,48,26,52,26
D030,5 Series,East,2024-03,26,51,19,50,24
D030,5 Series,East,2024-04,24,53,26,55,27
D030,5 Series,East,2024-05,27,59,24,59,26
D030,5 Series,East,2024-06,26,61,27,65,27
D030,5 Series,East,2024-07,27,57,26,54,22
D030,5 Series,East,2024-08,22,54,27,57,32
D030,5 Series,East,2024-09,32,49,22,48,31
D030,5 Series,East,2024-10,31,57,32,62,27
D030,5 Series,East,2024-11,27,51,31,50,29
D030,5 Series,East,2024-12,29,54,27,49,22
D030,5 Series,East,2025-01,22,56,29,56,21
D030,5 Series,East,2025-02,21,61,22,57,25
D030,5 Series,East,2025-03,25,66,21,70,27
D030,5 Series,East,2025-04,27,66,25,70,20
D030,5 Series,East,2025-05,20,67,27,71,25
D030,5 Series,East,2025-06,25,69,20,72,24
D030,5 Series,East,2025-07,24,69,25,64,27
D030,5 Series,East,2025-08,27,69,24,65,32
D030,5 Series,East,2025-09,32,76,27,81,32
D030,5 Series,East,2025-10,32,82,32,87,33
D030,5 Series,East,2025-11,33,80,32,76,30
D030,7 Series,East,2021-01,7,9,7,9,8
D030,7 Series,East,2021-02,8,10,7,5,8
D030,7 Series,East,2021-03,8,11,8,8,10
D030,7 Series,East,2021-04,10,12,8,14,10
D030,7 Series,East,2021-05,10,14,10,11,10
D030,7 Series,East,2021-06,10,13,10,16,7
D030,7 Series,East,2021-07,7,11,10,13,9
D030,7 Series,East,2021-08,9,11,7,14,9
D030,7 Series,East,2021-09,9,9,9,4,13
D030,7 Series,East,2021-10,13,8,9,4,9
D030,7 Series,East,2021-11,9,13,13,15,12
D030,7 Series,East,2021-12,12,12,9,13,8
D030,7 Series,East,2022-01,8,13,12,14,10
D030,7 Series,East,2022-02,10,15,8,17,8
D030,7 Series,East,2022-03,8,16,10,17,9
D030,7 Series,East,2022-04,9,17,8,15,12
D030,7 Series,East,2022-05,12,17,9,22,10
D030,7 Series,East,2022-06,10,20,12,22,9
D030,7 Series,East,2022-07,9,18,10,19,10
D030,7 Series,East,2022-08,10,19,9,20,10
D030,7 Series,East,2022-09,10,21,10,18,11
D030,7 Series,East,2022-10,11,21,10,24,11
D030,7 Series,East,2022-11,11,23,11,21,9
D030,7 Series,East,2022-12,9,24,11,20,8
D030,7 Series,East,2023-01,8,26,9,21,9
D030,7 Series,East,2023-02,9,27,8,31,11
D030,7 Series,East,2023-03,11,26,9,21,11
D030,7 Series,East,2023-04,11,28,11,24,13
D030,7 Series,East,2023-05,13,27,11,25,9
D030,7 Series,East,2023-06,9,25,13,22,9
D030,7 Series,East,2023-07,9,27,9,24,9
D030,7 Series,East,2023-08,9,26,9,31,10
D030,7 Series,East,2023-09,10,27,9,23,11
D030,7 Series,East,2023-10,11,27,10,24,13
D030,7 Series,East,2023-11,13,29,11,25,10
D030,7 Series,East,2023-12,10,32,13,31,10
D030,7 Series,East,2024-01,10,30,10,26,9
D030,7 Series,East,2024-02,9,28,10,23,11
D030,7 Series,East,2024-03,11,29,9,32,11
D030,7 Series,East,2024-04,11,29,11,24,10
D030,7 Series,East,2024-05,10,29,11,32,9
D030,7 Series,East,2024-06,9,28,10,33,8
D030,7 Series,East,2024-07,8,28,9,27,9
D030,7 Series,East,2024-08,9,27,8,25,12
D030,7 Series,East,2024-09,12,29,9,26,9
D030,7 Series,East,2024-10,9,28,12,33,11
D030,7 Series,East,2024-11,11,26,9,24,12
D030,7 Series,East,2024-12,12,25,11,26,11
D030,7 Series,East,2025-01,11,28,12,23,7
D030,7 Series,East,2025-02,7,29,11,24,10
D030,7 Series,East,2025-03,10,28,7,33,9
D030,7 Series,East,2025-04,9,29,10,33,11
D030,7 Series,East,2025-05,11,27,9,22,10
D030,7 Series,East,2025-06,10,26,11,26,7
D030,7 Series,East,2025-07,7,25,10,27,11
D030,7 Series,East,2025-08,11,26,7,29,11
D030,7 Series,East,2025-09,11,26,11,28,12
D030,7 Series,East,2025-10,12,29,11,33,14
D030,7 Series,East,2025-11,14,28,12,23,12
D030,X1,East,2021-01,18,30,18,30,13
D030,X1,East,2021-02,13,28,18,27,21
D030,X1,East,2021-03,21,28,13,25,19
D030,X1,East,2021-04,19,28,21,25,20
D030,X1,East,2021-05,20,30,19,32,17
D030,X1,East,2021-06,17,32,20,33,19
D030,X1,East,2021-07,19,36,17,32,18
D030,X1,East,2021-08,18,40,19,39,24
D030,X1,East,2021-09,24,39,18,38,25
D030,X1,East,2021-10,25,36,24,37,23
D030,X1,East,2021-11,23,33,25,36,20
D030,X1,East,2021-12,20,38,23,34,16
D030,X1,East,2022-01,16,34,20,38,16
D030,X1,East,2022-02,16,32,16,33,16
D030,X1,East,2022-03,16,30,16,26,17
D030,X1,East,2022-04,17,31,16,32,21
D030,X1,East,2022-05,21,34,17,32,21
D030,X1,East,2022-06,21,31,21,27,15
D030,X1,East,2022-07,15,27,21,23,18
D030,X1,East,2022-08,18,25,15,25,25
D030,X1,East,2022-09,25,27,18,30,23
D030,X1,East,2022-10,23,31,25,32,24
D030,X1,East,2022-11,24,29,23,29,22
D030,X1,East,2022-12,22,26,24,27,16
D030,X1,East,2023-01,16,30,22,27,24
D030,X1,East,2023-02,24,33,16,28,19
D030,X1,East,2023-03,19,34,24,33,21
D030,X1,East,2023-04,21,34,19,38,22
D030,X1,East,2023-05,22,34,21,39,16
D030,X1,East,2023-06,16,37,22,41,17
D030,X1,East,2023-07,17,35,16,30,19
D030,X1,East,2023-08,19,35,17,34,23
D030,X1,East,2023-09,23,33,19,31,21
D030,X1,East,2023-10,21,33,23,31,26
D030,X1,East,2023-11,26,37,21,33,17
D030,X1,East,2023-12,17,36,26,36,18
D030,X1,East,2024-01,18,40,17,45,13
D030,X1,East,2024-02,13,38,18,37,23
D030,X1,East,2024-03,23,36,13,40,20
D030,X1,East,2024-04,20,40,23,37,17
D030,X1,East,2024-05,17,37,20,36,19
D030,X1,East,2024-06,19,35,17,35,18
D030,X1,East,2024-07,18,39,19,44,22
D030,X1,East,2024-08,22,39,18,36,22
D030,X1,East,2024-09,22,36,22,38,24
D030,X1,East,2024-10,24,36,22,35,30
D030,X1,East,2024-11,30,34,24,32,19
D030,X1,East,2024-12,19,35,30,40,18
D030,X1,East,2025-01,18,33,19,38,21
D030,X1,East,2025-02,21,30,18,26,18
D030,X1,East,2025-03,18,32,21,30,21
D030,X1,East,2025-04,21,36,18,41,23
D030,X1,East,2025-05,23,36,21,40,22
D030,X1,East,2025-06,22,33,23,34,22
D030,X1,East,2025-07,22,38,22,39,25
D030,X1,East,2025-08,25,39,22,38,24
D030,X1,East,2025-09,24,36,25,39,20
D030,X1,East,2025-10,20,41,24,36,30
D030,X1,East,2025-11,30,45,20,44,23
D030,X3,East,2021-01,16,28,16,28,22
D030,X3,East,2021-02,22,32,16,29,23
D030,X3,East,2021-03,23,31,22,35,18
D030,X3,East,2021-04,18,28,23,24,25
D030,X3,East,2021-05,25,31,18,36,23
D030,X3,East,2021-06,23,32,25,36,23
D030,X3,East,2021-07,23,28,23,26,23
D030,X3,East,2021-08,23,28,23,30,34
D030,X3,East,2021-09,34,30,23,31,32
D030,X3,East,2021-10,32,29,34,24,28
D030,X3,East,2021-11,28,35,32,33,29
D030,X3,East,2021-12,29,38,28,33,19
D030,X3,East,2022-01,19,39,29,44,21
D030,X3,East,2022-02,21,42,19,38,24
D030,X3,East,2022-03,24,47,21,42,22
D030,X3,East,2022-04,22,51,24,56,24
D030,X3,East,2022-05,24,50,22,48,24
D030,X3,East,2022-06,24,56,24,57,25
D030,X3,East,2022-07,25,56,24,53,26
D030,X3,East,2022-08,26,60,25,64,24
D030,X3,East,2022-09,24,62,26,64,29
D030,X3,East,2022-10,29,59,24,61,35
D030,X3,East,2022-11,35,66,29,69,27
D030,X3,East,2022-12,27,67,35,65,20
D030,X3,East,2023-01,20,74,27,69,18
D030,X3,East,2023-02,18,79,20,78,26
D030,X3,East,2023-03,26,83,18,81,25
D030,X3,East,2023-04,25,87,26,90,29
D030,X3,East,2023-05,29,86,25,86,28
D030,X3,East,2023-06,28,81,29,81,25
D030,X3,East,2023-07,25,85,28,90,27
D030,X3,East,2023-08,27,85,25,83,25
D030,X3,East,2023-09,25,79,27,77,27
D030,X3,East,2023-10,27,75,25,71,31
D030,X3,East,2023-11,31,82,27,86,28
D030,X3,East,2023-12,28,85,31,86,21
D030,X3,East,2024-01,21,90,28,95,25
D030,X3,East,2024-02,25,86,21,87,22
D030,X3,East,2024-03,22,81,25,85,27
D030,X3,East,2024-04,27,85,22,80,32
D030,X3,East,2024-05,32,82,27,84,30
D030,X3,East,2024-06,30,84,32,84,31
D030,X3,East,2024-07,31,84,30,80,21
D030,X3,East,2024-08,21,91,31,96,30
D030,X3,East,2024-09,30,91,21,96,35
D030,X3,East,2024-10,35,99,30,99,33
D030,X3,East,2024-11,33,101,35,106,28
D030,X3,East,2024-12,28,103,33,105,22
D030,X3,East,2025-01,22,101,28,102,23
D030,X3,East,2025-02,23,104,22,103,25
D030,X3,East,2025-03,25,100,23,102,29
D030,X3,East,2025-04,29,107,25,106,33
D030,X3,East,2025-05,33,115,29,115,27
D030,X3,East,2025-06,27,122,33,122,29
D030,X3,East,2025-07,29,129,27,134,26
D030,X3,East,2025-08,26,123,29,123,22
D030,X3,East,2025-09,22,118,26,123,31
D030,X3,East,2025-10,31,117,22,112,34
D030,X3,East,2025-11,34,113,31,110,30
D030,X5,East,2021-01,17,23,17,23,16
D030,X5,East,2021-02,16,24,17,25,22
D030,X5,East,2021-03,22,24,16,27,27
D030,X5,East,2021-04,27,28,22,32,22
D030,X5,East,2021-05,22,30,27,32,18
D030,X5,East,2021-06,18,31,22,33,24
D030,X5,East,2021-07,24,29,18,28,21
D030,X5,East,2021-08,21,30,24,27,20
D030,X5,East,2021-09,20,31,21,30,26
D030,X5,East,2021-10,26,33,20,31,22
D030,X5,East,2021-11,22,32,26,37,26
D030,X5,East,2021-12,26,32,22,33,19
D030,X5,East,2022-01,19,27,26,26,21
D030,X5,East,2022-02,21,28,19,32,23
D030,X5,East,2022-03,23,32,21,28,23
D030,X5,East,2022-04,23,29,23,27,30
D030,X5,East,2022-05,30,26,23,31,22
D030,X5,East,2022-06,22,25,30,28,23
D030,X5,East,2022-07,23,27,22,30,24
D030,X5,East,2022-08,24,31,23,27,24
D030,X5,East,2022-09,24,31,24,30,21
D030,X5,East,2022-10,21,32,24,35,28
D030,X5,East,2022-11,28,33,21,31,27
D030,X5,East,2022-12,27,29,28,28,24
D030,X5,East,2023-01,24,29,27,30,22
D030,X5,East,2023-02,22,34,24,33,18
D030,X5,East,2023-03,18,34,22,31,26
D030,X5,East,2023-04,26,37,18,42,21
D030,X5,East,2023-05,21,33,26,36,25
D030,X5,East,2023-06,25,29,21,25,25
D030,X5,East,2023-07,25,26,25,27,27
D030,X5,East,2023-08,27,25,25,21,25
D030,X5,East,2023-09,25,30,27,27,23
D030,X5,East,2023-10,23,35,25,36,25
D030,X5,East,2023-11,25,39,23,35,23
D030,X5,East,2023-12,23,39,25,34,26
D030,X5,East,2024-01,26,39,23,35,23
D030,X5,East,2024-02,23,41,26,36,27
D030,X5,East,2024-03,27,47,23,45,26
D030,X5,East,2024-04,26,44,27,39,31
D030,X5,East,2024-05,31,42,26,39,25
D030,X5,East,2024-06,25,41,31,40,27
D030,X5,East,2024-07,27,42,25,43,23
D030,X5,East,2024-08,23,49,27,47,26
D030,X5,East,2024-09,26,51,23,49,27
D030,X5,East,2024-10,27,53,26,53,35
D030,X5,East,2024-11,35,57,27,53,17
D030,X5,East,2024-12,17,61,35,61,26
D030,X5,East,2025-01,26,63,17,60,23
D030,X5,East,2025-02,23,65,26,62,29
D030,X5,East,2025-03,29,60,23,55,23
D030,X5,East,2025-04,23,56,29,51,31
D030,X5,East,2025-05,31,51,23,52,22
D030,X5,East,2025-06,22,59,31,64,21
D030,X5,East,2025-07,21,58,22,62,24
D030,X5,East,2025-08,24,57,21,62,24
D030,X5,East,2025-09,24,62,24,59,32
D030,X5,East,2025-10,32,60,24,63,30
D030,X5,East,2025-11,30,62,32,64,24
D030,X7,East,2021-01,8,11,8,11,10
D030,X7,East,2021-02,10,10,8,8,10
D030,X7,East,2021-03,10,9,10,8,10
D030,X7,East,2021-04,10,8,10,11,10
D030,X7,East,2021-05,10,11,10,7,7
D030,X7,East,2021-06,7,10,10,12,10
D030,X7,East,2021-07,10,10,7,7,10
D030,X7,East,2021-08,10,8,10,3,14
D030,X7,East,2021-09,14,10,10,9,12
D030,X7,East,2021-10,12,17,14,20,10
D030,X7,East,2021-11,10,18,12,16,14
D030,X7,East,2021-12,14,20,10,21,10
D030,X7,East,2022-01,10,18,14,14,6
D030,X7,East,2022-02,6,17,10,14,10
D030,X7,East,2022-03,10,18,6,18,10
D030,X7,East,2022-04,10,20,10,16,10
D030,X7,East,2022-05,10,18,10,21,9
D030,X7,East,2022-06,9,18,10,21,9
D030,X7,East,2022-07,9,20,9,20,11
D030,X7,East,2022-08,11,19,9,20,12
D030,X7,East,2022-09,12,20,11,21,8
D030,X7,East,2022-10,8,19,12,22,11
D030,X7,East,2022-11,11,21,8,21,13
D030,X7,East,2022-12,13,23,11,27,9
D030,X7,East,2023-01,9,24,13,27,12
D030,X7,East,2023-02,12,26,9,29,9
D030,X7,East,2023-03,9,23,12,28,10
D030,X7,East,2023-04,10,24,9,21,11
D030,X7,East,2023-05,11,24,10,29,12
D030,X7,East,2023-06,12,22,11,23,8
D030,X7,East,2023-07,8,19,12,18,13
D030,X7,East,2023-08,13,21,8,22,14
D030,X7,East,2023-09,14,22,13,22,11
D030,X7,East,2023-10,11,21,14,19,16
D030,X7,East,2023-11,16,20,11,24,11
D030,X7,East,2023-12,11,21,16,17,9
D030,X7,East,2024-01,9,23,11,20,10
D030,X7,East,2024-02,10,24,9,19,12
D030,X7,East,2024-03,12,22,10,21,9
D030,X7,East,2024-04,9,25,12,22,13
D030,X7,East,2024-05,13,27,9,25,12
D030,X7,East,2024-06,12,27,13,23,11
D030,X7,East,2024-07,11,25,12,29,13
D030,X7,East,2024-08,13,25,11,20,14
D030,X7,East,2024-09,14,22,13,20,12
D030,X7,East,2024-10,12,19,14,20,12
D030,X7,East,2024-11,12,18,12,18,17
D030,X7,East,2024-12,17,16,12,19,12
D030,X7,East,2025-01,12,19,17,24,9
D030,X7,East,2025-02,9,16,12,20,10
D030,X7,East,2025-03,10,16,9,17,13
D030,X7,East,2025-04,13,17,10,12,10
D030,X7,East,2025-05,10,19,13,21,12
D030,X7,East,2025-06,12,19,10,21,11
D030,X7,East,2025-07,11,18,12,20,12
D030,X7,East,2025-08,12,20,11,24,12
D030,X7,East,2025-09,12,20,12,22,16
D030,X7,East,2025-10,16,17,12,20,12
D030,X7,East,2025-11,12,20,16,16,12
D030,i4,East,2021-01,12,18,12,18,12
D030,i4,East,2021-02,12,19,12,21,12
D030,i4,East,2021-03,12,21,12,21,17
D030,i4,East,2021-04,17,20,12,17,14
D030,i4,East,2021-05,14,22,17,17,15
D030,i4,East,2021-06,15,24,14,28,14
D030,i4,East,2021-07,14,22,15,25,17
D030,i4,East,2021-08,17,22,14,25,14
D030,i4,East,2021-09,14,20,17,16,17
D030,i4,East,2021-10,17,18,14,18,16
D030,i4,East,2021-11,16,19,17,16,13
D030,i4,East,2021-12,13,22,16,23,13
D030,i4,East,2022-01,13,23,13,22,13
D030,i4,East,2022-02,13,22,13,25,14
D030,i4,East,2022-03,14,20,13,22,13
D030,i4,East,2022-04,13,18,14,14,17
D030,i4,East,2022-05,17,15,13,19,12
D030,i4,East,2022-06,12,15,17,20,12
D030,i4,East,2022-07,12,15,12,19,14
D030,i4,East,2022-08,14,12,12,13,15
D030,i4,East,2022-09,15,13,14,18,18
D030,i4,East,2022-10,18,13,15,14,18
D030,i4,East,2022-11,18,17,18,16,16
D030,i4,East,2022-12,16,21,18,23,14
D030,i4,East,2023-01,14,18,16,17,12
D030,i4,East,2023-02,12,15,14,10,13
D030,i4,East,2023-03,13,17,12,19,16
D030,i4,East,2023-04,16,16,13,21,20
D030,i4,East,2023-05,20,16,16,11,14
D030,i4,East,2023-06,14,17,20,19,15
D030,i4,East,2023-07,15,17,14,19,12
D030,i4,East,2023-08,12,16,15,20,17
D030,i4,East,2023-09,17,14,12,17,15
D030,i4,East,2023-10,15,19,17,16,17
D030,i4,East,2023-11,17,22,15,26,17
D030,i4,East,2023-12,17,19,17,14,13
D030,i4,East,2024-01,13,22,17,21,15
D030,i4,East,2024-02,15,24,13,20,16
D030,i4,East,2024-03,16,21,15,26,14
D030,i4,East,2024-04,14,25,16,24,15
D030,i4,East,2024-05,15,29,14,31,16
D030,i4,East,2024-06,16,28,15,27,13
D030,i4,East,2024-07,13,32,16,32,12
D030,i4,East,2024-08,12,33,13,30,15
D030,i4,East,2024-09,15,36,12,32,18
D030,i4,East,2024-10,18,39,15,43,20
D030,i4,East,2024-11,20,40,18,36,18
D030,i4,East,2024-12,18,41,20,39,14
D030,i4,East,2025-01,14,38,18,37,17
D030,i4,East,2025-02,17,35,14,35,19
D030,i4,East,2025-03,19,35,17,34,19
D030,i4,East,2025-04,19,35,19,37,16
D030,i4,East,2025-05,16,38,19,34,18
D030,i4,East,2025-06,18,36,16,39,17
D030,i4,East,2025-07,17,36,18,39,16
D030,i4,East,2025-08,16,36,17,41,18
D030,i4,East,2025-09,18,35,16,40,18
D030,i4,East,2025-10,18,33,18,35,23
D030,i4,East,2025-11,23,30,18,35,17
D030,i5,East,2021-01,12,15,12,15,12
D030,i5,East,2021-02,12,15,12,13,11
D030,i5,East,2021-03,11,16,12,13,16
D030,i5,East,2021-04,16,14,11,9,16
D030,i5,East,2021-05,16,15,16,20,17
D030,i5,East,2021-06,17,19,16,20,15
D030,i5,East,2021-07,15,20,17,18,14
D030,i5,East,2021-08,14,21,15,19,16
D030,i5,East,2021-09,16,22,14,24,17
D030,i5,East,2021-10,17,24,16,19,19
D030,i5,East,2021-11,19,23,17,26,18
D030,i5,East,2021-12,18,21,19,19,13
D030,i5,East,2022-01,13,24,18,28,12
D030,i5,East,2022-02,12,25,13,24,9
D030,i5,East,2022-03,9,28,12,28,18
D030,i5,East,2022-04,18,27,9,29,13
D030,i5,East,2022-05,13,23,18,21,15
D030,i5,East,2022-06,15,21,13,25,14
D030,i5,East,2022-07,14,23,15,25,13
D030,i5,East,2022-08,13,20,14,25,12
D030,i5,East,2022-09,12,19,13,15,16
D030,i5,East,2022-10,16,22,12,18,20
D030,i5,East,2022-11,20,21,16,21,16
D030,i5,East,2022-12,16,26,20,27,14
D030,i5,East,2023-01,14,30,16,32,14
D030,i5,East,2023-02,14,29,14,32,15
D030,i5,East,2023-03,15,27,14,26,16
D030,i5,East,2023-04,16,25,15,25,14
D030,i5,East,2023-05,14,24,16,26,17
D030,i5,East,2023-06,17,27,14,30,12
D030,i5,East,2023-07,12,28,17,31,16
