claim_id,vehicle_id,claim_date,component,claim_amount,claim_status
CLM000410,BMWV0141,2024-12-15,Electrical System,1898.55,Approved
CLM000411,BMWV0087,2025-12-06,Steering,2400.18,Approved
CLM000412,BMWV0058,2025-06-27,Suspension,1037.34,Rejected
CLM000413,BMWV0050,2024-04-15,Engine,7205.38,Approved
CLM000414,BMWV0030,2026-06-30,Electrical System,1105.78,Approved
CLM000415,BMWV0190,2025-12-16,Engine,7319.1,Approved
CLM000416,BMWV0101,2024-01-01,Engine,2371.3,Approved
CLM000417,BMWV0025,2026-01-26,Air Conditioning,1939.06,Approved
CLM000418,BMWV0112,2025-08-06,Brake System,1023.74,Approved
CLM000419,BMWV0155,2025-03-07,Engine,3786.8,Approved
CLM000420,BMWV0179,2024-11-01,Engine,3576.26,Approved
CLM000421,BMWV0185,2026-06-27,Cooling System,1207.22,Approved
CLM000422,BMWV0126,2025-06-10,Engine,8493.63,Approved
CLM000423,BMWV0123,2024-02-22,Brake System,591.51,Approved
CLM000424,BMWV0047,2026-07-28,Brake System,409.99,Pending
CLM000425,BMWV0118,2025-06-03,Engine,5719.74,Approved
CLM000426,BMWV0039,2024-11-25,Transmission,3942.71,Approved
CLM000427,BMWV0016,2025-07-11,Battery,2954.04,Approved
CLM000428,BMWV0022,2024-11-20,Suspension,2000.65,Rejected
CLM000429,BMWV0054,2024-04-23,Brake System,664.07,Pending
CLM000430,BMWV0149,2024-05-26,Electrical System,3214.13,Approved
CLM000431,BMWV0200,2024-06-14,Cooling System,1214.91,Approved
CLM000432,BMWV0016,2025-01-13,Suspension,709.81,Approved
CLM000433,BMWV0059,2024-05-18,Brake System,1400.56,Approved
CLM000434,BMWV0031,2025-09-20,Brake System,1246.81,Approved
CLM000435,BMWV0170,2024-10-25,Electrical System,1310.38,Rejected
CLM000436,BMWV0032,2024-10-02,Air Conditioning,1461.96,Approved
CLM000437,BMWV0187,2026-07-04,Brake System,590.79,Approved
CLM000438,BMWV0162,2026-02-27,Electrical System,1723.49,Approved
CLM000439,BMWV0009,2026-04-29,Engine,7826.06,Approved
CLM000440,BMWV0139,2026-04-04,Battery,1274.2,Pending
CLM000441,BMWV0010,2024-06-26,Transmission,3433.48,Rejected
CLM000442,BMWV0017,2026-04-21,Engine,7301.65,Approved
CLM000443,BMWV0068,2024-12-19,Engine,8295.59,Approved
CLM000444,BMWV0048,2024-06-02,Electrical System,1752.56,Approved
CLM000445,BMWV0180,2026-07-14,Brake System,1035.85,Approved
CLM000446,BMWV0111,2024-07-19,Transmission,4360.86,Approved
CLM000447,BMWV0153,2026-05-27,Brake System,1695.14,Approved
CLM000448,BMWV0123,2024-04-24,Brake System,1580.22,Rejected
CLM000449,BMWV0149,2025-11-01,Transmission,2353.01,Approved
CLM000450,BMWV0101,2025-07-07,Air Conditioning,1101.68,Rejected
CLM000451,BMWV0102,2026-01-28,Suspension,1513.6,Approved
CLM000452,BMWV0065,2024-03-08,Suspension,2293.83,Pending
CLM000453,BMWV0191,2025-03-20,Electrical System,2229.26,Approved
CLM000454,BMWV0051,2025-03-20,Brake System,1264.04,Approved
CLM000455,BMWV0036,2024-11-21,Engine,8487.94,Approved
CLM000456,BMWV0081,2026-04-25,Transmission,1874.8,Rejected
CLM000457,BMWV0127,2025-12-08,Engine,3294.17,Approved
CLM000458,BMWV0088,2025-08-24,Cooling System,1156.58,Approved
CLM000459,BMWV0194,2025-09-14,Engine,4130.14,Approved
CLM000460,BMWV0104,2026-05-29,Engine,1945.03,Approved
CLM000461,BMWV0015,2024-12-24,Fuel System,547.32,Approved
CLM000462,BMWV0096,2024-05-24,Cooling System,1730.0,Rejected
CLM000463,BMWV0167,2024-10-01,Suspension,2510.38,Approved
CLM000464,BMWV0123,2025-05-23,Engine,5245.32,Approved
CLM000465,BMWV0198,2024-06-27,Engine,5412.58,Approved
CLM000466,BMWV0001,2026-01-22,Battery,1796.9,Approved
CLM000467,BMWV0151,2026-04-17,Engine,6944.77,Approved
CLM000468,BMWV0122,2026-04-10,Engine,6837.02,Approved
CLM000469,BMWV0167,2025-04-21,Brake System,1161.97,Approved
CLM000470,BMWV0126,2026-04-22,Cooling System,746.6,Approved
CLM000471,BMWV0057,2025-02-17,Battery,1117.18,Pending
CLM000472,BMWV0081,2024-06-01,Air Conditioning,375.27,Approved
CLM000473,BMWV0162,2024-04-13,Air Conditioning,1405.76,Approved
CLM000474,BMWV0169,2024-03-15,Transmission,5625.18,Approved
CLM000475,BMWV0073,2024-05-07,Air Conditioning,1923.74,Approved
CLM000476,BMWV0141,2025-12-11,Transmission,3818.11,Approved
CLM000477,BMWV0070,2025-10-27,Engine,7054.62,Approved
CLM000478,BMWV0006,2025-07-21,Air Conditioning,2096.42,Rejected
CLM000479,BMWV0084,2026-02-28,Engine,3643.64,Approved
CLM000480,BMWV0052,2024-12-10,Cooling System,1135.72,Approved
CLM000481,BMWV0003,2025-06-14,Transmission,6157.39,Approved
CLM000482,BMWV0081,2024-06-07,Electrical System,1382.34,Approved
CLM000483,BMWV0063,2025-06-21,Battery,4629.67,Approved
CLM000484,BMWV0049,2025-03-01,Engine,8373.0,Approved
CLM000485,BMWV0076,2025-11-11,Engine,6234.13,Approved
CLM000486,BMWV0112,2024-01-23,Electrical System,2914.05,Approved
CLM000487,BMWV0175,2024-02-16,Suspension,2198.91,Approved
CLM000488,BMWV0109,2025-06-08,Steering,2233.81,Approved
CLM000489,BMWV0183,2025-12-29,Brake System,725.74,Approved
CLM000490,BMWV0192,2026-04-13,Suspension,537.03,Approved
CLM000491,BMWV0065,2025-12-06,Air Conditioning,918.95,Pending
CLM000492,BMWV0081,2024-05-23,Air Conditioning,1550.53,Approved
CLM000493,BMWV0195,2025-08-07,Brake System,408.92,Approved
CLM000494,BMWV0015,2025-10-29,Electrical System,338.14,Rejected
CLM000495,BMWV0100,2025-08-11,Suspension,735.26,Approved
CLM000496,BMWV0032,2025-02-22,Battery,3777.66,Approved
CLM000497,BMWV0096,2025-11-11,Suspension,2734.7,Approved
CLM000498,BMWV0128,2026-08-30,Electrical System,3445.81,Approved
CLM000499,BMWV0196,2026-03-09,Transmission,3969.9,Rejected
CLM000500,BMWV0146,2024-03-25,Engine,7624.66,Pending
CLM000501,BMWV0113,2025-02-19,Battery,3868.35,Approved
CLM000502,BMWV0083,2025-11-24,Electrical System,1903.33,Approved
CLM000503,BMWV0043,2025-04-26,Steering,1910.54,Approved
CLM000504,BMWV0116,2025-03-31,Engine,2719.42,Approved
CLM000505,BMWV0163,2026-04-06,Suspension,2650.39,Rejected
CLM000506,BMWV0078,2024-10-23,Steering,1347.42,Approved
CLM000507,BMWV0058,2024-04-21,Engine,4789.2,Approved
CLM000508,BMWV0033,2026-08-19,Steering,2162.73,Approved
CLM000509,BMWV0014,2024-08-17,Cooling System,1001.2,Approved
CLM000510,BMWV0162,2024-04-05,Air Conditioning,745.81,Approved
CLM000511,BMWV0189,2026-08-07,Suspension,1914.52,Rejected
CLM000512,BMWV0132,2025-11-10,Cooling System,352.47,Approved
CLM000513,BMWV0059,2025-01-12,Electrical System,2606.32,Rejected
CLM000514,BMWV0157,2024-06-04,Battery,2910.3,Approved
CLM000515,BMWV0083,2025-02-24,Steering,1994.67,Approved
CLM000516,BMWV0134,2024-04-14,Electrical System,2322.02,Approved
CLM000517,BMWV0121,2025-12-05,Electrical System,1986.56,Approved
CLM000518,BMWV0177,2024-11-25,Transmission,4412.67,Approved
CLM000519,BMWV0168,2025-03-14,Suspension,2041.09,Approved
CLM000520,BMWV0083,2024-05-11,Engine,6845.9,Approved
CLM000521,BMWV0193,2026-05-16,Fuel System,1914.02,Approved
CLM000522,BMWV0197,2025-01-16,Battery,4439.35,Approved
CLM000523,BMWV0027,2024-05-17,Engine,3069.27,Approved
CLM000524,BMWV0080,2026-07-31,Brake System,871.78,Approved
CLM000525,BMWV0134,2026-04-22,Engine,8150.23,Pending
CLM000526,BMWV0013,2024-09-26,Air Conditioning,1023.35,Approved
CLM000527,BMWV0064,2025-07-03,Fuel System,618.47,Approved
CLM000528,BMWV0190,2025-01-30,Steering,1789.89,Approved
CLM000529,BMWV0147,2025-07-10,Engine,2533.59,Approved
CLM000530,BMWV0080,2026-07-01,Engine,3159.12,Approved
CLM000531,BMWV0123,2025-04-08,Steering,2995.71,Approved
CLM000532,BMWV0043,2025-11-05,Fuel System,1513.93,Approved
CLM000533,BMWV0089,2025-03-25,Brake System,690.29,Approved
CLM000534,BMWV0148,2024-11-26,Brake System,1791.9,Approved
CLM000535,BMWV0095,2024-09-09,Battery,4856.2,Approved
CLM000536,BMWV0196,2025-11-11,Fuel System,1297.59,Pending
CLM000537,BMWV0172,2026-08-20,Electrical System,1133.29,Approved
CLM000538,BMWV0151,2024-10-11,Transmission,5692.0,Approved
CLM000539,BMWV0002,2024-09-30,Transmission,5078.1,Approved
CLM000540,BMWV0120,2024-01-20,Fuel System,1826.92,Approved
CLM000541,BMWV0022,2024-08-26,Engine,7783.86,Pending
CLM000542,BMWV0115,2024-09-26,Battery,3664.49,Rejected
CLM000543,BMWV0057,2025-02-21,Electrical System,1208.15,Approved
CLM000544,BMWV0072,2026-08-02,Engine,6448.88,Approved
CLM000545,BMWV0007,2024-11-05,Engine,3848.95,Approved
CLM000546,BMWV0184,2024-01-31,Steering,2386.06,Approved
CLM000547,BMWV0119,2026-04-05,Fuel System,1682.46,Approved
CLM000548,BMWV0195,2024-04-13,Steering,647.4,Pending
CLM000549,BMWV0114,2025-11-12,Fuel System,1452.6,Pending
CLM000550,BMWV0016,2024-07-04,Electrical System,1398.56,Pending
CLM000551,BMWV0083,2024-05-07,Steering,1287.86,Rejected
CLM000552,BMWV0179,2024-07-28,Battery,3289.7,Approved
CLM000553,BMWV0072,2025-02-17,Air Conditioning,878.53,Approved
CLM000554,BMWV0124,2024-10-07,Cooling System,1931.48,Approved
CLM000555,BMWV0113,2026-08-16,Transmission,1853.96,Approved
CLM000556,BMWV0012,2024-09-09,Battery,3539.67,Approved
CLM000557,BMWV0126,2024-01-19,Brake System,1504.25,Rejected
CLM000558,BMWV0053,2025-12-12,Engine,6307.97,Rejected
CLM000559,BMWV0075,2026-01-01,Engine,5131.44,Pending
CLM000560,BMWV0133,2024-05-15,Steering,2873.28,Rejected
CLM000561,BMWV0027,2024-08-10,Cooling System,929.87,Pending
CLM000562,BMWV0140,2024-01-03,Battery,782.42,Approved
CLM000563,BMWV0145,2026-08-20,Engine,4694.33,Approved
CLM000564,BMWV0134,2024-08-23,Engine,2021.18,Approved
CLM000565,BMWV0097,2026-05-03,Fuel System,2400.96,Approved
CLM000566,BMWV0005,2025-04-09,Brake System,575.37,Pending
CLM000567,BMWV0057,2024-08-15,Battery,4092.39,Rejected
CLM000568,BMWV0156,2026-07-01,Brake System,1450.59,Approved
CLM000569,BMWV0078,2025-10-15,Battery,1636.23,Approved
CLM000570,BMWV0069,2025-05-13,Brake System,1212.9,Approved
CLM000571,BMWV0118,2025-06-04,Steering,572.6,Approved
CLM000572,BMWV0120,2025-12-02,Electrical System,1847.44,Pending
CLM000573,BMWV0059,2026-05-11,Air Conditioning,278.56,Approved
CLM000574,BMWV0033,2026-07-05,Battery,4660.92,Approved
CLM000575,BMWV0062,2026-08-29,Suspension,2742.61,Approved
CLM000576,BMWV0050,2025-11-07,Air Conditioning,683.45,Approved
CLM000577,BMWV0112,2024-05-18,Engine,3194.31,Approved
CLM000578,BMWV0019,2024-10-02,Electrical System,2711.9,Pending
CLM000579,BMWV0197,2024-10-17,Transmission,2766.9,Approved
CLM000580,BMWV0123,2024-02-22,Suspension,2548.18,Approved
CLM000581,BMWV0194,2025-11-17,Battery,3167.9,Approved
CLM000582,BMWV0047,2024-04-19,Cooling System,1036.63,Approved
CLM000583,BMWV0167,2025-12-15,Engine,7379.05,Rejected
CLM000584,BMWV0196,2026-08-05,Suspension,1584.18,Approved
CLM000585,BMWV0033,2025-10-09,Air Conditioning,2027.68,Approved
CLM000586,BMWV0141,2024-01-04,Suspension,2627.23,Approved
CLM000587,BMWV0084,2025-10-28,Battery,1411.31,Approved
CLM000588,BMWV0182,2025-11-14,Brake System,253.6,Approved
CLM000589,BMWV0135,2026-07-24,Suspension,2761.43,Approved
CLM000590,BMWV0079,2026-05-19,Transmission,6030.69,Rejected
CLM000591,BMWV0014,2024-02-16,Transmission,1777.23,Approved
CLM000592,BMWV0147,2024-04-03,Electrical System,2965.71,Approved
CLM000593,BMWV0128,2026-07-28,Brake System,959.6,Approved
CLM000594,BMWV0054,2025-07-13,Transmission,2794.81,Approved
CLM000595,BMWV0148,2026-01-21,Transmission,5893.73,Pending
CLM000596,BMWV0029,2026-05-08,Transmission,2483.34,Approved
CLM000597,BMWV0024,2024-07-31,Suspension,2673.52,Approved
CLM000598,BMWV0082,2025-03-11,Air Conditioning,650.96,Pending
CLM000599,BMWV0063,2026-05-01,Steering,2014.89,Approved
CLM000600,BMWV0105,2025-05-22,Cooling System,768.48,Approved
CLM000601,BMWV0057,2026-04-15,Brake System,1095.79,Approved
CLM000602,BMWV0136,2025-10-12,Engine,6382.63,Approved
CLM000603,BMWV0062,2024-07-23,Engine,3074.53,Approved
CLM000604,BMWV0157,2025-01-15,Transmission,4104.43,Approved
CLM000605,BMWV0017,2024-03-13,Fuel System,1358.48,Approved
CLM000606,BMWV0066,2025-05-30,Brake System,360.11,Pending
CLM000607,BMWV0006,2024-03-16,Transmission,5591.54,Approved
CLM000608,BMWV0058,2026-04-20,Battery,2143.43,Approved
CLM000609,BMWV0069,2024-03-17,Electrical System,2138.66,Approved
CLM000610,BMWV0156,2026-03-26,Air Conditioning,1253.83,Rejected
CLM000611,BMWV0062,2026-02-06,Engine,5238.85,Approved
CLM000612,BMWV0169,2025-02-13,Cooling System,525.17,Approved
CLM000613,BMWV0197,2025-09-05,Electrical System,1655.14,Approved
CLM000614,BMWV0082,2024-04-15,Engine,4830.86,Approved
CLM000615,BMWV0169,2026-04-24,Fuel System,1927.33,Rejected
CLM000616,BMWV0177,2025-07-04,Engine,7428.13,Approved
CLM000617,BMWV0177,2025-04-20,Fuel System,1521.71,Approved
CLM000618,BMWV0071,2026-04-05,Cooling System,482.24,Approved
CLM000619,BMWV0131,2024-10-01,Air Conditioning,711.86,Approved
CLM000620,BMWV0010,2024-03-28,Suspension,795.84,Rejected
CLM000621,BMWV0098,2025-12-23,Battery,1235.84,Approved
CLM000622,BMWV0089,2026-05-30,Cooling System,1068.39,Approved
CLM000623,BMWV0035,2024-03-17,Brake System,605.56,Approved
CLM000624,BMWV0002,2024-03-17,Suspension,923.93,Approved
CLM000625,BMWV0124,2025-03-17,Fuel System,467.59,Approved
CLM000626,BMWV0024,2025-06-23,Cooling System,337.11,Approved
CLM000627,BMWV0074,2024-09-01,Steering,712.06,Approved
CLM000628,BMWV0166,2025-07-31,Battery,1440.45,Approved
CLM000629,BMWV0022,2026-02-16,Cooling System,1205.07,Approved
CLM000630,BMWV0154,2025-01-16,Electrical System,1933.66,Approved
CLM000631,BMWV0171,2025-12-17,Fuel System,652.27,Approved
CLM000632,BMWV0183,2025-07-23,Air Conditioning,1078.33,Rejected
CLM000633,BMWV0039,2025-12-13,Battery,2169.52,Approved
CLM000634,BMWV0157,2026-01-06,Battery,1488.72,Approved
CLM000635,BMWV0020,2024-05-21,Electrical System,321.89,Approved
CLM000636,BMWV0041,2026-06-11,Suspension,1520.84,Rejected
CLM000637,BMWV0182,2025-01-02,Battery,3648.3,Rejected
CLM000638,BMWV0148,2024-03-24,Electrical System,1024.09,Rejected
CLM000639,BMWV0108,2024-05-22,Battery,1266.77,Approved
CLM000640,BMWV0147,2024-12-17,Steering,2711.96,Approved
CLM000641,BMWV0084,2025-06-28,Brake System,676.29,Rejected
CLM000642,BMWV0111,2026-07-01,Engine,3298.2,Approved
CLM000643,BMWV0066,2024-05-31,Transmission,5785.48,Approved
CLM000644,BMWV0158,2024-06-06,Engine,7274.62,Approved
CLM000645,BMWV0053,2025-03-21,Brake System,944.94,Pending
CLM000646,BMWV0034,2025-10-14,Engine,5077.9,Rejected
CLM000647,BMWV0150,2026-08-15,Engine,3258.92,Approved
CLM000648,BMWV0067,2026-02-01,Cooling System,464.43,Approved
CLM000649,BMWV0134,2024-10-29,Steering,1912.25,Rejected
CLM000650,BMWV0027,2025-09-15,Brake System,402.43,Approved
CLM000651,BMWV0010,2025-10-17,Cooling System,1243.48,Approved
CLM000652,BMWV0073,2025-03-25,Engine,8101.33,Approved
CLM000653,BMWV0096,2025-12-21,Electrical System,3349.07,Approved
CLM000654,BMWV0048,2024-08-11,Electrical System,1065.86,Approved
CLM000655,BMWV0070,2024-02-12,Brake System,1217.38,Approved
CLM000656,BMWV0187,2024-09-20,Battery,2738.53,Pending
CLM000657,BMWV0100,2026-01-25,Brake System,1607.31,Approved
CLM000658,BMWV0059,2024-01-03,Battery,1867.15,Approved
CLM000659,BMWV0002,2025-09-28,Suspension,408.89,Approved
CLM000660,BMWV0157,2024-09-24,Engine,2889.16,Approved
CLM000661,BMWV0196,2025-08-18,Transmission,3247.61,Approved
CLM000662,BMWV0065,2024-01-16,Transmission,3078.61,Approved
CLM000663,BMWV0083,2024-11-29,Transmission,5456.81,Rejected
CLM000664,BMWV0154,2025-04-08,Brake System,1304.87,Approved
CLM000665,BMWV0010,2024-02-28,Engine,3807.03,Approved
CLM000666,BMWV0053,2024-06-25,Steering,1617.25,Approved
CLM000667,BMWV0079,2024-03-03,Transmission,1977.8,Pending
CLM000668,BMWV0059,2026-08-15,Transmission,5990.73,Approved
CLM000669,BMWV0150,2025-07-14,Air Conditioning,2074.08,Approved
CLM000670,BMWV0179,2024-11-02,Engine,8364.68,Approved
CLM000671,BMWV0048,2024-09-02,Electrical System,3079.37,Rejected
CLM000672,BMWV0149,2024-10-15,Air Conditioning,589.22,Approved
CLM000673,BMWV0123,2026-03-08,Transmission,1730.98,Approved
CLM000674,BMWV0022,2026-08-12,Engine,5683.3,Approved
CLM000675,BMWV0100,2024-11-27,Battery,4624.2,Approved
CLM000676,BMWV0098,2025-06-10,Engine,2988.25,Approved
CLM000677,BMWV0158,2026-04-29,Engine,1847.19,Approved
CLM000678,BMWV0025,2024-09-11,Transmission,5527.48,Approved
CLM000679,BMWV0028,2025-08-26,Transmission,1883.98,Approved
CLM000680,BMWV0193,2025-05-24,Brake System,891.24,Approved
CLM000681,BMWV0113,2026-03-01,Air Conditioning,1573.83,Approved
CLM000682,BMWV0045,2025-12-18,Electrical System,1057.75,Pending
CLM000683,BMWV0068,2025-08-28,Engine,2362.55,Pending
CLM000684,BMWV0007,2026-01-06,Transmission,5350.11,Approved
CLM000685,BMWV0049,2026-03-23,Steering,2056.95,Approved
CLM000686,BMWV0137,2026-04-09,Electrical System,3463.17,Approved
CLM000687,BMWV0164,2025-04-07,Steering,1327.99,Rejected
CLM000688,BMWV0083,2024-07-17,Battery,965.58,Approved
CLM000689,BMWV0129,2024-09-27,Electrical System,2649.92,Approved
CLM000690,BMWV0138,2026-01-15,Brake System,1058.69,Approved
CLM000691,BMWV0164,2025-07-11,Battery,1616.78,Rejected
CLM000692,BMWV0073,2024-03-04,Brake System,1461.68,Approved
CLM000693,BMWV0046,2024-08-17,Brake System,565.82,Approved
CLM000694,BMWV0106,2026-07-30,Transmission,2803.31,Approved
CLM000695,BMWV0160,2026-08-09,Battery,1097.87,Approved
CLM000696,BMWV0032,2024-09-05,Suspension,1358.64,Approved
CLM000697,BMWV0006,2024-09-02,Fuel System,1250.7,Approved
CLM000698,BMWV0176,2026-07-28,Battery,2912.62,Approved
CLM000699,BMWV0166,2025-08-09,Battery,3748.55,Pending
CLM000700,BMWV0145,2024-06-05,Transmission,6030.5,Approved
CLM000701,BMWV0074,2026-01-04,Air Conditioning,518.58,Approved
CLM000702,BMWV0114,2025-12-02,Battery,933.7,Approved
CLM000703,BMWV0027,2025-07-17,Cooling System,338.92,Approved
CLM000704,BMWV0054,2026-08-07,Battery,1317.57,Rejected
CLM000705,BMWV0178,2024-03-28,Battery,3529.18,Approved
CLM000706,BMWV0163,2024-11-08,Electrical System,2627.93,Approved
CLM000707,BMWV0085,2026-04-30,Suspension,2287.61,Pending
CLM000708,BMWV0127,2024-03-06,Brake System,627.75,Pending
CLM000709,BMWV0153,2025-10-23,Battery,2015.35,Pending
CLM000710,BMWV0156,2024-01-20,Cooling System,1314.58,Approved
CLM000711,BMWV0111,2024-02-02,Engine,2223.33,Approved
CLM000712,BMWV0015,2026-04-19,Fuel System,1663.95,Approved
CLM000713,BMWV0132,2026-03-03,Engine,8391.02,Approved
CLM000714,BMWV0093,2025-07-11,Suspension,1265.94,Approved
CLM000715,BMWV0123,2024-03-13,Electrical System,2709.11,Rejected
CLM000716,BMWV0073,2026-05-15,Battery,2850.15,Approved
CLM000717,BMWV0155,2026-04-04,Steering,775.92,Approved
CLM000718,BMWV0154,2024-12-08,Engine,5700.99,Approved
CLM000719,BMWV0147,2024-05-12,Transmission,2999.37,Approved
CLM000720,BMWV0092,2024-02-24,Electrical System,410.09,Approved
CLM000721,BMWV0017,2024-03-01,Battery,3430.2,Rejected
CLM000722,BMWV0043,2026-05-06,Electrical System,3048.58,Approved
CLM000723,BMWV0121,2025-06-03,Engine,4109.96,Rejected
CLM000724,BMWV0041,2024-09-28,Engine,4414.98,Pending
CLM000725,BMWV0170,2024-09-02,Engine,7769.85,Approved
CLM000726,BMWV0178,2024-06-24,Transmission,5568.04,Pending
CLM000727,BMWV0168,2025-09-19,Brake System,1358.18,Approved
CLM000728,BMWV0039,2024-11-12,Suspension,997.11,Approved
CLM000729,BMWV0113,2026-02-21,Fuel System,2306.97,Approved
CLM000730,BMWV0151,2025-12-05,Steering,843.76,Approved
CLM000731,BMWV0111,2025-10-23,Transmission,4633.85,Rejected
CLM000732,BMWV0180,2024-05-10,Brake System,294.64,Approved
CLM000733,BMWV0047,2024-04-11,Transmission,4718.6,Approved
CLM000734,BMWV0063,2024-11-05,Transmission,2885.72,Approved
CLM000735,BMWV0110,2026-02-20,Brake System,947.0,Approved
CLM000736,BMWV0069,2024-10-18,Engine,4113.27,Approved
CLM000737,BMWV0043,2025-12-22,Transmission,2363.78,Rejected
CLM000738,BMWV0176,2025-05-09,Fuel System,1687.26,Approved
CLM000739,BMWV0034,2024-12-26,Brake System,1617.06,Approved
CLM000740,BMWV0040,2024-12-03,Brake System,1736.58,Approved
CLM000741,BMWV0061,2025-08-01,Engine,3088.72,Approved
CLM000742,BMWV0178,2024-01-10,Transmission,5086.86,Approved
CLM000743,BMWV0195,2024-02-18,Steering,2144.07,Rejected
CLM000744,BMWV0062,2025-05-01,Transmission,3216.89,Approved
CLM000745,BMWV0058,2025-09-14,Battery,782.13,Approved
CLM000746,BMWV0161,2024-11-16,Engine,6421.6,Approved
CLM000747,BMWV0075,2025-12-31,Brake System,1715.52,Approved
CLM000748,BMWV0016,2025-07-22,Engine,6035.2,Approved
CLM000749,BMWV0082,2026-03-05,Steering,1560.0,Approved
CLM000750,BMWV0094,2026-08-28,Steering,1789.14,Approved
CLM000751,BMWV0048,2025-09-16,Suspension,879.11,Rejected
CLM000752,BMWV0138,2024-05-12,Transmission,5252.72,Approved
CLM000753,BMWV0082,2025-08-05,Steering,2353.37,Approved
CLM000754,BMWV0038,2024-03-23,Electrical System,765.66,Approved
CLM000755,BMWV0127,2024-02-26,Battery,4475.31,Approved
CLM000756,BMWV0019,2025-01-10,Electrical System,1161.41,Rejected
CLM000757,BMWV0164,2024-12-14,Engine,8381.12,Approved
CLM000758,BMWV0187,2024-09-27,Engine,4365.45,Approved
CLM000759,BMWV0063,2025-04-27,Suspension,826.92,Approved
CLM000760,BMWV0077,2024-04-20,Transmission,3258.6,Rejected
CLM000761,BMWV0174,2026-05-18,Electrical System,1708.58,Approved
CLM000762,BMWV0131,2026-06-05,Battery,998.02,Approved
CLM000763,BMWV0102,2024-03-16,Steering,1924.46,Approved
CLM000764,BMWV0065,2024-06-06,Cooling System,1555.03,Approved
CLM000765,BMWV0120,2025-06-15,Fuel System,1938.7,Approved
CLM000766,BMWV0091,2026-07-21,Transmission,1645.85,Approved
CLM000767,BMWV0008,2025-10-04,Transmission,4206.19,Pending
CLM000768,BMWV0179,2024-11-24,Brake System,332.01,Approved
CLM000769,BMWV0073,2024-05-01,Engine,6497.67,Approved
CLM000770,BMWV0134,2024-02-10,Engine,2173.38,Rejected
CLM000771,BMWV0107,2024-06-15,Electrical System,3217.53,Approved
CLM000772,BMWV0089,2026-07-10,Brake System,1338.23,Pending
CLM000773,BMWV0039,2025-10-03,Cooling System,1365.52,Approved
CLM000774,BMWV0113,2024-01-23,Transmission,3707.52,Approved
CLM000775,BMWV0188,2024-10-05,Transmission,2153.36,Approved
CLM000776,BMWV0028,2026-02-01,Engine,3749.7,Approved
CLM000777,BMWV0097,2025-04-13,Fuel System,2218.26,Approved
CLM000778,BMWV0182,2025-02-03,Suspension,2570.69,Pending
CLM000779,BMWV0037,2024-01-09,Steering,451.91,Pending
CLM000780,BMWV0137,2024-01-13,Fuel System,1627.39,Approved
CLM000781,BMWV0082,2026-07-12,Brake System,1364.92,Approved
CLM000782,BMWV0056,2026-07-11,Brake System,1209.06,Approved
CLM000783,BMWV0187,2026-03-29,Battery,1051.22,Rejected
CLM000784,BMWV0085,2026-04-11,Electrical System,996.72,Approved
CLM000785,BMWV0002,2024-02-21,Brake System,638.03,Approved
CLM000786,BMWV0189,2024-07-27,Brake System,1539.17,Approved
CLM000787,BMWV0058,2025-07-03,Fuel System,1345.88,Approved
CLM000788,BMWV0107,2025-09-03,Cooling System,1322.34,Pending
CLM000789,BMWV0123,2025-12-05,Suspension,2643.74,Approved
CLM000790,BMWV0188,2025-02-05,Suspension,1929.01,Approved
CLM000791,BMWV0168,2024-07-09,Air Conditioning,2002.4,Approved
CLM000792,BMWV0164,2024-02-20,Transmission,3782.54,Approved
CLM000793,BMWV0114,2025-01-27,Engine,2801.22,Approved
CLM000794,BMWV0107,2025-10-14,Air Conditioning,2063.37,Approved
CLM000795,BMWV0037,2025-11-10,Air Conditioning,1144.47,Approved
CLM000796,BMWV0079,2026-04-02,Engine,3016.93,Approved
CLM000797,BMWV0092,2025-09-12,Fuel System,1000.15,Approved
CLM000798,BMWV0018,2025-12-19,Engine,2140.38,Approved
CLM000799,BMWV0098,2026-07-27,Transmission,3841.5,Approved
CLM000800,BMWV0063,2024-10-26,Air Conditioning,1913.6,Approved
CLM000801,BMWV0150,2025-09-13,Transmission,6167.9,Approved
CLM000802,BMWV0139,2024-07-14,Engine,8048.43,Approved
CLM000803,BMWV0186,2025-02-20,Battery,1238.49,Approved
CLM000804,BMWV0185,2025-10-25,Suspension,1316.93,Approved
CLM000805,BMWV0004,2025-02-23,Battery,821.38,Pending
CLM000806,BMWV0135,2026-01-24,Air Conditioning,1917.57,Approved
CLM000807,BMWV0061,2025-10-01,Electrical System,1448.02,Approved
CLM000808,BMWV0107,2025-09-08,Engine,6028.48,Approved
CLM000809,BMWV0054,2025-06-05,Cooling System,1801.29,Approved
CLM000810,BMWV0088,2024-12-21,Engine,4679.96,Pending
CLM000811,BMWV0068,2024-05-27,Cooling System,943.53,Approved
CLM000812,BMWV0129,2024-12-30,Electrical System,3379.08,Rejected
CLM000813,BMWV0055,2024-12-29,Cooling System,2325.43,Rejected
CLM000814,BMWV0003,2026-08-28,Engine,3739.22,Pending
CLM000815,BMWV0166,2025-10-13,Brake System,993.42,Pending
CLM000816,BMWV0121,2025-12-02,Transmission,6364.22,Rejected
CLM000817,BMWV0129,2025-02-05,Engine,1832.62,Approved
CLM000818,BMWV0102,2025-08-28,Electrical System,1620.57,Approved
CLM000819,BMWV0038,2025-05-06,Transmission,2002.29,Approved
