event_id,vehicle_id,vin,timestamp,battery_level,speed,temperature,latitude,longitude,quarantine_dataset,quarantine_error_type,quarantine_error_message,quarantine_validation_rule,quarantine_timestamp
EVT0065826,BMW00672,WBA00000000000672,2026-08-17 13:25:00,180.0,13.9,45.86,33.62533,-16.145794,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0041721,BMW00442,WBA00000000000442,2026-05-25 20:40:00,79.64,123.02,10.24,51.685962,136.015108,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0014911,BMW00620,WBA00000000000620,2026-02-21 18:30:00,-25.0,52.78,28.18,32.548521,-56.319188,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0068734,BMW00224,WBA00000000000224,2026-15-40 99:99:99,86.31,144.29,46.31,36.427509,10.902505,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0073218,BMW00623,WBA00000000000623,2026-09-12 05:25:00,42.17,45.36,,33.843477,119.620349,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0070529,BMW00611,INVALIDVIN,2026-09-02 21:20:00,22.41,60.47,7.17,16.726352,5.772696,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0064999,BMW00206,WBA00000000000206,2026-08-14 16:30:00,65.47,141.89,,50.809126,139.765445,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0048346,BMW00894,WBA00000000000894,2026-06-17 20:45:00,,1.3,37.26,28.28308,-71.033579,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0092623,BMW00858,,2026-11-18 14:30:00,92.05,146.17,-9.93,47.359141,-107.66199,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0063127,BMW00010,WBA00000000000010,2026-08-08 04:30:00,78.73,74.59,,40.152415,-93.768444,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0086475,BMW00075,,2026-10-28 06:10:00,11.7,112.21,19.16,52.829099,109.604708,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0078491,BMW00443,WBA00000000000443,2026-09-30 12:50:00,73.71,41.54,,45.033629,-115.934369,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
BAD00020,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0088516,BMW00571,WBA00000000000571,2026-11-04 08:15:00,180.0,130.5,54.53,21.77529,118.284919,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0087868,,WBA00000000000506,2026-11-02 02:15:00,48.2,59.16,44.72,48.364805,-106.493485,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0029454,BMW00403,,2026-04-13 06:25:00,86.69,15.07,43.58,31.929456,102.084345,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0006418,BMW00058,,2026-01-23 06:45:00,12.22,99.83,-8.68,48.006024,-85.562405,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0062938,,WBA00000000000598,2026-08-07 12:45:00,14.18,81.84,38.57,32.663459,-15.862439,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0019967,BMW00760,WBA00000000000760,2026-03-11 07:50:00,12.0,76.73,11.12,51.568573,145.013144,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0043667,BMW00402,WBA00000000000402,2026-15-40 99:99:99,83.67,85.49,20.04,48.860729,121.925603,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0039181,BMW00093,INVALIDVIN,2026-05-17 01:00:00,81.03,133.95,-0.91,32.816527,-37.227631,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0053065,BMW00286,WBA00000000000286,2026-07-04 06:00:00,77.14,140.23,40.69,37.195379,129.081292,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0096937,BMW00385,WBA00000000000385,2026-12-03 14:00:00,54.1,68.22,49.93,13.280012,-70.004324,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0087160,BMW00010,WBA00000000000010,2026-10-30 15:15:00,95.98,145.16,,15.920463,-111.496088,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0074844,BMW00947,WBA00000000000947,2026-09-17 20:55:00,,97.51,-0.49,37.22565,-78.890892,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0049183,BMW00797,WBA00000000000797,2026-06-20 18:30:00,31.09,125.71,15.45,25.378779,110.543681,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0050049,BMW00660,INVALIDVIN,2026-06-23 18:40:00,35.14,88.81,21.2,45.948389,51.914345,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0098983,BMW00182,WBA00000000000182,2026-12-10 16:30:00,10.01,134.43,-100.0,37.198195,124.164023,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0005925,BMW00042,WBA00000000000042,2026-01-21 13:40:00,180.0,46.93,37.53,48.197293,-8.128231,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0093110,BMWX00103,WBA00000000000486,2026-11-20 07:05:00,21.71,37.81,-9.96,38.6725,63.018319,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0033686,BMWX00197,WBA00000000000396,2026-04-27 23:05:00,39.39,3.62,9.3,11.547212,-67.724428,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0010318,BMW00143,,2026-02-05 19:45:00,17.41,133.48,-1.75,53.955457,55.477045,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0018279,BMW00284,WBA00000000000284,2026-03-05 11:10:00,150.0,137.89,27.16,16.937879,26.820674,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0034904,BMW00575,WBA00000000000575,2026-05-02 04:35:00,55.7,155.15,,27.592653,-24.026523,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0048879,BMW00791,WBA00000000000791,2026-06-19 17:10:00,14.57,45.98,,33.357983,127.853893,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0083007,BMW00043,WBA00000000000043,2026-10-16 05:10:00,23.16,27.57,13.13,34.357865,50.500369,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0062006,BMW00486,WBA00000000000486,2026-08-04 07:05:00,35.87,38.11,2.54,28.810503,70.854845,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0060025,BMW00164,,2026-07-28 10:00:00,92.87,36.61,24.97,36.43064,40.076907,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0059563,BMW00947,INVALIDVIN,2026-07-26 19:30:00,42.01,141.39,21.24,9.055767,125.372555,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0040666,BMW00051,,2026-05-22 04:45:00,17.52,23.41,25.09,30.644391,-13.597408,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0091050,BMW00693,WBA00000000000693,2026-11-13 03:25:00,-10.0,72.42,26.62,40.303815,-39.639914,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0059521,BMW00615,,2026-07-26 16:00:00,54.29,26.48,-8.93,15.479539,-107.891306,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0043537,BMW00535,WBA00000000000535,2026-06-01 04:00:00,78.47,61.05,-100.0,35.781841,-112.2435,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0052586,BMW00491,WBA00000000000491,2026-07-02 14:05:00,,72.3,-6.11,44.85076,108.548644,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0043066,BMW00755,,2026-05-30 12:45:00,84.67,69.43,30.07,33.5729,22.433781,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0025690,BMW00518,WBA00000000000518,2026-03-31 04:45:00,58.56,71.5,150.0,16.713408,63.955983,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0061815,BMW00526,WBA00000000000526,2026-08-03 15:10:00,13.31,128.86,40.2,11.641951,-85.889118,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0035888,BMW00547,WBA00000000000547,2026-05-05 14:35:00,74.05,37.89,49.83,45.134228,-42.182686,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0042222,BMW00929,WBA00000000000929,2026-05-27 14:25:00,55.28,115.96,24.87,40.599789,3.237024,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0001040,BMWX00011,WBA00000000000235,2026-01-04 14:35:00,30.23,121.78,-6.02,39.448582,-62.395501,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
BAD00031,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0073284,BMW00447,WBA00000000000447,2026-09-12 10:55:00,,134.88,-1.52,28.66748,-111.40976,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0085902,,WBA00000000000253,2026-10-26 06:25:00,87.41,95.92,43.52,38.80248,-1.014547,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0093871,BMW00189,WBA00000000000189,2026-11-22 22:30:00,41.16,129.21,,14.435594,101.363969,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0096988,BMW00866,WBA00000000000866,2026-12-03 18:15:00,-10.0,53.24,-8.27,41.979138,0.393695,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0051464,BMWX00198,WBA00000000000976,2026-06-28 16:35:00,33.3,119.94,19.04,41.649449,149.294623,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0098243,BMW00801,WBA00000000000801,2026-12-08 02:50:00,59.23,5.4,-100.0,52.235835,-11.438676,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0041193,BMW00943,INVALIDVIN,2026-05-24 00:40:00,26.22,45.95,5.66,47.209759,98.117188,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0038953,BMW00453,WBA00000000000453,2026-15-40 99:99:99,67.53,27.28,-1.71,26.798454,-69.904996,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
BAD00001,UNKNOWN,BADVIN,not-a-date,999.0,-50.0,999.0,999.0,999.0,telemetry,INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,"Invalid or missing VIN | Invalid date in: timestamp | Out-of-range value in: battery_level, temperature, speed | Referential integrity violation",INVALID_VIN|INVALID_DATE|OUT_OF_RANGE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0052354,BMW00968,WBA00000000000968,2026-07-01 18:45:00,150.0,43.95,49.51,54.782308,-93.477625,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0007953,BMW00905,INVALIDVIN,2026-01-28 14:40:00,61.87,5.83,13.3,31.283985,-72.42715,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0001994,,WBA00000000000718,2026-01-07 22:05:00,36.29,81.24,47.9,41.023694,-33.955089,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0010513,BMW00584,WBA00000000000584,2026-02-06 12:00:00,63.67,139.81,,24.321103,48.533155,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0064291,BMW00315,WBA00000000000315,2026-08-12 05:30:00,34.25,108.66,,20.559841,-34.655889,telemetry,NULL_VALUE|DUPLICATE_RECORD|OUT_OF_RANGE,Null values in: temperature | Duplicate record detected | Out-of-range value in: temperature,NULL_VALUE|DUPLICATE_RECORD|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0030884,BMW00130,WBA00000000000130,2026-04-18 05:35:00,54.32,5.39,13.07,16.720433,113.258918,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0083307,,WBA00000000000729,2026-10-17 06:10:00,98.43,10.34,13.9,10.986636,-71.42444,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0037948,BMW00240,,2026-05-12 18:15:00,23.18,139.6,28.06,23.898116,0.229161,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0029345,BMW00505,WBA00000000000505,2026-04-12 21:20:00,-25.0,141.61,-4.51,54.950691,67.374637,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0000191,BMW00734,,2026-01-01 15:50:00,57.91,52.94,23.11,11.287591,-21.838564,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0076700,BMW00711,WBA00000000000711,2026-09-24 07:35:00,46.57,67.27,43.97,29.219156,-73.721396,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0014304,BMW00801,WBA00000000000801,2026-15-40 99:99:99,79.13,136.86,33.68,22.478667,-87.763194,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0012751,BMW00812,WBA00000000000812,2026-02-14 06:30:00,37.96,67.05,52.07,15.756953,-106.095341,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0013710,BMWX00057,WBA00000000000687,2026-02-17 14:25:00,94.15,133.43,43.69,23.746148,-74.533425,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0084648,BMW00106,WBA00000000000106,2026-15-40 99:99:99,43.49,93.99,37.48,32.77752,34.740184,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
EVT0031382,BMW00933,WBA00000000000933,2026-04-19 23:05:00,57.4,104.13,,44.055409,64.052403,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: temperature | Out-of-range value in: temperature,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0041929,,WBA00000000000463,2026-05-26 14:00:00,92.55,116.83,9.97,11.993836,-58.238823,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0027062,BMW00918,WBA00000000000918,2026-04-04 23:05:00,,19.38,17.32,36.676364,73.012063,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0078030,,WBA00000000000433,2026-09-28 22:25:00,47.48,79.72,29.43,28.791598,99.968776,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0034549,BMW00145,WBA00000000000145,2026-04-30 23:00:00,23.5,92.44,-100.0,11.734901,-39.597103,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0035074,BMW00404,WBA00000000000404,2026-05-02 18:45:00,66.13,141.04,27.49,23.114305,72.621124,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0008754,BMW00027,,2026-01-31 09:25:00,81.7,78.17,38.17,42.49669,144.786069,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0058488,BMWX00121,WBA00000000000686,2026-07-23 01:55:00,11.22,36.59,51.94,12.047649,149.658141,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0096628,BMW00952,WBA00000000000952,2026-12-02 12:15:00,-10.0,151.19,11.73,40.451532,37.751601,telemetry,OUT_OF_RANGE,Out-of-range value in: battery_level,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0086053,BMWX00061,WBA00000000000427,2026-10-26 19:00:00,34.33,66.74,-2.26,10.412253,17.643186,telemetry,REFERENTIAL_INTEGRITY,Referential integrity violation,REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0070558,BMW00956,WBA00000000000956,2026-09-02 23:45:00,58.08,11.31,44.82,33.338938,49.438275,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0031139,BMW00460,WBA00000000000460,2026-04-19 02:50:00,,41.97,43.39,36.975879,-88.441784,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0038607,BMW00381,WBA00000000000381,2026-05-15 01:10:00,61.17,52.51,5.11,21.197885,-39.443981,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0083515,,WBA00000000000799,2026-10-17 23:30:00,16.3,76.19,20.75,22.433994,18.022394,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0001168,BMW00781,,2026-01-05 01:15:00,60.62,22.52,21.21,49.807087,-12.121623,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0018146,BMW00323,WBA00000000000323,2026-03-05 00:05:00,16.36,81.4,33.89,35.72715,97.727336,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0039409,BMW00784,WBA00000000000784,2026-05-17 20:00:00,,99.4,39.61,35.637767,124.333311,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0056459,,WBA00000000000936,2026-07-16 00:50:00,57.87,132.68,21.57,28.716944,95.638274,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0083305,BMW00033,WBA00000000000033,2026-10-17 06:00:00,31.17,87.77,29.24,16.205945,-35.297841,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0079034,BMW00871,INVALIDVIN,2026-10-02 10:05:00,45.02,138.88,14.66,35.93963,19.396239,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0089424,BMW00365,INVALIDVIN,2026-11-07 11:55:00,40.26,130.41,-4.78,24.412386,-64.25907,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0021615,BMW00892,WBA00000000000892,2026-03-17 01:10:00,49.76,116.95,48.38,32.216517,-82.780403,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0066840,BMW00406,WBA00000000000406,2026-08-21 01:55:00,12.44,25.18,-80.0,17.098514,-34.622359,telemetry,OUT_OF_RANGE,Out-of-range value in: temperature,OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0047256,BMW00311,WBA00000000000311,2026-06-14 01:55:00,,156.76,24.47,45.094172,-1.887874,telemetry,NULL_VALUE|OUT_OF_RANGE,Null values in: battery_level | Out-of-range value in: battery_level,NULL_VALUE|OUT_OF_RANGE,2026-09-18T06:14:29.923892+00:00
EVT0054008,,WBA00000000000436,2026-07-07 12:35:00,18.4,89.71,42.83,17.931538,107.461741,telemetry,NULL_VALUE|REFERENTIAL_INTEGRITY,Null values in: vehicle_id | Referential integrity violation,NULL_VALUE|REFERENTIAL_INTEGRITY,2026-09-18T06:14:29.923892+00:00
EVT0001333,BMW00232,WBA00000000000232,2026-01-05 15:00:00,45.13,28.72,39.3,54.266763,-60.859181,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0044644,BMW00256,INVALIDVIN,2026-06-05 00:15:00,41.7,89.64,-3.73,33.455013,107.476575,telemetry,INVALID_VIN,Invalid or missing VIN,INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0033685,BMW00226,WBA00000000000226,2026-04-27 23:00:00,90.96,40.66,-8.82,33.274946,57.280028,telemetry,DUPLICATE_RECORD,Duplicate record detected,DUPLICATE_RECORD,2026-09-18T06:14:29.923892+00:00
EVT0069396,BMW00963,,2026-08-29 22:55:00,64.98,0.98,-9.6,22.980994,-49.051986,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0036421,BMW00562,,2026-05-07 11:00:00,93.65,30.25,37.22,25.231575,140.081639,telemetry,NULL_VALUE|INVALID_VIN,Null values in: vin | Invalid or missing VIN,NULL_VALUE|INVALID_VIN,2026-09-18T06:14:29.923892+00:00
EVT0032048,BMW00129,WBA00000000000129,2026-15-40 99:99:99,67.36,26.97,8.02,18.652585,137.511571,telemetry,INVALID_DATE,Invalid date in: timestamp,INVALID_DATE,2026-09-18T06:14:29.923892+00:00
