event_id,vehicle_id,timestamp,speed,battery_level,temperature,odometer,latitude,longitude,fault_code
EVT-000253,BMW-00216,2025-05-29 02:19:00,78.5,44.6,19.8,2194.4,20.546286,75.180849,
EVT-000254,BMW-00079,2025-09-07 05:00:00,50.7,58.5,31.7,51881.8,20.94585,73.795888,
EVT-000255,BMW-00088,2025-08-03 03:56:00,15.5,80.3,19.2,33301.4,12.39688,73.880715,
EVT-000256,BMW-00167,2026-05-08 23:36:00,49.6,50.0,38.6,74190.5,8.255946,77.256559,
EVT-000257,BMW-00056,2026-03-17 19:06:00,71.5,66.5,51.3,35920.1,17.210584,74.977538,
EVT-000258,BMW-00238,2026-06-09 02:29:00,47.5,66.8,23.9,9393.3,24.098993,77.838072,
EVT-000259,BMW-00100,2025-08-17 05:44:00,80.1,61.5,28.3,19392.9,24.521138,78.508191,
EVT-000260,BMW-00031,2025-01-15 17:18:00,48.1,60.9,22.2,55977.5,13.634281,78.401579,
EVT-000261,BMW-00039,2025-11-06 03:41:00,41.5,63.4,33.0,61448.2,23.981439,73.032332,
EVT-000262,BMW-00074,2025-07-27 12:12:00,45.8,46.5,25.4,24445.9,17.231416,75.61267,
EVT-000263,BMW-00134,2026-03-09 01:35:00,51.0,38.9,27.0,39482.7,25.024628,77.269712,
EVT-000264,BMW-00141,2025-11-30 04:16:00,59.1,65.2,34.2,55197.7,20.975803,79.774802,
EVT-000265,BMW-00230,2026-01-29 18:21:00,35.0,100.0,24.6,72270.7,24.252293,79.742449,
EVT-000266,BMW-00154,2026-01-18 07:18:00,95.2,76.1,19.7,32684.4,14.30473,77.214477,
EVT-000267,BMW-00189,2025-10-13 03:45:00,72.3,64.9,27.7,72016.0,15.866127,75.473028,
EVT-000268,BMW-00068,2025-09-07 03:12:00,0.0,95.3,34.8,56659.7,26.016654,75.32302,
EVT-000269,BMW-00073,2025-11-29 16:45:00,34.3,84.8,20.5,20818.4,17.226933,78.157225,
EVT-000270,BMW-00231,2026-08-10 22:50:00,84.5,59.1,27.5,84115.5,27.853206,74.308452,
EVT-000271,BMW-00250,2026-04-13 05:47:00,98.5,48.4,23.8,72385.4,27.2625,73.372924,
EVT-000272,BMW-00218,2026-03-21 12:50:00,74.7,57.9,30.3,36995.6,12.836612,79.307162,P0420
EVT-000273,BMW-00011,2026-06-15 20:14:00,67.4,28.5,26.5,35061.1,14.094851,75.409536,
EVT-000274,BMW-00193,2025-04-09 05:09:00,48.9,53.0,23.7,47233.9,15.253726,76.479958,
EVT-000275,BMW-00052,2026-03-17 14:18:00,32.9,65.1,29.4,68500.4,19.033749,73.773926,
EVT-000276,BMW-00005,2026-08-12 17:29:00,36.6,63.0,28.6,44209.1,10.477463,77.709444,
EVT-000277,BMW-00153,2025-11-06 10:55:00,42.0,85.7,30.8,37595.0,24.248872,74.536314,
EVT-000278,BMW-00145,2026-05-28 06:25:00,36.0,50.9,43.6,38241.3,16.821836,74.586003,
EVT-000279,BMW-00072,2025-10-05 20:59:00,34.5,64.3,29.4,71651.4,21.82419,79.160489,
EVT-000280,BMW-00173,2026-02-28 12:08:00,70.2,63.1,32.7,34035.0,12.506425,76.929856,
EVT-000281,BMW-00066,2026-01-12 15:27:00,24.4,76.8,45.6,14943.1,20.740537,75.814445,
EVT-000282,BMW-00193,2025-04-04 03:46:00,49.6,43.5,25.6,55263.6,17.980973,78.449685,
EVT-000283,BMW-00201,2026-05-24 14:23:00,30.9,68.5,38.5,33949.3,25.437609,79.173625,
EVT-000284,BMW-00092,2025-09-06 15:21:00,93.6,75.0,14.7,21494.7,17.912909,77.039286,
EVT-000285,BMW-00184,2025-08-30 22:28:00,30.6,95.6,19.7,62309.4,15.161621,76.566973,
EVT-000286,BMW-00198,2025-02-22 07:30:00,111.9,61.8,29.0,50577.0,26.983113,78.164075,
EVT-000287,BMW-00149,2026-08-14 10:13:00,59.4,62.1,33.6,47442.9,25.629098,79.015938,
EVT-000288,BMW-00096,2026-01-27 07:54:00,40.5,88.8,32.0,23068.7,8.378441,77.34573,
EVT-000289,BMW-00147,2025-05-06 20:32:00,51.4,67.3,41.6,84220.8,20.689319,72.941335,
EVT-000290,BMW-00057,2026-06-06 17:41:00,80.0,84.3,33.9,64085.9,20.749758,76.106126,
EVT-000291,BMW-00227,2026-04-22 20:05:00,55.6,79.4,29.9,68505.5,24.168267,78.377733,
EVT-000292,BMW-00067,2025-12-18 02:39:00,30.1,35.0,38.0,46840.7,22.457116,73.378678,
EVT-000293,BMW-00056,2025-02-25 16:02:00,55.5,36.8,34.1,66821.5,23.796086,73.440605,
EVT-000294,BMW-00065,2025-03-31 14:59:00,24.0,75.0,25.9,18486.6,13.614173,77.989473,
EVT-000295,BMW-00082,2026-07-04 23:37:00,36.7,57.6,25.4,42502.3,17.587058,74.43144,
EVT-000296,BMW-00171,2026-05-22 19:23:00,82.4,74.0,31.8,31192.5,28.398994,78.94921,
EVT-000297,BMW-00175,2026-02-12 07:25:00,23.7,46.2,38.2,37509.6,12.65369,76.7822,
EVT-000298,BMW-00015,2025-02-26 09:55:00,84.6,70.7,9.9,68539.5,19.00848,74.869368,
EVT-000299,BMW-00160,2026-08-03 08:27:00,39.4,48.5,29.3,27629.9,15.723409,72.824594,
EVT-000300,BMW-00223,2025-05-15 11:55:00,48.0,71.5,22.8,37603.6,27.514602,73.12044,
EVT-000301,BMW-00225,2025-08-13 13:57:00,21.7,83.1,32.3,13773.4,23.931096,76.93546,
EVT-000302,BMW-00030,2025-12-02 01:11:00,36.5,61.5,35.9,25176.3,24.391846,77.919063,
EVT-000303,BMW-00170,2025-03-06 23:15:00,47.4,77.3,27.7,10313.4,10.908345,78.636505,
EVT-000304,BMW-00163,2025-11-11 04:45:00,44.9,51.0,25.0,4044.0,14.958837,75.491848,
EVT-000305,BMW-00090,2025-02-24 17:04:00,51.0,82.5,21.4,48261.9,26.157035,73.28921,
EVT-000306,BMW-00161,2025-08-19 07:17:00,55.6,48.0,35.8,20961.5,13.769756,76.657519,P0300
EVT-000307,BMW-00062,2025-10-04 19:13:00,16.6,97.7,45.5,9979.2,26.865235,77.283371,
EVT-000308,BMW-00144,2026-05-28 13:41:00,69.9,49.6,31.3,76027.9,23.232782,79.600995,
EVT-000309,BMW-00069,2026-08-24 06:39:00,95.0,87.8,38.6,57149.8,22.441936,74.141581,
EVT-000310,BMW-00115,2025-07-04 01:53:00,20.9,88.5,18.6,51856.4,25.710345,77.737464,
EVT-000311,BMW-00102,2026-03-30 07:13:00,69.3,61.3,27.8,35365.9,13.487334,78.615311,
EVT-000312,BMW-00246,2025-10-12 06:05:00,91.1,64.8,21.3,13534.5,19.818001,79.729802,C1234
EVT-000313,BMW-00141,2025-07-11 11:57:00,100.4,92.9,34.5,81625.2,22.413502,76.163557,
EVT-000314,BMW-00118,2026-02-16 15:52:00,22.8,88.8,38.1,31315.3,13.39226,74.839986,
EVT-000315,BMW-00005,2025-04-16 14:32:00,4.9,72.3,34.4,28616.5,11.665726,79.930132,
EVT-000316,BMW-00170,2026-08-19 03:25:00,33.1,54.6,30.5,11874.0,11.5028,76.362841,
EVT-000317,BMW-00199,2025-03-17 04:25:00,11.9,55.5,38.1,21119.5,15.275332,75.51234,
EVT-000318,BMW-00013,2026-01-19 23:22:00,51.5,48.7,33.0,52237.8,18.308442,79.407747,
EVT-000319,BMW-00084,2026-01-13 14:43:00,15.3,71.3,26.2,68696.2,16.39499,74.348699,
EVT-000320,BMW-00074,2025-11-10 13:59:00,34.9,63.9,36.9,6712.5,28.595395,74.450189,
EVT-000321,BMW-00002,2025-02-01 23:08:00,52.1,53.7,39.0,62642.3,17.035606,79.730912,
EVT-000322,BMW-00085,2026-04-27 23:52:00,56.2,61.2,38.6,56258.8,15.646187,73.525503,
EVT-000323,BMW-00107,2026-07-08 23:07:00,24.0,66.6,13.0,53029.1,18.618698,74.454448,
EVT-000324,BMW-00241,2025-02-09 19:26:00,0.0,48.5,42.5,47419.7,14.546233,76.362218,
EVT-000325,BMW-00079,2026-01-15 10:29:00,34.3,68.0,32.7,15447.2,20.47076,75.635739,
EVT-000326,BMW-00163,2026-02-16 22:26:00,53.0,74.0,22.5,19493.5,16.451876,72.965128,
EVT-000327,BMW-00186,2026-05-29 10:40:00,57.8,77.9,15.5,84600.8,18.354387,74.100069,
EVT-000328,BMW-00237,2025-03-16 18:34:00,54.4,99.3,25.1,71497.2,28.599184,75.369218,
EVT-000329,BMW-00084,2025-12-12 06:32:00,80.6,100.0,30.5,30635.3,8.268113,75.134679,
EVT-000330,BMW-00045,2025-03-02 13:29:00,96.1,68.7,25.4,8601.7,17.244246,73.321205,
EVT-000331,BMW-00087,2025-01-10 05:57:00,39.5,76.7,20.0,51440.6,16.384524,72.909198,E1101
EVT-000332,BMW-00217,2025-12-20 12:01:00,44.9,61.5,29.2,3407.8,18.179986,76.065834,
EVT-000333,BMW-00203,2025-10-18 06:48:00,94.3,51.5,34.3,19748.9,22.700744,75.792892,
EVT-000334,BMW-00226,2026-07-05 21:27:00,61.0,100.0,18.1,589.6,24.490876,77.955824,
EVT-000335,BMW-00186,2025-12-10 15:34:00,43.6,37.0,15.0,44058.5,24.581762,74.141987,
EVT-000336,BMW-00176,2025-06-15 00:30:00,54.0,66.3,35.7,28908.1,27.271535,77.646586,
EVT-000337,BMW-00207,2026-03-05 11:44:00,38.7,76.8,32.8,1879.2,18.281301,78.036731,
EVT-000338,BMW-00203,2025-06-13 09:31:00,49.9,82.6,36.7,36573.6,22.599763,79.532542,
EVT-000339,BMW-00191,2025-12-19 10:21:00,34.5,76.9,26.2,64128.7,26.492807,77.803892,
EVT-000340,BMW-00175,2026-02-17 05:36:00,22.8,70.4,27.1,77240.9,23.936339,74.166763,
EVT-000341,BMW-00213,2026-02-24 20:42:00,,57.2,22.5,47441.6,12.583918,73.276975,
EVT-000342,BMW-00047,2025-12-22 11:03:00,44.3,79.2,28.1,10241.0,14.726266,77.026115,
EVT-000343,BMW-00024,2025-07-28 17:17:00,42.3,68.6,22.7,73597.3,12.453035,79.249095,
EVT-000344,BMW-00077,2025-11-29 01:43:00,32.6,57.3,32.0,1621.3,21.626769,77.360633,
EVT-000345,BMW-00082,2026-08-03 23:00:00,86.6,66.8,27.1,64350.2,23.382014,75.344024,
EVT-000346,BMW-00138,2026-07-04 23:41:00,41.8,44.8,20.0,717.9,26.969693,75.862125,B0010
EVT-000347,BMW-00100,2025-06-11 22:00:00,68.7,99.0,18.1,7309.0,21.761665,73.597175,
EVT-000348,BMW-00169,2025-11-03 06:53:00,42.0,54.5,21.9,69403.5,18.880199,75.215148,
EVT-000349,BMW-00214,2026-01-13 13:54:00,80.7,61.8,28.6,32651.8,16.784639,76.391448,
EVT-000350,BMW-00018,2025-07-05 11:30:00,66.7,43.6,34.9,5772.1,27.301169,79.79018,
EVT-000351,BMW-00233,2026-08-26 12:02:00,19.6,62.8,21.1,33069.6,8.871347,74.136771,
EVT-000352,BMW-00215,2025-08-09 10:28:00,67.2,45.5,28.4,41926.1,28.301455,79.060846,
EVT-000353,BMW-00142,2026-02-28 18:14:00,64.9,89.2,49.7,34904.9,14.401869,79.933611,
EVT-000354,BMW-00099,2025-04-07 02:15:00,89.1,88.3,22.6,17989.9,21.284162,74.399264,
EVT-000355,BMW-00112,2025-07-17 14:23:00,31.0,65.4,21.0,2736.6,11.22079,77.817018,
EVT-000356,BMW-00079,2025-12-25 07:37:00,41.0,65.0,17.7,33905.7,17.490853,78.208839,
EVT-000357,BMW-00093,2025-11-11 20:04:00,48.2,79.1,32.5,74171.0,14.627746,79.209824,C1234
EVT-000358,BMW-00120,2026-06-12 04:28:00,90.9,79.3,18.2,55653.5,15.550805,78.7581,
EVT-000359,BMW-00121,2026-03-09 16:31:00,38.3,63.5,38.0,79808.5,18.138578,78.264852,
EVT-000360,BMW-00113,2026-02-23 01:46:00,46.1,60.3,28.3,59356.5,9.793846,76.80066,
EVT-000361,BMW-00010,2026-03-30 08:44:00,47.7,94.9,30.4,43934.5,27.872941,79.861199,
EVT-000362,BMW-00207,2025-06-09 09:19:00,45.1,71.9,24.7,73516.0,24.970798,75.060637,
EVT-000363,BMW-00157,2026-01-03 01:47:00,10.8,51.7,40.3,47316.4,11.886163,73.055151,
EVT-000364,BMW-00061,2025-03-20 01:50:00,73.9,99.5,33.9,73104.4,19.414467,79.57845,
EVT-000365,BMW-00063,2025-02-26 06:07:00,49.8,52.2,31.2,48590.9,27.892785,74.364384,
EVT-000366,BMW-00080,2025-01-17 12:41:00,35.0,71.9,25.6,3810.3,28.104246,76.409133,
EVT-000367,BMW-00008,2025-07-19 10:45:00,70.6,69.0,37.8,11538.1,15.817851,75.559475,
EVT-000368,BMW-00171,2025-10-12 07:49:00,32.7,82.3,19.0,35139.4,24.503214,74.109567,
EVT-000369,BMW-00126,2025-10-04 16:05:00,60.3,28.6,29.3,58540.4,19.460397,77.80403,
EVT-000370,BMW-00044,2026-03-31 17:38:00,49.4,45.0,39.6,22808.5,15.182524,75.745384,
EVT-000371,BMW-00117,2026-04-02 19:02:00,13.6,52.2,16.3,9852.8,8.631155,77.758568,
EVT-000372,BMW-00123,2026-01-26 15:16:00,35.5,85.7,27.8,27834.0,24.389819,75.508005,
EVT-000373,BMW-00041,2026-08-18 14:49:00,,48.7,24.1,51073.6,18.357042,79.741052,
EVT-000374,BMW-00110,2026-03-11 08:46:00,14.7,79.5,16.4,13598.5,13.075549,73.143785,
EVT-000375,BMW-00049,2025-09-05 04:25:00,36.2,38.8,37.2,46598.7,9.334285,75.847939,E1101
EVT-000376,BMW-00083,2026-06-17 03:17:00,27.8,84.5,31.0,18316.1,28.004181,78.135923,
EVT-000377,BMW-00018,2026-07-06 11:37:00,65.2,84.1,31.5,35074.6,18.686463,75.402941,
EVT-000378,BMW-00015,2026-07-25 18:07:00,27.0,61.0,21.4,14714.8,15.284261,75.814223,
EVT-000379,BMW-00138,2025-07-12 07:59:00,35.6,100.0,34.9,18629.3,18.75261,79.3673,
EVT-000380,BMW-00180,2025-12-19 20:31:00,33.5,73.5,28.6,6737.1,13.872425,78.441946,
EVT-000381,BMW-00211,2026-06-25 22:36:00,73.7,53.8,34.5,63602.3,13.368731,76.522756,
EVT-000382,BMW-00199,2026-05-03 15:30:00,40.2,85.3,20.5,58479.7,21.754989,78.67411,
EVT-000383,BMW-00140,2025-05-02 22:04:00,42.3,53.3,38.9,67845.0,11.627983,75.357382,
EVT-000384,BMW-00177,2026-07-20 20:01:00,5.7,49.4,24.1,15093.4,23.346264,77.255982,
EVT-000385,BMW-00129,2026-02-09 01:31:00,33.8,66.6,36.0,22166.1,22.543608,78.502574,
EVT-000386,BMW-00050,2025-01-21 09:32:00,11.4,50.9,29.0,20506.2,8.29804,74.395213,P0300
EVT-000387,BMW-00015,2025-07-28 10:02:00,53.9,54.0,19.9,49001.6,14.361146,73.880324,
EVT-000388,BMW-00146,2026-08-16 02:20:00,23.5,100.0,34.9,64014.4,12.945986,77.812806,
EVT-000389,BMW-00216,2026-04-05 13:42:00,37.9,62.3,,30602.4,25.74647,76.329228,
EVT-000390,BMW-00018,2025-03-08 04:31:00,62.2,16.0,37.9,55353.5,24.873421,73.825501,
EVT-000391,BMW-00166,2025-12-17 15:46:00,49.1,98.0,27.9,74906.8,24.408547,76.8496,
EVT-000392,BMW-00081,2026-01-28 02:23:00,59.7,100.0,27.2,28972.1,17.191906,79.953907,
EVT-000393,BMW-00137,2026-01-31 00:07:00,63.0,80.6,40.7,14466.9,8.992412,77.027621,
EVT-000394,BMW-00182,2025-02-15 17:10:00,38.4,56.7,28.0,18450.1,25.369794,78.554493,
EVT-000395,BMW-00069,2025-01-12 09:24:00,97.9,73.2,36.0,27889.8,21.341296,78.40221,
EVT-000396,BMW-00041,2025-05-12 00:46:00,63.2,38.1,40.2,41099.3,20.87394,73.460202,
EVT-000397,BMW-00074,2025-06-08 10:20:00,30.9,83.6,27.3,10366.3,11.375835,79.030135,
EVT-000398,BMW-00250,2026-07-04 23:06:00,78.7,60.3,38.6,30130.1,14.680842,79.309497,
EVT-000399,BMW-00246,2025-09-04 09:20:00,34.7,57.2,18.6,1974.3,24.052651,76.1747,
EVT-000400,BMW-00216,2025-07-06 02:31:00,74.5,62.6,29.6,83155.2,16.12431,74.126579,
EVT-000401,BMW-00045,2026-05-14 13:22:00,53.9,49.7,31.8,29977.6,23.570908,77.136436,
EVT-000402,BMW-00192,2026-08-23 23:38:00,74.9,50.4,26.7,60907.6,13.978411,76.097083,
EVT-000403,BMW-00132,2026-05-03 08:10:00,34.2,56.8,42.3,9381.9,20.68619,80.030775,
EVT-000404,BMW-00209,2026-08-23 15:56:00,41.7,73.9,34.1,67899.4,26.906692,76.164323,
EVT-000405,BMW-00250,2026-06-22 20:08:00,5.8,51.1,28.3,76557.4,18.427943,78.046567,
EVT-000406,BMW-00029,2025-11-16 14:09:00,61.5,90.9,30.7,12587.1,26.517009,74.742319,
EVT-000407,BMW-00133,2025-09-17 22:36:00,47.4,39.5,26.3,13009.4,28.34983,79.741963,
EVT-000408,BMW-00142,2025-11-27 23:08:00,49.5,81.1,22.4,3601.8,17.510114,78.746758,
EVT-000409,BMW-00146,2025-06-01 21:03:00,42.9,64.1,29.1,9959.3,10.859016,73.415927,
EVT-000410,BMW-00215,2026-08-06 22:36:00,71.0,98.2,46.3,6803.7,10.432644,76.545653,
EVT-000411,BMW-00141,2025-11-26 20:18:00,34.9,81.6,11.2,76286.2,13.099378,74.014937,B0010
EVT-000412,BMW-00042,2026-05-07 13:12:00,77.6,87.9,15.5,57876.8,14.45421,79.718157,E1101
EVT-000413,BMW-00121,2026-03-28 20:26:00,52.9,37.7,22.4,16106.6,14.407642,75.20366,
EVT-000414,BMW-00205,2025-02-23 19:33:00,23.6,95.5,37.3,38653.3,14.536419,79.126358,
EVT-000415,BMW-00069,2026-02-01 10:14:00,49.2,66.5,29.4,64075.2,17.368494,77.050596,B0010
EVT-000416,BMW-00239,2025-11-23 01:03:00,31.7,49.2,37.2,8670.4,17.280382,79.340957,
EVT-000417,BMW-00201,2025-11-09 03:40:00,13.3,43.8,32.7,61081.3,8.312611,77.565716,
EVT-000418,BMW-00235,2025-11-15 06:42:00,22.0,73.4,17.6,22820.1,18.881653,79.033658,
EVT-000419,BMW-00222,2026-01-01 00:32:00,45.3,60.5,34.0,41160.0,18.466222,74.897014,
EVT-000420,BMW-00121,2026-08-26 08:50:00,51.2,81.6,38.0,55576.2,9.627046,74.69998,
EVT-000421,BMW-00243,2026-04-29 15:20:00,53.8,87.2,27.1,61701.0,24.963543,78.025594,B0010
EVT-000422,BMW-00105,2026-06-09 00:58:00,8.2,46.3,31.9,64278.4,28.070688,78.711487,C1234
EVT-000423,BMW-00046,2025-09-14 21:22:00,43.7,68.1,27.6,83298.3,12.901564,76.344543,
EVT-000424,BMW-00109,2026-07-23 17:06:00,81.1,34.1,35.9,33523.6,11.231519,79.711246,
EVT-000425,BMW-00081,2025-07-30 16:53:00,100.3,56.5,47.3,28137.4,12.856009,74.906833,
EVT-000426,BMW-00059,2025-04-24 05:57:00,24.7,77.0,30.6,44562.9,22.126485,74.48968,
EVT-000427,BMW-00122,2026-03-05 15:30:00,0.0,100.0,17.1,13769.9,24.723031,73.439121,
EVT-000428,BMW-00235,2026-03-03 16:18:00,64.8,80.9,41.2,17377.6,23.412719,74.6783,
EVT-000429,BMW-00022,2025-04-07 15:29:00,30.4,71.4,42.4,76248.2,19.010396,78.222954,
EVT-000430,BMW-00189,2025-10-27 07:51:00,10.0,89.9,13.6,11628.9,23.708078,73.220289,
EVT-000431,BMW-00110,2025-01-13 21:42:00,27.3,35.9,39.2,19632.6,21.10815,74.785517,
EVT-000432,BMW-00049,2026-03-09 13:28:00,67.1,87.7,32.9,20875.1,14.358061,76.262362,
EVT-000433,BMW-00131,2025-11-10 18:30:00,30.7,98.8,22.7,22357.0,22.085563,73.32599,
EVT-000434,BMW-00070,2025-04-16 21:36:00,9.6,72.4,22.8,62433.7,24.78737,75.93588,
EVT-000435,BMW-00203,2025-12-10 15:19:00,68.1,40.7,25.3,4056.9,24.528763,74.810267,
EVT-000436,BMW-00140,2025-11-18 06:56:00,55.6,39.5,26.0,16984.6,23.992388,78.403093,
EVT-000437,BMW-00094,2026-04-16 19:29:00,94.3,88.8,28.1,37172.4,12.187307,79.732098,
EVT-000438,BMW-00110,2025-05-12 22:28:00,46.2,96.2,19.5,38350.4,18.366895,73.021982,
EVT-000439,BMW-00093,2026-04-02 21:32:00,31.6,38.0,35.9,33353.2,10.201664,78.628318,
EVT-000440,BMW-00177,2025-11-01 07:59:00,53.9,66.6,16.6,62747.0,20.403039,75.643213,
EVT-000441,BMW-00001,2025-08-05 15:20:00,30.9,39.2,28.8,42062.2,8.526307,78.04677,
EVT-000442,BMW-00200,2026-01-12 10:55:00,64.1,83.4,14.7,9665.4,28.36031,73.161402,
EVT-000443,BMW-00220,2025-01-01 14:20:00,61.9,85.2,48.1,49693.7,16.354849,77.868658,
EVT-000444,BMW-00023,2025-09-06 05:16:00,53.0,52.0,38.7,25230.9,13.771363,77.237283,
EVT-000445,BMW-00210,2026-05-22 03:16:00,82.8,57.1,39.5,42470.8,14.395067,76.665023,
EVT-000446,BMW-00181,2026-07-23 03:50:00,28.1,44.3,25.4,16671.4,10.467038,74.698157,
EVT-000447,BMW-00163,2025-10-01 07:39:00,53.1,53.8,39.6,41189.7,21.228077,77.98093,
EVT-000448,BMW-00198,2026-01-21 14:53:00,67.7,53.2,30.8,11267.3,13.833343,73.093199,
EVT-000449,BMW-00182,2025-08-02 11:44:00,46.0,100.0,32.3,82469.0,9.587645,74.765317,
EVT-000450,BMW-00116,2026-05-20 13:03:00,54.8,59.0,36.2,83708.0,18.504627,79.992951,
EVT-000451,BMW-00186,2026-03-05 13:31:00,29.0,80.1,27.0,47034.9,21.370505,78.384765,
EVT-000452,BMW-00155,2026-06-30 01:15:00,41.9,33.3,26.3,6925.8,8.605303,75.744944,
EVT-000453,BMW-00048,2025-04-25 08:36:00,78.8,87.8,32.7,84976.4,16.904209,75.033041,
EVT-000454,BMW-00098,2025-06-20 04:30:00,0.0,63.9,43.6,4045.3,24.03996,76.750062,
EVT-000455,BMW-00100,2025-10-27 18:31:00,67.0,67.1,33.4,26038.1,22.905028,79.045349,
EVT-000456,BMW-00011,2025-10-03 00:39:00,49.8,38.3,47.0,44971.7,13.896144,76.035043,
EVT-000457,BMW-00002,2025-10-17 09:22:00,68.1,84.8,11.9,7907.5,13.534622,76.933183,
EVT-000458,BMW-00187,2025-10-13 16:31:00,20.9,67.8,29.3,75416.0,12.304608,73.26622,
EVT-000459,BMW-00135,2025-07-22 19:02:00,77.3,80.5,45.9,9033.3,22.290127,77.841884,
EVT-000460,BMW-00121,2025-09-29 16:41:00,36.0,92.0,42.8,62924.2,16.90285,73.808272,
EVT-000461,BMW-00009,2025-08-10 08:42:00,88.2,80.5,19.0,2260.4,23.826032,78.827809,
EVT-000462,BMW-00156,2026-05-27 10:54:00,33.2,52.3,35.2,71684.4,10.706593,76.465327,
EVT-000463,BMW-00015,2025-05-08 20:56:00,41.9,54.6,22.8,49464.4,24.927317,73.217631,
EVT-000464,BMW-00142,2026-07-25 13:42:00,60.9,63.6,29.1,56449.9,19.475546,77.82403,
EVT-000465,BMW-00002,2026-03-15 08:44:00,43.7,61.4,10.9,49498.9,14.606282,79.290857,
EVT-000466,BMW-00218,2026-08-19 00:00:00,79.7,59.8,34.7,24171.4,11.1266,79.309191,
EVT-000467,BMW-00051,2025-11-28 13:55:00,29.5,77.3,19.6,55043.1,15.082719,75.433744,
EVT-000468,BMW-00062,2025-07-15 04:39:00,102.1,39.8,27.2,39554.0,11.096387,75.03817,P0300
EVT-000469,BMW-00163,2025-09-23 12:18:00,40.8,54.6,27.5,21942.5,8.05677,76.409013,P0420
EVT-000470,BMW-00001,2025-11-06 13:22:00,72.1,82.4,24.9,43821.9,22.403744,77.960144,
EVT-000471,BMW-00186,2025-08-09 08:29:00,78.2,100.0,,51747.7,10.374121,78.974446,
EVT-000472,BMW-00118,2025-11-05 08:52:00,13.5,85.2,25.2,15365.5,15.538053,77.354207,
EVT-000473,BMW-00067,2025-07-22 21:15:00,50.9,48.0,39.5,62225.9,14.726936,73.735323,
EVT-000474,BMW-00032,2026-05-06 14:44:00,35.5,55.6,30.8,10466.4,27.560408,75.986263,
EVT-000475,BMW-00127,2026-03-13 21:27:00,77.2,56.3,12.4,60953.8,9.938907,79.900582,
EVT-000476,BMW-00122,2025-12-08 23:44:00,21.7,73.0,27.1,35202.4,16.940534,78.213202,
EVT-000477,BMW-00031,2025-11-10 20:44:00,27.1,78.9,41.8,13345.9,23.939051,76.34424,
EVT-000478,BMW-00169,2026-05-31 17:09:00,83.7,55.8,20.7,28939.6,10.653111,80.120704,
EVT-000479,BMW-00055,2026-06-19 21:49:00,62.9,31.1,22.7,11578.2,16.302153,78.605959,
EVT-000480,BMW-00048,2025-11-26 08:41:00,54.0,66.7,29.3,40786.7,12.517488,79.509482,
EVT-000318,BMW-00013,2026-01-19 23:22:00,51.5,48.7,33.0,52237.8,18.308442,79.407747,
EVT-000438,BMW-00110,2025-05-12 22:28:00,46.2,96.2,19.5,38350.4,18.366895,73.021982,
EVT-000403,BMW-00132,2026-05-03 08:10:00,34.2,56.8,42.3,9381.9,20.68619,80.030775,
EVT-000440,BMW-00177,2025-11-01 07:59:00,53.9,66.6,16.6,62747.0,20.403039,75.643213,
EVT-000218,BMW-00173,2025-09-23 21:04:00,51.9,38.8,10.8,52647.8,11.370784,73.303638,
