vehicle_id,model,city,fault_date,fault_type,severity
1462,BMW X5,Mumbai,2026-06-09,Electrical,High
1463,BMW X1,Pune,2026-07-15,Brake,Medium
1464,BMW i5,Chennai,2026-03-20,Engine,Low
1465,BMW X3,Pune,2026-07-26,Infotainment,Low
1466,BMW X1,Hyderabad,2026-06-27,Suspension,High
1467,BMW i4,Ahmedabad,2026-06-22,Infotainment,High
1468,BMW X5,Delhi,2026-08-19,Infotainment,Low
1469,BMW 5 Series,Pune,2026-03-23,Electrical,Low
1470,BMW X5,Bengaluru,2026-05-12,Infotainment,Medium
1471,BMW 3 Series,Ahmedabad,2026-08-10,Engine,Medium
1472,BMW 7 Series,Hyderabad,2026-05-10,Charging,High
1473,BMW iX,Kolkata,2026-06-07,Engine,Low
1474,BMW X5,Mumbai,2026-01-26,Battery,Low
1475,BMW iX,Kolkata,2026-07-01,Suspension,High
1476,BMW X7,Chennai,2026-07-19,Infotainment,Medium
1477,BMW 7 Series,Chennai,2026-08-12,Charging,Low
1478,BMW i7,Hyderabad,2026-03-16,Cooling,High
1479,BMW i5,Mumbai,2026-08-08,Suspension,Low
1480,BMW X7,Chennai,2026-07-08,Cooling,Low
1481,BMW i5,Hyderabad,2026-08-09,Suspension,Medium
1482,BMW X3,Delhi,2026-04-13,Cooling,Medium
1483,BMW i5,Mumbai,2026-03-14,Infotainment,Low
1484,BMW iX,Chennai,2026-01-17,Transmission,Medium
1485,BMW i7,Bengaluru,2026-04-26,Engine,High
1486,BMW 3 Series,Delhi,2026-06-22,Cooling,High
1487,BMW X3,Pune,2026-07-05,Transmission,Medium
1488,BMW X7,Bengaluru,2026-03-11,Suspension,Low
1489,BMW 3 Series,Ahmedabad,2026-02-06,Transmission,High
1490,BMW iX,Kolkata,2026-03-13,Steering,Low
1491,BMW iX,Bengaluru,2026-06-07,Charging,High
1492,BMW X3,Delhi,2026-08-18,Engine,Medium
1493,BMW iX,Chennai,2026-02-09,Charging,Low
1494,BMW 5 Series,Ahmedabad,2026-04-05,Brake,Low
1495,BMW X5,Bengaluru,2026-02-19,Electrical,Medium
1496,BMW 7 Series,Mumbai,2026-07-17,Engine,Low
1497,BMW 5 Series,Bengaluru,2026-07-07,Brake,Medium
1498,BMW 5 Series,Bengaluru,2026-07-27,Suspension,Low
1499,BMW i4,Mumbai,2026-02-24,Electrical,High
1500,BMW X3,Mumbai,2026-01-17,Suspension,Medium
1501,BMW X7,Bengaluru,2026-03-12,Charging,Low
1502,BMW 5 Series,Chennai,2026-05-02,Battery,Medium
1503,BMW 7 Series,Ahmedabad,2026-06-26,Battery,Low
1504,BMW i5,Bengaluru,2026-04-25,Battery,High
1505,BMW iX,Hyderabad,2026-07-25,Engine,Low
1506,BMW X7,Pune,2026-01-28,Battery,High
1507,BMW X1,Ahmedabad,2026-08-08,Engine,High
1508,BMW 5 Series,Bengaluru,2026-08-07,Battery,Medium
1509,BMW X5,Mumbai,2026-06-18,Transmission,Medium
1510,BMW 5 Series,Pune,2026-04-17,Infotainment,Low
1511,BMW i7,Chennai,2026-04-08,Steering,High
1512,BMW i4,Hyderabad,2026-05-23,Engine,High
1513,BMW i7,Chennai,2026-07-26,Engine,High
1514,BMW 5 Series,Mumbai,2026-01-11,Electrical,Low
1515,BMW X3,Kolkata,2026-07-26,Transmission,High
1516,BMW X5,Kolkata,2026-05-18,Steering,Low
1517,BMW X5,Pune,2026-06-23,Steering,Medium
1518,BMW X1,Ahmedabad,2026-08-01,Battery,Medium
1519,BMW X5,Kolkata,2026-06-13,AC,High
1520,BMW i4,Mumbai,2026-02-12,Steering,High
1521,BMW 3 Series,Hyderabad,2026-05-21,Charging,Medium
1522,BMW X3,Bengaluru,2026-05-21,Battery,Low
1523,BMW iX,Delhi,2026-07-14,Suspension,Medium
1524,BMW 5 Series,Mumbai,2026-02-05,Engine,High
1525,BMW X3,Delhi,2026-07-26,Electrical,Medium
1526,BMW 7 Series,Ahmedabad,2026-07-02,Battery,Medium
1527,BMW iX,Chennai,2026-04-05,Charging,High
1528,BMW X1,Delhi,2026-01-13,Brake,Low
1529,BMW X3,Mumbai,2026-08-12,AC,Medium
1530,BMW X5,Pune,2026-06-21,Brake,Medium
1531,BMW i4,Bengaluru,2026-04-28,Electrical,High
1532,BMW i5,Ahmedabad,2026-02-06,Suspension,High
1533,BMW X3,Kolkata,2026-08-15,AC,Low
1534,BMW i4,Chennai,2026-07-22,Cooling,High
1535,BMW iX,Delhi,2026-03-27,Brake,High
1536,BMW i5,Kolkata,2026-06-22,Steering,Medium
1537,BMW 3 Series,Delhi,2026-04-27,Steering,High
1538,BMW i7,Ahmedabad,2026-07-02,Steering,High
1539,BMW 3 Series,Pune,2026-06-08,Battery,Medium
1540,BMW 7 Series,Kolkata,2026-02-09,Charging,Medium
1541,BMW X5,Ahmedabad,2026-01-05,Electrical,Medium
1542,BMW iX,Kolkata,2026-03-22,Electrical,Medium
1543,BMW i5,Bengaluru,2026-07-14,Brake,High
1544,BMW 3 Series,Chennai,2026-02-09,Brake,Low
1545,BMW i4,Ahmedabad,2026-01-01,Suspension,Low
1546,BMW i4,Hyderabad,2026-04-28,Battery,Low
1547,BMW X3,Pune,2026-03-05,Cooling,Low
1548,BMW X1,Ahmedabad,2026-01-25,Cooling,Low
1549,BMW X3,Delhi,2026-08-16,Engine,Medium
1550,BMW i4,Kolkata,2026-03-20,Cooling,Medium
1551,BMW i5,Delhi,2026-01-02,Infotainment,Medium
1552,BMW 5 Series,Chennai,2026-02-10,Suspension,High
1553,BMW X1,Delhi,2026-07-05,Brake,Medium
1554,BMW i4,Mumbai,2026-08-03,Brake,High
1555,BMW i7,Delhi,2026-06-07,Electrical,Medium
1556,BMW i4,Delhi,2026-07-02,Electrical,Medium
1557,BMW i4,Hyderabad,2026-02-14,AC,High
1558,BMW X3,Ahmedabad,2026-01-19,Brake,Low
1559,BMW i4,Mumbai,2026-01-27,Engine,High
1560,BMW 3 Series,Ahmedabad,2026-02-17,Transmission,Low
1561,BMW X7,Chennai,2026-01-04,Suspension,Medium
1562,BMW i7,Mumbai,2026-03-06,Electrical,High
1563,BMW i5,Kolkata,2026-05-25,Charging,Medium
1564,BMW X1,Hyderabad,2026-01-25,Engine,Medium
1565,BMW 7 Series,Hyderabad,2026-04-11,Brake,Low
1566,BMW X1,Delhi,2026-06-15,Cooling,High
1567,BMW 3 Series,Ahmedabad,2026-03-12,Charging,Medium
1568,BMW X3,Pune,2026-02-07,Engine,Low
1569,BMW X3,Kolkata,2026-06-14,Infotainment,Low
1570,BMW X1,Kolkata,2026-04-03,Electrical,High
1571,BMW X1,Delhi,2026-04-04,Suspension,Low
1572,BMW 5 Series,Bengaluru,2026-08-11,Infotainment,Low
1573,BMW 7 Series,Ahmedabad,2026-01-28,Transmission,High
1574,BMW X1,Pune,2026-02-11,Brake,High
1575,BMW X7,Chennai,2026-04-18,Brake,High
1576,BMW i4,Chennai,2026-02-23,Infotainment,Low
1577,BMW i5,Hyderabad,2026-08-23,Transmission,High
1578,BMW 3 Series,Ahmedabad,2026-05-12,Charging,Low
1579,BMW i7,Hyderabad,2026-05-01,Charging,High
1580,BMW X5,Delhi,2026-07-24,Battery,Medium
1581,BMW 5 Series,Hyderabad,2026-07-26,Charging,Medium
1582,BMW 3 Series,Pune,2026-04-12,Infotainment,High
1583,BMW i4,Ahmedabad,2026-07-26,Cooling,High
1584,BMW X5,Kolkata,2026-06-15,Cooling,High
1585,BMW i4,Chennai,2026-08-07,Steering,Low
1586,BMW i4,Ahmedabad,2026-07-24,Suspension,Low
1587,BMW i5,Hyderabad,2026-02-15,Infotainment,Low
1588,BMW X3,Hyderabad,2026-05-27,Engine,High
1589,BMW 3 Series,Ahmedabad,2026-06-18,Infotainment,High
1590,BMW X3,Kolkata,2026-06-26,Cooling,Low
1591,BMW i5,Pune,2026-04-14,Battery,High
1592,BMW 5 Series,Chennai,2026-03-02,Infotainment,Medium
1593,BMW X5,Kolkata,2026-01-01,Transmission,High
1594,BMW 7 Series,Bengaluru,2026-01-20,Steering,High
1595,BMW i7,Bengaluru,2026-06-28,Cooling,Medium
1596,BMW 3 Series,Delhi,2026-07-09,AC,Medium
1597,BMW iX,Delhi,2026-07-24,Transmission,Medium
1598,BMW 5 Series,Ahmedabad,2026-02-16,Suspension,High
1599,BMW i7,Hyderabad,2026-01-01,Engine,Low
1600,BMW X3,Kolkata,2026-05-02,Engine,Low
1601,BMW i5,Bengaluru,2026-08-15,AC,Medium
1602,BMW i5,Hyderabad,2026-04-20,AC,Low
1603,BMW i4,Ahmedabad,2026-02-14,Suspension,High
1604,BMW i7,Pune,2026-01-08,Battery,Low
1605,BMW X3,Kolkata,2026-05-15,Engine,High
1606,BMW i7,Hyderabad,2026-05-14,Suspension,High
1607,BMW 5 Series,Bengaluru,2026-01-28,Suspension,Low
1608,BMW 7 Series,Pune,2026-05-06,Steering,Low
1609,BMW 3 Series,Ahmedabad,2026-05-13,Engine,Low
1610,BMW i4,Bengaluru,2026-05-28,Battery,Low
1611,BMW 3 Series,Kolkata,2026-02-22,Charging,High
1612,BMW X7,Chennai,2026-01-06,Suspension,Medium
1613,BMW X7,Mumbai,2026-01-18,Charging,Low
1614,BMW X7,Chennai,2026-08-20,Battery,Medium
1615,BMW 5 Series,Kolkata,2026-05-18,Transmission,Medium
1616,BMW 7 Series,Pune,2026-03-08,Infotainment,High
1617,BMW X1,Hyderabad,2026-08-20,AC,High
1618,BMW 7 Series,Pune,2026-07-26,Infotainment,High
1619,BMW iX,Mumbai,2026-01-16,Charging,Low
1620,BMW 3 Series,Kolkata,2026-05-09,AC,Low
1621,BMW iX,Mumbai,2026-08-04,Charging,High
1622,BMW i5,Bengaluru,2026-03-08,Transmission,Low
1623,BMW 5 Series,Kolkata,2026-04-26,Electrical,High
1624,BMW i7,Delhi,2026-08-06,Charging,Low
1625,BMW X1,Bengaluru,2026-01-07,Suspension,Medium
1626,BMW X1,Pune,2026-03-19,Steering,High
1627,BMW i5,Hyderabad,2026-02-15,Steering,Medium
1628,BMW 7 Series,Delhi,2026-04-14,AC,Medium
1629,BMW X7,Delhi,2026-04-21,Transmission,Low
1630,BMW X1,Chennai,2026-03-09,AC,High
1631,BMW X1,Delhi,2026-05-18,Suspension,Medium
1632,BMW 3 Series,Mumbai,2026-02-17,Engine,High
1633,BMW i4,Delhi,2026-04-09,Battery,Low
1634,BMW X1,Pune,2026-08-03,Charging,Medium
1635,BMW i7,Chennai,2026-08-24,Electrical,High
1636,BMW X5,Ahmedabad,2026-08-01,Cooling,Low
1637,BMW X5,Chennai,2026-05-24,Infotainment,Low
1638,BMW i7,Delhi,2026-04-07,Suspension,Low
1639,BMW i5,Kolkata,2026-03-28,Suspension,High
1640,BMW X5,Chennai,2026-02-17,Cooling,Low
1641,BMW i4,Ahmedabad,2026-03-12,Electrical,Medium
1642,BMW 5 Series,Mumbai,2026-01-13,Transmission,High
1643,BMW i5,Ahmedabad,2026-04-08,Charging,High
1644,BMW X1,Ahmedabad,2026-01-13,Brake,Medium
1645,BMW X5,Delhi,2026-01-28,Brake,Low
1646,BMW X7,Pune,2026-02-15,AC,High
1647,BMW i5,Hyderabad,2026-06-11,Steering,Low
1648,BMW 5 Series,Pune,2026-04-19,Cooling,Medium
1649,BMW i7,Chennai,2026-01-14,Charging,Low
1650,BMW 5 Series,Chennai,2026-07-03,Brake,Low
1651,BMW i7,Ahmedabad,2026-06-19,Cooling,Medium
1652,BMW iX,Chennai,2026-07-06,Steering,Low
1653,BMW X1,Bengaluru,2026-03-07,Cooling,High
1654,BMW X7,Chennai,2026-07-02,Charging,Medium
1655,BMW X7,Mumbai,2026-05-16,Suspension,Medium
1656,BMW 3 Series,Chennai,2026-01-24,Charging,Low
1657,BMW i7,Mumbai,2026-04-04,Transmission,Medium
1658,BMW X3,Bengaluru,2026-03-10,Charging,High
1659,BMW i7,Bengaluru,2026-06-23,Battery,High
1660,BMW 5 Series,Mumbai,2026-04-23,Brake,High
1661,BMW 3 Series,Kolkata,2026-08-07,Battery,High
1662,BMW i4,Delhi,2026-08-21,Infotainment,Low
1663,BMW 3 Series,Ahmedabad,2026-06-03,Battery,High
1664,BMW iX,Delhi,2026-01-25,Electrical,High
1665,BMW i5,Chennai,2026-01-23,Infotainment,Medium
1666,BMW 3 Series,Bengaluru,2026-06-10,Electrical,Low
1667,BMW X7,Hyderabad,2026-06-17,Charging,Low
1668,BMW i5,Chennai,2026-05-13,Brake,Low
1669,BMW i7,Hyderabad,2026-07-20,Charging,High
1670,BMW 3 Series,Chennai,2026-07-19,AC,Medium
1671,BMW 7 Series,Bengaluru,2026-03-16,Transmission,Medium
1672,BMW i4,Delhi,2026-08-16,Battery,Medium
1673,BMW i7,Mumbai,2026-08-06,Charging,High
1674,BMW X5,Hyderabad,2026-05-22,Transmission,High
1675,BMW 3 Series,Hyderabad,2026-08-09,Battery,High
1676,BMW X1,Bengaluru,2026-03-11,Infotainment,High
1677,BMW i7,Mumbai,2026-04-19,AC,High
1678,BMW X5,Kolkata,2026-04-06,Transmission,High
1679,BMW X7,Kolkata,2026-01-10,Cooling,High
1680,BMW X5,Ahmedabad,2026-03-08,Suspension,Medium
1681,BMW i4,Pune,2026-01-24,Charging,Low
1682,BMW i4,Kolkata,2026-05-01,Infotainment,Low
1683,BMW i5,Ahmedabad,2026-08-19,Engine,Low
1684,BMW X1,Delhi,2026-03-03,Battery,Low
1685,BMW X1,Kolkata,2026-01-24,Battery,Medium
1686,BMW i5,Kolkata,2026-01-16,Electrical,High
1687,BMW i5,Hyderabad,2026-05-27,Steering,Low
1688,BMW i7,Hyderabad,2026-02-15,Infotainment,Medium
1689,BMW X1,Pune,2026-04-11,Cooling,Medium
1690,BMW X7,Chennai,2026-08-17,Brake,Low
1691,BMW X1,Mumbai,2026-01-15,Battery,Low
1692,BMW i4,Hyderabad,2026-03-01,Brake,Low
1693,BMW 5 Series,Hyderabad,2026-05-17,Electrical,High
1694,BMW i5,Kolkata,2026-01-23,Transmission,High
1695,BMW X5,Chennai,2026-03-16,Electrical,Low
1696,BMW 3 Series,Kolkata,2026-01-25,Infotainment,High
1697,BMW i7,Mumbai,2026-04-16,Battery,Low
1698,BMW X3,Kolkata,2026-08-25,Charging,Medium
1699,BMW X1,Delhi,2026-08-14,Brake,Low
1700,BMW X5,Pune,2026-06-10,Electrical,Medium
1701,BMW i4,Hyderabad,2026-03-18,Brake,Low
1702,BMW 7 Series,Kolkata,2026-05-19,Infotainment,Low
1703,BMW 5 Series,Kolkata,2026-05-12,Transmission,High
1704,BMW X7,Kolkata,2026-08-14,Battery,High
1705,BMW X7,Delhi,2026-01-04,Charging,Medium
1706,BMW 3 Series,Mumbai,2026-03-13,Steering,Low
1707,BMW iX,Delhi,2026-01-04,Electrical,Low
1708,BMW iX,Mumbai,2026-03-26,Infotainment,High
1709,BMW 3 Series,Kolkata,2026-01-10,Electrical,Medium
1710,BMW i5,Hyderabad,2026-05-17,Brake,Low
1711,BMW iX,Bengaluru,2026-01-24,Engine,Low
1712,BMW X1,Bengaluru,2026-06-24,Engine,High
1713,BMW i7,Bengaluru,2026-04-21,Transmission,Low
1714,BMW 3 Series,Hyderabad,2026-06-15,Cooling,Medium
1715,BMW i7,Hyderabad,2026-04-24,Cooling,Medium
1716,BMW i4,Delhi,2026-06-12,Suspension,High
1717,BMW 7 Series,Kolkata,2026-03-11,Electrical,High
1718,BMW X1,Bengaluru,2026-08-13,Suspension,Low
1719,BMW 3 Series,Kolkata,2026-03-09,Charging,High
1720,BMW 3 Series,Kolkata,2026-06-11,Infotainment,Low
1721,BMW i4,Delhi,2026-07-17,Brake,Medium
1722,BMW iX,Chennai,2026-08-05,AC,Medium
1723,BMW iX,Mumbai,2026-04-27,Infotainment,Low
1724,BMW 5 Series,Delhi,2026-05-17,Cooling,Medium
1725,BMW X7,Mumbai,2026-01-01,Transmission,High
1726,BMW X5,Ahmedabad,2026-07-13,Transmission,High
1727,BMW X7,Pune,2026-04-19,Electrical,Medium
1728,BMW i4,Bengaluru,2026-07-08,Battery,Low
1729,BMW X7,Delhi,2026-04-04,Transmission,Medium
1730,BMW X3,Pune,2026-05-18,Brake,Medium
1731,BMW X5,Ahmedabad,2026-07-01,Infotainment,High
1732,BMW 5 Series,Hyderabad,2026-05-12,Charging,Medium
1733,BMW X7,Mumbai,2026-08-11,Cooling,High
1734,BMW X3,Chennai,2026-02-23,Transmission,Low
1735,BMW X3,Kolkata,2026-02-04,Electrical,Low
1736,BMW i4,Mumbai,2026-08-13,Infotainment,High
1737,BMW iX,Bengaluru,2026-08-13,Engine,Medium
1738,BMW X3,Hyderabad,2026-02-18,Cooling,Low
1739,BMW iX,Bengaluru,2026-05-03,Cooling,Low
1740,BMW X3,Mumbai,2026-07-23,Steering,Medium
1741,BMW X1,Hyderabad,2026-07-16,Cooling,Low
1742,BMW 3 Series,Mumbai,2026-01-08,Cooling,Low
1743,BMW i5,Delhi,2026-01-09,Brake,High
1744,BMW 3 Series,Hyderabad,2026-05-24,Infotainment,Low
1745,BMW i7,Kolkata,2026-03-28,Transmission,Medium
1746,BMW i4,Chennai,2026-03-16,AC,High
1747,BMW X1,Ahmedabad,2026-05-19,Electrical,Medium
1748,BMW X5,Bengaluru,2026-07-07,Engine,High
1749,BMW X3,Delhi,2026-08-21,Charging,Medium
1750,BMW 5 Series,Bengaluru,2026-07-28,Battery,Low
1751,BMW i5,Bengaluru,2026-03-08,Charging,Low
1752,BMW X5,Mumbai,2026-08-13,Infotainment,Low
1753,BMW i4,Hyderabad,2026-06-23,AC,Medium
1754,BMW X7,Bengaluru,2026-03-12,Brake,Medium
1755,BMW i4,Mumbai,2026-08-18,Suspension,Medium
1756,BMW 3 Series,Kolkata,2026-05-28,Battery,Medium
1757,BMW iX,Ahmedabad,2026-01-17,Battery,High
1758,BMW i5,Kolkata,2026-07-23,Infotainment,Low
1759,BMW iX,Hyderabad,2026-01-16,Steering,Medium
1760,BMW X1,Delhi,2026-03-25,Electrical,Low
1761,BMW X3,Chennai,2026-01-11,Battery,Low
1762,BMW X3,Mumbai,2026-03-20,Battery,High
1763,BMW 5 Series,Delhi,2026-04-24,Transmission,High
1764,BMW 3 Series,Delhi,2026-05-02,Charging,High
1765,BMW X3,Delhi,2026-04-06,AC,Medium
1766,BMW i4,Hyderabad,2026-08-03,Electrical,Low
1767,BMW i7,Mumbai,2026-04-03,Electrical,Medium
1768,BMW X1,Delhi,2026-04-02,Charging,High
1769,BMW i4,Kolkata,2026-03-17,Transmission,Low
1770,BMW X5,Bengaluru,2026-07-24,Infotainment,High
1771,BMW X3,Mumbai,2026-04-06,Charging,High
1772,BMW 3 Series,Pune,2026-06-21,Cooling,Low
1773,BMW 7 Series,Kolkata,2026-03-07,Battery,High
1774,BMW 3 Series,Bengaluru,2026-05-01,AC,High
1775,BMW X5,Mumbai,2026-01-26,AC,High
1776,BMW i7,Hyderabad,2026-07-15,Transmission,Low
1777,BMW i5,Mumbai,2026-02-26,Transmission,Medium
1778,BMW i4,Hyderabad,2026-05-03,Cooling,Low
1779,BMW X1,Pune,2026-02-18,Steering,Medium
1780,BMW 5 Series,Pune,2026-07-13,Electrical,Low
1781,BMW i7,Chennai,2026-05-21,Battery,Medium
1782,BMW X3,Ahmedabad,2026-05-20,Suspension,High
1783,BMW i4,Kolkata,2026-03-20,Engine,Medium
1784,BMW X5,Kolkata,2026-06-09,Engine,Low
1785,BMW 7 Series,Ahmedabad,2026-01-15,Electrical,High
1786,BMW iX,Kolkata,2026-01-04,AC,Low
1787,BMW X7,Bengaluru,2026-05-22,Cooling,Low
1788,BMW 5 Series,Ahmedabad,2026-07-10,Brake,Medium
1789,BMW X1,Kolkata,2026-06-18,Engine,Low
1790,BMW i7,Bengaluru,2026-05-01,Suspension,High
1791,BMW i4,Ahmedabad,2026-04-24,Transmission,Low
1792,BMW 5 Series,Chennai,2026-07-24,Charging,Medium
1793,BMW iX,Bengaluru,2026-04-08,Battery,High
1794,BMW X7,Kolkata,2026-01-24,Brake,High
1795,BMW i5,Hyderabad,2026-02-13,Transmission,High
1796,BMW 7 Series,Bengaluru,2026-02-07,AC,Medium
1797,BMW X3,Delhi,2026-08-22,Brake,Medium
1798,BMW 5 Series,Mumbai,2026-08-01,Electrical,Medium
1799,BMW i5,Pune,2026-08-07,Suspension,High
1800,BMW 3 Series,Kolkata,2026-06-02,Engine,Medium
1801,BMW i4,Delhi,2026-08-17,Engine,Low
1802,BMW 5 Series,Delhi,2026-07-16,Brake,Low
1803,BMW iX,Bengaluru,2026-02-09,Electrical,Medium
1804,BMW X7,Delhi,2026-01-21,Steering,Low
1805,BMW X5,Ahmedabad,2026-04-10,Cooling,Low
1806,BMW 7 Series,Mumbai,2026-02-17,Transmission,Medium
1807,BMW 7 Series,Delhi,2026-07-22,Charging,Low
1808,BMW iX,Delhi,2026-01-28,Brake,High
1809,BMW i5,Delhi,2026-05-14,Charging,High
1810,BMW i5,Hyderabad,2026-04-20,Charging,Low
1811,BMW X5,Mumbai,2026-05-13,Charging,High
1812,BMW iX,Delhi,2026-07-22,Suspension,Medium
1813,BMW i4,Delhi,2026-02-10,Engine,Low
1814,BMW 5 Series,Kolkata,2026-01-16,AC,Low
1815,BMW X5,Mumbai,2026-07-17,AC,Medium
1816,BMW 5 Series,Ahmedabad,2026-02-16,Battery,Medium
1817,BMW 7 Series,Chennai,2026-07-28,Transmission,High
1818,BMW 3 Series,Chennai,2026-05-12,Electrical,Medium
1819,BMW 5 Series,Ahmedabad,2026-08-19,Battery,Low
1820,BMW X1,Chennai,2026-02-25,Brake,High
1821,BMW 7 Series,Chennai,2026-02-21,Charging,Low
1822,BMW i4,Delhi,2026-07-15,Battery,High
1823,BMW 7 Series,Mumbai,2026-04-15,Electrical,Low
1824,BMW X7,Chennai,2026-06-25,Brake,Low
1825,BMW X5,Mumbai,2026-06-26,Steering,Low
1826,BMW 3 Series,Mumbai,2026-01-07,Infotainment,Low
1827,BMW 3 Series,Pune,2026-06-12,Infotainment,High
1828,BMW i4,Hyderabad,2026-02-17,Steering,Medium
1829,BMW i7,Kolkata,2026-01-07,Brake,High
1830,BMW i7,Delhi,2026-07-15,Steering,Medium
1831,BMW 5 Series,Delhi,2026-01-06,Brake,Medium
1832,BMW iX,Bengaluru,2026-08-05,Engine,Low
1833,BMW X3,Bengaluru,2026-04-11,Steering,High
1834,BMW 5 Series,Delhi,2026-08-02,AC,High
1835,BMW X1,Delhi,2026-01-19,Charging,Medium
1836,BMW i7,Chennai,2026-03-26,Transmission,High
1837,BMW i4,Ahmedabad,2026-07-22,Battery,Low
1838,BMW i7,Chennai,2026-03-22,Charging,Medium
1839,BMW iX,Delhi,2026-04-04,Battery,Low
1840,BMW X3,Mumbai,2026-01-26,Cooling,Low
1841,BMW i7,Delhi,2026-03-04,Engine,High
1842,BMW i7,Mumbai,2026-05-26,Transmission,Low
1843,BMW iX,Bengaluru,2026-03-22,Engine,High
1844,BMW X1,Chennai,2026-04-05,Charging,High
1845,BMW 7 Series,Hyderabad,2026-05-26,Electrical,Medium
1846,BMW X3,Delhi,2026-04-17,Engine,Medium
1847,BMW X1,Kolkata,2026-02-04,Suspension,Low
1848,BMW i7,Delhi,2026-01-19,Suspension,Low
1849,BMW i4,Kolkata,2026-07-11,Suspension,High
1850,BMW X1,Hyderabad,2026-04-02,Steering,Medium
1851,BMW i4,Kolkata,2026-01-27,Steering,Medium
1852,BMW i4,Chennai,2026-08-25,Cooling,Low
1853,BMW iX,Ahmedabad,2026-03-13,Brake,High
1854,BMW i4,Hyderabad,2026-03-03,Brake,High
1855,BMW X1,Hyderabad,2026-07-25,Transmission,High
1856,BMW 3 Series,Hyderabad,2026-05-13,Engine,High
1857,BMW 3 Series,Chennai,2026-02-02,Cooling,Medium
1858,BMW X7,Delhi,2026-04-17,Infotainment,High
1859,BMW 7 Series,Hyderabad,2026-03-10,Infotainment,Low
1860,BMW i5,Pune,2026-04-10,Steering,Medium
1861,BMW i4,Ahmedabad,2026-08-04,Battery,Medium
1862,BMW i5,Mumbai,2026-08-23,Transmission,Low
1863,BMW X3,Kolkata,2026-03-13,Electrical,High
1864,BMW X3,Hyderabad,2026-05-07,Electrical,High
1865,BMW i5,Pune,2026-02-15,Infotainment,High
1866,BMW i4,Ahmedabad,2026-05-13,Transmission,Medium
1867,BMW i4,Ahmedabad,2026-07-05,Battery,Medium
1868,BMW i4,Hyderabad,2026-01-22,Brake,Low
1869,BMW X3,Ahmedabad,2026-04-02,Suspension,Low
1870,BMW 3 Series,Mumbai,2026-08-14,Charging,Medium
1871,BMW iX,Delhi,2026-03-25,Electrical,High
1872,BMW i4,Kolkata,2026-03-25,Suspension,Medium
1873,BMW X7,Ahmedabad,2026-08-23,Steering,Medium
1874,BMW 7 Series,Bengaluru,2026-01-26,Cooling,Medium
1875,BMW i5,Kolkata,2026-05-17,AC,High
1876,BMW i7,Kolkata,2026-06-03,Battery,Medium
1877,BMW 3 Series,Mumbai,2026-07-26,Battery,Low
1878,BMW X5,Delhi,2026-03-14,Electrical,High
1879,BMW 3 Series,Ahmedabad,2026-05-02,Brake,Medium
1880,BMW 7 Series,Mumbai,2026-06-24,Brake,Low
1881,BMW 3 Series,Bengaluru,2026-05-24,Steering,High
1882,BMW i4,Chennai,2026-04-09,Transmission,Low
1883,BMW 5 Series,Ahmedabad,2026-05-17,Engine,Low
1884,BMW X7,Ahmedabad,2026-02-13,Suspension,High
1885,BMW i4,Bengaluru,2026-06-04,Cooling,Medium
1886,BMW i7,Mumbai,2026-02-17,Electrical,High
1887,BMW i4,Kolkata,2026-02-07,Infotainment,Medium
1888,BMW X1,Pune,2026-02-20,Suspension,Medium
1889,BMW i5,Chennai,2026-01-05,Engine,High
1890,BMW i7,Mumbai,2026-01-20,Engine,Medium
1891,BMW X5,Chennai,2026-03-01,Charging,Low
1892,BMW i5,Chennai,2026-07-10,Cooling,High
1893,BMW X7,Chennai,2026-02-18,Battery,Low
1894,BMW i5,Chennai,2026-03-22,Charging,High
1895,BMW 5 Series,Hyderabad,2026-05-04,Electrical,Low
1896,BMW 3 Series,Chennai,2026-03-11,Battery,High
1897,BMW X3,Pune,2026-08-17,Transmission,Low
1898,BMW X5,Delhi,2026-08-21,Steering,Low
1899,BMW X7,Pune,2026-08-22,Cooling,High
1900,BMW X7,Delhi,2026-06-25,Electrical,Low
1901,BMW 5 Series,Mumbai,2026-08-23,Cooling,High
1902,BMW 3 Series,Chennai,2026-07-14,Electrical,Medium
1903,BMW X1,Bengaluru,2026-01-15,Infotainment,Medium
1904,BMW 5 Series,Delhi,2026-05-27,Brake,Low
1905,BMW 3 Series,Delhi,2026-07-14,Battery,Medium
1906,BMW i4,Bengaluru,2026-03-13,Transmission,Low
1907,BMW i7,Hyderabad,2026-01-04,Cooling,Medium
1908,BMW i7,Kolkata,2026-02-10,Electrical,Medium
1909,BMW iX,Mumbai,2026-02-26,Steering,Low
1910,BMW 3 Series,Hyderabad,2026-01-07,Steering,Medium
1911,BMW 3 Series,Ahmedabad,2026-04-08,Battery,Low
1912,BMW X1,Delhi,2026-07-25,Battery,Low
1913,BMW iX,Mumbai,2026-08-12,Engine,Low
1914,BMW 7 Series,Hyderabad,2026-07-07,Infotainment,High
1915,BMW X3,Hyderabad,2026-08-23,Charging,Medium
1916,BMW iX,Hyderabad,2026-07-09,Infotainment,Low
1917,BMW 7 Series,Kolkata,2026-08-24,Electrical,Medium
1918,BMW i4,Chennai,2026-03-11,AC,Low
1919,BMW X1,Delhi,2026-05-06,Electrical,Medium
1920,BMW iX,Delhi,2026-03-08,Battery,Low
1921,BMW i5,Chennai,2026-06-12,AC,Medium
1922,BMW X3,Mumbai,2026-04-24,Battery,Low
