vehicle_id,model,city,sale_date,sales_amount,quantity
1482,BMW X5,Delhi,2026-03-02,10290000,1
1483,BMW iX,Ahmedabad,2026-06-03,12250000,1
1484,BMW 7 Series,Delhi,2026-01-27,18000000,1
1485,BMW X1,Ahmedabad,2026-06-10,14970000,3
1486,BMW X3,Pune,2026-05-04,7130000,1
1487,BMW X7,Delhi,2026-06-03,12960000,1
1488,BMW 3 Series,Ahmedabad,2026-05-13,17940000,3
1489,BMW X5,Bengaluru,2026-03-14,10190000,1
1490,BMW 7 Series,Mumbai,2026-01-16,17820000,1
1491,BMW X1,Ahmedabad,2026-03-12,4990000,1
1492,BMW X3,Kolkata,2026-03-07,7130000,1
1493,BMW X5,Pune,2026-02-15,19800000,2
1494,BMW i5,Chennai,2026-04-11,10290000,1
1495,BMW X7,Kolkata,2026-08-06,13100000,1
1496,BMW X7,Chennai,2026-07-07,14040000,1
1497,BMW iX,Delhi,2026-04-06,11880000,1
1498,BMW 5 Series,Bengaluru,2026-06-15,8040000,1
1499,BMW X3,Ahmedabad,2026-03-17,14120000,2
1500,BMW X1,Mumbai,2026-08-10,4990000,1
1501,BMW 3 Series,Bengaluru,2026-03-20,6160000,1
1502,BMW 5 Series,Kolkata,2026-07-06,8530000,1
1503,BMW iX,Pune,2026-06-06,12620000,1
1504,BMW X3,Hyderabad,2026-06-08,7560000,1
1505,BMW X5,Bengaluru,2026-07-13,9900000,1
1506,BMW i5,Kolkata,2026-02-20,10920000,1
1507,BMW X5,Ahmedabad,2026-06-22,10000000,1
1508,BMW i4,Ahmedabad,2026-08-03,7300000,1
1509,BMW 7 Series,Mumbai,2026-06-26,18180000,1
1510,BMW iX,Bengaluru,2026-06-05,12120000,1
1511,BMW X1,Kolkata,2026-06-06,5360000,1
1512,BMW i7,Chennai,2026-04-10,21420000,1
1513,BMW 3 Series,Chennai,2026-02-10,6040000,1
1514,BMW iX,Chennai,2026-01-21,13000000,1
1515,BMW 5 Series,Chennai,2026-06-25,8280000,1
1516,BMW i7,Delhi,2026-03-15,22050000,1
1517,BMW i5,Ahmedabad,2026-02-02,10080000,1
1518,BMW X7,Ahmedabad,2026-04-23,12960000,1
1519,BMW 5 Series,Mumbai,2026-06-17,8360000,1
1520,BMW 7 Series,Chennai,2026-03-24,55080000,3
1521,BMW X5,Pune,2026-05-08,9800000,1
1522,BMW 5 Series,Ahmedabad,2026-07-21,8530000,1
1523,BMW i5,Bengaluru,2026-01-15,10500000,1
1524,BMW i7,Ahmedabad,2026-02-22,20160000,1
1525,BMW X1,Pune,2026-02-22,4990000,1
1526,BMW 3 Series,Kolkata,2026-08-05,5800000,1
1527,BMW X1,Pune,2026-08-08,5100000,1
1528,BMW i4,Delhi,2026-06-09,7370000,1
1529,BMW iX,Hyderabad,2026-01-01,12500000,1
1530,BMW X3,Hyderabad,2026-04-09,6910000,1
1531,BMW X7,Ahmedabad,2026-03-20,12960000,1
1532,BMW 7 Series,Kolkata,2026-03-10,17100000,1
1533,BMW i5,Delhi,2026-01-02,20160000,2
1534,BMW i7,Hyderabad,2026-07-20,19950000,1
1535,BMW X7,Bengaluru,2026-05-28,13100000,1
1536,BMW iX,Pune,2026-02-04,11880000,1
1537,BMW 7 Series,Kolkata,2026-08-26,17640000,1
1538,BMW 7 Series,Mumbai,2026-01-03,18540000,1
1539,BMW i4,Delhi,2026-04-11,7830000,1
1540,BMW i4,Ahmedabad,2026-08-14,7980000,1
1541,BMW iX,Bengaluru,2026-06-03,23760000,2
1542,BMW 7 Series,Chennai,2026-05-21,17640000,1
1543,BMW X5,Pune,2026-05-26,9510000,1
1544,BMW i4,Chennai,2026-07-16,7680000,1
1545,BMW i5,Chennai,2026-08-06,10080000,1
1546,BMW X5,Mumbai,2026-03-25,9900000,1
1547,BMW X7,Delhi,2026-04-12,13770000,1
1548,BMW X1,Bengaluru,2026-01-20,5040000,1
1549,BMW i4,Mumbai,2026-07-15,7450000,1
1550,BMW X1,Bengaluru,2026-08-11,5300000,1
1551,BMW 3 Series,Chennai,2026-07-02,5860000,1
1552,BMW X1,Mumbai,2026-07-23,5200000,1
1553,BMW i7,Ahmedabad,2026-06-15,22050000,1
1554,BMW X3,Pune,2026-07-16,21600000,3
1555,BMW 5 Series,Delhi,2026-02-16,23850000,3
1556,BMW i4,Kolkata,2026-02-10,7520000,1
1557,BMW 3 Series,Bengaluru,2026-02-25,6280000,1
1558,BMW 5 Series,Hyderabad,2026-01-11,16720000,2
1559,BMW 5 Series,Mumbai,2026-01-21,8450000,1
1560,BMW X3,Hyderabad,2026-01-23,6840000,1
1561,BMW 5 Series,Delhi,2026-05-17,16080000,2
1562,BMW 5 Series,Delhi,2026-01-26,7950000,1
1563,BMW X3,Chennai,2026-02-18,7060000,1
1564,BMW X7,Delhi,2026-03-13,13900000,1
1565,BMW 3 Series,Bengaluru,2026-03-13,6220000,1
1566,BMW X1,Hyderabad,2026-08-04,16230000,3
1567,BMW X1,Ahmedabad,2026-02-28,4990000,1
1568,BMW X1,Mumbai,2026-08-24,15120000,3
1569,BMW X5,Delhi,2026-06-24,9510000,1
1570,BMW 3 Series,Pune,2026-07-05,18840000,3
1571,BMW X7,Chennai,2026-04-26,14180000,1
1572,BMW i7,Kolkata,2026-01-28,21210000,1
1573,BMW X5,Chennai,2026-05-17,20180000,2
1574,BMW 3 Series,Pune,2026-02-01,17940000,3
1575,BMW iX,Pune,2026-04-18,12120000,1
1576,BMW 3 Series,Mumbai,2026-02-13,5800000,1
1577,BMW 7 Series,Pune,2026-04-25,17820000,1
1578,BMW X5,Pune,2026-02-11,9510000,1
1579,BMW i4,Kolkata,2026-02-08,23250000,3
1580,BMW X5,Bengaluru,2026-07-26,9700000,1
1581,BMW 5 Series,Delhi,2026-03-14,8120000,1
1582,BMW 3 Series,Pune,2026-05-24,5980000,1
1583,BMW 5 Series,Delhi,2026-07-12,8610000,1
1584,BMW 7 Series,Mumbai,2026-01-12,51840000,3
1585,BMW 7 Series,Ahmedabad,2026-02-04,17460000,1
1586,BMW i7,Mumbai,2026-06-06,21840000,1
1587,BMW X7,Kolkata,2026-04-23,40080000,3
1588,BMW i4,Pune,2026-01-05,7980000,1
1589,BMW X3,Pune,2026-01-16,7490000,1
1590,BMW 3 Series,Bengaluru,2026-03-09,18660000,3
1591,BMW X7,Mumbai,2026-03-26,13100000,1
1592,BMW iX,Kolkata,2026-07-18,36000000,3
1593,BMW i5,Mumbai,2026-01-19,10600000,1
1594,BMW X1,Pune,2026-03-24,5410000,1
1595,BMW 5 Series,Delhi,2026-01-24,8200000,1
1596,BMW X5,Mumbai,2026-06-23,28800000,3
1597,BMW iX,Kolkata,2026-04-12,12250000,1
1598,BMW X7,Ahmedabad,2026-08-23,26200000,2
1599,BMW 7 Series,Bengaluru,2026-07-19,18180000,1
1600,BMW i7,Hyderabad,2026-06-10,40740000,2
1601,BMW i4,Ahmedabad,2026-06-27,23040000,3
1602,BMW 7 Series,Ahmedabad,2026-01-20,17820000,1
1603,BMW 3 Series,Mumbai,2026-05-16,6280000,1
1604,BMW i5,Pune,2026-04-03,10180000,1
1605,BMW X7,Ahmedabad,2026-01-23,39300000,3
1606,BMW i4,Kolkata,2026-06-05,7830000,1
1607,BMW X1,Hyderabad,2026-03-25,5200000,1
1608,BMW X5,Chennai,2026-05-21,10290000,1
1609,BMW i7,Pune,2026-08-12,22050000,1
1610,BMW iX,Kolkata,2026-02-07,13000000,1
1611,BMW i5,Ahmedabad,2026-05-18,10500000,1
1612,BMW 5 Series,Chennai,2026-07-19,8280000,1
1613,BMW X7,Kolkata,2026-06-24,13640000,1
1614,BMW 3 Series,Mumbai,2026-05-20,6220000,1
1615,BMW X5,Ahmedabad,2026-01-21,10090000,1
1616,BMW 7 Series,Kolkata,2026-03-11,37080000,2
1617,BMW X7,Bengaluru,2026-08-07,14180000,1
1618,BMW i4,Hyderabad,2026-01-07,7220000,1
1619,BMW X7,Pune,2026-08-03,42120000,3
1620,BMW i4,Mumbai,2026-03-03,7750000,1
1621,BMW i7,Hyderabad,2026-01-17,19950000,1
1622,BMW i4,Mumbai,2026-04-22,7450000,1
1623,BMW iX,Pune,2026-04-14,11880000,1
1624,BMW X3,Chennai,2026-03-16,21180000,3
1625,BMW 5 Series,Kolkata,2026-03-17,8120000,1
1626,BMW i7,Kolkata,2026-03-25,19950000,1
1627,BMW i4,Ahmedabad,2026-07-19,7750000,1
1628,BMW 3 Series,Hyderabad,2026-07-16,6160000,1
1629,BMW 7 Series,Ahmedabad,2026-04-27,17460000,1
1630,BMW i4,Pune,2026-01-13,7520000,1
1631,BMW i5,Pune,2026-05-22,10290000,1
1632,BMW i5,Pune,2026-01-14,9980000,1
1633,BMW 5 Series,Delhi,2026-03-13,8120000,1
1634,BMW 3 Series,Kolkata,2026-02-09,5920000,1
1635,BMW i4,Ahmedabad,2026-01-18,7220000,1
1636,BMW i7,Bengaluru,2026-05-20,19950000,1
1637,BMW 7 Series,Mumbai,2026-03-11,17820000,1
1638,BMW 5 Series,Mumbai,2026-05-08,8280000,1
1639,BMW i7,Kolkata,2026-08-08,42420000,2
1640,BMW 3 Series,Pune,2026-06-06,18120000,3
1641,BMW X7,Delhi,2026-06-07,13100000,1
1642,BMW X5,Hyderabad,2026-01-07,18820000,2
1643,BMW 7 Series,Hyderabad,2026-08-23,18900000,1
1644,BMW X7,Delhi,2026-05-28,13100000,1
1645,BMW 3 Series,Chennai,2026-08-06,6400000,1
1646,BMW X3,Delhi,2026-02-18,6980000,1
1647,BMW 5 Series,Mumbai,2026-04-16,8530000,1
1648,BMW X1,Kolkata,2026-01-23,4990000,1
1649,BMW X3,Bengaluru,2026-06-10,20940000,3
1650,BMW i7,Bengaluru,2026-04-11,20790000,1
1651,BMW i7,Bengaluru,2026-06-17,21210000,1
1652,BMW i7,Delhi,2026-03-08,22050000,1
1653,BMW i7,Mumbai,2026-01-21,61110000,3
1654,BMW X5,Ahmedabad,2026-05-22,27930000,3
1655,BMW X7,Hyderabad,2026-07-13,14040000,1
1656,BMW 5 Series,Pune,2026-06-04,17220000,2
1657,BMW X7,Kolkata,2026-05-07,14040000,1
1658,BMW X1,Kolkata,2026-01-14,5200000,1
1659,BMW 5 Series,Kolkata,2026-07-16,7950000,1
1660,BMW i4,Ahmedabad,2026-02-23,7830000,1
1661,BMW X3,Delhi,2026-08-24,6980000,1
1662,BMW iX,Delhi,2026-01-28,12120000,1
1663,BMW X5,Delhi,2026-06-21,29400000,3
1664,BMW 7 Series,Delhi,2026-02-06,18360000,1
1665,BMW i5,Bengaluru,2026-08-11,10710000,1
1666,BMW X1,Pune,2026-07-28,5300000,1
1667,BMW 5 Series,Hyderabad,2026-04-28,8530000,1
1668,BMW i7,Chennai,2026-03-27,21420000,1
1669,BMW 7 Series,Hyderabad,2026-03-04,17460000,1
1670,BMW iX,Ahmedabad,2026-06-16,12380000,1
1671,BMW 5 Series,Hyderabad,2026-01-25,16560000,2
1672,BMW 3 Series,Chennai,2026-07-19,6100000,1
1673,BMW 5 Series,Kolkata,2026-03-17,7870000,1
1674,BMW X7,Ahmedabad,2026-03-16,39300000,3
1675,BMW iX,Bengaluru,2026-06-23,12120000,1
1676,BMW 7 Series,Delhi,2026-04-20,18000000,1
1677,BMW X7,Pune,2026-03-16,13640000,1
1678,BMW i5,Delhi,2026-05-26,10500000,1
1679,BMW 3 Series,Kolkata,2026-08-05,6100000,1
1680,BMW i7,Hyderabad,2026-06-23,20160000,1
1681,BMW iX,Delhi,2026-05-13,12250000,1
1682,BMW i5,Mumbai,2026-05-24,10920000,1
1683,BMW X5,Bengaluru,2026-01-14,10000000,1
1684,BMW X3,Chennai,2026-01-19,13960000,2
1685,BMW X7,Hyderabad,2026-05-25,13500000,1
1686,BMW iX,Bengaluru,2026-05-04,12250000,1
1687,BMW 3 Series,Ahmedabad,2026-01-19,17940000,3
1688,BMW 3 Series,Bengaluru,2026-01-26,6400000,1
1689,BMW i5,Chennai,2026-03-14,10180000,1
1690,BMW i5,Hyderabad,2026-05-28,22040000,2
1691,BMW X7,Delhi,2026-06-02,13500000,1
1692,BMW X5,Kolkata,2026-07-09,29400000,3
1693,BMW i5,Hyderabad,2026-08-26,20360000,2
1694,BMW 3 Series,Hyderabad,2026-03-27,18480000,3
1695,BMW 5 Series,Chennai,2026-05-12,8280000,1
1696,BMW X1,Pune,2026-02-08,4940000,1
1697,BMW X5,Hyderabad,2026-05-13,10190000,1
1698,BMW i5,Kolkata,2026-04-28,10500000,1
1699,BMW X3,Kolkata,2026-02-06,7130000,1
1700,BMW i7,Mumbai,2026-07-26,20370000,1
1701,BMW X7,Delhi,2026-03-18,13230000,1
1702,BMW X1,Chennai,2026-07-20,5150000,1
1703,BMW X1,Pune,2026-03-21,5200000,1
1704,BMW iX,Mumbai,2026-06-18,12380000,1
1705,BMW i5,Mumbai,2026-02-09,10820000,1
1706,BMW X1,Delhi,2026-05-25,15450000,3
1707,BMW i4,Chennai,2026-04-23,7220000,1
1708,BMW 5 Series,Hyderabad,2026-08-23,8610000,1
1709,BMW i5,Bengaluru,2026-07-02,20800000,2
1710,BMW 3 Series,Mumbai,2026-02-23,12440000,2
1711,BMW iX,Delhi,2026-07-25,11880000,1
1712,BMW X3,Kolkata,2026-07-11,7270000,1
1713,BMW i7,Delhi,2026-03-26,59850000,3
1714,BMW X5,Hyderabad,2026-06-01,18820000,2
1715,BMW X3,Ahmedabad,2026-05-13,7560000,1
1716,BMW X5,Bengaluru,2026-01-04,10000000,1
1717,BMW 3 Series,Bengaluru,2026-04-05,6280000,1
1718,BMW 7 Series,Kolkata,2026-03-11,18180000,1
1719,BMW i5,Ahmedabad,2026-04-23,10600000,1
1720,BMW i7,Delhi,2026-04-07,19950000,1
1721,BMW iX,Bengaluru,2026-05-14,11880000,1
1722,BMW X1,Chennai,2026-06-09,5200000,1
1723,BMW i5,Hyderabad,2026-02-19,9980000,1
1724,BMW X3,Kolkata,2026-08-11,7270000,1
1725,BMW iX,Hyderabad,2026-07-05,36750000,3
1726,BMW 5 Series,Chennai,2026-05-24,16400000,2
1727,BMW X3,Hyderabad,2026-02-15,14120000,2
1728,BMW 5 Series,Hyderabad,2026-08-11,8120000,1
1729,BMW 5 Series,Pune,2026-04-14,8450000,1
1730,BMW i7,Chennai,2026-03-05,66150000,3
1731,BMW i4,Kolkata,2026-04-27,7830000,1
1732,BMW X1,Mumbai,2026-07-16,5360000,1
1733,BMW X5,Ahmedabad,2026-06-03,10090000,1
1734,BMW X3,Kolkata,2026-02-17,22260000,3
1735,BMW X5,Pune,2026-08-08,9900000,1
1736,BMW iX,Delhi,2026-02-12,36360000,3
1737,BMW iX,Chennai,2026-03-08,12750000,1
1738,BMW 7 Series,Hyderabad,2026-02-21,52920000,3
1739,BMW X1,Mumbai,2026-05-20,4990000,1
1740,BMW X3,Bengaluru,2026-03-13,6980000,1
1741,BMW X5,Kolkata,2026-05-17,9800000,1
1742,BMW X3,Hyderabad,2026-03-20,6840000,1
1743,BMW 3 Series,Pune,2026-05-21,6280000,1
1744,BMW i4,Mumbai,2026-04-27,7830000,1
1745,BMW X3,Pune,2026-03-25,7490000,1
1746,BMW 5 Series,Kolkata,2026-08-05,8280000,1
1747,BMW i4,Kolkata,2026-03-27,7520000,1
1748,BMW 3 Series,Kolkata,2026-08-09,6340000,1
1749,BMW 3 Series,Bengaluru,2026-07-21,5860000,1
1750,BMW 5 Series,Hyderabad,2026-03-02,8200000,1
1751,BMW i7,Mumbai,2026-06-13,60480000,3
1752,BMW 7 Series,Hyderabad,2026-04-01,17820000,1
1753,BMW X3,Pune,2026-02-24,7560000,1
1754,BMW 7 Series,Delhi,2026-06-03,17640000,1
1755,BMW X7,Hyderabad,2026-04-25,13640000,1
1756,BMW 7 Series,Mumbai,2026-02-23,18540000,1
1757,BMW 7 Series,Mumbai,2026-07-22,18900000,1
1758,BMW X1,Ahmedabad,2026-03-16,4990000,1
1759,BMW i4,Delhi,2026-05-01,7900000,1
1760,BMW 3 Series,Hyderabad,2026-07-28,5800000,1
1761,BMW 3 Series,Ahmedabad,2026-01-04,5920000,1
1762,BMW i7,Kolkata,2026-03-27,20580000,1
1763,BMW 7 Series,Ahmedabad,2026-03-08,17640000,1
1764,BMW 5 Series,Delhi,2026-04-26,25830000,3
1765,BMW iX,Chennai,2026-06-14,35640000,3
1766,BMW X5,Hyderabad,2026-07-13,10000000,1
1767,BMW i5,Ahmedabad,2026-08-18,9980000,1
1768,BMW X7,Mumbai,2026-05-20,12960000,1
1769,BMW X1,Hyderabad,2026-06-08,14820000,3
1770,BMW i5,Kolkata,2026-06-11,10500000,1
1771,BMW X5,Chennai,2026-08-12,9410000,1
1772,BMW i4,Hyderabad,2026-02-07,15660000,2
1773,BMW X5,Kolkata,2026-03-07,9900000,1
1774,BMW 7 Series,Chennai,2026-08-14,17460000,1
1775,BMW X5,Hyderabad,2026-02-28,9800000,1
1776,BMW X3,Chennai,2026-03-11,14400000,2
1777,BMW 7 Series,Mumbai,2026-04-06,17640000,1
1778,BMW X5,Pune,2026-01-08,10290000,1
1779,BMW 5 Series,Bengaluru,2026-05-22,8040000,1
1780,BMW iX,Hyderabad,2026-04-09,13120000,1
1781,BMW i5,Delhi,2026-01-22,9980000,1
1782,BMW X5,Ahmedabad,2026-06-07,9700000,1
1783,BMW X7,Hyderabad,2026-05-07,14040000,1
1784,BMW 5 Series,Bengaluru,2026-03-26,8040000,1
1785,BMW X1,Delhi,2026-04-03,5460000,1
1786,BMW X5,Kolkata,2026-05-19,10290000,1
1787,BMW X3,Kolkata,2026-01-26,7060000,1
1788,BMW 3 Series,Bengaluru,2026-05-17,6160000,1
1789,BMW iX,Hyderabad,2026-08-27,12880000,1
1790,BMW 5 Series,Bengaluru,2026-05-03,8280000,1
1791,BMW i7,Ahmedabad,2026-06-03,21630000,1
1792,BMW 5 Series,Kolkata,2026-04-10,8200000,1
1793,BMW 7 Series,Mumbai,2026-03-15,17100000,1
1794,BMW X1,Hyderabad,2026-07-08,5410000,1
1795,BMW i5,Chennai,2026-06-11,10290000,1
1796,BMW i7,Pune,2026-06-24,21840000,1
1797,BMW iX,Chennai,2026-05-17,12750000,1
1798,BMW X7,Hyderabad,2026-01-11,13100000,1
1799,BMW 7 Series,Kolkata,2026-08-21,17100000,1
1800,BMW X5,Delhi,2026-06-09,10000000,1
1801,BMW X5,Bengaluru,2026-01-16,9800000,1
1802,BMW X7,Mumbai,2026-02-26,13900000,1
1803,BMW i4,Kolkata,2026-08-06,7300000,1
1804,BMW iX,Hyderabad,2026-07-01,12120000,1
1805,BMW iX,Mumbai,2026-08-25,11880000,1
1806,BMW i7,Kolkata,2026-01-21,20790000,1
1807,BMW X7,Mumbai,2026-04-16,13100000,1
1808,BMW i5,Hyderabad,2026-04-28,21200000,2
1809,BMW i5,Ahmedabad,2026-05-03,31500000,3
1810,BMW X3,Ahmedabad,2026-06-27,7060000,1
1811,BMW i5,Pune,2026-02-08,10820000,1
1812,BMW X5,Hyderabad,2026-06-11,10290000,1
1813,BMW 7 Series,Pune,2026-03-04,17280000,1
1814,BMW X1,Kolkata,2026-07-25,5040000,1
1815,BMW X5,Pune,2026-08-22,9800000,1
1816,BMW X7,Kolkata,2026-03-16,12960000,1
1817,BMW X5,Kolkata,2026-02-11,9800000,1
1818,BMW 5 Series,Kolkata,2026-04-28,8120000,1
1819,BMW i7,Bengaluru,2026-01-19,19950000,1
1820,BMW i5,Mumbai,2026-02-01,10920000,1
1821,BMW i4,Pune,2026-03-23,7980000,1
1822,BMW i7,Chennai,2026-04-13,20160000,1
1823,BMW i7,Hyderabad,2026-06-25,20580000,1
1824,BMW i5,Kolkata,2026-06-16,10710000,1
1825,BMW 7 Series,Ahmedabad,2026-04-16,17100000,1
1826,BMW 5 Series,Ahmedabad,2026-03-17,7870000,1
1827,BMW i4,Ahmedabad,2026-03-27,14600000,2
1828,BMW i5,Chennai,2026-02-12,10290000,1
1829,BMW 7 Series,Hyderabad,2026-05-12,17820000,1
1830,BMW i4,Kolkata,2026-05-02,7980000,1
1831,BMW 3 Series,Chennai,2026-06-08,5980000,1
1832,BMW 7 Series,Mumbai,2026-04-23,18000000,1
1833,BMW i7,Bengaluru,2026-02-27,40320000,2
1834,BMW 3 Series,Bengaluru,2026-06-25,5980000,1
1835,BMW X5,Bengaluru,2026-07-05,9410000,1
1836,BMW X7,Bengaluru,2026-02-23,39300000,3
1837,BMW 5 Series,Mumbai,2026-05-24,8610000,1
1838,BMW i7,Delhi,2026-03-25,22050000,1
1839,BMW X5,Delhi,2026-02-16,9700000,1
1840,BMW 5 Series,Delhi,2026-02-05,7790000,1
1841,BMW i7,Kolkata,2026-02-04,21630000,1
1842,BMW 5 Series,Kolkata,2026-06-04,15900000,2
1843,BMW X1,Hyderabad,2026-03-18,5150000,1
1844,BMW iX,Chennai,2026-04-16,12880000,1
1845,BMW 5 Series,Chennai,2026-05-12,8450000,1
1846,BMW X3,Ahmedabad,2026-08-21,7270000,1
1847,BMW X3,Ahmedabad,2026-07-28,7060000,1
1848,BMW X3,Kolkata,2026-08-17,7340000,1
1849,BMW 3 Series,Delhi,2026-06-09,6040000,1
1850,BMW i5,Delhi,2026-07-05,10820000,1
1851,BMW i7,Bengaluru,2026-01-22,64890000,3
1852,BMW 3 Series,Delhi,2026-01-19,6220000,1
1853,BMW i5,Pune,2026-01-09,30540000,3
1854,BMW i7,Mumbai,2026-04-18,19950000,1
1855,BMW iX,Kolkata,2026-04-09,12620000,1
1856,BMW 7 Series,Mumbai,2026-01-12,17100000,1
1857,BMW 5 Series,Hyderabad,2026-01-05,7950000,1
1858,BMW X1,Kolkata,2026-07-11,5040000,1
1859,BMW 5 Series,Bengaluru,2026-04-26,8450000,1
1860,BMW X3,Delhi,2026-06-10,6980000,1
1861,BMW i4,Hyderabad,2026-07-18,7900000,1
1862,BMW 7 Series,Ahmedabad,2026-02-26,17640000,1
1863,BMW i4,Delhi,2026-07-06,7980000,1
1864,BMW i4,Delhi,2026-08-04,7750000,1
1865,BMW X5,Chennai,2026-08-27,19200000,2
1866,BMW 5 Series,Hyderabad,2026-02-11,8530000,1
1867,BMW i7,Delhi,2026-04-20,20370000,1
1868,BMW X5,Pune,2026-03-01,9700000,1
1869,BMW X3,Chennai,2026-08-08,6910000,1
1870,BMW i5,Chennai,2026-07-07,10600000,1
1871,BMW X5,Mumbai,2026-01-20,9510000,1
1872,BMW 5 Series,Chennai,2026-02-23,8360000,1
1873,BMW X1,Ahmedabad,2026-01-18,4940000,1
1874,BMW iX,Mumbai,2026-03-18,12250000,1
1875,BMW 7 Series,Chennai,2026-03-13,17460000,1
1876,BMW 7 Series,Pune,2026-08-14,18180000,1
1877,BMW 3 Series,Kolkata,2026-01-28,6220000,1
1878,BMW X5,Delhi,2026-02-03,10000000,1
1879,BMW 7 Series,Delhi,2026-05-09,18540000,1
1880,BMW X7,Pune,2026-08-06,12820000,1
1881,BMW X7,Ahmedabad,2026-01-22,14180000,1
1882,BMW X1,Delhi,2026-06-09,5460000,1
1883,BMW X7,Ahmedabad,2026-07-12,13100000,1
1884,BMW X3,Delhi,2026-01-28,7420000,1
1885,BMW X5,Pune,2026-05-11,9410000,1
1886,BMW iX,Ahmedabad,2026-02-11,11880000,1
1887,BMW iX,Hyderabad,2026-02-24,12000000,1
1888,BMW X5,Mumbai,2026-06-14,10190000,1
1889,BMW iX,Hyderabad,2026-07-23,13120000,1
1890,BMW 7 Series,Hyderabad,2026-04-27,17460000,1
1891,BMW 3 Series,Pune,2026-06-14,5860000,1
1892,BMW 5 Series,Bengaluru,2026-02-23,7870000,1
1893,BMW iX,Hyderabad,2026-01-28,11880000,1
1894,BMW X1,Chennai,2026-08-12,10200000,2
1895,BMW 7 Series,Hyderabad,2026-04-14,18900000,1
1896,BMW i5,Bengaluru,2026-05-07,10180000,1
1897,BMW X3,Bengaluru,2026-08-27,7060000,1
1898,BMW X7,Ahmedabad,2026-05-12,13900000,1
1899,BMW 3 Series,Pune,2026-07-26,5920000,1
1900,BMW 7 Series,Bengaluru,2026-05-09,17640000,1
1901,BMW 5 Series,Hyderabad,2026-04-23,8040000,1
1902,BMW i7,Chennai,2026-08-01,21000000,1
1903,BMW X5,Chennai,2026-02-09,10090000,1
1904,BMW X1,Bengaluru,2026-04-18,15750000,3
1905,BMW X3,Mumbai,2026-06-02,7270000,1
1906,BMW X7,Delhi,2026-05-28,13640000,1
1907,BMW 3 Series,Chennai,2026-01-02,6340000,1
1908,BMW i5,Hyderabad,2026-03-09,21000000,2
1909,BMW X3,Chennai,2026-07-09,7130000,1
1910,BMW i7,Mumbai,2026-04-17,21840000,1
1911,BMW i4,Mumbai,2026-07-26,7370000,1
1912,BMW X5,Pune,2026-01-06,10190000,1
1913,BMW X1,Mumbai,2026-06-24,4990000,1
1914,BMW 3 Series,Delhi,2026-01-13,5980000,1
1915,BMW i7,Chennai,2026-06-10,21840000,1
1916,BMW X1,Ahmedabad,2026-06-28,5300000,1
1917,BMW 7 Series,Pune,2026-01-26,17460000,1
1918,BMW X5,Pune,2026-07-09,10290000,1
1919,BMW i5,Chennai,2026-06-10,10290000,1
1920,BMW X7,Ahmedabad,2026-04-14,13900000,1
1921,BMW X3,Ahmedabad,2026-07-23,6910000,1
1922,BMW i7,Ahmedabad,2026-08-14,40740000,2
1923,BMW X5,Hyderabad,2026-03-06,9410000,1
1924,BMW X3,Delhi,2026-01-01,22680000,3
1925,BMW i4,Ahmedabad,2026-08-05,7520000,1
1926,BMW i4,Chennai,2026-06-06,7750000,1
1927,BMW X7,Kolkata,2026-05-25,13770000,1
1928,BMW 7 Series,Delhi,2026-05-13,17460000,1
1929,BMW iX,Delhi,2026-03-06,12620000,1
1930,BMW i5,Ahmedabad,2026-07-24,11020000,1
1931,BMW iX,Pune,2026-02-02,12250000,1
1932,BMW iX,Kolkata,2026-08-06,12250000,1
1933,BMW X1,Pune,2026-05-06,5250000,1
1934,BMW X7,Ahmedabad,2026-07-25,14040000,1
1935,BMW iX,Bengaluru,2026-06-06,12000000,1
1936,BMW X5,Hyderabad,2026-06-10,28530000,3
1937,BMW X7,Hyderabad,2026-03-06,39690000,3
1938,BMW X1,Chennai,2026-03-01,5460000,1
1939,BMW i5,Ahmedabad,2026-07-14,10920000,1
1940,BMW i4,Ahmedabad,2026-04-09,21660000,3
1941,BMW iX,Ahmedabad,2026-05-21,37140000,3
1942,BMW X1,Chennai,2026-08-03,5410000,1
1943,BMW i5,Chennai,2026-04-15,32760000,3
1944,BMW i5,Ahmedabad,2026-02-13,9980000,1
1945,BMW 7 Series,Hyderabad,2026-08-27,17280000,1
1946,BMW i5,Bengaluru,2026-08-14,10820000,1
1947,BMW X5,Delhi,2026-08-16,9510000,1
1948,BMW X3,Hyderabad,2026-03-02,21810000,3
1949,BMW 7 Series,Hyderabad,2026-06-10,18180000,1
1950,BMW 5 Series,Delhi,2026-02-24,24360000,3
1951,BMW i4,Chennai,2026-03-24,22350000,3
1952,BMW 5 Series,Delhi,2026-01-17,8200000,1
1953,BMW X5,Chennai,2026-03-08,9800000,1
1954,BMW 3 Series,Hyderabad,2026-01-13,6340000,1
1955,BMW X1,Mumbai,2026-07-13,5250000,1
1956,BMW X5,Hyderabad,2026-05-06,9900000,1
1957,BMW X1,Ahmedabad,2026-06-25,10300000,2
1958,BMW X7,Chennai,2026-03-16,38880000,3
1959,BMW iX,Delhi,2026-03-15,13120000,1
1960,BMW iX,Chennai,2026-07-20,13000000,1
1961,BMW X5,Ahmedabad,2026-05-05,9700000,1
1962,BMW X5,Delhi,2026-01-07,19020000,2
1963,BMW 3 Series,Mumbai,2026-06-07,6040000,1
1964,BMW i5,Hyderabad,2026-04-28,10710000,1
