vehicle_id,model,city,warranty_date,fault_type,warranty_cost
1462,BMW i7,Bengaluru,2026-07-03,Charging,55000
1463,BMW X3,Chennai,2026-01-04,Transmission,91000
1464,BMW X3,Bengaluru,2026-07-24,Engine,98000
1465,BMW i7,Hyderabad,2026-07-25,Steering,43000
1466,BMW X3,Chennai,2026-05-08,Infotainment,73000
1467,BMW i4,Bengaluru,2026-04-28,Brake,32000
1468,BMW i7,Bengaluru,2026-03-03,Steering,41000
1469,BMW X1,Ahmedabad,2026-01-10,Engine,86000
1470,BMW i5,Kolkata,2026-04-10,Cooling,48000
1471,BMW X3,Ahmedabad,2026-06-17,Cooling,40000
1472,BMW i7,Mumbai,2026-07-16,Battery,139000
1473,BMW i4,Hyderabad,2026-07-04,Electrical,76000
1474,BMW iX,Kolkata,2026-03-20,Electrical,77000
1475,BMW 7 Series,Bengaluru,2026-03-27,Engine,87000
1476,BMW 5 Series,Kolkata,2026-03-13,Engine,65000
1477,BMW i7,Delhi,2026-08-01,Engine,90000
1478,BMW X7,Ahmedabad,2026-01-06,Brake,33000
1479,BMW X3,Hyderabad,2026-07-13,AC,60000
1480,BMW i5,Kolkata,2026-06-24,Cooling,44000
1481,BMW i4,Ahmedabad,2026-07-16,Brake,32000
1482,BMW i7,Ahmedabad,2026-08-01,Engine,92000
1483,BMW 5 Series,Delhi,2026-08-21,Battery,139000
1484,BMW iX,Pune,2026-04-18,Infotainment,54000
1485,BMW i5,Bengaluru,2026-05-22,Brake,33000
1486,BMW 3 Series,Bengaluru,2026-08-05,Suspension,36000
1487,BMW X1,Bengaluru,2026-06-17,Suspension,34000
1488,BMW 7 Series,Hyderabad,2026-06-12,Battery,153000
1489,BMW 5 Series,Kolkata,2026-03-09,Cooling,60000
1490,BMW i4,Chennai,2026-02-03,Steering,71000
1491,BMW i5,Kolkata,2026-04-26,Engine,57000
1492,BMW X7,Pune,2026-03-25,Steering,83000
1493,BMW i4,Chennai,2026-02-05,Suspension,34000
1494,BMW X1,Delhi,2026-06-08,Charging,90000
1495,BMW X5,Mumbai,2026-02-27,Suspension,43000
1496,BMW i4,Pune,2026-06-20,Brake,35000
1497,BMW i7,Bengaluru,2026-02-02,Electrical,86000
1498,BMW i4,Kolkata,2026-06-05,Electrical,91000
1499,BMW i4,Bengaluru,2026-06-20,Charging,72000
1500,BMW X1,Pune,2026-07-18,Infotainment,50000
1501,BMW i5,Mumbai,2026-04-11,Brake,33000
1502,BMW iX,Bengaluru,2026-01-02,Suspension,31000
1503,BMW 5 Series,Kolkata,2026-04-01,Suspension,40000
1504,BMW X5,Mumbai,2026-06-15,Infotainment,79000
1505,BMW i5,Bengaluru,2026-06-19,AC,59000
1506,BMW X7,Pune,2026-07-16,Charging,115000
1507,BMW iX,Mumbai,2026-06-22,Engine,68000
1508,BMW 7 Series,Bengaluru,2026-07-14,Engine,75000
1509,BMW 5 Series,Hyderabad,2026-03-23,Engine,89000
1510,BMW 7 Series,Ahmedabad,2026-05-28,Suspension,48000
1511,BMW X3,Kolkata,2026-07-21,Transmission,84000
1512,BMW X3,Kolkata,2026-08-06,Transmission,121000
1513,BMW i7,Pune,2026-02-27,Steering,43000
1514,BMW 7 Series,Bengaluru,2026-04-13,Steering,71000
1515,BMW X3,Kolkata,2026-06-18,Electrical,65000
1516,BMW i4,Ahmedabad,2026-01-20,Brake,46000
1517,BMW X3,Mumbai,2026-02-22,AC,60000
1518,BMW i4,Chennai,2026-03-06,Cooling,39000
1519,BMW 5 Series,Bengaluru,2026-03-05,Brake,55000
1520,BMW iX,Chennai,2026-07-06,Infotainment,60000
1521,BMW iX,Pune,2026-03-05,Charging,119000
1522,BMW X3,Hyderabad,2026-02-25,Cooling,38000
1523,BMW i4,Hyderabad,2026-02-08,Infotainment,65000
1524,BMW X1,Ahmedabad,2026-07-06,Transmission,98000
1525,BMW 3 Series,Hyderabad,2026-06-02,Brake,32000
1526,BMW X5,Mumbai,2026-08-20,AC,64000
1527,BMW 5 Series,Kolkata,2026-08-06,Brake,40000
1528,BMW X1,Chennai,2026-04-12,Battery,159000
1529,BMW i4,Ahmedabad,2026-02-04,AC,67000
1530,BMW i7,Mumbai,2026-05-01,AC,66000
1531,BMW X1,Chennai,2026-08-14,Steering,61000
1532,BMW X1,Bengaluru,2026-02-27,Cooling,62000
1533,BMW X5,Hyderabad,2026-01-26,Charging,94000
1534,BMW 7 Series,Delhi,2026-04-05,Transmission,77000
1535,BMW i5,Pune,2026-03-16,Infotainment,64000
1536,BMW i7,Ahmedabad,2026-03-01,Brake,54000
1537,BMW X3,Hyderabad,2026-07-09,Steering,80000
1538,BMW 5 Series,Chennai,2026-04-13,Battery,108000
1539,BMW X7,Pune,2026-08-14,Electrical,47000
1540,BMW i7,Bengaluru,2026-08-28,Infotainment,45000
1541,BMW X3,Ahmedabad,2026-07-28,Suspension,40000
1542,BMW i7,Hyderabad,2026-02-18,Transmission,86000
1543,BMW X3,Pune,2026-02-13,Transmission,113000
1544,BMW 5 Series,Bengaluru,2026-05-19,Engine,92000
1545,BMW X1,Chennai,2026-08-09,Engine,55000
1546,BMW i4,Pune,2026-04-25,Cooling,54000
1547,BMW X1,Ahmedabad,2026-08-24,Electrical,60000
1548,BMW i4,Chennai,2026-02-24,Charging,98000
1549,BMW X1,Mumbai,2026-04-06,Infotainment,74000
1550,BMW X5,Bengaluru,2026-03-10,Cooling,56000
1551,BMW X1,Delhi,2026-05-03,Steering,62000
1552,BMW i5,Chennai,2026-03-18,Transmission,107000
1553,BMW i5,Kolkata,2026-08-17,Engine,76000
1554,BMW X1,Ahmedabad,2026-04-14,AC,56000
1555,BMW i5,Chennai,2026-07-24,Infotainment,62000
1556,BMW i4,Hyderabad,2026-07-16,Infotainment,43000
1557,BMW 7 Series,Kolkata,2026-08-01,AC,32000
1558,BMW i4,Kolkata,2026-01-25,Engine,47000
1559,BMW X5,Hyderabad,2026-08-04,Suspension,33000
1560,BMW X3,Hyderabad,2026-08-21,Electrical,69000
1561,BMW X5,Bengaluru,2026-02-11,Suspension,61000
1562,BMW i4,Kolkata,2026-06-22,AC,49000
1563,BMW i7,Kolkata,2026-03-25,Engine,74000
1564,BMW X7,Delhi,2026-01-17,Electrical,45000
1565,BMW X3,Hyderabad,2026-06-09,Transmission,84000
1566,BMW iX,Kolkata,2026-03-15,AC,63000
1567,BMW i7,Delhi,2026-04-10,Cooling,72000
1568,BMW 3 Series,Kolkata,2026-08-16,Battery,101000
1569,BMW i7,Delhi,2026-07-06,Transmission,71000
1570,BMW i4,Bengaluru,2026-06-15,Infotainment,67000
1571,BMW X1,Chennai,2026-01-23,Charging,63000
1572,BMW 5 Series,Chennai,2026-06-08,Charging,95000
1573,BMW 5 Series,Hyderabad,2026-04-18,Brake,34000
1574,BMW X3,Pune,2026-08-14,Transmission,129000
1575,BMW 5 Series,Bengaluru,2026-08-28,Suspension,40000
1576,BMW iX,Chennai,2026-08-03,Charging,90000
1577,BMW 7 Series,Chennai,2026-07-06,Engine,85000
1578,BMW i5,Mumbai,2026-03-21,Transmission,120000
1579,BMW 3 Series,Chennai,2026-08-19,Infotainment,63000
1580,BMW i5,Delhi,2026-08-07,Infotainment,78000
1581,BMW iX,Bengaluru,2026-06-11,Transmission,95000
1582,BMW X3,Delhi,2026-07-10,Steering,53000
1583,BMW X5,Mumbai,2026-05-15,Charging,77000
1584,BMW X1,Pune,2026-01-20,Electrical,89000
1585,BMW X7,Pune,2026-04-28,Transmission,128000
1586,BMW i5,Chennai,2026-03-07,Charging,83000
1587,BMW X3,Chennai,2026-01-20,Charging,94000
1588,BMW X3,Ahmedabad,2026-02-03,AC,70000
1589,BMW 3 Series,Ahmedabad,2026-02-04,Electrical,58000
1590,BMW i5,Hyderabad,2026-06-17,Engine,71000
1591,BMW i4,Bengaluru,2026-03-05,Transmission,89000
1592,BMW 7 Series,Chennai,2026-07-27,Electrical,82000
1593,BMW i5,Hyderabad,2026-03-11,Brake,52000
1594,BMW 7 Series,Pune,2026-05-10,Transmission,115000
1595,BMW X7,Hyderabad,2026-02-09,Charging,76000
1596,BMW iX,Hyderabad,2026-06-27,Infotainment,78000
1597,BMW iX,Hyderabad,2026-03-16,Battery,86000
1598,BMW i4,Ahmedabad,2026-07-11,Cooling,54000
1599,BMW X3,Ahmedabad,2026-01-21,Charging,59000
1600,BMW iX,Hyderabad,2026-02-17,Engine,68000
1601,BMW iX,Ahmedabad,2026-01-24,AC,66000
1602,BMW X7,Chennai,2026-03-26,Electrical,84000
1603,BMW i7,Pune,2026-03-19,Electrical,94000
1604,BMW i4,Ahmedabad,2026-04-07,Infotainment,41000
1605,BMW X7,Bengaluru,2026-07-26,Brake,44000
1606,BMW 5 Series,Kolkata,2026-03-24,Infotainment,37000
1607,BMW 3 Series,Bengaluru,2026-04-23,Electrical,72000
1608,BMW iX,Kolkata,2026-02-06,Steering,87000
1609,BMW X7,Bengaluru,2026-01-02,Steering,86000
1610,BMW i4,Bengaluru,2026-05-06,Charging,87000
1611,BMW X1,Kolkata,2026-05-20,Electrical,78000
1612,BMW X5,Delhi,2026-03-28,Suspension,31000
1613,BMW 3 Series,Hyderabad,2026-01-17,Infotainment,38000
1614,BMW 5 Series,Delhi,2026-04-24,Brake,58000
1615,BMW X7,Chennai,2026-04-05,Steering,80000
1616,BMW X7,Chennai,2026-07-22,Electrical,51000
1617,BMW i4,Hyderabad,2026-05-14,Electrical,93000
1618,BMW X5,Bengaluru,2026-06-15,Charging,92000
1619,BMW 7 Series,Ahmedabad,2026-04-28,AC,63000
1620,BMW X3,Bengaluru,2026-07-20,Battery,147000
1621,BMW 7 Series,Kolkata,2026-02-19,Suspension,42000
1622,BMW iX,Hyderabad,2026-08-27,Steering,73000
1623,BMW i5,Pune,2026-07-06,Battery,88000
1624,BMW i4,Kolkata,2026-03-22,Engine,71000
1625,BMW 7 Series,Pune,2026-08-26,Electrical,72000
1626,BMW X5,Hyderabad,2026-07-10,Suspension,45000
1627,BMW i7,Chennai,2026-02-19,Steering,55000
1628,BMW 7 Series,Kolkata,2026-07-08,Suspension,51000
1629,BMW X3,Kolkata,2026-07-14,Suspension,44000
1630,BMW i4,Kolkata,2026-02-22,AC,64000
1631,BMW 3 Series,Ahmedabad,2026-08-09,Brake,57000
1632,BMW i4,Pune,2026-01-24,AC,56000
1633,BMW X5,Bengaluru,2026-06-14,Battery,84000
1634,BMW i7,Hyderabad,2026-01-19,Charging,117000
1635,BMW X3,Ahmedabad,2026-02-04,Cooling,53000
1636,BMW iX,Bengaluru,2026-01-07,AC,33000
1637,BMW iX,Chennai,2026-04-24,Infotainment,37000
1638,BMW i7,Mumbai,2026-02-10,Battery,126000
1639,BMW iX,Pune,2026-04-24,Charging,71000
1640,BMW iX,Chennai,2026-07-22,Battery,176000
1641,BMW X1,Delhi,2026-06-12,Brake,46000
1642,BMW 7 Series,Mumbai,2026-05-12,Charging,76000
1643,BMW 5 Series,Chennai,2026-06-25,Steering,66000
1644,BMW i5,Kolkata,2026-05-18,Battery,117000
1645,BMW i7,Ahmedabad,2026-02-20,Cooling,44000
1646,BMW iX,Kolkata,2026-08-23,Charging,85000
1647,BMW i4,Pune,2026-05-19,AC,38000
1648,BMW X5,Hyderabad,2026-06-27,AC,32000
1649,BMW 5 Series,Mumbai,2026-03-04,Suspension,47000
1650,BMW i7,Delhi,2026-02-10,Suspension,51000
1651,BMW X1,Ahmedabad,2026-03-01,AC,36000
1652,BMW X1,Bengaluru,2026-06-15,Electrical,57000
1653,BMW 5 Series,Hyderabad,2026-08-25,AC,56000
1654,BMW iX,Mumbai,2026-07-25,Suspension,55000
1655,BMW i7,Mumbai,2026-02-16,Steering,81000
1656,BMW X1,Chennai,2026-08-08,Engine,99000
1657,BMW i7,Pune,2026-01-16,Battery,121000
1658,BMW X5,Pune,2026-08-21,Steering,69000
1659,BMW i4,Mumbai,2026-08-17,Infotainment,76000
1660,BMW X1,Mumbai,2026-05-04,Infotainment,57000
1661,BMW 3 Series,Kolkata,2026-01-08,Brake,41000
1662,BMW 3 Series,Ahmedabad,2026-05-10,AC,32000
1663,BMW i4,Hyderabad,2026-06-20,AC,42000
1664,BMW i5,Delhi,2026-08-06,Battery,164000
1665,BMW iX,Pune,2026-04-17,Suspension,62000
1666,BMW i7,Delhi,2026-01-23,Infotainment,65000
1667,BMW i4,Delhi,2026-03-27,Transmission,107000
1668,BMW 5 Series,Chennai,2026-06-01,Battery,94000
1669,BMW i4,Pune,2026-05-11,Cooling,46000
1670,BMW 5 Series,Bengaluru,2026-04-28,Suspension,32000
1671,BMW X5,Hyderabad,2026-04-15,Engine,92000
1672,BMW 7 Series,Chennai,2026-03-24,Suspension,44000
1673,BMW i4,Ahmedabad,2026-03-24,AC,34000
1674,BMW X1,Bengaluru,2026-07-27,Battery,142000
1675,BMW 3 Series,Kolkata,2026-06-01,Infotainment,46000
1676,BMW 3 Series,Chennai,2026-01-22,Brake,27000
1677,BMW 3 Series,Mumbai,2026-01-10,Cooling,72000
1678,BMW X5,Ahmedabad,2026-07-20,Electrical,51000
1679,BMW X5,Mumbai,2026-03-01,Charging,117000
1680,BMW 5 Series,Mumbai,2026-02-17,Steering,71000
1681,BMW i5,Bengaluru,2026-08-12,Transmission,81000
1682,BMW X1,Mumbai,2026-06-14,Engine,66000
1683,BMW i5,Kolkata,2026-07-20,Suspension,35000
1684,BMW 5 Series,Kolkata,2026-06-27,Brake,35000
1685,BMW X5,Ahmedabad,2026-04-09,Transmission,68000
1686,BMW 5 Series,Pune,2026-08-07,AC,36000
1687,BMW X5,Chennai,2026-04-15,Cooling,55000
1688,BMW i5,Pune,2026-08-21,Engine,60000
1689,BMW 3 Series,Bengaluru,2026-01-19,AC,61000
1690,BMW 7 Series,Delhi,2026-02-21,Cooling,39000
1691,BMW X7,Hyderabad,2026-05-11,Cooling,72000
1692,BMW i4,Delhi,2026-05-28,Engine,52000
1693,BMW X3,Delhi,2026-06-28,Electrical,80000
1694,BMW i4,Bengaluru,2026-01-05,Engine,97000
1695,BMW 5 Series,Hyderabad,2026-01-28,Engine,96000
1696,BMW 5 Series,Kolkata,2026-04-24,Battery,92000
1697,BMW i4,Hyderabad,2026-04-18,Transmission,68000
1698,BMW 7 Series,Hyderabad,2026-01-19,Electrical,88000
1699,BMW i4,Delhi,2026-02-02,Cooling,44000
1700,BMW i4,Ahmedabad,2026-05-19,Cooling,48000
1701,BMW X1,Kolkata,2026-04-12,Cooling,71000
1702,BMW i4,Delhi,2026-08-11,Brake,39000
1703,BMW 5 Series,Kolkata,2026-01-25,Steering,46000
1704,BMW 5 Series,Kolkata,2026-08-11,Charging,60000
1705,BMW 7 Series,Hyderabad,2026-08-05,Cooling,66000
1706,BMW X5,Mumbai,2026-03-24,Cooling,63000
1707,BMW X3,Mumbai,2026-08-25,AC,65000
1708,BMW 3 Series,Hyderabad,2026-07-06,Transmission,126000
1709,BMW 7 Series,Kolkata,2026-08-08,Charging,74000
1710,BMW X5,Hyderabad,2026-07-16,Engine,63000
1711,BMW i4,Bengaluru,2026-08-18,Infotainment,80000
1712,BMW X5,Ahmedabad,2026-04-19,Steering,65000
1713,BMW iX,Ahmedabad,2026-01-13,Charging,119000
1714,BMW 3 Series,Bengaluru,2026-03-12,Charging,78000
1715,BMW X5,Chennai,2026-07-03,Cooling,64000
1716,BMW X3,Hyderabad,2026-03-12,Transmission,60000
1717,BMW X1,Hyderabad,2026-04-16,Cooling,72000
1718,BMW iX,Pune,2026-03-21,Battery,179000
1719,BMW 7 Series,Bengaluru,2026-02-17,Engine,77000
1720,BMW 3 Series,Delhi,2026-01-16,Steering,75000
1721,BMW X7,Hyderabad,2026-07-28,Steering,87000
1722,BMW X7,Bengaluru,2026-02-20,Brake,48000
1723,BMW X7,Hyderabad,2026-08-22,Suspension,46000
1724,BMW 3 Series,Hyderabad,2026-04-04,Cooling,50000
1725,BMW 7 Series,Ahmedabad,2026-02-03,Engine,52000
1726,BMW X3,Kolkata,2026-07-05,Transmission,68000
1727,BMW i4,Ahmedabad,2026-06-06,Transmission,67000
1728,BMW i7,Mumbai,2026-07-23,Electrical,51000
1729,BMW 5 Series,Delhi,2026-05-27,Infotainment,74000
1730,BMW iX,Ahmedabad,2026-07-28,Infotainment,74000
1731,BMW i4,Ahmedabad,2026-06-27,Battery,159000
1732,BMW iX,Mumbai,2026-02-15,Suspension,63000
1733,BMW 5 Series,Chennai,2026-02-26,Steering,52000
1734,BMW 3 Series,Chennai,2026-05-26,Charging,80000
1735,BMW 5 Series,Pune,2026-08-03,Engine,52000
1736,BMW i5,Kolkata,2026-03-25,Suspension,54000
1737,BMW X3,Ahmedabad,2026-04-04,Transmission,123000
1738,BMW 3 Series,Hyderabad,2026-05-13,AC,59000
1739,BMW X1,Ahmedabad,2026-08-21,Brake,33000
1740,BMW i4,Bengaluru,2026-03-26,Infotainment,76000
1741,BMW X7,Ahmedabad,2026-05-09,Infotainment,52000
1742,BMW 5 Series,Mumbai,2026-07-04,AC,45000
1743,BMW i5,Ahmedabad,2026-05-21,Steering,82000
1744,BMW i4,Chennai,2026-05-17,Suspension,46000
1745,BMW X1,Kolkata,2026-07-09,Charging,83000
1746,BMW 5 Series,Ahmedabad,2026-04-19,Electrical,77000
1747,BMW i5,Ahmedabad,2026-06-01,Transmission,80000
1748,BMW 5 Series,Hyderabad,2026-07-20,Cooling,60000
1749,BMW X5,Hyderabad,2026-06-02,Infotainment,77000
1750,BMW 3 Series,Bengaluru,2026-07-11,Brake,47000
1751,BMW X3,Mumbai,2026-02-25,Charging,79000
1752,BMW i7,Hyderabad,2026-02-17,Infotainment,53000
1753,BMW 5 Series,Bengaluru,2026-01-23,Cooling,54000
1754,BMW 3 Series,Bengaluru,2026-03-24,Brake,42000
1755,BMW 5 Series,Ahmedabad,2026-07-12,Electrical,52000
1756,BMW 7 Series,Chennai,2026-02-24,Transmission,79000
1757,BMW i4,Kolkata,2026-05-19,Transmission,62000
1758,BMW X5,Mumbai,2026-07-25,Transmission,82000
1759,BMW X1,Pune,2026-05-07,Suspension,59000
1760,BMW 3 Series,Ahmedabad,2026-01-05,Engine,72000
1761,BMW X1,Chennai,2026-06-22,Charging,94000
1762,BMW X5,Hyderabad,2026-01-22,Infotainment,60000
1763,BMW 7 Series,Delhi,2026-03-21,AC,47000
1764,BMW i4,Delhi,2026-03-09,Battery,86000
1765,BMW X7,Mumbai,2026-04-19,Battery,130000
1766,BMW i5,Hyderabad,2026-03-22,Suspension,31000
1767,BMW iX,Hyderabad,2026-07-07,Charging,102000
1768,BMW i7,Hyderabad,2026-03-06,AC,35000
1769,BMW X1,Ahmedabad,2026-01-26,Steering,82000
1770,BMW 7 Series,Ahmedabad,2026-07-08,Engine,83000
1771,BMW X5,Delhi,2026-02-09,Suspension,64000
1772,BMW X7,Bengaluru,2026-01-26,Engine,71000
1773,BMW X7,Pune,2026-06-27,Electrical,86000
1774,BMW X5,Hyderabad,2026-07-17,Transmission,87000
1775,BMW iX,Ahmedabad,2026-01-01,Charging,95000
1776,BMW X1,Ahmedabad,2026-02-01,Engine,46000
1777,BMW X5,Delhi,2026-08-09,Suspension,54000
1778,BMW 7 Series,Pune,2026-03-16,Suspension,61000
1779,BMW i7,Bengaluru,2026-06-19,Steering,74000
1780,BMW i5,Chennai,2026-07-04,Electrical,87000
1781,BMW i7,Mumbai,2026-05-08,Cooling,41000
1782,BMW 3 Series,Pune,2026-08-14,Transmission,59000
1783,BMW 5 Series,Kolkata,2026-01-09,Infotainment,56000
1784,BMW X3,Mumbai,2026-06-14,Suspension,43000
1785,BMW X7,Bengaluru,2026-01-07,Cooling,41000
1786,BMW i7,Chennai,2026-06-18,Brake,50000
1787,BMW 5 Series,Hyderabad,2026-04-15,Brake,56000
1788,BMW X1,Hyderabad,2026-02-05,Engine,65000
1789,BMW iX,Delhi,2026-05-26,Cooling,44000
1790,BMW i7,Pune,2026-04-12,Transmission,119000
1791,BMW X7,Pune,2026-01-10,Cooling,49000
1792,BMW X5,Kolkata,2026-04-23,Cooling,56000
1793,BMW X3,Mumbai,2026-03-07,Engine,101000
1794,BMW i7,Bengaluru,2026-05-01,Electrical,75000
1795,BMW X3,Chennai,2026-01-11,Electrical,45000
1796,BMW X1,Delhi,2026-04-08,Steering,83000
1797,BMW i5,Hyderabad,2026-02-03,Brake,38000
1798,BMW iX,Pune,2026-04-07,AC,66000
1799,BMW 3 Series,Pune,2026-04-13,Cooling,69000
1800,BMW X5,Chennai,2026-05-23,Charging,70000
1801,BMW X7,Mumbai,2026-01-22,Suspension,64000
1802,BMW i5,Kolkata,2026-01-06,Battery,84000
1803,BMW 3 Series,Kolkata,2026-08-19,Steering,74000
1804,BMW 7 Series,Pune,2026-08-21,Transmission,84000
1805,BMW iX,Chennai,2026-02-23,Electrical,75000
1806,BMW X3,Ahmedabad,2026-01-28,Suspension,49000
1807,BMW X5,Bengaluru,2026-03-07,Cooling,60000
1808,BMW X5,Ahmedabad,2026-02-10,Battery,88000
1809,BMW i5,Kolkata,2026-03-21,Steering,71000
1810,BMW X5,Bengaluru,2026-01-11,Transmission,62000
1811,BMW i7,Ahmedabad,2026-08-15,Cooling,62000
1812,BMW i4,Chennai,2026-01-13,Engine,84000
1813,BMW 3 Series,Hyderabad,2026-06-06,Transmission,58000
1814,BMW X3,Mumbai,2026-02-08,Charging,117000
1815,BMW X5,Hyderabad,2026-02-10,Engine,51000
1816,BMW X1,Delhi,2026-02-04,Infotainment,37000
1817,BMW iX,Bengaluru,2026-01-03,Steering,47000
1818,BMW i5,Chennai,2026-08-25,Engine,59000
1819,BMW X3,Chennai,2026-03-27,Engine,71000
1820,BMW X3,Bengaluru,2026-04-24,Suspension,62000
1821,BMW i7,Delhi,2026-02-19,Battery,110000
1822,BMW i7,Mumbai,2026-01-15,Charging,72000
1823,BMW X7,Bengaluru,2026-01-23,Electrical,67000
1824,BMW 3 Series,Chennai,2026-06-17,Transmission,89000
1825,BMW 3 Series,Pune,2026-08-19,Electrical,88000
1826,BMW 7 Series,Kolkata,2026-07-10,Suspension,43000
1827,BMW i4,Hyderabad,2026-03-01,Engine,59000
1828,BMW iX,Ahmedabad,2026-08-25,Cooling,49000
1829,BMW i5,Pune,2026-01-11,Infotainment,37000
1830,BMW X1,Delhi,2026-06-20,Cooling,60000
1831,BMW 5 Series,Mumbai,2026-03-26,Infotainment,38000
1832,BMW i4,Pune,2026-04-22,Charging,90000
1833,BMW i7,Chennai,2026-06-18,Cooling,38000
1834,BMW i5,Hyderabad,2026-04-15,Suspension,34000
1835,BMW iX,Ahmedabad,2026-01-01,Charging,79000
1836,BMW X5,Kolkata,2026-03-26,Steering,50000
1837,BMW 3 Series,Mumbai,2026-04-07,Brake,33000
1838,BMW 7 Series,Mumbai,2026-03-26,Steering,81000
1839,BMW i5,Kolkata,2026-04-26,Brake,32000
1840,BMW i5,Delhi,2026-02-27,Infotainment,50000
1841,BMW i4,Pune,2026-05-14,Cooling,56000
1842,BMW 7 Series,Hyderabad,2026-08-10,Cooling,69000
1843,BMW 5 Series,Mumbai,2026-01-08,Cooling,41000
1844,BMW 7 Series,Chennai,2026-03-26,Electrical,90000
1845,BMW i7,Mumbai,2026-06-13,Brake,37000
1846,BMW X5,Mumbai,2026-05-17,Infotainment,52000
1847,BMW X7,Hyderabad,2026-08-04,Battery,157000
1848,BMW X3,Mumbai,2026-05-20,Infotainment,41000
1849,BMW 7 Series,Kolkata,2026-02-19,Infotainment,55000
1850,BMW i4,Pune,2026-03-11,Infotainment,42000
1851,BMW 7 Series,Mumbai,2026-08-04,AC,37000
1852,BMW 3 Series,Mumbai,2026-05-20,AC,67000
1853,BMW 7 Series,Delhi,2026-05-11,Brake,40000
1854,BMW X7,Ahmedabad,2026-03-11,Suspension,36000
1855,BMW i5,Bengaluru,2026-05-21,Charging,71000
1856,BMW iX,Kolkata,2026-08-16,Transmission,103000
1857,BMW 3 Series,Kolkata,2026-06-17,Infotainment,56000
1858,BMW i4,Kolkata,2026-08-20,Suspension,48000
1859,BMW 7 Series,Bengaluru,2026-06-26,Engine,62000
1860,BMW X5,Delhi,2026-04-26,Battery,188000
1861,BMW i7,Mumbai,2026-02-03,Suspension,59000
1862,BMW 5 Series,Bengaluru,2026-06-25,Electrical,53000
1863,BMW X1,Ahmedabad,2026-08-10,Engine,77000
1864,BMW X3,Kolkata,2026-04-07,AC,66000
1865,BMW i4,Pune,2026-08-10,Electrical,83000
1866,BMW X3,Ahmedabad,2026-07-11,Steering,61000
1867,BMW 3 Series,Mumbai,2026-05-06,Battery,109000
1868,BMW iX,Hyderabad,2026-05-03,Engine,71000
1869,BMW i7,Mumbai,2026-02-28,Infotainment,42000
1870,BMW i7,Bengaluru,2026-03-13,Charging,85000
1871,BMW 3 Series,Pune,2026-02-14,Brake,28000
1872,BMW i5,Kolkata,2026-07-03,Infotainment,54000
1873,BMW 7 Series,Pune,2026-03-04,Transmission,130000
1874,BMW X3,Hyderabad,2026-03-02,Electrical,73000
1875,BMW X1,Kolkata,2026-04-02,AC,48000
1876,BMW 5 Series,Kolkata,2026-03-13,Cooling,58000
1877,BMW i5,Ahmedabad,2026-04-07,Steering,55000
1878,BMW iX,Mumbai,2026-07-12,Engine,70000
1879,BMW X1,Kolkata,2026-07-10,Infotainment,47000
1880,BMW X1,Chennai,2026-06-22,Transmission,62000
1881,BMW X5,Pune,2026-02-09,Battery,107000
1882,BMW i4,Kolkata,2026-04-12,Charging,104000
1883,BMW i5,Chennai,2026-07-02,Steering,68000
1884,BMW X7,Mumbai,2026-02-18,Electrical,64000
1885,BMW i4,Kolkata,2026-07-12,Battery,131000
1886,BMW X7,Bengaluru,2026-03-11,Suspension,61000
1887,BMW 7 Series,Delhi,2026-05-26,Electrical,68000
1888,BMW i4,Mumbai,2026-06-21,Transmission,102000
1889,BMW i5,Chennai,2026-05-19,Steering,43000
1890,BMW i4,Bengaluru,2026-01-07,Cooling,60000
1891,BMW 7 Series,Kolkata,2026-01-08,Transmission,67000
1892,BMW 7 Series,Ahmedabad,2026-07-01,AC,56000
1893,BMW i5,Pune,2026-06-06,Engine,86000
1894,BMW X3,Chennai,2026-03-07,AC,48000
1895,BMW 7 Series,Bengaluru,2026-02-14,Infotainment,69000
1896,BMW X1,Delhi,2026-06-09,Suspension,47000
1897,BMW X7,Hyderabad,2026-02-06,Brake,36000
1898,BMW X5,Kolkata,2026-03-05,Charging,88000
1899,BMW 5 Series,Delhi,2026-01-18,Electrical,89000
1900,BMW i5,Hyderabad,2026-02-22,Cooling,58000
1901,BMW 5 Series,Delhi,2026-05-07,Brake,40000
1902,BMW X5,Bengaluru,2026-07-17,Suspension,43000
1903,BMW 5 Series,Chennai,2026-02-23,Cooling,46000
1904,BMW X3,Delhi,2026-03-26,Steering,77000
1905,BMW i4,Ahmedabad,2026-06-22,Engine,98000
1906,BMW 5 Series,Kolkata,2026-04-12,Infotainment,49000
1907,BMW X3,Hyderabad,2026-05-25,AC,43000
1908,BMW X7,Ahmedabad,2026-04-13,Engine,74000
1909,BMW 7 Series,Pune,2026-02-02,AC,47000
1910,BMW 3 Series,Hyderabad,2026-05-08,Battery,156000
1911,BMW iX,Hyderabad,2026-04-27,Charging,62000
1912,BMW i4,Hyderabad,2026-07-21,Engine,90000
1913,BMW X3,Bengaluru,2026-08-26,Engine,55000
1914,BMW X1,Delhi,2026-02-07,Engine,85000
1915,BMW X1,Pune,2026-02-15,Infotainment,43000
1916,BMW iX,Delhi,2026-06-25,AC,35000
1917,BMW X1,Chennai,2026-03-08,Charging,59000
1918,BMW i7,Ahmedabad,2026-04-17,Battery,107000
1919,BMW 7 Series,Chennai,2026-02-24,Engine,75000
1920,BMW 5 Series,Mumbai,2026-08-19,Transmission,112000
