sale_id,vehicle_id,dealer_id,customer_id,sale_date,model,region,price,quantity
S00338,BMWV00704,D030,C0428,2024-09-03,BMW X5,West,100883.33,2
S00339,BMWV00995,D040,C0932,2025-09-11,BMW X3,East,72867.74,3
S00340,BMWV00136,D027,C0669,2024-05-21,BMW 3 Series,West,101818.53,3
S00341,BMWV00821,D026,C0884,2024-05-21,BMW X7,East,70534.82,3
S00342,BMWV00922,D068,C0932,2024-05-18,BMW X1,North,84457.39,1
S00343,BMWV00673,D073,C0940,2024-06-10,BMW X5,South,71512.06,3
S00344,BMWV00547,D093,C0122,2024-07-07,BMW X3,North,71523.72,1
S00345,BMWV00746,D004,C0784,2024-11-22,BMW i4,North,136215.17,2
S00346,BMWV00986,D053,C0311,2025-03-29,BMW X1,West,120745.12,3
S00347,BMWV00957,D095,C0281,2024-06-04,BMW 3 Series,South,124597.41,1
S00348,BMWV00136,D024,C0027,2026-02-19,BMW 3 Series,East,148384.89,3
S00349,BMWV00275,D078,C0581,2025-09-19,BMW 2 Series,North,61554.81,1
S00350,BMWV00238,D088,C0027,2025-01-02,BMW 7 Series,West,44139.67,2
S00351,BMWV00139,D065,C0867,2025-09-11,BMW 3 Series,West,88907.8,3
S00352,BMWV00384,D024,C0873,2025-01-31,BMW X1,East,91516.24,1
S00353,BMWV00169,D025,C0232,2024-02-03,BMW 5 Series,West,81987.75,1
S00354,BMWV00949,D035,C0974,2025-02-26,BMW 3 Series,East,60593.73,3
S00355,BMWV00209,D097,C0210,2024-03-08,BMW X1,South,55363.99,2
S00356,BMWV00889,D079,C0502,2025-12-05,BMW 7 Series,North,72363.0,2
S00357,BMWV00910,D032,C0438,2025-02-18,BMW X1,North,124264.69,3
S00358,BMWV00754,D049,C0738,2024-11-16,BMW 3 Series,South,80327.33,3
S00359,BMWV00587,D077,C0550,2025-06-21,BMW X1,East,108760.29,3
S00360,BMWV00807,D005,C0534,2024-04-21,BMW i4,North,86935.1,1
S00361,BMWV00900,D032,C0532,2025-07-04,BMW X7,North,80495.29,3
S00362,BMWV00041,D072,C0397,2025-06-12,BMW X5,South,122993.39,1
S00363,BMWV00196,D038,C0451,2025-02-11,BMW X3,North,136705.72,2
S00364,BMWV00474,D022,C0433,2024-10-28,BMW X7,North,105510.44,1
S00365,BMWV00708,D067,C0926,2024-05-25,BMW 5 Series,West,88311.58,3
S00366,BMWV00464,D012,C0740,2025-05-27,BMW 5 Series,West,48014.73,3
S00367,BMWV00962,D090,C0560,2024-05-18,BMW 7 Series,East,80202.67,2
S00368,BMWV00463,D004,C0184,2025-04-09,BMW X7,North,102886.28,3
S00369,BMWV00919,D026,C0904,2025-04-10,BMW X5,East,45370.66,2
S00370,BMWV00710,D084,C0929,2025-12-29,BMW 2 Series,North,126595.92,3
S00371,BMWV00752,D016,C0094,2024-04-26,BMW X1,East,116216.07,3
S00372,BMWV00373,D010,C0537,2025-12-25,BMW i4,North,79170.05,3
S00373,BMWV00628,D021,C0388,2025-07-17,BMW X1,,78769.81,1
S00374,BMWV00936,D043,C0580,2026-06-11,BMW X3,West,110845.99,1
S00375,BMWV00168,D019,C0184,2026-02-26,BMW 5 Series,North,116885.46,2
S00376,BMWV00317,D040,C0748,2026-02-26,BMW 5 Series,East,145511.1,2
S00377,BMWV00643,D024,C0121,2026-07-09,BMW 7 Series,East,50130.67,1
S00378,BMWV00004,D080,C0784,2024-09-16,BMW 7 Series,East,36403.89,2
S00379,BMWV00877,D064,C0557,2026-04-06,BMW X7,South,35661.31,2
S00380,BMWV00245,D028,C0603,2025-11-06,BMW 5 Series,South,89706.88,2
S00381,BMWV00454,D010,C0616,2025-09-06,BMW X7,North,35755.9,3
S00382,BMWV00286,D080,C0644,2025-07-24,BMW X1,East,129313.96,1
S00383,BMWV00052,D024,C0152,2024-02-26,BMW 3 Series,East,110126.84,1
S00384,BMWV00150,D005,C0684,2025-08-14,BMW 2 Series,North,131371.66,2
S00385,BMWV00341,D012,C0051,2024-04-21,BMW 2 Series,West,82950.05,1
S00386,BMWV00167,D087,C0292,2025-09-17,BMW 5 Series,South,111006.33,3
S00387,BMWV00611,D074,C0807,2025-07-29,BMW 7 Series,North,55403.22,2
S00388,BMWV00769,D075,C0369,2026-08-11,BMW 3 Series,East,39121.6,2
S00389,BMWV00332,D048,C0920,2025-01-23,BMW X3,North,129330.45,2
S00390,BMWV00865,D071,C0067,2024-10-26,BMW 5 Series,South,89143.94,1
S00391,BMWV00713,D036,C0338,2025-06-23,BMW 5 Series,North,82582.16,1
S00392,BMWV00714,D027,C0627,2024-02-29,BMW 5 Series,West,47569.76,3
S00393,BMWV00646,D068,C0090,2025-05-10,BMW X1,North,118268.53,3
S00394,BMWV00958,D091,C0295,2025-03-13,BMW i4,South,105017.13,2
S00395,BMWV00267,D068,C0589,2025-09-30,BMW X3,North,75693.13,1
S00396,BMWV00631,D073,C0509,2025-06-16,BMW 3 Series,South,118856.25,2
S00397,BMWV00506,D024,C0905,2025-09-16,BMW X1,East,61762.99,2
S00398,BMWV00200,D001,C0122,2024-01-25,BMW iX,North,88461.85,1
S00399,BMWV00757,D027,C0819,2025-09-22,BMW i4,West,149883.51,2
S00400,BMWV00047,D043,C0359,2025-07-27,BMW 2 Series,West,127695.0,1
S00401,BMWV00012,D082,C0207,2025-12-07,BMW 2 Series,West,67387.07,1
S00402,BMWV00317,D039,C0519,2025-07-17,BMW 5 Series,North,72251.24,1
S00403,BMWV00118,D088,C0342,2024-12-15,BMW 7 Series,West,80545.67,3
S00404,BMWV00632,D004,C0853,2024-06-28,BMW X3,North,57311.79,2
S00405,BMWV00946,D087,C0491,2026-07-27,BMW iX,South,89567.55,1
S00406,BMWV00663,D018,C0494,2024-06-08,BMW X1,East,107128.06,3
S00407,BMWV00919,D043,C0474,2026-03-13,BMW X5,West,128629.16,3
S00408,BMWV00059,D067,C0307,2025-08-01,BMW iX,West,118370.88,2
S00409,BMWV00570,D069,C0020,2024-08-01,BMW 5 Series,East,101400.73,2
S00410,BMWV00820,D046,C0068,2024-06-01,BMW X3,East,67252.9,1
S00411,BMWV00349,D049,C0642,2025-07-01,BMW 5 Series,South,131876.66,3
S00412,BMWV00622,D050,C0192,2025-09-01,BMW iX,North,48437.13,2
S00413,BMWV00724,D041,C0727,2024-02-02,BMW 3 Series,North,66222.2,1
S00414,BMWV00510,D031,C0381,2025-04-07,BMW 5 Series,West,130387.61,2
S00415,BMWV00223,D068,C0310,2024-06-28,BMW i4,North,47906.6,1
S00416,BMWV00798,D026,C0936,2024-04-04,BMW X1,East,86034.02,1
S00417,BMWV00820,D062,C0927,2025-05-27,BMW X3,North,52718.94,2
S00418,BMWV00947,D062,C0751,2026-06-13,BMW X3,North,95217.22,2
S00419,BMWV00148,D099,C0893,2024-04-10,BMW 7 Series,South,129545.93,3
S00420,BMWV00694,D017,C0211,2026-01-11,BMW i4,South,39203.54,2
S00421,BMWV00732,D067,C0119,2024-01-05,BMW 5 Series,West,70762.85,1
S00422,BMWV00705,D077,C0893,2024-03-30,BMW i4,East,73328.32,1
S00423,BMWV00107,D067,C0785,2025-11-05,BMW X1,West,120738.79,1
S00424,BMWV00593,D098,C0320,2025-10-16,BMW iX,West,137595.59,2
S00425,BMWV00207,D025,C0294,2024-10-10,BMW X7,West,96211.72,2
S00426,BMWV00689,D016,C0280,2024-06-01,BMW X1,East,53112.04,1
S00427,BMWV00016,D080,C0574,2025-06-10,BMW X7,East,46773.16,3
S00428,BMWV00360,D071,C0327,2024-10-04,BMW 3 Series,South,51279.04,3
S00429,BMWV00825,D037,C0588,2024-09-07,BMW X7,South,54696.62,2
S00430,BMWV00629,D044,C0554,2025-03-30,BMW 5 Series,West,40833.51,1
S00431,BMWV00484,D087,C0052,2024-04-18,BMW X5,South,79113.96,1
S00432,BMWV00438,D051,C0184,2025-12-22,BMW X7,East,103553.96,3
S00433,BMWV00646,D089,C0717,2025-04-01,BMW X1,North,105876.26,2
S00434,BMWV00342,D026,C0731,2026-02-15,BMW X5,East,112150.08,3
S00435,BMWV00082,D097,C0783,2025-04-21,BMW 7 Series,South,100295.77,1
S00436,BMWV00834,D090,C0480,2024-04-09,BMW 2 Series,East,87392.18,3
S00437,BMWV00661,D091,C0785,2025-04-21,BMW X1,South,89112.78,1
S00438,BMWV00149,D079,C0265,2026-07-23,BMW X7,North,76796.67,1
S00439,BMWV00718,D086,C0339,2026-03-18,BMW X1,East,133991.03,2
S00440,BMWV00466,D063,C0031,2024-03-07,BMW X5,South,89663.45,2
S00441,BMWV00492,D060,C0867,2024-06-23,BMW i4,West,67459.6,2
S00442,BMWV00620,D074,C0131,2025-06-04,BMW X5,North,46837.2,3
S00443,BMWV00817,D014,C0334,2025-07-23,BMW i4,North,109686.91,2
S00444,BMWV00547,D060,C0411,2025-08-27,BMW X3,West,82545.82,3
S00445,BMWV00251,D071,C0163,2025-05-08,BMW 2 Series,South,79138.89,2
S00446,BMWV00215,D089,C0606,2025-03-17,BMW 7 Series,North,125196.11,2
S00447,BMWV00582,D044,C0558,2025-12-11,BMW 2 Series,West,62157.75,3
S00448,BMWV00687,D010,C0758,2026-08-11,BMW 5 Series,East,116869.51,2
S00449,BMWV00119,D076,C0611,2025-04-19,BMW 2 Series,East,72418.48,1
S00450,BMWV00843,D057,C0181,2024-11-11,BMW 7 Series,North,144926.6,1
S00451,BMWV00614,D014,C0702,2026-04-13,BMW X1,North,103586.62,2
S00452,BMWV00337,D064,C0661,2025-11-07,BMW X1,South,42070.46,1
S00453,BMWV00838,D018,C0909,2025-08-17,BMW 3 Series,East,138874.44,3
S00454,BMWV00831,D001,C0776,2024-05-30,BMW X5,North,111001.36,2
S00455,BMWV00546,D038,C0400,2025-09-22,BMW X3,North,101462.11,1
S00456,BMWV00212,D088,C0899,2024-11-20,BMW X3,West,69469.56,3
S00457,BMWV00313,D056,C0736,2026-07-26,BMW X7,North,74590.43,1
S00458,BMWV00598,D002,C0627,2025-06-06,BMW i4,South,81482.7,1
S00459,BMWV00874,D038,C0064,2025-01-13,BMW X1,North,138623.7,1
S00460,BMWV00001,D091,C0574,2026-04-20,BMW i4,South,147550.07,1
S00461,BMWV00883,D037,C0887,2024-02-01,BMW 7 Series,South,62052.73,3
S00462,BMWV00606,D051,C0641,2024-11-21,BMW 5 Series,East,116853.97,2
S00463,BMWV00392,D056,C0559,2024-08-04,BMW X1,North,111186.07,2
S00464,BMWV00144,D025,C0569,2025-01-28,BMW X1,West,131982.68,2
S00465,BMWV00862,D054,C0158,2024-10-22,BMW 7 Series,West,149707.44,3
S00466,BMWV00130,D018,C0012,2024-03-14,BMW 7 Series,East,109564.76,1
S00467,BMWV00740,D063,C0674,2025-03-23,BMW iX,South,147122.13,1
S00468,BMWV00088,D018,C0658,2026-04-05,BMW X5,East,82823.38,2
S00469,BMWV00917,D090,C0619,2026-08-10,BMW 5 Series,East,83955.98,1
S00470,BMWV00467,D066,C0435,2025-07-19,BMW 7 Series,West,129308.21,2
S00471,BMWV00365,D029,C0191,2025-03-10,BMW 7 Series,North,104525.92,3
S00472,BMWV00512,D094,C0243,2025-12-30,BMW 7 Series,South,92698.81,2
S00473,BMWV00950,D070,C0591,2025-01-10,BMW i4,South,38848.12,1
S00474,BMWV00583,D062,C0722,2025-01-12,BMW i4,North,48013.9,2
S00475,BMWV00986,D089,C0082,2024-05-25,BMW X1,North,118971.33,3
S00476,BMWV00881,D097,C0798,2024-10-13,BMW 2 Series,South,88467.68,1
S00477,BMWV00537,D079,C0091,2024-09-08,BMW X5,North,89331.93,3
S00478,BMWV00681,D086,C0080,2025-12-01,BMW 5 Series,East,107874.08,3
S00479,BMWV00321,D079,C0055,2026-07-14,BMW 2 Series,North,74507.81,1
S00480,BMWV00482,D059,C0525,2026-07-16,BMW X7,West,88961.73,3
S00481,BMWV00341,D054,C0362,2026-03-28,BMW 2 Series,West,68881.06,1
S00482,BMWV00037,D089,C0946,2025-09-03,BMW 7 Series,North,121183.91,3
S00483,BMWV00805,D073,C0267,2024-03-03,BMW iX,South,107369.51,3
S00484,BMWV00175,D074,C0053,2025-11-03,BMW X3,North,148891.96,3
S00485,BMWV00641,D004,C0294,2025-05-11,BMW X3,North,44488.67,3
S00486,BMWV00080,D036,C0259,2024-05-15,BMW X3,North,105816.74,2
S00487,BMWV00880,D033,C0015,2026-01-29,BMW 2 Series,East,47828.18,1
S00488,BMWV00933,D076,C0757,2024-06-03,BMW X5,East,110802.9,2
S00489,BMWV00829,D023,C0268,2026-03-12,BMW i4,East,115589.11,2
S00490,BMWV00187,D068,C0883,2024-02-03,BMW i4,North,74427.52,1
S00491,BMWV00992,D019,C0610,2026-08-14,BMW 3 Series,North,129498.23,2
S00492,BMWV00772,D053,C0789,2025-01-27,BMW X5,West,62363.96,2
S00493,BMWV00745,D082,C0172,2024-08-03,BMW 7 Series,West,101442.1,2
S00494,BMWV00057,D083,C0271,2026-02-12,BMW 3 Series,North,129246.07,1
S00495,BMWV00173,D060,C0409,2025-05-02,BMW iX,West,69657.22,3
S00496,BMWV00973,D097,C0945,2025-06-29,BMW 3 Series,South,61871.05,3
S00497,BMWV00724,D050,C0486,2024-09-25,BMW 3 Series,North,51692.23,2
S00498,BMWV00013,D037,C0950,2026-03-27,BMW iX,South,86614.37,3
S00499,BMWV00325,D068,C0700,2024-02-12,BMW X3,North,46196.9,3
S00500,BMWV00654,D046,C0980,2026-05-14,BMW 5 Series,East,84655.38,3
S00501,BMWV00880,D035,C0344,2024-10-03,BMW 2 Series,East,65715.1,1
S00502,BMWV00263,D084,C0599,2025-02-04,BMW iX,North,88027.49,3
S00503,BMWV00769,D031,C0752,2025-11-19,BMW 3 Series,West,102703.29,1
S00504,BMWV00534,D044,C0694,2025-12-07,BMW i4,West,149219.71,2
S00505,BMWV00562,D002,C0689,2024-01-09,BMW 3 Series,South,130644.29,1
S00506,BMWV00423,D013,C0538,2024-04-16,BMW 2 Series,East,113832.45,2
S00507,BMWV00226,D093,C0291,2024-09-14,BMW 7 Series,North,57204.15,1
S00508,BMWV00636,D012,C0059,2026-08-19,BMW i4,West,103325.94,1
S00509,BMWV00975,D077,C0654,2024-05-04,BMW 5 Series,East,116428.64,1
S00510,BMWV00090,D078,C0134,2025-01-19,BMW X7,North,110485.38,3
S00511,BMWV00581,D024,C0918,2024-04-23,BMW 3 Series,East,115000.17,2
S00512,BMWV00303,D060,C0677,2026-08-16,BMW X7,West,43707.13,2
S00513,BMWV00946,D036,C0788,2025-03-13,BMW iX,North,114605.47,3
S00514,BMWV00790,D099,C0332,2024-09-20,BMW iX,South,53626.09,1
S00515,BMWV00285,D100,C0064,2025-01-26,BMW 5 Series,South,79687.9,1
S00516,BMWV00266,D034,C0183,2025-03-27,BMW 2 Series,West,42980.83,1
S00517,BMWV00626,D051,C0183,2025-10-22,BMW 5 Series,East,91586.59,1
S00518,BMWV00555,D099,C0442,2024-08-11,BMW X1,South,105606.12,1
S00519,BMWV00936,D057,C0733,2024-09-22,BMW X3,North,46878.02,1
S00520,BMWV00074,D074,C0746,2024-09-13,BMW iX,North,124382.27,1
S00521,BMWV00920,D064,C0153,2025-10-30,BMW X1,South,108638.56,1
S00522,BMWV00682,D050,C0273,2024-06-04,BMW i4,North,115506.35,2
S00523,BMWV00590,D001,C0528,2025-12-25,BMW 2 Series,North,143089.77,2
S00524,BMWV00491,D056,C0414,2026-05-14,BMW i4,North,118693.25,1
S00525,BMWV00555,D029,C0004,2025-01-28,BMW X1,North,144727.86,2
S00526,BMWV00126,D073,C0549,2026-08-15,BMW 5 Series,South,149034.16,2
S00527,BMWV00700,D039,C0411,2024-02-26,BMW 3 Series,North,107711.34,3
S00528,BMWV00094,D047,C0548,2026-05-23,BMW 5 Series,North,145506.44,1
S00529,BMWV00863,D059,C0779,2026-02-23,BMW 7 Series,West,68345.25,1
S00530,BMWV00182,D071,C0041,2025-01-28,BMW 5 Series,South,110984.42,2
S00531,BMWV00714,D050,C0918,2024-04-19,BMW 5 Series,North,107520.96,2
S00532,BMWV00500,D010,C0907,2025-10-09,BMW 7 Series,North,85368.13,1
S00533,BMWV00145,D005,C0198,2024-01-26,BMW iX,North,117769.99,3
S00534,BMWV00246,D063,C0399,2024-03-05,BMW iX,South,126165.0,3
S00535,BMWV00317,D064,C0547,2026-05-04,BMW 5 Series,South,128354.48,1
S00536,BMWV00038,D044,C0058,2024-12-11,BMW X5,West,125594.53,1
S00537,BMWV00417,D016,C0217,2026-04-06,BMW i4,East,110192.74,3
S00538,BMWV00471,D087,C0892,2026-06-14,BMW X7,South,96704.56,3
S00539,BMWV00595,D030,C0948,2024-03-14,BMW 2 Series,West,39240.93,1
S00540,BMWV00502,D084,C0020,2025-04-27,BMW X7,North,139325.57,3
S00541,BMWV00047,D032,C0719,2025-10-26,BMW 2 Series,North,50011.84,1
S00542,BMWV00649,D007,C0927,2024-11-10,BMW iX,North,129385.01,1
S00543,BMWV00469,D079,C0175,2026-05-05,BMW X5,North,102969.89,1
S00544,BMWV00118,D064,C0610,2026-03-29,BMW 7 Series,South,105797.28,1
S00545,BMWV00825,D026,C0437,2024-12-11,BMW X7,East,128324.92,3
S00546,BMWV00696,D052,C0333,2024-05-03,BMW i4,West,147223.13,3
S00547,BMWV00560,D018,C0330,2026-05-06,BMW X1,East,145939.62,1
S00548,BMWV00784,D006,C0608,2024-06-26,BMW 7 Series,West,73582.93,1
S00549,BMWV00282,D019,C0776,2025-03-01,BMW i4,North,54325.85,2
S00550,BMWV00568,D022,C0450,2024-09-06,BMW 3 Series,North,141452.69,1
S00551,BMWV00138,D013,C0811,2026-05-17,BMW X7,East,107702.38,2
S00552,BMWV00798,D021,C0017,2026-06-19,BMW X1,,91001.26,1
S00553,BMWV00008,D023,C0949,2024-04-01,BMW X7,East,116275.24,3
S00554,BMWV00910,D037,C0427,2025-12-11,BMW X1,South,127852.36,2
S00555,BMWV00710,D017,C0212,2024-05-26,BMW 2 Series,South,108579.96,3
S00556,BMWV00463,D053,C0245,2026-08-18,BMW X7,West,55073.13,3
S00557,BMWV00039,D077,C0185,2026-01-04,BMW 7 Series,East,92487.08,1
S00558,BMWV00644,D039,C0357,2025-03-04,BMW 3 Series,North,35525.55,1
S00559,BMWV00198,D016,C0543,2024-04-07,BMW X5,East,106175.91,3
S00560,BMWV00521,D029,C0476,2026-02-27,BMW X5,North,107043.39,1
S00561,BMWV00285,D007,C0199,2024-04-25,BMW 5 Series,North,126610.49,3
S00562,BMWV00866,D061,C0510,2024-06-29,BMW iX,West,53372.35,1
S00563,BMWV00057,D083,C0373,2024-10-18,BMW 3 Series,North,59102.82,2
S00564,BMWV00344,D079,C0825,2026-06-30,BMW 2 Series,North,122216.92,1
S00565,BMWV00108,D095,C0054,2026-08-05,BMW X3,South,96796.47,1
S00566,BMWV00806,D004,C0497,2025-06-11,BMW X7,North,48347.48,1
S00567,BMWV00740,D057,C0607,2025-08-16,BMW iX,North,72486.82,1
S00568,BMWV00767,D087,C0920,2024-11-29,BMW iX,South,61457.27,1
S00569,BMWV00335,D030,C0101,2024-08-30,BMW i4,West,119841.0,1
S00570,BMWV00386,D029,C0076,2025-04-27,BMW 7 Series,North,102285.61,1
S00571,BMWV00913,D056,C0149,2024-08-09,BMW 7 Series,North,141707.02,2
S00572,BMWV00184,D050,C0383,2024-05-19,BMW X5,North,87640.12,1
S00573,BMWV00649,D046,C0999,2024-10-03,BMW iX,East,58254.25,1
S00574,BMWV00033,D089,C0583,2024-03-02,BMW X7,North,67269.48,1
S00575,BMWV00874,D060,C0470,2025-03-04,BMW X1,West,54688.15,2
S00576,BMWV00227,D038,C0619,2024-06-09,BMW X7,North,125797.9,3
S00577,BMWV00977,D079,C0928,2024-06-23,BMW X5,North,101483.97,3
S00578,BMWV00877,D030,C0089,2025-02-25,BMW X7,West,133551.98,2
S00579,BMWV00884,D028,C0606,2025-04-29,BMW X1,South,131253.74,2
S00580,BMWV00015,D094,C0439,2026-01-23,BMW i4,South,135348.82,1
S00581,BMWV00337,D056,C0594,2024-08-15,BMW X1,North,137559.6,3
S00582,BMWV00970,D020,C0936,2025-08-10,BMW X3,South,138298.96,2
S00583,BMWV00046,D006,C0482,2026-01-21,BMW 3 Series,West,123389.73,1
S00584,BMWV00437,D068,C0404,2025-05-05,BMW i4,North,128117.4,3
S00585,BMWV00843,D013,C0464,2025-05-22,BMW 7 Series,East,62658.82,3
S00586,BMWV00773,D002,C0710,2026-01-19,BMW X7,South,81761.08,1
S00587,BMWV00137,D046,C0303,2024-09-01,BMW X5,East,109478.62,1
S00588,BMWV00017,D062,C0686,2024-11-08,BMW iX,North,53607.33,2
S00589,BMWV00880,D074,C0766,2025-08-20,BMW 2 Series,North,37807.55,2
S00590,BMWV00476,D099,C0142,2026-06-14,BMW i4,South,115860.51,1
S00591,BMWV00810,D048,C0642,2025-04-20,BMW 2 Series,North,115948.74,1
S00592,BMWV00883,D081,C0073,2025-01-29,BMW 7 Series,North,137744.96,2
S00593,BMWV00545,D005,C0304,2025-03-12,BMW X3,North,121582.12,3
S00594,BMWV00970,D079,C0556,2025-08-12,BMW X3,North,126365.06,3
S00595,BMWV00084,D080,C0902,2024-12-09,BMW 3 Series,East,119612.49,1
S00596,BMWV00529,D087,C0373,2026-06-28,BMW X5,South,40929.7,2
S00597,BMWV00376,D060,C0634,2024-02-11,BMW X1,West,77040.68,1
S00598,BMWV00665,D072,C0722,2024-03-09,BMW X1,South,99487.19,1
S00599,BMWV00143,D043,C0245,2025-07-06,BMW 3 Series,West,48059.13,2
S00600,BMWV00757,D097,C0595,2026-06-11,BMW i4,South,145296.93,1
S00601,BMWV00773,D096,C0780,2024-08-18,BMW X7,East,71853.34,2
S00602,BMWV00517,D088,C0434,2024-10-10,BMW iX,West,41262.9,2
S00603,BMWV00355,D058,C0498,2025-05-28,BMW 3 Series,North,95568.5,1
S00604,BMWV00483,D091,C0545,2025-11-25,BMW 5 Series,South,129918.59,2
S00605,BMWV00464,D080,C0377,2026-03-30,BMW 5 Series,East,112430.25,3
S00606,BMWV00830,D009,C0193,2026-07-02,BMW 2 Series,East,136657.58,1
S00607,BMWV00084,D051,C0920,2024-07-02,BMW 3 Series,East,68162.86,1
S00608,BMWV00113,D022,C0283,2024-04-24,BMW X3,North,115164.44,2
S00609,BMWV00156,D027,C0534,2025-10-04,BMW i4,West,37609.38,2
S00610,BMWV00994,D088,C0555,2026-08-12,BMW i4,West,50183.15,2
S00611,BMWV00432,D057,C0756,2025-10-22,BMW 3 Series,North,37470.46,1
S00612,BMWV00066,D003,C0893,2026-04-01,BMW X5,North,61717.73,3
S00613,BMWV00662,D043,C0422,2025-08-15,BMW X5,West,74421.14,3
S00614,BMWV00807,D042,C0498,2025-08-30,BMW i4,North,111573.36,3
S00615,BMWV00864,D071,C0456,2025-04-13,BMW 2 Series,South,69969.47,1
S00616,BMWV00921,D040,C0176,2026-03-19,BMW 2 Series,East,64900.86,2
S00617,BMWV00382,D037,C0789,2026-05-15,BMW i4,South,40441.68,2
S00618,BMWV00293,D059,C0980,2024-06-19,BMW 5 Series,West,106142.48,1
S00619,BMWV00730,D069,C0293,2024-07-05,BMW iX,East,146918.7,3
S00620,BMWV00711,D086,C0814,2024-06-06,BMW 3 Series,East,53544.29,1
S00621,BMWV00043,D041,C0589,2024-05-09,BMW iX,North,85702.19,2
S00622,BMWV00190,D027,C0576,2025-12-25,BMW 7 Series,West,38989.25,2
S00623,BMWV00354,D019,C0382,2025-04-04,BMW 5 Series,North,97084.66,1
S00624,BMWV00548,D039,C0125,2026-07-31,BMW X3,North,37866.4,2
S00625,BMWV00788,D019,C0971,2025-04-14,BMW iX,North,141698.3,1
S00626,BMWV00005,D095,C0560,2025-06-03,BMW X3,South,73097.27,3
S00627,BMWV00304,D061,C0918,2024-10-23,BMW i4,West,146504.64,3
S00628,BMWV00684,D019,C0819,2025-08-01,BMW 3 Series,North,118782.54,2
S00629,BMWV00348,D089,C0116,2026-01-19,BMW i4,North,90082.84,1
S00630,BMWV00144,D087,C0565,2024-04-29,BMW X1,South,70429.45,2
S00631,BMWV00634,D029,C0457,2024-12-31,BMW iX,North,45635.33,1
S00632,BMWV00624,D083,C0200,2025-08-20,BMW X7,North,95539.89,2
S00633,BMWV00202,D003,C0086,2025-07-05,BMW X7,North,132686.91,3
S00634,BMWV00689,D012,C1000,2025-06-08,BMW X1,West,80358.72,2
S00635,BMWV00327,D078,C0620,2025-06-07,BMW X3,North,143491.25,3
S00636,BMWV00371,D051,C0152,2026-01-03,BMW 7 Series,East,133187.47,2
S00637,BMWV00397,D048,C0013,2024-10-18,BMW iX,North,74665.82,2
S00638,BMWV00458,D072,C0090,2024-08-08,BMW X7,South,118703.14,2
S00639,BMWV00761,D054,C0823,2025-03-29,BMW 5 Series,West,68192.91,3
S00640,BMWV00995,D055,C0747,2026-07-06,BMW X3,West,82632.29,3
S00641,BMWV00614,D012,C0148,2024-07-31,BMW X1,West,69871.58,3
S00642,BMWV00345,D009,C0956,2025-08-27,BMW 7 Series,East,121953.12,1
S00643,BMWV00007,D053,C0655,2026-07-25,BMW i4,West,66432.82,1
S00644,BMWV00571,D060,C0728,2025-08-04,BMW X3,West,121853.03,1
S00645,BMWV00206,D024,C0853,2025-01-25,BMW 7 Series,East,68288.26,2
S00646,BMWV00044,D039,C0855,2025-08-22,BMW X3,North,69950.15,3
S00647,BMWV00759,D060,C0230,2024-01-28,BMW X7,West,125990.25,1
S00648,BMWV00270,D039,C0979,2025-10-17,BMW 3 Series,North,130937.95,2
S00649,BMWV00129,D084,C0682,2026-07-03,BMW X5,North,68084.24,1
S00650,BMWV00505,D089,C0661,2024-09-07,BMW X7,North,38270.9,2
S00651,BMWV00506,D009,C0614,2026-02-02,BMW X1,East,76602.34,2
S00652,BMWV00581,D056,C0890,2024-09-21,BMW 3 Series,North,107219.55,2
S00653,BMWV00999,D089,C0838,2024-05-02,BMW X3,North,77918.25,3
S00654,BMWV00591,D003,C0866,2024-09-22,BMW 3 Series,North,53727.43,1
S00655,BMWV00151,D041,C0473,2026-06-18,BMW X5,North,114727.55,2
S00656,BMWV00169,D007,C0280,2025-01-04,BMW 5 Series,North,83244.11,2
S00657,BMWV00050,D038,C0299,2025-06-26,BMW X7,North,108478.85,1
S00658,BMWV00528,D025,C0785,2025-10-05,BMW i4,West,56073.46,1
S00659,BMWV00615,D097,C0172,2025-07-10,BMW i4,South,72099.79,2
S00660,BMWV00848,D088,C0820,2024-11-04,BMW 5 Series,West,66217.78,3
S00661,BMWV00706,D047,C0099,2025-07-01,BMW X1,North,101705.36,1
S00662,BMWV00014,D018,C0531,2024-10-15,BMW iX,East,77896.63,2
S00663,BMWV00423,D044,C0944,2026-07-21,BMW 2 Series,West,53748.35,1
S00664,BMWV00160,D065,C0227,2026-05-01,BMW 3 Series,West,56667.93,3
S00665,BMWV00630,D089,C0852,2025-06-22,BMW iX,North,132298.02,3
S00666,BMWV00566,D090,C0775,2026-04-01,BMW 2 Series,East,48106.17,2
S00667,BMWV00940,D010,C0120,2026-04-18,BMW i4,East,50091.7,1
S00668,BMWV00493,D045,C0320,2025-12-08,BMW 5 Series,South,76695.39,2
S00669,BMWV00913,D077,C0536,2026-02-20,BMW 7 Series,East,146562.82,1
S00670,BMWV00728,D039,C0030,2026-02-01,BMW 7 Series,North,128676.02,1
S00671,BMWV00133,D089,C0146,2025-12-05,BMW iX,North,61056.06,1
S00672,BMWV00216,D017,C0081,2025-03-11,BMW 2 Series,South,114444.09,1
S00673,BMWV00081,D003,C0794,2025-05-10,BMW 3 Series,North,122093.41,1
S00674,BMWV00203,D014,C0034,2026-03-23,BMW 5 Series,North,110875.72,3
S00675,BMWV00062,D061,C0122,2026-07-19,BMW 5 Series,West,64096.43,1
