vehicle_id,vin,model,model_year,fuel_type,region,manufacturing_date
BMWV00347,WBA00000000000347,BMW X5,2023,Diesel,North,2024-11-23
BMWV00348,WBA00000000000348,BMW i4,2021,Electric,West,2020-02-07
BMWV00349,WBA00000000000349,BMW 5 Series,2024,Diesel,East,2018-10-05
BMWV00350,WBA00000000000350,BMW X7,2024,Petrol,North,2022-05-19
BMWV00351,WBA00000000000351,BMW 7 Series,2020,Hybrid,West,2022-03-10
BMWV00352,WBA00000000000352,BMW X5,2025,Diesel,North,2022-01-02
BMWV00353,WBA00000000000353,BMW 5 Series,2022,Diesel,South,2025-05-15
BMWV00354,WBA00000000000354,BMW 5 Series,2024,Diesel,East,2019-07-01
BMWV00355,WBA00000000000355,BMW 3 Series,2022,Petrol,East,2025-03-17
BMWV00356,WBA00000000000356,BMW X1,2025,Petrol,West,2025-10-19
BMWV00357,WBA00000000000357,BMW 7 Series,2025,Hybrid,South,2019-07-07
BMWV00358,WBA00000000000358,BMW 5 Series,2025,Diesel,West,2018-06-01
BMWV00359,WBA00000000000359,BMW X5,2021,Diesel,North,2020-03-28
BMWV00360,WBA00000000000360,BMW 3 Series,2022,Petrol,East,2023-10-13
BMWV00361,WBA00000000000361,BMW iX,2024,Electric,West,2020-11-03
BMWV00362,WBA00000000000362,BMW 3 Series,2025,Petrol,South,2021-03-17
BMWV00363,WBA00000000000363,BMW i4,2020,Electric,East,2021-01-24
BMWV00364,WBA00000000000364,BMW 5 Series,2022,Diesel,West,2022-06-27
BMWV00365,WBA00000000000365,BMW 7 Series,2023,Hybrid,East,2020-02-05
BMWV00366,WBA00000000000366,BMW 7 Series,2025,Hybrid,West,2022-02-13
BMWV00367,WBA00000000000367,BMW X7,2022,Petrol,North,2022-10-05
BMWV00368,WBA00000000000368,BMW 5 Series,2023,Diesel,South,2024-02-13
BMWV00369,WBA00000000000369,BMW X5,2022,Diesel,North,2018-11-24
BMWV00370,WBA00000000000370,BMW i4,2025,Electric,East,2021-06-09
BMWV00371,WBA00000000000371,BMW 7 Series,2024,Hybrid,West,2019-11-14
BMWV00372,WBA00000000000372,BMW 7 Series,2022,Hybrid,West,2018-06-23
BMWV00373,WBA00000000000373,BMW i4,2024,Electric,West,2021-01-29
BMWV00374,WBA00000000000374,BMW 3 Series,2020,Petrol,West,2022-01-28
BMWV00375,WBA00000000000375,BMW X7,2025,Petrol,South,2018-05-08
BMWV00376,WBA00000000000376,BMW X1,2024,Petrol,West,2018-05-23
BMWV00377,WBA00000000000377,BMW X1,2020,Petrol,South,2025-03-27
BMWV00378,WBA00000000000378,BMW i4,2022,Electric,West,2024-05-12
BMWV00379,WBA00000000000379,BMW 3 Series,2024,Petrol,South,2025-08-13
BMWV00380,WBA00000000000380,BMW 7 Series,2022,Hybrid,East,2022-12-24
BMWV00381,WBA00000000000381,BMW 5 Series,2024,Diesel,South,2023-12-09
BMWV00382,WBA00000000000382,BMW i4,2023,Electric,East,2025-04-14
BMWV00383,WBA00000000000383,BMW X5,2021,Diesel,North,2018-04-17
BMWV00384,WBA00000000000384,BMW X1,2023,Petrol,West,2024-04-19
BMWV00385,WBA00000000000385,BMW 5 Series,2022,Diesel,East,2025-11-23
BMWV00386,WBA00000000000386,BMW 7 Series,2021,Hybrid,East,2025-10-13
BMWV00387,WBA00000000000387,BMW 7 Series,2021,Hybrid,North,2019-07-10
BMWV00388,WBA00000000000388,BMW 5 Series,2023,Diesel,South,2025-12-31
BMWV00389,WBA00000000000389,BMW 7 Series,2020,Hybrid,East,2025-06-28
BMWV00390,WBA00000000000390,BMW i4,2025,Electric,North,2024-03-02
BMWV00391,WBA00000000000391,BMW X7,2022,Petrol,East,2019-10-08
BMWV00392,WBA00000000000392,BMW X1,2022,Petrol,South,2019-05-13
BMWV00393,WBA00000000000393,BMW X3,2021,Diesel,South,2023-07-17
BMWV00394,WBA00000000000394,BMW 3 Series,2022,Petrol,East,2023-03-30
BMWV00395,WBA00000000000395,BMW X7,2021,Petrol,North,2018-09-27
BMWV00396,WBA00000000000396,BMW X5,2023,Diesel,West,2023-11-24
BMWV00397,WBA00000000000397,BMW iX,2023,Electric,North,2019-05-29
BMWV00398,WBA00000000000398,BMW i4,2025,Electric,North,2023-01-18
BMWV00399,WBA00000000000399,BMW 7 Series,2025,Hybrid,East,2019-06-10
BMWV00400,WBA00000000000400,BMW X7,2025,Petrol,South,2019-06-13
BMWV00401,WBA00000000000401,BMW iX,2024,Electric,North,2019-05-24
BMWV00402,WBA00000000000402,BMW X7,2021,Petrol,East,2019-11-06
BMWV00403,WBA00000000000403,BMW X1,2022,Petrol,South,2021-11-18
BMWV00404,WBA00000000000404,BMW X7,2022,Petrol,North,2020-10-23
BMWV00405,WBA00000000000405,BMW X3,2025,Diesel,East,2019-05-28
BMWV00406,WBA00000000000406,BMW X5,2024,Diesel,North,2023-08-21
BMWV00407,WBA00000000000407,BMW X1,2024,Petrol,South,2019-12-03
BMWV00408,WBA00000000000408,BMW 2 Series,2025,Petrol,East,2024-04-27
BMWV00409,WBA00000000000409,BMW 3 Series,2020,Petrol,North,2018-07-06
BMWV00410,WBA00000000000410,BMW 2 Series,2022,Petrol,South,2024-06-01
BMWV00411,WBA00000000000411,BMW iX,2024,Electric,North,2023-08-02
BMWV00412,WBA00000000000412,BMW X7,2022,Petrol,East,2023-06-02
BMWV00413,WBA00000000000413,BMW X3,2025,Diesel,West,2021-05-03
BMWV00414,WBA00000000000414,BMW 7 Series,2020,Hybrid,North,2019-10-10
BMWV00415,WBA00000000000415,BMW 7 Series,2023,Hybrid,West,2023-03-18
BMWV00416,WBA00000000000416,BMW X3,2022,Diesel,South,2021-07-04
BMWV00417,WBA00000000000417,BMW i4,2025,Electric,East,2022-06-22
BMWV00418,WBA00000000000418,BMW X1,2022,Petrol,North,2021-07-31
BMWV00419,WBA00000000000419,BMW X3,2023,Diesel,North,2020-12-31
BMWV00420,WBA00000000000420,BMW 7 Series,2021,Hybrid,South,2019-02-01
BMWV00421,WBA00000000000421,BMW 3 Series,2022,Petrol,West,2024-11-25
BMWV00422,WBA00000000000422,BMW iX,2021,Electric,South,2021-09-03
BMWV00423,WBA00000000000423,BMW 2 Series,2025,Petrol,East,2020-02-17
BMWV00424,WBA00000000000424,BMW X1,2023,Petrol,West,2023-08-05
BMWV00425,WBA00000000000425,BMW X5,2023,Diesel,North,2019-01-04
BMWV00426,WBA00000000000426,BMW iX,2024,Electric,West,2020-09-13
BMWV00427,WBA00000000000427,BMW X3,2024,Diesel,East,2018-07-19
BMWV00428,WBA00000000000428,BMW 3 Series,2022,Petrol,West,2024-09-13
BMWV00429,WBA00000000000429,BMW 7 Series,2022,Hybrid,North,2019-03-17
BMWV00430,WBA00000000000430,BMW iX,2021,Electric,East,2022-02-07
BMWV00431,WBA00000000000431,BMW iX,2022,Electric,North,2022-06-29
BMWV00432,WBA00000000000432,BMW 3 Series,2024,Petrol,South,2022-01-24
BMWV00433,WBA00000000000433,BMW X7,2022,Petrol,North,2022-05-02
BMWV00434,WBA00000000000434,BMW X7,2023,Petrol,East,2024-12-27
BMWV00435,WBA00000000000435,BMW 2 Series,2020,Petrol,South,2019-02-01
BMWV00436,WBA00000000000436,BMW iX,2022,Electric,East,2024-04-03
BMWV00437,WBA00000000000437,BMW i4,2021,Electric,South,2024-10-03
BMWV00438,WBA00000000000438,BMW X7,2023,Petrol,North,2018-07-05
BMWV00439,WBA00000000000439,BMW 3 Series,2021,Petrol,East,2023-04-25
BMWV00440,WBA00000000000440,BMW X7,2023,Petrol,South,2024-10-19
BMWV00441,WBA00000000000441,BMW X7,2021,Petrol,East,2024-11-16
BMWV00442,WBA00000000000442,BMW i4,2021,Electric,West,2024-11-30
BMWV00443,WBA00000000000443,BMW X5,2024,Diesel,East,2023-09-09
BMWV00444,WBA00000000000444,BMW X7,2024,Petrol,West,2025-12-12
BMWV00445,WBA00000000000445,BMW 2 Series,2022,Petrol,West,2018-03-10
BMWV00446,WBA00000000000446,BMW i4,2022,Electric,North,2022-09-03
BMWV00447,WBA00000000000447,BMW 2 Series,2022,Petrol,North,2024-09-10
BMWV00448,WBA00000000000448,BMW 7 Series,2022,Hybrid,South,2018-07-30
BMWV00449,WBA00000000000449,BMW 2 Series,2023,Petrol,South,2023-11-18
BMWV00450,WBA00000000000450,BMW 2 Series,2023,Petrol,South,2025-08-20
BMWV00451,WBA00000000000451,BMW X3,2020,Diesel,North,2020-02-21
BMWV00452,WBA00000000000452,BMW 3 Series,2023,Petrol,East,2022-09-12
BMWV00453,WBA00000000000453,BMW X1,2023,Petrol,South,2022-08-08
BMWV00454,WBA00000000000454,BMW X7,2024,Petrol,West,2018-09-13
BMWV00455,WBA00000000000455,BMW X1,2024,Petrol,South,2024-04-16
BMWV00456,WBA00000000000456,BMW i4,2025,Electric,West,2023-11-23
BMWV00457,WBA00000000000457,BMW iX,2022,Electric,South,2023-02-26
BMWV00458,WBA00000000000458,BMW X7,2022,Petrol,East,2025-07-31
BMWV00459,WBA00000000000459,BMW X5,2024,Diesel,West,2020-02-27
BMWV00460,WBA00000000000460,BMW X3,2022,Diesel,East,2020-07-10
BMWV00461,WBA00000000000461,BMW X5,2022,Diesel,South,2025-09-28
BMWV00462,WBA00000000000462,BMW 7 Series,2022,Hybrid,West,2021-11-29
BMWV00463,WBA00000000000463,BMW X7,2025,Petrol,East,2021-03-24
BMWV00464,WBA00000000000464,BMW 5 Series,2024,Diesel,West,2022-06-05
BMWV00465,WBA00000000000465,BMW i4,2021,Electric,East,2018-06-22
BMWV00466,WBA00000000000466,BMW X5,2025,Diesel,North,2021-11-19
BMWV00467,WBA00000000000467,BMW 7 Series,2025,Hybrid,East,2023-05-17
BMWV00468,WBA00000000000468,BMW X3,2021,Diesel,East,2024-04-21
BMWV00469,WBA00000000000469,BMW X5,2021,Diesel,North,2024-11-26
BMWV00470,WBA00000000000470,BMW 2 Series,2021,Petrol,South,2018-07-27
BMWV00471,WBA00000000000471,BMW X7,2021,Petrol,South,2018-08-04
BMWV00472,WBA00000000000472,BMW 5 Series,2023,Diesel,East,2023-04-19
BMWV00473,WBA00000000000473,BMW 5 Series,2025,Diesel,South,2018-01-22
BMWV00474,WBA00000000000474,BMW X7,2021,Petrol,West,2025-04-28
BMWV00475,WBA00000000000475,BMW 7 Series,2023,Hybrid,South,2021-03-22
BMWV00476,WBA00000000000476,BMW i4,2022,Electric,North,2019-01-02
BMWV00477,WBA00000000000477,BMW 2 Series,2021,Petrol,North,2019-12-19
BMWV00478,WBA00000000000478,BMW iX,2021,Electric,North,2022-06-15
BMWV00479,WBA00000000000479,BMW 7 Series,2021,Hybrid,East,2018-06-03
BMWV00480,WBA00000000000480,BMW 3 Series,2022,Petrol,North,2021-10-04
BMWV00481,WBA00000000000481,BMW X5,2023,Diesel,West,2019-07-04
BMWV00482,WBA00000000000482,BMW X7,2023,Petrol,East,2020-02-29
BMWV00483,WBA00000000000483,BMW 5 Series,2022,Diesel,South,2023-02-23
BMWV00484,WBA00000000000484,BMW X5,2025,Diesel,South,2018-02-27
BMWV00485,WBA00000000000485,BMW i4,2022,Electric,South,2019-12-20
BMWV00486,WBA00000000000486,BMW 2 Series,2025,Petrol,West,2022-10-18
BMWV00487,WBA00000000000487,BMW X7,2022,Petrol,North,2022-06-30
BMWV00488,WBA00000000000488,BMW 5 Series,2021,Diesel,South,2023-05-10
BMWV00489,WBA00000000000489,BMW i4,2021,Electric,North,2020-12-04
BMWV00490,WBA00000000000490,BMW iX,2021,Electric,West,2020-12-29
BMWV00491,WBA00000000000491,BMW i4,2022,Electric,North,2020-12-07
BMWV00492,WBA00000000000492,BMW i4,2025,Electric,South,2018-09-12
BMWV00493,WBA00000000000493,BMW 5 Series,2023,Diesel,East,2019-10-17
BMWV00494,WBA00000000000494,BMW iX,2025,Electric,East,2025-09-28
BMWV00495,WBA00000000000495,BMW 5 Series,2025,Diesel,East,2022-02-14
BMWV00496,WBA00000000000496,BMW 2 Series,2021,Petrol,South,2019-07-02
BMWV00497,WBA00000000000497,BMW 7 Series,2021,Hybrid,West,2024-10-17
BMWV00498,WBA00000000000498,BMW i4,2023,Electric,West,2024-01-11
BMWV00499,WBA00000000000499,BMW X3,2021,Diesel,North,2023-11-23
BMWV00500,WBA00000000000500,BMW 7 Series,2024,Hybrid,East,2018-11-16
BMWV00501,WBA00000000000501,BMW 2 Series,2020,Petrol,North,2024-02-22
BMWV00502,WBA00000000000502,BMW X7,2021,Petrol,South,2019-11-05
BMWV00503,WBA00000000000503,BMW i4,2024,Electric,West,2019-04-22
BMWV00504,WBA00000000000504,BMW X3,2025,Diesel,West,2019-01-08
BMWV00505,WBA00000000000505,BMW X7,2023,Petrol,North,2023-02-01
BMWV00506,WBA00000000000506,BMW X1,2024,Petrol,West,2023-02-15
BMWV00507,WBA00000000000507,BMW 2 Series,2020,Petrol,West,2025-07-18
BMWV00508,WBA00000000000508,BMW X5,2025,Diesel,North,2022-06-10
BMWV00509,WBA00000000000509,BMW X5,2020,Diesel,South,2024-06-26
BMWV00510,WBA00000000000510,BMW 5 Series,2020,Diesel,West,2021-11-12
BMWV00511,WBA00000000000511,BMW 5 Series,2024,Diesel,North,2018-10-10
BMWV00512,WBA00000000000512,BMW 7 Series,2020,Hybrid,East,2022-08-02
BMWV00513,WBA00000000000513,BMW X1,2021,Petrol,West,2022-03-14
BMWV00514,WBA00000000000514,BMW iX,2023,Electric,West,2022-03-19
BMWV00515,WBA00000000000515,BMW 5 Series,2025,Diesel,South,2025-04-30
BMWV00516,WBA00000000000516,BMW i4,2020,Electric,South,2024-01-10
BMWV00517,WBA00000000000517,BMW iX,2024,Electric,South,2020-07-01
BMWV00518,WBA00000000000518,BMW 3 Series,2020,Petrol,East,2023-03-12
BMWV00519,WBA00000000000519,BMW X7,2023,Petrol,West,2020-07-29
BMWV00520,WBA00000000000520,BMW X3,2023,Diesel,East,2019-09-28
BMWV00521,WBA00000000000521,BMW X5,2021,Diesel,North,2018-05-12
BMWV00522,WBA00000000000522,BMW iX,2024,Electric,North,2020-09-12
BMWV00523,WBA00000000000523,BMW X3,2020,Diesel,North,2024-08-29
BMWV00524,WBA00000000000524,BMW 3 Series,2023,Petrol,North,2020-09-29
BMWV00525,WBA00000000000525,BMW 3 Series,2023,Petrol,West,2020-08-17
BMWV00526,WBA00000000000526,BMW X7,2021,Petrol,North,2019-07-28
BMWV00527,WBA00000000000527,BMW X7,2022,Petrol,South,2024-06-17
BMWV00528,WBA00000000000528,BMW i4,2024,Electric,East,2020-08-28
BMWV00529,WBA00000000000529,BMW X5,2021,Diesel,South,2022-08-21
BMWV00530,WBA00000000000530,BMW X5,2022,Diesel,North,2024-03-30
BMWV00531,WBA00000000000531,BMW 2 Series,2025,Petrol,South,2025-01-08
BMWV00532,WBA00000000000532,BMW iX,2024,Electric,West,2018-07-12
BMWV00533,WBA00000000000533,BMW i4,2025,Electric,West,2023-11-19
BMWV00534,WBA00000000000534,BMW i4,2025,Electric,West,2022-07-31
BMWV00535,WBA00000000000535,BMW X1,2022,Petrol,West,2020-01-24
BMWV00536,WBA00000000000536,BMW X7,2023,Petrol,South,2020-07-12
BMWV00537,WBA00000000000537,BMW X5,2025,Diesel,South,2023-03-12
BMWV00538,WBA00000000000538,BMW 3 Series,2024,Petrol,West,2022-09-03
BMWV00539,WBA00000000000539,BMW X7,2024,Petrol,South,2022-05-10
BMWV00540,WBA00000000000540,BMW X3,2022,Diesel,South,2021-09-14
BMWV00541,WBA00000000000541,BMW 5 Series,2023,Diesel,East,2019-01-14
BMWV00542,WBA00000000000542,BMW X7,2025,Petrol,South,2018-07-31
BMWV00543,WBA00000000000543,BMW X5,2023,Diesel,North,2018-10-26
BMWV00544,WBA00000000000544,BMW X3,2024,Diesel,South,2023-05-18
BMWV00545,WBA00000000000545,BMW X3,2022,Diesel,East,2018-03-04
BMWV00546,WBA00000000000546,BMW X3,2021,Diesel,North,2023-05-16
BMWV00547,WBA00000000000547,BMW X3,2025,Diesel,South,2022-06-13
BMWV00548,WBA00000000000548,BMW X3,2024,Diesel,East,2021-03-05
BMWV00549,WBA00000000000549,BMW iX,2023,Electric,East,2021-06-17
BMWV00550,WBA00000000000550,BMW X5,2022,Diesel,West,2023-03-24
BMWV00551,WBA00000000000551,BMW 5 Series,2025,Diesel,West,2021-08-04
BMWV00552,WBA00000000000552,BMW X3,2022,Diesel,East,2022-08-23
BMWV00553,WBA00000000000553,BMW 3 Series,2024,Petrol,South,2019-08-21
BMWV00554,WBA00000000000554,BMW 3 Series,2022,Petrol,West,2021-04-24
BMWV00555,WBA00000000000555,BMW X1,2021,Petrol,East,2020-07-31
BMWV00556,WBA00000000000556,BMW iX,2024,Electric,South,2023-08-08
BMWV00557,WBA00000000000557,BMW X7,2025,Petrol,East,2020-11-20
BMWV00558,WBA00000000000558,BMW 7 Series,2025,Hybrid,West,2023-03-03
BMWV00559,WBA00000000000559,BMW X1,2025,Petrol,East,2019-11-25
BMWV00560,WBA00000000000560,BMW X1,2025,Petrol,West,2020-01-24
BMWV00561,WBA00000000000561,BMW X7,2025,Petrol,North,2023-11-17
BMWV00562,WBA00000000000562,BMW 3 Series,2020,Petrol,North,2018-01-27
BMWV00563,WBA00000000000563,BMW iX,2021,Electric,South,2018-10-06
BMWV00564,WBA00000000000564,BMW X1,2020,Petrol,South,2023-09-03
BMWV00565,WBA00000000000565,BMW 7 Series,2022,Hybrid,North,2024-12-05
BMWV00566,WBA00000000000566,BMW 2 Series,2023,Petrol,West,2018-03-06
BMWV00567,WBA00000000000567,BMW 3 Series,2024,Petrol,West,2018-02-18
BMWV00568,WBA00000000000568,BMW 3 Series,2024,Petrol,East,2024-01-04
BMWV00569,WBA00000000000569,BMW X5,2020,Diesel,West,2020-01-05
BMWV00570,WBA00000000000570,BMW 5 Series,2020,Diesel,South,2020-09-14
BMWV00571,WBA00000000000571,BMW X3,2024,Diesel,East,2021-12-22
BMWV00572,WBA00000000000572,BMW X5,2023,Diesel,North,2022-03-09
BMWV00573,WBA00000000000573,BMW iX,2023,Electric,South,2025-10-26
BMWV00574,WBA00000000000574,BMW X3,2022,Diesel,North,2025-05-01
BMWV00575,WBA00000000000575,BMW 3 Series,2020,Petrol,West,2022-04-03
BMWV00576,WBA00000000000576,BMW iX,2024,Electric,West,2018-08-18
BMWV00577,WBA00000000000577,BMW 3 Series,2025,Petrol,South,2018-12-05
BMWV00578,WBA00000000000578,BMW 7 Series,2023,Hybrid,East,2024-05-06
BMWV00579,WBA00000000000579,BMW 5 Series,2024,Diesel,North,2020-07-30
BMWV00580,WBA00000000000580,BMW X3,2025,Diesel,West,2021-01-15
BMWV00581,WBA00000000000581,BMW 3 Series,2020,Petrol,East,2024-02-03
BMWV00582,WBA00000000000582,BMW 2 Series,2025,Petrol,North,2020-01-05
BMWV00583,WBA00000000000583,BMW i4,2020,Electric,South,2024-08-01
BMWV00584,WBA00000000000584,BMW X1,2025,Petrol,West,2018-11-12
BMWV00585,WBA00000000000585,BMW X5,2021,Diesel,South,2024-05-10
BMWV00586,WBA00000000000586,BMW iX,2025,Electric,East,2022-04-22
BMWV00587,WBA00000000000587,BMW X1,2025,Petrol,North,2023-08-14
BMWV00588,WBA00000000000588,BMW i4,2020,Electric,North,2022-11-26
BMWV00589,WBA00000000000589,BMW X3,2020,Diesel,East,2024-10-14
BMWV00590,WBA00000000000590,BMW 2 Series,2024,Petrol,West,2021-08-29
BMWV00591,WBA00000000000591,BMW 3 Series,2025,Petrol,East,2023-01-20
BMWV00592,WBA00000000000592,BMW 7 Series,2021,Hybrid,East,2024-03-15
BMWV00593,WBA00000000000593,BMW iX,2023,Electric,South,2025-08-16
BMWV00594,WBA00000000000594,BMW 2 Series,2025,Petrol,West,2018-12-18
BMWV00595,WBA00000000000595,BMW 2 Series,2022,Petrol,South,2025-12-30
BMWV00596,WBA00000000000596,BMW 5 Series,2020,Diesel,East,2019-09-24
BMWV00597,WBA00000000000597,BMW iX,2025,Electric,South,2022-05-15
BMWV00598,WBA00000000000598,BMW i4,2022,Electric,North,2019-01-10
BMWV00599,WBA00000000000599,BMW 3 Series,2022,Petrol,West,2022-01-14
BMWV00600,WBA00000000000600,BMW X5,2020,Diesel,South,2018-12-24
BMWV00601,WBA00000000000601,BMW X1,2023,Petrol,West,2024-03-31
BMWV00602,WBA00000000000602,BMW X7,2024,Petrol,West,2019-02-28
BMWV00603,WBA00000000000603,BMW 3 Series,2020,Petrol,East,2024-03-20
BMWV00604,WBA00000000000604,BMW 5 Series,2024,Diesel,East,2022-04-27
BMWV00605,WBA00000000000605,BMW 3 Series,2022,Petrol,West,2022-05-08
BMWV00606,WBA00000000000606,BMW 5 Series,2025,Diesel,South,2024-05-31
BMWV00607,WBA00000000000607,BMW X7,2021,Petrol,West,2019-11-26
BMWV00608,WBA00000000000608,BMW X1,2022,Petrol,East,2021-01-04
BMWV00609,WBA00000000000609,BMW 7 Series,2021,Hybrid,North,2019-11-16
BMWV00610,WBA00000000000610,BMW iX,2022,Electric,West,2021-05-12
BMWV00611,WBA00000000000611,BMW 7 Series,2020,Hybrid,East,2020-10-27
BMWV00612,WBA00000000000612,BMW X3,2025,Diesel,West,2024-08-29
BMWV00613,WBA00000000000613,BMW 2 Series,2021,Petrol,West,2019-03-15
BMWV00614,WBA00000000000614,BMW X1,2022,Petrol,North,2022-06-09
BMWV00615,WBA00000000000615,BMW i4,2024,Electric,West,2021-09-11
BMWV00616,WBA00000000000616,BMW 7 Series,2022,Hybrid,West,2025-04-20
BMWV00617,WBA00000000000617,BMW 2 Series,2021,Petrol,East,2021-08-06
BMWV00618,WBA00000000000618,BMW 2 Series,2025,Petrol,South,2023-05-17
BMWV00619,WBA00000000000619,BMW i4,2021,Electric,West,2021-07-31
BMWV00620,WBA00000000000620,BMW X5,2025,Diesel,West,2024-06-16
BMWV00621,WBA00000000000621,BMW X3,2022,Diesel,West,2021-02-22
BMWV00622,WBA00000000000622,BMW iX,2022,Electric,North,2024-04-28
BMWV00623,WBA00000000000623,BMW X3,2024,Diesel,South,2025-08-24
BMWV00624,WBA00000000000624,BMW X7,2020,Petrol,West,2025-12-11
BMWV00625,WBA00000000000625,BMW X3,2023,Diesel,East,2025-10-08
BMWV00626,WBA00000000000626,BMW 5 Series,2023,Diesel,West,2019-07-25
BMWV00627,WBA00000000000627,BMW X5,2021,Diesel,East,2025-05-21
BMWV00628,WBA00000000000628,BMW X1,2025,Petrol,West,2022-03-25
BMWV00629,WBA00000000000629,BMW 5 Series,2023,Diesel,West,2024-07-12
BMWV00630,WBA00000000000630,BMW iX,2024,Electric,West,2024-02-05
BMWV00631,WBA00000000000631,BMW 3 Series,2022,Petrol,North,2019-03-24
BMWV00632,WBA00000000000632,BMW X3,2025,Diesel,East,2019-11-13
BMWV00633,WBA00000000000633,BMW 2 Series,2020,Petrol,West,2021-09-20
BMWV00634,WBA00000000000634,BMW iX,2020,Electric,North,2019-02-08
BMWV00635,WBA00000000000635,BMW X5,2021,Diesel,South,2022-12-31
BMWV00636,WBA00000000000636,BMW i4,2023,Electric,West,2025-08-15
BMWV00637,WBA00000000000637,BMW 2 Series,2025,Petrol,South,2021-11-13
BMWV00638,WBA00000000000638,BMW 3 Series,2023,Petrol,North,2021-04-25
BMWV00639,WBA00000000000639,BMW iX,2020,Electric,North,2019-08-04
BMWV00640,WBA00000000000640,BMW i4,2022,Electric,East,2023-02-09
BMWV00641,WBA00000000000641,BMW X3,2024,Diesel,West,2021-11-27
BMWV00642,WBA00000000000642,BMW 7 Series,2020,Hybrid,West,2025-10-24
BMWV00643,WBA00000000000643,BMW 7 Series,2022,Hybrid,North,2021-05-14
BMWV00644,WBA00000000000644,BMW 3 Series,2025,Petrol,North,2018-04-03
BMWV00645,WBA00000000000645,BMW i4,2025,Electric,North,2025-08-05
BMWV00646,WBA00000000000646,BMW X1,2025,Petrol,South,2023-10-15
BMWV00647,WBA00000000000647,BMW X1,2024,Petrol,South,2021-09-17
BMWV00648,WBA00000000000648,BMW X7,2023,Petrol,West,2020-08-07
BMWV00649,WBA00000000000649,BMW iX,2025,Electric,South,2020-02-03
BMWV00650,WBA00000000000650,BMW iX,2023,Electric,North,2024-11-20
BMWV00651,WBA00000000000651,BMW X3,2023,Diesel,West,2022-05-12
BMWV00652,WBA00000000000652,BMW 3 Series,2025,Petrol,South,2020-04-22
BMWV00653,WBA00000000000653,BMW X5,2025,Diesel,North,2024-06-22
BMWV00654,WBA00000000000654,BMW 5 Series,2024,Diesel,South,2022-02-07
BMWV00655,WBA00000000000655,BMW i4,2021,Electric,West,2019-04-12
BMWV00656,WBA00000000000656,BMW X5,2025,Diesel,West,2023-12-02
BMWV00657,WBA00000000000657,BMW i4,2024,Electric,West,2024-11-08
BMWV00658,WBA00000000000658,BMW iX,2024,Electric,North,2021-11-26
BMWV00659,WBA00000000000659,BMW i4,2023,Electric,South,2025-07-22
BMWV00660,WBA00000000000660,BMW X5,2024,Diesel,North,2025-07-15
BMWV00661,WBA00000000000661,BMW X1,2022,Petrol,North,2020-09-04
BMWV00662,WBA00000000000662,BMW X5,2020,Diesel,South,2022-03-10
BMWV00663,WBA00000000000663,BMW X1,2024,Petrol,West,2022-09-10
BMWV00664,WBA00000000000664,BMW 2 Series,2021,Petrol,West,2022-09-29
BMWV00665,WBA00000000000665,BMW X1,2023,Petrol,South,2024-03-22
BMWV00666,WBA00000000000666,BMW X1,2023,Petrol,East,2019-07-29
BMWV00667,WBA00000000000667,BMW X1,2022,Petrol,West,2024-12-12
BMWV00668,WBA00000000000668,BMW 3 Series,2022,Petrol,North,2023-06-08
BMWV00669,WBA00000000000669,BMW X1,2021,Petrol,West,2024-04-19
BMWV00670,WBA00000000000670,BMW X7,2025,Petrol,West,2022-08-03
BMWV00671,WBA00000000000671,BMW 7 Series,2023,Hybrid,West,2023-06-25
BMWV00672,WBA00000000000672,BMW X1,2020,Petrol,North,2020-06-22
BMWV00673,WBA00000000000673,BMW X5,2020,Diesel,East,2020-07-09
BMWV00674,WBA00000000000674,BMW X7,2022,Petrol,South,2023-02-17
BMWV00675,WBA00000000000675,BMW 2 Series,2025,Petrol,West,2024-03-01
BMWV00676,WBA00000000000676,BMW X7,2020,Petrol,North,2021-01-02
BMWV00677,WBA00000000000677,BMW X7,2022,Petrol,North,2022-12-13
BMWV00678,WBA00000000000678,BMW X7,2021,Petrol,West,2019-02-24
BMWV00679,WBA00000000000679,BMW X3,2022,Diesel,North,2023-01-17
BMWV00680,WBA00000000000680,BMW X5,2022,Diesel,North,2022-12-04
BMWV00681,WBA00000000000681,BMW 5 Series,2021,Diesel,South,2024-08-05
BMWV00682,WBA00000000000682,BMW i4,2025,Electric,West,2019-11-11
BMWV00683,WBA00000000000683,BMW 2 Series,2021,Petrol,South,2020-04-27
BMWV00684,WBA00000000000684,BMW 3 Series,2024,Petrol,East,2023-12-21
BMWV00685,WBA00000000000685,BMW X5,2024,Diesel,South,2021-08-18
BMWV00686,WBA00000000000686,BMW X5,2022,Diesel,East,2023-10-09
BMWV00687,WBA00000000000687,BMW 5 Series,2021,Diesel,West,2018-08-31
BMWV00688,WBA00000000000688,BMW X5,2025,Diesel,South,2025-11-13
BMWV00689,WBA00000000000689,BMW X1,2021,Petrol,South,2025-12-23
BMWV00690,WBA00000000000690,BMW i4,2021,Electric,West,2023-06-28
BMWV00691,WBA00000000000691,BMW X1,2024,Petrol,East,2025-01-15
BMWV00692,WBA00000000000692,BMW iX,2023,Electric,West,2018-11-06
BMWV00693,WBA00000000000693,BMW 5 Series,2023,Diesel,East,2025-10-16
BMWV00694,WBA00000000000694,BMW i4,2023,Electric,West,2021-09-02
BMWV00695,WBA00000000000695,BMW 2 Series,2020,Petrol,North,2023-02-21
