service_id,vehicle_id,dealer_id,service_date,service_type,odometer,parts_cost,labour_cost,failure_code
SRV00305,BMWV00967,D017,2025-10-11,Battery Check,30544,230.61,1504.13,BRK01
SRV00306,BMWV00432,D090,2025-07-13,Oil Change,103974,1119.88,459.04,BRK01
SRV00307,BMWV00997,D087,2025-08-13,Routine Service,102060,4078.21,81.57,BAT01
SRV00308,BMWV00516,D016,2025-12-17,Battery Check,124537,2099.57,735.87,ELEC01
SRV00309,BMWV00438,D067,2026-02-22,Brake Service,34721,4635.43,944.71,BAT01
SRV00310,BMWV00183,D071,2025-09-01,Oil Change,147282,2207.59,605.8,ENG01
SRV00311,BMWV00651,D037,2025-12-19,Inspection,31011,4977.05,1621.58,NONE
SRV00312,BMWV00093,D084,2024-01-17,Inspection,112814,563.19,1512.39,ELEC01
SRV00313,BMWV00951,D070,2024-04-12,Repair,121419,2541.64,1621.45,BAT01
SRV00314,BMWV00874,D054,2024-08-04,Oil Change,124178,2780.36,273.28,ENG01
SRV00315,BMWV00975,D016,2024-12-25,Battery Check,113248,4544.57,1307.48,ENG01
SRV00316,BMWV00008,D048,2026-03-11,Oil Change,138054,1453.84,1765.23,BAT01
SRV00317,BMWV00316,D054,2025-11-20,Oil Change,6089,4505.93,858.39,NONE
SRV00318,BMWV00027,D020,2026-03-20,Brake Service,141043,4109.17,1219.89,BAT01
SRV00319,BMWV00176,D074,2025-03-16,Oil Change,107593,1003.67,1306.65,NONE
SRV00320,BMWV00822,D074,2025-03-15,Oil Change,107344,4887.91,388.75,BAT01
SRV00321,BMWV00531,D021,2025-03-23,Oil Change,31103,3564.62,296.34,NONE
SRV00322,BMWV00648,D074,2026-03-14,Battery Check,73217,4194.82,360.15,BAT01
SRV00323,BMWV00210,D012,2024-04-05,Routine Service,119667,107.11,1551.56,BRK01
SRV00324,BMWV00029,D080,2025-12-25,Inspection,25649,2880.38,99.32,BRK01
SRV00325,BMWV00466,D082,2025-10-08,Brake Service,53904,1236.62,1800.92,BAT01
SRV00326,BMWV00200,D069,2026-05-10,Oil Change,104118,3863.44,1335.55,BAT01
SRV00327,BMWV00086,D019,2025-10-04,Routine Service,32110,599.11,1858.04,NONE
SRV00328,BMWV00111,D019,2024-10-16,Brake Service,52350,509.25,1013.78,BAT01
SRV00329,BMWV00936,D027,2025-02-04,Routine Service,133722,3987.44,856.8,ENG01
SRV00330,BMWV00984,D081,2024-03-19,Oil Change,115076,1907.51,661.49,ENG01
SRV00331,BMWV00829,D021,2024-07-03,Brake Service,7658,4523.01,1336.35,ELEC01
SRV00332,BMWV00877,D005,2024-04-30,Brake Service,95907,2445.36,1247.31,ELEC01
SRV00333,BMWV00006,D021,2025-06-18,Repair,71715,4636.59,426.05,NONE
SRV00334,BMWV00550,D003,2025-06-14,Inspection,44936,1120.72,761.54,BRK01
SRV00335,BMWV00031,D042,2024-05-21,Oil Change,26874,3652.33,1882.7,BAT01
SRV00336,BMWV00282,D062,2024-07-23,Routine Service,96371,3555.01,1321.25,ENG01
SRV00337,BMWV00765,D064,2025-03-22,Inspection,109842,4615.62,537.68,BRK01
SRV00338,BMWV00705,D092,2024-10-14,Battery Check,31973,2939.06,1544.58,BAT01
SRV00339,BMWV00171,D027,2026-01-09,Battery Check,118631,4420.14,876.29,BAT01
SRV00340,BMWV00837,D041,2025-09-29,Routine Service,105413,2175.1,1155.93,BAT01
SRV00341,BMWV00921,D081,2026-04-19,Routine Service,122808,877.88,115.83,ELEC01
SRV00342,BMWV00261,D076,2025-02-23,Brake Service,144066,1793.65,108.38,BRK01
SRV00343,BMWV00830,D042,2025-03-15,Oil Change,98780,1264.32,469.61,BAT01
SRV00344,BMWV00382,D019,2026-03-09,Brake Service,37061,97.68,1392.17,BAT01
SRV00345,BMWV00220,D060,2025-08-04,Brake Service,65987,2830.12,801.9,ELEC01
SRV00346,BMWV00219,D068,2024-08-10,Routine Service,77888,3595.51,1895.23,NONE
SRV00347,BMWV00589,D083,2025-03-07,Repair,119086,1623.03,674.24,BRK01
SRV00348,BMWV00052,D064,2025-05-25,Routine Service,76936,2135.12,291.98,BRK01
SRV00349,BMWV00617,D042,2025-08-28,Battery Check,66976,2903.25,605.82,ELEC01
SRV00350,BMWV00005,D060,2024-10-18,Oil Change,110594,233.19,1090.26,ELEC01
SRV00351,BMWV00041,D044,2025-10-22,Routine Service,23206,2375.97,1668.21,ENG01
SRV00352,BMWV00742,D039,2024-10-08,Brake Service,95655,2031.7,1135.08,BAT01
SRV00353,BMWV00507,D079,2024-02-18,Battery Check,83235,3497.46,936.43,NONE
SRV00354,BMWV00865,D048,2026-08-18,Inspection,31933,194.98,143.28,NONE
SRV00355,BMWV00144,D014,2024-11-26,Repair,119211,1170.39,221.63,BAT01
SRV00356,BMWV00837,D069,2024-01-06,Repair,18760,1335.45,1580.64,NONE
SRV00357,BMWV00050,D039,2024-03-17,Brake Service,91331,3455.21,1593.67,ENG01
SRV00358,BMWV00278,D090,2024-06-23,Oil Change,125768,643.51,672.7,BRK01
SRV00359,BMWV00773,D075,2026-06-28,Battery Check,122120,3357.76,1067.44,BRK01
SRV00360,BMWV00593,D062,2025-11-08,Battery Check,78542,1643.46,1475.19,BRK01
SRV00361,BMWV00096,D034,2026-02-23,Brake Service,26704,1797.4,1679.31,BRK01
SRV00362,BMWV00677,D083,2026-01-22,Oil Change,25451,421.96,1014.48,BRK01
SRV00363,BMWV00014,D086,2024-08-09,Battery Check,105941,980.19,253.84,BRK01
SRV00364,BMWV00835,D076,2026-02-18,Inspection,139722,4299.37,1532.95,BAT01
SRV00365,BMWV00727,D059,2025-11-02,Oil Change,137254,573.02,303.62,BAT01
SRV00366,BMWV00396,D058,2026-06-07,Inspection,139601,1054.95,830.4,NONE
SRV00367,BMWV00286,D055,2024-06-17,Repair,85516,4759.9,1175.62,NONE
SRV00368,BMWV00152,D060,2026-06-16,Routine Service,33888,1240.78,1793.49,BRK01
SRV00369,BMWV00275,D004,2025-05-02,Repair,144168,2290.57,567.88,ELEC01
SRV00370,BMWV00088,D046,2025-03-17,Oil Change,44484,2014.79,890.15,BAT01
SRV00371,BMWV00056,D057,2024-10-06,Brake Service,30641,293.22,795.92,ENG01
SRV00372,BMWV00200,D038,2024-07-12,Battery Check,51306,2990.54,1082.65,ENG01
SRV00373,BMWV00533,D056,2024-04-21,Repair,18073,3249.41,1919.99,BRK01
SRV00374,BMWV00119,D007,2026-07-05,Routine Service,74777,1231.9,1087.66,BAT01
SRV00375,BMWV00233,D080,2025-12-17,Repair,111052,1989.95,247.54,BAT01
SRV00376,BMWV00509,D027,2024-06-24,Oil Change,96129,3202.65,1426.41,BAT01
SRV00377,BMWV00753,D001,2024-04-06,Oil Change,136921,4543.52,1263.13,BAT01
SRV00378,BMWV00875,D089,2024-09-01,Oil Change,87604,3423.14,374.96,BAT01
SRV00379,BMWV00923,D059,2024-05-25,Routine Service,129413,2168.22,90.61,BAT01
SRV00380,BMWV00904,D010,2024-06-23,Repair,7551,2990.33,1940.61,ELEC01
SRV00381,BMWV00002,D063,2026-06-13,Oil Change,128880,591.46,1646.91,ELEC01
SRV00382,BMWV00698,D038,2026-05-05,Oil Change,142696,2540.58,1522.24,NONE
SRV00383,BMWV00104,D039,2026-04-03,Repair,92995,2290.45,1482.89,ELEC01
SRV00384,BMWV00265,D085,2025-05-13,Brake Service,100496,2320.82,1664.11,BAT01
SRV00385,BMWV00729,D043,2026-07-01,Inspection,131970,608.17,1387.28,NONE
SRV00386,BMWV00153,D053,2026-05-26,Oil Change,42128,1818.11,110.26,ELEC01
SRV00387,BMWV00760,D090,2025-03-17,Brake Service,59082,3734.61,427.99,ENG01
SRV00388,BMWV00656,D014,2024-10-07,Repair,147846,4501.15,926.08,ELEC01
SRV00389,BMWV00181,D034,2026-07-21,Repair,96447,4445.57,812.5,ENG01
SRV00390,BMWV00969,D036,2024-11-12,Oil Change,15774,2918.61,1418.58,ELEC01
SRV00391,BMWV00127,D056,2026-03-25,Battery Check,95963,1477.62,1940.47,ENG01
SRV00392,BMWV00951,D088,2024-05-30,Battery Check,44381,2639.77,615.07,ELEC01
SRV00393,BMWV00682,D021,2024-11-06,Battery Check,80565,369.85,624.72,ENG01
SRV00394,BMWV00042,D028,2024-10-16,Inspection,37357,313.31,646.35,ENG01
SRV00395,BMWV00362,D085,2026-05-04,Routine Service,18081,1294.6,732.93,BAT01
SRV00396,BMWV00806,D065,2025-11-12,Inspection,45642,4770.74,1440.73,BRK01
SRV00397,BMWV00752,D026,2025-03-18,Inspection,26159,1489.47,112.67,BAT01
SRV00398,BMWV00256,D087,2025-10-14,Battery Check,115772,2025.61,1813.12,BAT01
SRV00399,BMWV00944,D039,2025-09-03,Brake Service,50430,2841.34,1373.9,BAT01
SRV00400,BMWV00825,D075,2024-05-22,Repair,57299,1287.6,861.81,BRK01
SRV00401,BMWV00310,D040,2024-03-28,Brake Service,125888,2751.86,783.13,ENG01
SRV00402,BMWV00100,D018,2025-06-23,Battery Check,87119,2543.89,1386.07,BAT01
SRV00403,BMWV00481,D046,2025-03-13,Battery Check,115233,4809.16,949.5,ELEC01
SRV00404,BMWV00028,D099,2025-03-07,Routine Service,41853,3095.28,639.66,BRK01
SRV00405,BMWV00596,D066,2025-01-17,Oil Change,147414,4504.57,1761.72,NONE
SRV00406,BMWV00775,D051,2024-05-08,Battery Check,6560,2340.9,1537.84,ELEC01
SRV00407,BMWV00473,D007,2024-03-27,Routine Service,75824,4157.98,1317.27,BAT01
SRV00408,BMWV00610,D013,2026-04-21,Brake Service,131213,3468.43,1735.41,NONE
SRV00409,BMWV00760,D075,2025-11-21,Inspection,18898,3522.78,1056.71,ELEC01
SRV00410,BMWV00760,D064,2024-05-19,Oil Change,45573,1539.42,656.24,NONE
SRV00411,BMWV00826,D063,2025-09-30,Repair,57612,617.81,50.07,ELEC01
SRV00412,BMWV00903,D016,2025-06-16,Routine Service,69803,1061.25,973.8,ELEC01
SRV00413,BMWV00456,D051,2024-02-26,Routine Service,83623,2052.56,1966.26,BRK01
SRV00414,BMWV00863,D070,2024-09-23,Inspection,120115,4303.6,1253.46,ENG01
SRV00415,BMWV00151,D082,2024-01-23,Oil Change,42142,4101.82,1332.06,BRK01
SRV00416,BMWV00525,D095,2025-12-17,Inspection,57520,2406.98,615.57,NONE
SRV00417,BMWV00984,D076,2025-05-19,Brake Service,77137,1986.39,1410.42,NONE
SRV00418,BMWV00477,D054,2026-04-13,Battery Check,43840,188.45,941.31,ELEC01
SRV00419,BMWV00400,D002,2025-08-17,Brake Service,13934,3243.29,1791.78,ELEC01
SRV00420,BMWV00457,D006,2026-07-18,Brake Service,41517,2366.14,1459.98,BAT01
SRV00421,BMWV00010,D021,2025-01-01,Inspection,136912,1093.36,1809.97,ELEC01
SRV00422,BMWV00401,D066,2024-03-05,Oil Change,44689,1791.74,1452.46,BAT01
SRV00423,BMWV00472,D092,2026-05-29,Oil Change,77965,3935.56,1333.97,ENG01
SRV00424,BMWV00071,D083,2025-05-10,Battery Check,128667,3048.92,401.73,ELEC01
SRV00425,BMWV00796,D085,2025-06-22,Brake Service,38927,3503.96,1198.26,ELEC01
SRV00426,BMWV00358,D075,2025-09-24,Battery Check,22713,272.4,1711.46,BRK01
SRV00427,BMWV00239,D013,2025-11-12,Routine Service,135923,4674.46,979.01,BRK01
SRV00428,BMWV00792,D094,2026-03-25,Oil Change,32638,4503.98,389.3,ENG01
SRV00429,BMWV00775,D054,2026-08-02,Routine Service,21233,3078.92,273.22,NONE
SRV00430,BMWV00454,D098,2025-01-18,Inspection,12722,4621.58,676.26,ENG01
SRV00431,BMWV00388,D018,2025-10-14,Inspection,57359,1018.8,1007.65,BAT01
SRV00432,BMWV00232,D026,2026-01-29,Oil Change,118787,4078.5,1626.91,BRK01
SRV00433,BMWV00090,D075,2024-01-25,Repair,30219,1057.52,1629.52,NONE
SRV00434,BMWV00370,D100,2025-02-21,Inspection,148282,4329.23,714.39,ELEC01
SRV00435,BMWV00510,D025,2026-05-02,Oil Change,129186,2529.21,745.15,ELEC01
SRV00436,BMWV00875,D018,2026-03-31,Routine Service,120049,2166.18,783.43,NONE
SRV00437,BMWV00584,D010,2024-05-10,Inspection,83178,549.52,1022.49,NONE
SRV00438,BMWV00617,D070,2024-12-04,Routine Service,63725,4115.57,615.3,BAT01
SRV00439,BMWV00401,D091,2025-01-01,Routine Service,46382,4842.17,195.82,ELEC01
SRV00440,BMWV00249,D067,2026-08-12,Inspection,136084,1595.58,1256.36,ELEC01
SRV00441,BMWV00716,D015,2025-08-19,Battery Check,73957,3283.5,112.94,ENG01
SRV00442,BMWV00269,D026,2024-12-08,Routine Service,41513,1060.95,1642.69,BAT01
SRV00443,BMWV00948,D097,2025-11-10,Routine Service,66765,2493.1,1621.04,ELEC01
SRV00444,BMWV00928,D079,2025-12-20,Routine Service,95661,4906.23,1902.32,ELEC01
SRV00445,BMWV00759,D079,2026-08-09,Routine Service,149552,2419.92,302.46,NONE
SRV00446,BMWV00108,D005,2025-05-23,Inspection,64046,3269.17,891.46,BAT01
SRV00447,BMWV00802,D030,2024-01-22,Routine Service,11908,3879.39,1632.16,ELEC01
SRV00448,BMWV00624,D049,2025-11-29,Repair,9743,2784.86,151.67,ENG01
SRV00449,BMWV00714,D017,2025-03-16,Repair,116891,2770.25,275.39,NONE
SRV00450,BMWV00920,D079,2026-07-14,Brake Service,97219,1008.55,901.22,NONE
SRV00451,BMWV00245,D030,2024-04-04,Inspection,7634,1174.27,1507.58,ELEC01
SRV00452,BMWV00583,D006,2026-04-01,Routine Service,70515,4072.48,199.39,BRK01
SRV00453,BMWV00451,D024,2024-10-16,Routine Service,87346,1780.85,1327.66,BRK01
SRV00454,BMWV00301,D017,2025-09-12,Battery Check,130488,3305.03,1330.35,NONE
SRV00455,BMWV00258,D070,2024-07-29,Battery Check,98574,4493.32,1724.58,ENG01
SRV00456,BMWV00732,D039,2026-08-22,Brake Service,149547,1498.78,1324.61,ELEC01
SRV00457,BMWV00916,D035,2024-11-22,Repair,146929,2542.05,155.3,ENG01
SRV00458,BMWV00724,D080,2025-05-12,Brake Service,25564,1057.6,317.41,ELEC01
SRV00459,BMWV00238,D040,2026-01-29,Inspection,60251,657.6,1463.58,BRK01
SRV00460,BMWV00037,D031,2025-12-16,Battery Check,123951,4767.57,91.51,NONE
SRV00461,BMWV00278,D036,2025-08-25,Battery Check,83751,4144.54,214.76,BAT01
SRV00462,BMWV00877,D079,2025-01-28,Battery Check,9941,4320.73,800.09,NONE
SRV00463,BMWV00231,D027,2025-01-23,Oil Change,118006,2685.84,1337.78,NONE
SRV00464,BMWV00556,D098,2024-12-22,Routine Service,93137,4617.36,1819.53,ELEC01
SRV00465,BMWV00223,D097,2024-01-29,Brake Service,118790,4335.42,1576.09,NONE
SRV00466,BMWV00828,D014,2025-07-20,Battery Check,80345,4299.64,1879.05,ENG01
SRV00467,BMWV00436,D074,2026-01-06,Inspection,141029,1337.5,1922.59,ENG01
SRV00468,BMWV00765,D031,2024-05-15,Routine Service,78583,4007.97,1904.39,NONE
SRV00469,BMWV00257,D099,2025-07-09,Brake Service,93482,2876.86,125.28,BAT01
SRV00470,BMWV00372,D035,2025-11-06,Brake Service,8234,665.32,1158.46,BAT01
SRV00471,BMWV00858,D034,2026-05-17,Oil Change,121341,2340.49,907.82,ENG01
SRV00472,BMWV00038,D046,2025-05-06,Repair,62106,2072.62,1180.16,NONE
SRV00473,BMWV00285,D079,2025-07-18,Brake Service,21788,2230.18,553.11,BAT01
SRV00474,BMWV00267,D064,2024-05-10,Oil Change,50742,777.16,1255.0,NONE
SRV00475,BMWV00240,D015,2025-11-01,Routine Service,53301,3437.98,1728.11,ELEC01
SRV00476,BMWV00326,D006,2025-07-20,Repair,64756,351.02,1443.37,BAT01
SRV00477,BMWV01000,D033,2024-01-17,Repair,97624,2725.18,137.23,BRK01
SRV00478,BMWV00360,D014,2024-03-20,Inspection,121342,610.25,201.03,BRK01
SRV00479,BMWV00335,D074,2025-01-15,Repair,114043,403.4,881.63,BAT01
SRV00480,BMWV00148,D004,2024-11-30,Inspection,99447,1708.18,845.87,BAT01
SRV00481,BMWV00483,D038,2025-09-28,Routine Service,47025,1873.09,617.2,BRK01
SRV00482,BMWV00935,D076,2024-01-27,Routine Service,60438,4049.77,1046.05,ELEC01
SRV00483,BMWV00804,D075,2025-12-30,Brake Service,61326,1925.26,1186.24,BRK01
SRV00484,BMWV00392,D098,2025-10-26,Routine Service,25266,4795.19,1985.02,ELEC01
SRV00485,BMWV00517,D074,2025-10-07,Inspection,114597,2717.89,286.42,ELEC01
SRV00486,BMWV00819,D007,2025-09-13,Battery Check,142480,2625.66,668.03,BRK01
SRV00487,BMWV00858,D074,2024-10-27,Oil Change,91162,1253.21,1546.9,BAT01
SRV00488,BMWV00238,D059,2024-11-18,Repair,35255,3480.71,917.76,ENG01
SRV00489,BMWV00372,D010,2024-12-26,Inspection,137551,428.4,756.48,ENG01
SRV00490,BMWV00621,D030,2025-04-04,Battery Check,65231,2868.24,1662.23,BRK01
SRV00491,BMWV00949,D069,2024-09-07,Battery Check,41212,3047.45,1601.92,BAT01
SRV00492,BMWV00323,D016,2024-03-24,Battery Check,115368,2549.88,339.38,ENG01
SRV00493,BMWV00649,D099,2024-07-21,Oil Change,124031,126.79,285.54,BAT01
SRV00494,BMWV00785,D071,2025-12-29,Battery Check,31475,675.67,116.45,ENG01
SRV00495,BMWV00025,D089,2024-06-19,Routine Service,39702,2598.74,1082.15,ENG01
SRV00496,BMWV00927,D055,2024-12-28,Oil Change,110465,3499.8,520.8,BAT01
SRV00497,BMWV00123,D044,2026-07-07,Brake Service,33251,4970.96,138.21,BAT01
SRV00498,BMWV00974,D058,2026-07-21,Battery Check,122900,3716.45,899.6,ENG01
SRV00499,BMWV00718,D018,2026-01-21,Oil Change,138529,464.76,1796.42,ELEC01
SRV00500,BMWV00609,D048,2025-11-21,Repair,123889,1927.9,905.24,ELEC01
SRV00501,BMWV00741,D076,2024-10-13,Routine Service,65886,1521.88,715.18,ELEC01
SRV00502,BMWV00532,D068,2025-08-16,Inspection,116854,1462.02,798.93,BRK01
SRV00503,BMWV00978,D019,2024-02-12,Repair,60228,2181.16,592.6,ELEC01
SRV00504,BMWV00323,D013,2024-12-21,Brake Service,48409,636.83,584.0,ENG01
SRV00505,BMWV00231,D022,2024-10-22,Brake Service,32818,4626.35,1349.55,BRK01
SRV00506,BMWV00100,D027,2025-07-19,Inspection,49263,185.38,1809.96,ELEC01
SRV00507,BMWV00552,D025,2024-01-07,Battery Check,11757,1879.23,599.58,ELEC01
SRV00508,BMWV00438,D094,2025-03-31,Inspection,38076,4163.64,625.14,NONE
SRV00509,BMWV00735,D091,2026-07-30,Routine Service,121498,4449.95,1011.85,NONE
SRV00510,BMWV00887,D018,2024-10-12,Repair,35529,4843.78,1617.1,BRK01
SRV00511,BMWV00746,D010,2024-11-30,Oil Change,137922,1709.92,934.25,ELEC01
SRV00512,BMWV00690,D100,2024-03-16,Repair,87525,4466.75,124.8,NONE
SRV00513,BMWV00956,D091,2026-03-24,Inspection,88237,992.47,1138.43,NONE
SRV00514,BMWV00973,D082,2025-10-04,Routine Service,69464,727.53,783.61,BRK01
SRV00515,BMWV00691,D026,2024-09-28,Battery Check,44697,2448.31,414.85,ENG01
SRV00516,BMWV00291,D017,2024-07-22,Repair,28255,4756.62,1721.46,BRK01
SRV00517,BMWV00004,D056,2024-03-09,Battery Check,59669,3564.45,125.68,BAT01
SRV00518,BMWV00630,D049,2025-10-08,Inspection,66529,3206.69,994.25,BRK01
SRV00519,BMWV00900,D039,2026-05-10,Oil Change,81576,3356.48,1005.93,ENG01
SRV00520,BMWV00614,D046,2025-07-10,Battery Check,82441,527.84,269.12,BAT01
SRV00521,BMWV00431,D058,2024-11-29,Oil Change,116375,623.3,956.24,BAT01
SRV00522,BMWV00678,D015,2024-12-21,Repair,109356,3538.85,1558.68,ENG01
SRV00523,BMWV00862,D063,2025-09-07,Battery Check,66567,193.36,572.45,BRK01
SRV00524,BMWV00913,D053,2024-03-03,Inspection,89722,1344.95,669.36,ENG01
SRV00525,BMWV00830,D057,2025-03-11,Battery Check,73340,4566.23,573.22,BRK01
SRV00526,BMWV00349,D082,2026-04-18,Routine Service,85874,2265.8,481.55,BRK01
SRV00527,BMWV00550,D027,2026-03-09,Repair,33918,4742.0,1245.94,BAT01
SRV00528,BMWV00134,D078,2025-07-06,Routine Service,10535,4021.94,225.99,BAT01
SRV00529,BMWV00936,D046,2026-02-24,Inspection,21636,3291.91,1061.37,BAT01
SRV00530,BMWV00550,D026,2024-06-09,Inspection,108684,4305.63,497.2,BRK01
SRV00531,BMWV00934,D048,2024-12-05,Battery Check,61522,2787.11,534.97,NONE
SRV00532,BMWV00037,D003,2026-02-12,Inspection,31875,2532.42,1593.12,NONE
SRV00533,BMWV00162,D037,2024-11-04,Routine Service,65294,3176.2,1391.74,NONE
SRV00534,BMWV00280,D096,2024-05-06,Battery Check,110054,699.41,1494.03,BAT01
SRV00535,BMWV00884,D010,2024-03-19,Routine Service,137254,3624.46,1536.65,ENG01
SRV00536,BMWV00021,D002,2026-01-30,Inspection,44805,523.01,1196.98,ENG01
SRV00537,BMWV00200,D078,2026-05-29,Brake Service,89863,2154.51,1499.79,BAT01
SRV00538,BMWV00282,D059,2024-07-26,Routine Service,74276,4847.85,1173.59,ENG01
SRV00539,BMWV00300,D055,2024-04-05,Oil Change,111517,2826.93,992.53,ELEC01
SRV00540,BMWV00520,D032,2025-01-26,Routine Service,135294,3651.41,1905.34,ELEC01
SRV00541,BMWV00733,D014,2025-04-08,Oil Change,11525,2016.88,502.63,BAT01
SRV00542,BMWV00490,D073,2024-04-21,Repair,86424,1695.56,1628.88,NONE
SRV00543,BMWV00099,D072,2024-06-22,Oil Change,133401,2987.38,213.58,ENG01
SRV00544,BMWV00633,D061,2025-06-19,Repair,65930,341.72,1012.16,ENG01
SRV00545,BMWV00320,D095,2024-12-11,Oil Change,14570,1641.14,1152.36,ENG01
SRV00546,BMWV00894,D001,2024-10-01,Repair,59846,3787.44,1599.66,ELEC01
SRV00547,BMWV00513,D041,2025-10-29,Oil Change,89367,2333.79,991.84,ELEC01
SRV00548,BMWV00881,D095,2026-01-20,Routine Service,32536,2157.23,201.13,BRK01
SRV00549,BMWV00777,D002,2024-06-14,Inspection,36844,872.68,903.32,NONE
SRV00550,BMWV00040,D055,2025-05-22,Oil Change,142517,2461.61,1510.54,ELEC01
SRV00551,BMWV00430,D052,2024-01-10,Brake Service,35823,2205.62,623.74,BAT01
SRV00552,BMWV00537,D042,2025-09-21,Brake Service,48501,750.51,1070.34,BRK01
SRV00553,BMWV00824,D079,2026-01-01,Brake Service,141152,3042.36,970.61,BRK01
SRV00554,BMWV00960,D043,2026-08-07,Repair,40478,862.98,1444.41,ENG01
SRV00555,BMWV00011,D041,2025-03-02,Oil Change,44413,2378.94,1986.96,NONE
SRV00556,BMWV00321,D090,2024-07-11,Oil Change,29601,2711.77,695.52,NONE
SRV00557,BMWV00641,D060,2025-08-31,Oil Change,22503,1784.74,1140.35,BRK01
SRV00558,BMWV00355,D081,2024-01-15,Oil Change,76979,1456.73,1827.45,ENG01
SRV00559,BMWV00600,D094,2024-11-09,Brake Service,110714,4674.82,1144.17,BRK01
SRV00560,BMWV00081,D076,2024-06-05,Routine Service,61738,1435.93,562.73,NONE
SRV00561,BMWV00131,D067,2025-08-24,Repair,105387,1684.29,1555.36,ELEC01
SRV00562,BMWV00621,D036,2026-04-06,Repair,129100,1086.07,55.21,BRK01
SRV00563,BMWV00223,D012,2026-08-09,Inspection,43401,759.5,977.15,NONE
SRV00564,BMWV00333,D010,2026-07-06,Routine Service,40907,2582.94,907.39,ENG01
SRV00565,BMWV00336,D039,2025-05-27,Routine Service,68117,2822.72,785.75,ENG01
SRV00566,BMWV00725,D061,2024-12-29,Brake Service,141835,1619.01,202.49,ELEC01
SRV00567,BMWV00864,D028,2024-06-19,Repair,77807,3571.17,1687.76,ELEC01
SRV00568,BMWV00454,D063,2025-12-12,Brake Service,36520,2811.63,899.06,BAT01
SRV00569,BMWV00184,D004,2026-06-05,Brake Service,127178,3865.19,724.68,ENG01
SRV00570,BMWV00220,D079,2025-07-27,Oil Change,105258,1902.32,1869.73,NONE
SRV00571,BMWV00202,D057,2025-01-04,Inspection,56088,77.79,655.26,NONE
SRV00572,BMWV00934,D048,2026-07-26,Brake Service,136804,4611.74,1233.21,NONE
SRV00573,BMWV00664,D036,2025-10-19,Battery Check,109410,267.39,1406.22,BAT01
SRV00574,BMWV00282,D081,2024-02-28,Inspection,12976,4322.77,1858.77,ELEC01
SRV00575,BMWV00649,D059,2025-05-17,Oil Change,129111,3762.18,1312.72,ELEC01
SRV00576,BMWV00828,D014,2024-02-09,Brake Service,12559,3083.96,1440.96,BRK01
SRV00577,BMWV00893,D017,2024-03-25,Battery Check,36307,327.44,1293.08,NONE
SRV00578,BMWV00323,D013,2026-05-28,Inspection,77739,4917.85,428.66,ELEC01
SRV00579,BMWV00757,D003,2024-12-06,Repair,87963,4493.8,379.97,ELEC01
SRV00580,BMWV00741,D047,2025-06-12,Routine Service,110689,2111.07,1352.06,NONE
SRV00581,BMWV00068,D025,2026-04-24,Inspection,43669,3658.34,213.74,ENG01
SRV00582,BMWV00046,D036,2025-09-15,Oil Change,137504,2075.79,1288.83,NONE
SRV00583,BMWV00320,D036,2025-07-28,Brake Service,35858,1740.19,1157.94,NONE
SRV00584,BMWV00581,D060,2024-03-31,Routine Service,28740,953.38,218.51,BAT01
SRV00585,BMWV00607,D081,2024-01-21,Oil Change,7736,1126.75,780.33,NONE
SRV00586,BMWV00900,D093,2026-08-23,Oil Change,85683,4194.68,1302.52,BRK01
SRV00587,BMWV00767,D097,2026-01-25,Oil Change,86392,314.01,1426.53,BRK01
SRV00588,BMWV00287,D018,2025-08-01,Brake Service,113523,1168.5,417.08,BRK01
SRV00589,BMWV00183,D038,2024-09-22,Repair,120238,1359.5,1005.28,ELEC01
SRV00590,BMWV00374,D045,2026-03-01,Repair,142112,2275.88,1280.5,BRK01
SRV00591,BMWV00038,D075,2025-01-29,Oil Change,146020,2865.12,1987.82,ENG01
SRV00592,BMWV00357,D083,2026-04-10,Repair,80678,1076.86,1414.32,ELEC01
SRV00593,BMWV00566,D096,2026-03-24,Brake Service,28791,2590.7,460.91,BRK01
SRV00594,BMWV00480,D034,2024-02-02,Routine Service,140536,3308.74,413.53,BRK01
SRV00595,BMWV00480,D076,2024-11-26,Brake Service,104066,3308.61,1807.49,BAT01
SRV00596,BMWV00720,D014,2025-10-06,Brake Service,7070,835.81,977.22,BAT01
SRV00597,BMWV00665,D013,2024-07-10,Brake Service,85288,855.59,1116.22,NONE
SRV00598,BMWV00451,D079,2025-04-12,Inspection,119024,3668.23,973.47,BRK01
SRV00599,BMWV00260,D093,2025-01-17,Inspection,93572,2438.66,832.25,NONE
SRV00600,BMWV00996,D030,2026-02-20,Inspection,33273,2133.88,1559.44,ELEC01
SRV00601,BMWV00412,D076,2024-01-30,Oil Change,139271,873.6,636.14,ELEC01
SRV00602,BMWV00990,D090,2026-08-23,Inspection,57025,4759.89,1157.58,BRK01
SRV00603,BMWV00135,D085,2024-12-07,Routine Service,28697,1580.9,1543.36,BAT01
SRV00604,BMWV00471,D051,2024-06-18,Battery Check,5221,3310.11,440.79,BRK01
SRV00605,BMWV00310,D040,2024-03-23,Oil Change,66914,4295.92,901.27,BRK01
SRV00606,BMWV00159,D088,2025-07-22,Brake Service,6296,2412.85,722.19,ENG01
SRV00607,BMWV00565,D088,2025-02-07,Repair,60703,4568.52,1353.45,ENG01
